G11_shinriki
06.09.2021
19:34:38
shinriki oszillator
DFT of V1
shinriki oszillator 
Chaos_Versuch
V1(V) V2(V) V3(V) cutX(V) cutY(V) DFTfq(Hz) DFTY(power)

2,252E+0 1,771E-1 4,398E-1 2,998E-1 -6,583E-2 3,003E+1 2,030E+0
2,983E-1 -9,511E-3 -1,349E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,001E-1 -1,293E-4 -1,346E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,025E-1 9,746E-3 -1,343E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,057E-1 1,929E-2 -1,331E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,096E-1 2,900E-2 -1,323E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,139E-1 3,822E-2 -1,311E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,197E-1 4,711E-2 -1,298E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,256E-1 5,682E-2 -1,282E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,327E-1 6,603E-2 -1,265E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,401E-1 7,509E-2 -1,239E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,483E-1 8,397E-2 -1,218E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,572E-1 9,270E-2 -1,195E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,672E-1 1,014E-1 -1,170E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,774E-1 1,098E-1 -1,139E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,886E-1 1,185E-1 -1,109E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,006E-1 1,264E-1 -1,078E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,131E-1 1,345E-1 -1,045E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,265E-1 1,424E-1 -1,005E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,406E-1 1,500E-1 -9,707E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,553E-1 1,577E-1 -9,328E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,707E-1 1,648E-1 -8,868E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,869E-1 1,724E-1 -8,473E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,033E-1 1,791E-1 -8,028E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,206E-1 1,858E-1 -7,584E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,382E-1 1,924E-1 -7,090E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,567E-1 1,990E-1 -6,662E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,759E-1 2,049E-1 -6,152E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,958E-1 2,112E-1 -5,642E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,161E-1 2,168E-1 -5,115E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,370E-1 2,224E-1 -4,588E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,585E-1 2,278E-1 -4,062E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,808E-1 2,328E-1 -3,535E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,033E-1 2,379E-1 -2,959E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,263E-1 2,428E-1 -2,399E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,504E-1 2,472E-1 -1,823E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,742E-1 2,515E-1 -1,231E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,991E-1 2,556E-1 -6,713E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,244E-1 2,597E-1 -4,585E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,496E-1 2,635E-1 5,467E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,758E-1 2,667E-1 1,172E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,024E-1 2,700E-1 1,797E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,293E-1 2,731E-1 2,374E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,568E-1 2,759E-1 3,032E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,847E-1 2,787E-1 3,674E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,013E+0 2,811E-1 4,299E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,041E+0 2,833E-1 4,908E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,070E+0 2,854E-1 5,534E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,100E+0 2,876E-1 6,159E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,130E+0 2,890E-1 6,817E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,160E+0 2,905E-1 7,459E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,191E+0 2,920E-1 8,117E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,221E+0 2,930E-1 8,743E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,252E+0 2,941E-1 9,401E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,282E+0 2,945E-1 1,004E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,314E+0 2,955E-1 1,068E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,346E+0 2,961E-1 1,133E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,378E+0 2,963E-1 1,194E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,410E+0 2,964E-1 1,261E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,443E+0 2,964E-1 1,325E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,475E+0 2,961E-1 1,384E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,507E+0 2,960E-1 1,449E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,539E+0 2,956E-1 1,510E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,571E+0 2,951E-1 1,572E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,604E+0 2,945E-1 1,635E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,636E+0 2,938E-1 1,697E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,667E+0 2,930E-1 1,758E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,699E+0 2,918E-1 1,817E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,730E+0 2,912E-1 1,878E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,762E+0 2,900E-1 1,939E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,793E+0 2,889E-1 1,997E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,823E+0 2,874E-1 2,058E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,854E+0 2,861E-1 2,114E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,883E+0 2,849E-1 2,174E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,911E+0 2,836E-1 2,230E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,938E+0 2,821E-1 2,288E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,965E+0 2,806E-1 2,344E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,990E+0 2,788E-1 2,402E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,014E+0 2,774E-1 2,456E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,038E+0 2,757E-1 2,509E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,060E+0 2,741E-1 2,563E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,081E+0 2,726E-1 2,617E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,100E+0 2,704E-1 2,667E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,118E+0 2,686E-1 2,716E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,134E+0 2,668E-1 2,772E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,149E+0 2,647E-1 2,821E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,163E+0 2,625E-1 2,872E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,176E+0 2,604E-1 2,923E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,187E+0 2,579E-1 2,974E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,196E+0 2,555E-1 3,020E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,205E+0 2,530E-1 3,067E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,212E+0 2,502E-1 3,118E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,217E+0 2,472E-1 3,157E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,222E+0 2,443E-1 3,205E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,226E+0 2,408E-1 3,249E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,229E+0 2,374E-1 3,292E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,231E+0 2,334E-1 3,336E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,232E+0 2,296E-1 3,376E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,232E+0 2,257E-1 3,419E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,232E+0 2,209E-1 3,453E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,231E+0 2,165E-1 3,496E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,229E+0 2,115E-1 3,531E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,226E+0 2,068E-1 3,570E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,223E+0 2,012E-1 3,603E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,219E+0 1,959E-1 3,634E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,215E+0 1,903E-1 3,671E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,211E+0 1,840E-1 3,697E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,205E+0 1,779E-1 3,728E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,199E+0 1,717E-1 3,759E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,193E+0 1,648E-1 3,787E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,186E+0 1,585E-1 3,810E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,179E+0 1,516E-1 3,837E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,172E+0 1,444E-1 3,858E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,163E+0 1,368E-1 3,881E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,156E+0 1,294E-1 3,901E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,147E+0 1,218E-1 3,921E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,138E+0 1,138E-1 3,934E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,128E+0 1,059E-1 3,944E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,118E+0 9,796E-2 3,954E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,108E+0 8,973E-2 3,967E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,097E+0 8,117E-2 3,978E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,086E+0 7,245E-2 3,982E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,075E+0 6,389E-2 3,987E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,063E+0 5,501E-2 3,991E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,052E+0 4,645E-2 3,988E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,040E+0 3,740E-2 3,990E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,027E+0 2,851E-2 3,987E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,015E+0 1,962E-2 3,983E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,003E+0 1,007E-2 3,973E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,989E+0 1,187E-3 3,964E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,976E+0 -8,523E-3 3,954E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,962E+0 -1,725E-2 3,939E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,949E+0 -2,696E-2 3,922E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,934E+0 -3,617E-2 3,904E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,920E+0 -4,539E-2 3,885E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,905E+0 -5,428E-2 3,861E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,890E+0 -6,382E-2 3,840E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,876E+0 -7,271E-2 3,809E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,861E+0 -8,143E-2 3,781E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,845E+0 -9,081E-2 3,750E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,830E+0 -9,954E-2 3,717E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,815E+0 -1,084E-1 3,684E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,800E+0 -1,168E-1 3,643E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,784E+0 -1,255E-1 3,603E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,768E+0 -1,341E-1 3,564E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,753E+0 -1,423E-1 3,521E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,737E+0 -1,506E-1 3,475E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,721E+0 -1,585E-1 3,429E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,704E+0 -1,664E-1 3,383E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,688E+0 -1,739E-1 3,332E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,672E+0 -1,813E-1 3,284E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,656E+0 -1,886E-1 3,229E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,640E+0 -1,957E-1 3,178E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,623E+0 -2,022E-1 3,119E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,607E+0 -2,090E-1 3,067E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,591E+0 -2,152E-1 3,007E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,574E+0 -2,213E-1 2,945E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,558E+0 -2,273E-1 2,885E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,542E+0 -2,329E-1 2,826E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,525E+0 -2,383E-1 2,760E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,509E+0 -2,437E-1 2,698E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,492E+0 -2,482E-1 2,635E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,477E+0 -2,528E-1 2,568E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,460E+0 -2,572E-1 2,507E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,444E+0 -2,610E-1 2,439E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,428E+0 -2,646E-1 2,370E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,412E+0 -2,681E-1 2,303E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,396E+0 -2,712E-1 2,234E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,380E+0 -2,738E-1 2,165E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,364E+0 -2,766E-1 2,100E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,348E+0 -2,784E-1 2,026E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,333E+0 -2,803E-1 1,961E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,318E+0 -2,819E-1 1,888E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,302E+0 -2,832E-1 1,822E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,287E+0 -2,844E-1 1,750E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,272E+0 -2,847E-1 1,686E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,257E+0 -2,849E-1 1,620E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,242E+0 -2,849E-1 1,546E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,228E+0 -2,847E-1 1,475E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,214E+0 -2,840E-1 1,409E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,200E+0 -2,830E-1 1,345E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,186E+0 -2,817E-1 1,279E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,172E+0 -2,804E-1 1,212E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,158E+0 -2,786E-1 1,149E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,145E+0 -2,763E-1 1,083E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,132E+0 -2,740E-1 1,017E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,119E+0 -2,714E-1 9,533E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,106E+0 -2,681E-1 8,957E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,094E+0 -2,649E-1 8,315E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,082E+0 -2,615E-1 7,706E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,070E+0 -2,575E-1 7,130E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,058E+0 -2,536E-1 6,537E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,047E+0 -2,493E-1 5,945E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,036E+0 -2,449E-1 5,435E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,025E+0 -2,399E-1 4,892E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,015E+0 -2,348E-1 4,316E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,005E+0 -2,297E-1 3,772E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,953E-1 -2,240E-1 3,312E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,862E-1 -2,185E-1 2,834E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,777E-1 -2,124E-1 2,341E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,693E-1 -2,062E-1 1,913E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,612E-1 -1,999E-1 1,452E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,536E-1 -1,935E-1 1,040E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,467E-1 -1,869E-1 6,125E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,398E-1 -1,800E-1 2,175E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,340E-1 -1,733E-1 -1,775E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,283E-1 -1,657E-1 -5,725E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,230E-1 -1,588E-1 -8,852E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,184E-1 -1,512E-1 -1,214E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,143E-1 -1,433E-1 -1,527E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,110E-1 -1,356E-1 -1,823E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,082E-1 -1,280E-1 -2,120E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,056E-1 -1,199E-1 -2,334E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,036E-1 -1,120E-1 -2,597E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,028E-1 -1,038E-1 -2,827E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,023E-1 -9,575E-2 -3,041E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,020E-1 -8,736E-2 -3,222E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,026E-1 -7,880E-2 -3,354E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,038E-1 -7,057E-2 -3,535E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,056E-1 -6,185E-2 -3,650E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,080E-1 -5,296E-2 -3,749E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,115E-1 -4,473E-2 -3,864E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,150E-1 -3,617E-2 -3,881E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,196E-1 -2,761E-2 -3,963E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,248E-1 -1,873E-2 -4,012E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,308E-1 -1,000E-2 -4,045E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,372E-1 -1,611E-3 -4,029E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,444E-1 7,277E-3 -3,996E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,523E-1 1,616E-2 -3,946E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,610E-1 2,489E-2 -3,897E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,701E-1 3,328E-2 -3,782E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,803E-1 4,200E-2 -3,683E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,910E-1 5,073E-2 -3,551E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,002E+0 5,945E-2 -3,420E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,015E+0 6,751E-2 -3,272E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,028E+0 7,607E-2 -3,041E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,041E+0 8,463E-2 -2,877E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,055E+0 9,286E-2 -2,613E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,070E+0 1,011E-1 -2,383E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,086E+0 1,093E-1 -2,120E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,102E+0 1,174E-1 -1,840E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,119E+0 1,253E-1 -1,527E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,137E+0 1,332E-1 -1,214E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,156E+0 1,411E-1 -9,017E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,175E+0 1,483E-1 -5,067E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,195E+0 1,561E-1 -1,446E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,215E+0 1,633E-1 2,010E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,236E+0 1,707E-1 5,960E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,258E+0 1,776E-1 1,007E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,281E+0 1,847E-1 1,468E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,304E+0 1,916E-1 1,913E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,328E+0 1,984E-1 2,374E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,353E+0 2,051E-1 2,867E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,378E+0 2,114E-1 3,328E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,404E+0 2,176E-1 3,871E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,431E+0 2,239E-1 4,349E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,457E+0 2,296E-1 4,892E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,485E+0 2,356E-1 5,435E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,512E+0 2,415E-1 5,994E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,541E+0 2,467E-1 6,554E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,569E+0 2,523E-1 7,130E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,598E+0 2,576E-1 7,690E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,628E+0 2,625E-1 8,282E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,657E+0 2,676E-1 8,907E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,686E+0 2,727E-1 9,467E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,716E+0 2,772E-1 1,011E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,747E+0 2,816E-1 1,073E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,777E+0 2,859E-1 1,136E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,807E+0 2,902E-1 1,202E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,838E+0 2,941E-1 1,263E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,868E+0 2,979E-1 1,330E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,898E+0 3,016E-1 1,398E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,928E+0 3,053E-1 1,462E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,958E+0 3,090E-1 1,531E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,987E+0 3,122E-1 1,598E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,015E+0 3,154E-1 1,664E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,043E+0 3,185E-1 1,732E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,069E+0 3,218E-1 1,803E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,095E+0 3,246E-1 1,870E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
