G11_shinriki
06.09.2021
19:41:14
shinriki oszillator
DFT of V1
shinriki oszillator 
Chaos_Versuch
V1(V) V2(V) V3(V) cutX(V) cutY(V) DFTfq(Hz) DFTY(power)

7,769E-1 2,341E-2 1,291E-1 1,136E+0 -5,915E-2 3,003E+1 2,553E+0
6,090E-1 -4,784E-1 3,361E-2 0,000E+0 0,000E+0 6,718E+4 5,605E-11
5,807E-1 -4,741E-1 2,390E-2 0,000E+0 0,000E+0 6,721E+4 6,542E-11
5,527E-1 -4,697E-1 1,386E-2 0,000E+0 0,000E+0 6,724E+4 7,316E-11
5,241E-1 -4,649E-1 3,327E-3 0,000E+0 0,000E+0 6,727E+4 6,045E-11
4,954E-1 -4,596E-1 -6,548E-3 0,000E+0 0,000E+0 6,730E+4 5,761E-11
4,670E-1 -4,544E-1 -1,609E-2 0,000E+0 0,000E+0 6,733E+4 6,911E-11
4,383E-1 -4,485E-1 -2,482E-2 0,000E+0 0,000E+0 6,736E+4 7,590E-11
4,100E-1 -4,417E-1 -3,469E-2 0,000E+0 0,000E+0 6,739E+4 7,337E-11
3,820E-1 -4,355E-1 -4,325E-2 0,000E+0 0,000E+0 6,742E+4 5,709E-11
3,547E-1 -4,285E-1 -5,214E-2 0,000E+0 0,000E+0 6,745E+4 7,769E-11
3,280E-1 -4,211E-1 -6,119E-2 0,000E+0 0,000E+0 6,748E+4 6,977E-11
3,014E-1 -4,139E-1 -6,942E-2 0,000E+0 0,000E+0 6,751E+4 4,704E-11
2,751E-1 -4,062E-1 -7,765E-2 0,000E+0 0,000E+0 6,754E+4 6,288E-11
2,486E-1 -3,979E-1 -8,571E-2 0,000E+0 0,000E+0 6,757E+4 4,750E-11
2,217E-1 -3,897E-1 -9,328E-2 0,000E+0 0,000E+0 6,760E+4 7,767E-11
1,954E-1 -3,813E-1 -1,009E-1 0,000E+0 0,000E+0 6,763E+4 7,679E-11
1,700E-1 -3,723E-1 -1,083E-1 0,000E+0 0,000E+0 6,766E+4 8,567E-11
1,449E-1 -3,632E-1 -1,157E-1 0,000E+0 0,000E+0 6,769E+4 5,890E-11
1,200E-1 -3,541E-1 -1,224E-1 0,000E+0 0,000E+0 6,772E+4 7,652E-11
9,615E-2 -3,446E-1 -1,290E-1 0,000E+0 0,000E+0 6,775E+4 5,400E-11
7,196E-2 -3,349E-1 -1,354E-1 0,000E+0 0,000E+0 6,778E+4 4,146E-11
4,892E-2 -3,252E-1 -1,418E-1 0,000E+0 0,000E+0 6,781E+4 6,644E-11
2,604E-2 -3,153E-1 -1,478E-1 0,000E+0 0,000E+0 6,784E+4 4,301E-11
3,656E-3 -3,053E-1 -1,537E-1 0,000E+0 0,000E+0 6,787E+4 3,658E-11
-1,823E-2 -2,947E-1 -1,596E-1 0,000E+0 0,000E+0 6,790E+4 6,650E-11
-3,979E-2 -2,845E-1 -1,644E-1 0,000E+0 0,000E+0 6,793E+4 6,990E-11
-6,037E-2 -2,742E-1 -1,703E-1 0,000E+0 0,000E+0 6,796E+4 5,393E-11
-8,061E-2 -2,635E-1 -1,746E-1 0,000E+0 0,000E+0 6,799E+4 5,157E-11
-1,005E-1 -2,524E-1 -1,799E-1 0,000E+0 0,000E+0 6,802E+4 6,594E-11
-1,199E-1 -2,419E-1 -1,841E-1 0,000E+0 0,000E+0 6,805E+4 3,849E-11
-1,381E-1 -2,310E-1 -1,882E-1 0,000E+0 0,000E+0 6,808E+4 7,001E-11
-1,565E-1 -2,203E-1 -1,925E-1 0,000E+0 0,000E+0 6,811E+4 5,412E-11
-1,739E-1 -2,092E-1 -1,960E-1 0,000E+0 0,000E+0 6,814E+4 1,124E-10
-1,907E-1 -1,983E-1 -1,993E-1 0,000E+0 0,000E+0 6,817E+4 8,602E-11
-2,065E-1 -1,871E-1 -2,027E-1 0,000E+0 0,000E+0 6,820E+4 8,701E-11
-2,223E-1 -1,761E-1 -2,060E-1 0,000E+0 0,000E+0 6,823E+4 6,654E-11
-2,371E-1 -1,650E-1 -2,088E-1 0,000E+0 0,000E+0 6,826E+4 4,377E-11
-2,514E-1 -1,540E-1 -2,113E-1 0,000E+0 0,000E+0 6,829E+4 6,006E-11
-2,646E-1 -1,427E-1 -2,138E-1 0,000E+0 0,000E+0 6,832E+4 8,263E-11
-2,778E-1 -1,318E-1 -2,159E-1 0,000E+0 0,000E+0 6,835E+4 1,004E-10
-2,898E-1 -1,209E-1 -2,185E-1 0,000E+0 0,000E+0 6,838E+4 4,247E-11
-3,016E-1 -1,101E-1 -2,202E-1 0,000E+0 0,000E+0 6,841E+4 4,678E-11
-3,125E-1 -9,888E-2 -2,218E-1 0,000E+0 0,000E+0 6,844E+4 4,572E-11
-3,229E-1 -8,818E-2 -2,226E-1 0,000E+0 0,000E+0 6,847E+4 8,237E-11
-3,323E-1 -7,699E-2 -2,238E-1 0,000E+0 0,000E+0 6,850E+4 5,608E-11
-3,415E-1 -6,613E-2 -2,245E-1 0,000E+0 0,000E+0 6,853E+4 5,144E-11
-3,494E-1 -5,576E-2 -2,254E-1 0,000E+0 0,000E+0 6,856E+4 6,931E-11
-3,566E-1 -4,506E-2 -2,254E-1 0,000E+0 0,000E+0 6,859E+4 5,709E-11
-3,635E-1 -3,453E-2 -2,261E-1 0,000E+0 0,000E+0 6,862E+4 5,348E-11
-3,691E-1 -2,416E-2 -2,259E-1 0,000E+0 0,000E+0 6,865E+4 4,181E-11
-3,746E-1 -1,379E-2 -2,259E-1 0,000E+0 0,000E+0 6,868E+4 4,491E-11
-3,792E-1 -3,586E-3 -2,250E-1 0,000E+0 0,000E+0 6,871E+4 6,207E-11
-3,833E-1 6,619E-3 -2,250E-1 0,000E+0 0,000E+0 6,874E+4 6,665E-11
-3,866E-1 1,649E-2 -2,240E-1 0,000E+0 0,000E+0 6,877E+4 5,879E-11
-3,894E-1 2,637E-2 -2,226E-1 0,000E+0 0,000E+0 6,880E+4 1,177E-10
-3,910E-1 3,591E-2 -2,215E-1 0,000E+0 0,000E+0 6,883E+4 6,431E-11
-3,925E-1 4,530E-2 -2,195E-1 0,000E+0 0,000E+0 6,886E+4 9,695E-11
-3,925E-1 5,501E-2 -2,179E-1 0,000E+0 0,000E+0 6,889E+4 4,481E-11
-3,925E-1 6,406E-2 -2,161E-1 0,000E+0 0,000E+0 6,892E+4 4,686E-11
-3,918E-1 7,311E-2 -2,139E-1 0,000E+0 0,000E+0 6,895E+4 7,587E-11
-3,902E-1 8,183E-2 -2,115E-1 0,000E+0 0,000E+0 6,898E+4 6,032E-11
-3,876E-1 9,056E-2 -2,087E-1 0,000E+0 0,000E+0 6,901E+4 5,550E-11
-3,851E-1 9,911E-2 -2,057E-1 0,000E+0 0,000E+0 6,904E+4 6,037E-11
-3,813E-1 1,070E-1 -2,036E-1 0,000E+0 0,000E+0 6,907E+4 6,305E-11
-3,770E-1 1,154E-1 -2,001E-1 0,000E+0 0,000E+0 6,910E+4 4,131E-11
-3,723E-1 1,230E-1 -1,966E-1 0,000E+0 0,000E+0 6,913E+4 5,664E-11
-3,670E-1 1,309E-1 -1,934E-1 0,000E+0 0,000E+0 6,916E+4 7,441E-11
-3,609E-1 1,381E-1 -1,896E-1 0,000E+0 0,000E+0 6,919E+4 6,107E-11
-3,538E-1 1,452E-1 -1,858E-1 0,000E+0 0,000E+0 6,922E+4 6,406E-11
-3,467E-1 1,523E-1 -1,820E-1 0,000E+0 0,000E+0 6,925E+4 8,303E-11
-3,387E-1 1,589E-1 -1,777E-1 0,000E+0 0,000E+0 6,928E+4 5,749E-11
-3,301E-1 1,649E-1 -1,738E-1 0,000E+0 0,000E+0 6,931E+4 4,657E-11
-3,206E-1 1,714E-1 -1,695E-1 0,000E+0 0,000E+0 6,934E+4 6,585E-11
-3,114E-1 1,770E-1 -1,649E-1 0,000E+0 0,000E+0 6,937E+4 6,033E-11
-3,015E-1 1,829E-1 -1,601E-1 0,000E+0 0,000E+0 6,940E+4 8,640E-11
-2,906E-1 1,885E-1 -1,553E-1 0,000E+0 0,000E+0 6,943E+4 5,407E-11
-2,796E-1 1,934E-1 -1,507E-1 0,000E+0 0,000E+0 6,946E+4 7,524E-11
-2,681E-1 1,985E-1 -1,460E-1 0,000E+0 0,000E+0 6,949E+4 4,341E-11
-2,559E-1 2,031E-1 -1,410E-1 0,000E+0 0,000E+0 6,952E+4 6,024E-11
-2,434E-1 2,076E-1 -1,354E-1 0,000E+0 0,000E+0 6,955E+4 5,400E-11
-2,302E-1 2,119E-1 -1,305E-1 0,000E+0 0,000E+0 6,958E+4 8,373E-11
-2,164E-1 2,158E-1 -1,255E-1 0,000E+0 0,000E+0 6,961E+4 5,969E-11
-2,029E-1 2,194E-1 -1,198E-1 0,000E+0 0,000E+0 6,964E+4 4,455E-11
-1,884E-1 2,229E-1 -1,148E-1 0,000E+0 0,000E+0 6,967E+4 6,405E-11
-1,739E-1 2,258E-1 -1,092E-1 0,000E+0 0,000E+0 6,970E+4 6,978E-11
-1,585E-1 2,288E-1 -1,038E-1 0,000E+0 0,000E+0 6,973E+4 9,316E-11
-1,430E-1 2,318E-1 -9,855E-2 0,000E+0 0,000E+0 6,976E+4 6,224E-11
-1,274E-1 2,341E-1 -9,295E-2 0,000E+0 0,000E+0 6,979E+4 2,984E-11
-1,114E-1 2,362E-1 -8,719E-2 0,000E+0 0,000E+0 6,982E+4 3,314E-11
-9,460E-2 2,385E-1 -8,226E-2 0,000E+0 0,000E+0 6,985E+4 5,288E-11
-7,765E-2 2,400E-1 -7,600E-2 0,000E+0 0,000E+0 6,988E+4 5,730E-11
-6,070E-2 2,413E-1 -7,041E-2 0,000E+0 0,000E+0 6,991E+4 5,092E-11
-4,309E-2 2,426E-1 -6,481E-2 0,000E+0 0,000E+0 6,994E+4 3,449E-11
-2,548E-2 2,435E-1 -5,938E-2 0,000E+0 0,000E+0 6,997E+4 6,857E-11
-7,700E-3 2,443E-1 -5,362E-2 0,000E+0 0,000E+0 7,000E+4 5,204E-11
1,040E-2 2,449E-1 -4,819E-2 0,000E+0 0,000E+0 7,003E+4 4,908E-11
2,884E-2 2,453E-1 -4,226E-2 0,000E+0 0,000E+0 7,006E+4 4,470E-11
4,744E-2 2,453E-1 -3,700E-2 0,000E+0 0,000E+0 7,009E+4 5,388E-11
6,603E-2 2,453E-1 -3,091E-2 0,000E+0 0,000E+0 7,012E+4 5,357E-11
8,480E-2 2,451E-1 -2,531E-2 0,000E+0 0,000E+0 7,015E+4 7,849E-11
1,039E-1 2,443E-1 -2,054E-2 0,000E+0 0,000E+0 7,018E+4 6,641E-11
1,233E-1 2,436E-1 -1,461E-2 0,000E+0 0,000E+0 7,021E+4 4,619E-11
1,426E-1 2,426E-1 -9,346E-3 0,000E+0 0,000E+0 7,024E+4 5,536E-11
1,618E-1 2,416E-1 -3,586E-3 0,000E+0 0,000E+0 7,027E+4 5,041E-11
1,814E-1 2,405E-1 1,517E-3 0,000E+0 0,000E+0 7,030E+4 5,079E-11
2,007E-1 2,388E-1 6,948E-3 0,000E+0 0,000E+0 7,033E+4 6,596E-11
2,202E-1 2,374E-1 1,205E-2 0,000E+0 0,000E+0 7,036E+4 7,735E-11
2,402E-1 2,352E-1 1,732E-2 0,000E+0 0,000E+0 7,039E+4 9,594E-11
2,599E-1 2,336E-1 2,242E-2 0,000E+0 0,000E+0 7,042E+4 8,021E-11
2,797E-1 2,314E-1 2,752E-2 0,000E+0 0,000E+0 7,045E+4 6,059E-11
2,996E-1 2,291E-1 3,229E-2 0,000E+0 0,000E+0 7,048E+4 7,363E-11
3,195E-1 2,265E-1 3,740E-2 0,000E+0 0,000E+0 7,051E+4 8,354E-11
3,392E-1 2,240E-1 4,233E-2 0,000E+0 0,000E+0 7,054E+4 6,889E-11
3,596E-1 2,212E-1 4,694E-2 0,000E+0 0,000E+0 7,057E+4 7,369E-11
3,797E-1 2,183E-1 5,171E-2 0,000E+0 0,000E+0 7,060E+4 7,232E-11
3,995E-1 2,153E-1 5,649E-2 0,000E+0 0,000E+0 7,063E+4 4,619E-11
4,196E-1 2,122E-1 6,093E-2 0,000E+0 0,000E+0 7,066E+4 6,559E-11
4,398E-1 2,091E-1 6,521E-2 0,000E+0 0,000E+0 7,069E+4 4,932E-11
4,599E-1 2,054E-1 6,998E-2 0,000E+0 0,000E+0 7,072E+4 4,261E-11
4,795E-1 2,025E-1 7,426E-2 0,000E+0 0,000E+0 7,075E+4 3,739E-11
4,994E-1 1,989E-1 7,887E-2 0,000E+0 0,000E+0 7,078E+4 4,450E-11
5,193E-1 1,952E-1 8,233E-2 0,000E+0 0,000E+0 7,081E+4 5,261E-11
5,387E-1 1,913E-1 8,677E-2 0,000E+0 0,000E+0 7,084E+4 8,237E-11
5,585E-1 1,877E-1 9,023E-2 0,000E+0 0,000E+0 7,087E+4 8,280E-11
5,779E-1 1,839E-1 9,418E-2 0,000E+0 0,000E+0 7,090E+4 7,523E-11
5,973E-1 1,798E-1 9,780E-2 0,000E+0 0,000E+0 7,093E+4 5,131E-11
6,166E-1 1,758E-1 1,014E-1 0,000E+0 0,000E+0 7,096E+4 6,842E-11
6,357E-1 1,719E-1 1,054E-1 0,000E+0 0,000E+0 7,099E+4 8,196E-11
6,551E-1 1,677E-1 1,085E-1 0,000E+0 0,000E+0 7,102E+4 7,952E-11
6,738E-1 1,635E-1 1,116E-1 0,000E+0 0,000E+0 7,105E+4 8,602E-11
6,929E-1 1,592E-1 1,152E-1 0,000E+0 0,000E+0 7,108E+4 7,945E-11
7,119E-1 1,549E-1 1,184E-1 0,000E+0 0,000E+0 7,111E+4 5,059E-11
7,306E-1 1,510E-1 1,213E-1 0,000E+0 0,000E+0 7,114E+4 6,940E-11
7,492E-1 1,465E-1 1,238E-1 0,000E+0 0,000E+0 7,117E+4 6,409E-11
7,678E-1 1,424E-1 1,271E-1 0,000E+0 0,000E+0 7,120E+4 8,688E-11
7,861E-1 1,381E-1 1,296E-1 0,000E+0 0,000E+0 7,123E+4 4,880E-11
8,040E-1 1,338E-1 1,324E-1 0,000E+0 0,000E+0 7,126E+4 7,207E-11
8,218E-1 1,294E-1 1,345E-1 0,000E+0 0,000E+0 7,129E+4 6,201E-11
8,397E-1 1,254E-1 1,373E-1 0,000E+0 0,000E+0 7,132E+4 5,547E-11
8,580E-1 1,210E-1 1,394E-1 0,000E+0 0,000E+0 7,135E+4 4,581E-11
8,758E-1 1,167E-1 1,417E-1 0,000E+0 0,000E+0 7,138E+4 3,243E-11
8,932E-1 1,128E-1 1,439E-1 0,000E+0 0,000E+0 7,141E+4 4,222E-11
9,103E-1 1,085E-1 1,462E-1 0,000E+0 0,000E+0 7,144E+4 6,077E-11
9,280E-1 1,044E-1 1,480E-1 0,000E+0 0,000E+0 7,147E+4 5,283E-11
9,451E-1 1,001E-1 1,498E-1 0,000E+0 0,000E+0 7,150E+4 6,395E-11
9,619E-1 9,599E-2 1,511E-1 0,000E+0 0,000E+0 7,153E+4 6,003E-11
9,782E-1 9,220E-2 1,533E-1 0,000E+0 0,000E+0 7,156E+4 5,158E-11
9,946E-1 8,825E-2 1,544E-1 0,000E+0 0,000E+0 7,159E+4 8,193E-11
1,011E+0 8,430E-2 1,561E-1 0,000E+0 0,000E+0 7,162E+4 6,048E-11
1,028E+0 8,019E-2 1,577E-1 0,000E+0 0,000E+0 7,165E+4 4,423E-11
1,043E+0 7,657E-2 1,587E-1 0,000E+0 0,000E+0 7,168E+4 6,495E-11
1,059E+0 7,295E-2 1,602E-1 0,000E+0 0,000E+0 7,171E+4 7,576E-11
1,075E+0 6,932E-2 1,610E-1 0,000E+0 0,000E+0 7,174E+4 5,536E-11
1,091E+0 6,587E-2 1,620E-1 0,000E+0 0,000E+0 7,177E+4 4,991E-11
1,107E+0 6,192E-2 1,635E-1 0,000E+0 0,000E+0 7,180E+4 4,727E-11
1,122E+0 5,863E-2 1,640E-1 0,000E+0 0,000E+0 7,183E+4 6,790E-11
1,137E+0 5,566E-2 1,646E-1 0,000E+0 0,000E+0 7,186E+4 5,895E-11
1,152E+0 5,221E-2 1,651E-1 0,000E+0 0,000E+0 7,189E+4 7,610E-11
1,167E+0 4,925E-2 1,661E-1 0,000E+0 0,000E+0 7,192E+4 6,075E-11
1,182E+0 4,612E-2 1,668E-1 0,000E+0 0,000E+0 7,195E+4 4,185E-11
1,196E+0 4,332E-2 1,674E-1 0,000E+0 0,000E+0 7,198E+4 6,086E-11
1,211E+0 4,052E-2 1,677E-1 0,000E+0 0,000E+0 7,201E+4 4,442E-11
1,226E+0 3,789E-2 1,684E-1 0,000E+0 0,000E+0 7,204E+4 6,243E-11
1,240E+0 3,542E-2 1,687E-1 0,000E+0 0,000E+0 7,207E+4 1,333E-10
1,254E+0 3,279E-2 1,689E-1 0,000E+0 0,000E+0 7,210E+4 6,004E-11
1,269E+0 3,048E-2 1,692E-1 0,000E+0 0,000E+0 7,213E+4 5,893E-11
1,283E+0 2,818E-2 1,692E-1 0,000E+0 0,000E+0 7,216E+4 4,505E-11
1,297E+0 2,604E-2 1,699E-1 0,000E+0 0,000E+0 7,219E+4 7,345E-11
1,311E+0 2,423E-2 1,697E-1 0,000E+0 0,000E+0 7,222E+4 5,940E-11
1,325E+0 2,258E-2 1,699E-1 0,000E+0 0,000E+0 7,225E+4 6,365E-11
1,339E+0 2,077E-2 1,696E-1 0,000E+0 0,000E+0 7,228E+4 7,037E-11
1,352E+0 1,929E-2 1,700E-1 0,000E+0 0,000E+0 7,231E+4 1,054E-10
1,366E+0 1,765E-2 1,700E-1 0,000E+0 0,000E+0 7,234E+4 5,761E-11
1,379E+0 1,633E-2 1,699E-1 0,000E+0 0,000E+0 7,237E+4 5,011E-11
1,392E+0 1,534E-2 1,694E-1 0,000E+0 0,000E+0 7,240E+4 4,682E-11
1,405E+0 1,402E-2 1,697E-1 0,000E+0 0,000E+0 7,243E+4 8,249E-11
1,418E+0 1,320E-2 1,696E-1 0,000E+0 0,000E+0 7,246E+4 5,044E-11
1,431E+0 1,221E-2 1,691E-1 0,000E+0 0,000E+0 7,249E+4 7,460E-11
1,444E+0 1,205E-2 1,691E-1 0,000E+0 0,000E+0 7,252E+4 6,363E-11
1,456E+0 1,139E-2 1,686E-1 0,000E+0 0,000E+0 7,255E+4 4,118E-11
1,469E+0 1,090E-2 1,691E-1 0,000E+0 0,000E+0 7,258E+4 4,852E-11
1,481E+0 1,073E-2 1,686E-1 0,000E+0 0,000E+0 7,261E+4 4,902E-11
1,493E+0 1,057E-2 1,681E-1 0,000E+0 0,000E+0 7,264E+4 9,253E-11
1,505E+0 1,057E-2 1,682E-1 0,000E+0 0,000E+0 7,267E+4 5,408E-11
1,517E+0 1,057E-2 1,682E-1 0,000E+0 0,000E+0 7,270E+4 4,027E-11
1,530E+0 1,090E-2 1,676E-1 0,000E+0 0,000E+0 7,273E+4 8,279E-11
1,542E+0 1,139E-2 1,676E-1 0,000E+0 0,000E+0 7,276E+4 5,123E-11
1,554E+0 1,189E-2 1,674E-1 0,000E+0 0,000E+0 7,279E+4 4,948E-11
1,565E+0 1,254E-2 1,676E-1 0,000E+0 0,000E+0 7,282E+4 4,320E-11
1,577E+0 1,320E-2 1,671E-1 0,000E+0 0,000E+0 7,285E+4 5,624E-11
1,589E+0 1,402E-2 1,669E-1 0,000E+0 0,000E+0 7,288E+4 4,586E-11
1,600E+0 1,518E-2 1,673E-1 0,000E+0 0,000E+0 7,291E+4 6,372E-11
1,611E+0 1,633E-2 1,671E-1 0,000E+0 0,000E+0 7,294E+4 5,466E-11
1,622E+0 1,732E-2 1,668E-1 0,000E+0 0,000E+0 7,297E+4 6,328E-11
1,633E+0 1,896E-2 1,668E-1 0,000E+0 0,000E+0 7,300E+4 5,911E-11
1,645E+0 2,028E-2 1,668E-1 0,000E+0 0,000E+0 7,303E+4 4,611E-11
1,655E+0 2,192E-2 1,668E-1 0,000E+0 0,000E+0 7,306E+4 4,466E-11
1,666E+0 2,308E-2 1,674E-1 0,000E+0 0,000E+0 7,309E+4 5,490E-11
1,677E+0 2,522E-2 1,673E-1 0,000E+0 0,000E+0 7,312E+4 4,844E-11
1,688E+0 2,703E-2 1,674E-1 0,000E+0 0,000E+0 7,315E+4 8,847E-11
1,699E+0 2,884E-2 1,677E-1 0,000E+0 0,000E+0 7,318E+4 3,943E-11
1,709E+0 3,098E-2 1,679E-1 0,000E+0 0,000E+0 7,321E+4 8,146E-11
1,719E+0 3,279E-2 1,687E-1 0,000E+0 0,000E+0 7,324E+4 8,046E-11
1,730E+0 3,526E-2 1,689E-1 0,000E+0 0,000E+0 7,327E+4 5,980E-11
1,740E+0 3,723E-2 1,694E-1 0,000E+0 0,000E+0 7,330E+4 5,624E-11
1,751E+0 3,986E-2 1,694E-1 0,000E+0 0,000E+0 7,333E+4 4,775E-11
1,761E+0 4,217E-2 1,705E-1 0,000E+0 0,000E+0 7,336E+4 5,914E-11
1,771E+0 4,464E-2 1,709E-1 0,000E+0 0,000E+0 7,339E+4 4,842E-11
1,781E+0 4,694E-2 1,712E-1 0,000E+0 0,000E+0 7,342E+4 4,288E-11
1,791E+0 4,925E-2 1,725E-1 0,000E+0 0,000E+0 7,345E+4 6,248E-11
1,800E+0 5,204E-2 1,728E-1 0,000E+0 0,000E+0 7,348E+4 6,302E-11
1,810E+0 5,468E-2 1,738E-1 0,000E+0 0,000E+0 7,351E+4 6,207E-11
1,819E+0 5,747E-2 1,748E-1 0,000E+0 0,000E+0 7,354E+4 6,910E-11
1,829E+0 6,027E-2 1,755E-1 0,000E+0 0,000E+0 7,357E+4 5,840E-11
1,838E+0 6,274E-2 1,768E-1 0,000E+0 0,000E+0 7,360E+4 3,821E-11
1,847E+0 6,554E-2 1,775E-1 0,000E+0 0,000E+0 7,363E+4 6,611E-11
1,856E+0 6,801E-2 1,788E-1 0,000E+0 0,000E+0 7,366E+4 1,234E-10
1,865E+0 7,097E-2 1,801E-1 0,000E+0 0,000E+0 7,369E+4 5,629E-11
1,874E+0 7,393E-2 1,811E-1 0,000E+0 0,000E+0 7,372E+4 6,595E-11
1,883E+0 7,673E-2 1,822E-1 0,000E+0 0,000E+0 7,375E+4 7,794E-11
1,891E+0 7,936E-2 1,834E-1 0,000E+0 0,000E+0 7,378E+4 4,535E-11
1,900E+0 8,216E-2 1,852E-1 0,000E+0 0,000E+0 7,381E+4 7,121E-11
1,908E+0 8,496E-2 1,865E-1 0,000E+0 0,000E+0 7,384E+4 4,496E-11
1,917E+0 8,759E-2 1,880E-1 0,000E+0 0,000E+0 7,387E+4 5,695E-11
1,925E+0 9,056E-2 1,895E-1 0,000E+0 0,000E+0 7,390E+4 4,991E-11
1,933E+0 9,352E-2 1,910E-1 0,000E+0 0,000E+0 7,393E+4 5,917E-11
1,940E+0 9,615E-2 1,926E-1 0,000E+0 0,000E+0 7,396E+4 6,838E-11
1,948E+0 9,879E-2 1,944E-1 0,000E+0 0,000E+0 7,399E+4 6,408E-11
1,956E+0 1,016E-1 1,959E-1 0,000E+0 0,000E+0 7,402E+4 6,763E-11
1,963E+0 1,042E-1 1,977E-1 0,000E+0 0,000E+0 7,405E+4 5,237E-11
1,971E+0 1,067E-1 1,997E-1 0,000E+0 0,000E+0 7,408E+4 4,661E-11
1,978E+0 1,095E-1 2,015E-1 0,000E+0 0,000E+0 7,411E+4 4,105E-11
1,985E+0 1,115E-1 2,038E-1 0,000E+0 0,000E+0 7,414E+4 5,001E-11
1,992E+0 1,143E-1 2,053E-1 0,000E+0 0,000E+0 7,417E+4 4,683E-11
1,999E+0 1,167E-1 2,074E-1 0,000E+0 0,000E+0 7,420E+4 8,127E-11
2,006E+0 1,190E-1 2,094E-1 0,000E+0 0,000E+0 7,423E+4 7,245E-11
2,012E+0 1,212E-1 2,117E-1 0,000E+0 0,000E+0 7,426E+4 6,178E-11
2,019E+0 1,233E-1 2,137E-1 0,000E+0 0,000E+0 7,429E+4 5,123E-11
2,025E+0 1,256E-1 2,160E-1 0,000E+0 0,000E+0 7,432E+4 4,515E-11
2,031E+0 1,276E-1 2,188E-1 0,000E+0 0,000E+0 7,435E+4 5,471E-11
2,037E+0 1,292E-1 2,209E-1 0,000E+0 0,000E+0 7,438E+4 5,714E-11
2,042E+0 1,314E-1 2,230E-1 0,000E+0 0,000E+0 7,441E+4 6,649E-11
2,048E+0 1,329E-1 2,253E-1 0,000E+0 0,000E+0 7,444E+4 6,292E-11
2,053E+0 1,347E-1 2,275E-1 0,000E+0 0,000E+0 7,447E+4 5,956E-11
2,058E+0 1,365E-1 2,303E-1 0,000E+0 0,000E+0 7,450E+4 3,563E-11
2,064E+0 1,376E-1 2,326E-1 0,000E+0 0,000E+0 7,453E+4 5,857E-11
2,069E+0 1,393E-1 2,349E-1 0,000E+0 0,000E+0 7,456E+4 5,110E-11
2,073E+0 1,406E-1 2,370E-1 0,000E+0 0,000E+0 7,459E+4 3,659E-11
2,078E+0 1,417E-1 2,400E-1 0,000E+0 0,000E+0 7,462E+4 3,691E-11
2,082E+0 1,424E-1 2,423E-1 0,000E+0 0,000E+0 7,465E+4 7,156E-11
2,086E+0 1,437E-1 2,449E-1 0,000E+0 0,000E+0 7,468E+4 4,580E-11
2,090E+0 1,445E-1 2,474E-1 0,000E+0 0,000E+0 7,471E+4 4,385E-11
2,093E+0 1,450E-1 2,500E-1 0,000E+0 0,000E+0 7,474E+4 4,636E-11
2,097E+0 1,459E-1 2,527E-1 0,000E+0 0,000E+0 7,477E+4 3,948E-11
2,100E+0 1,462E-1 2,551E-1 0,000E+0 0,000E+0 7,480E+4 4,447E-11
2,103E+0 1,468E-1 2,573E-1 0,000E+0 0,000E+0 7,483E+4 4,003E-11
2,106E+0 1,467E-1 2,604E-1 0,000E+0 0,000E+0 7,486E+4 5,735E-11
2,108E+0 1,467E-1 2,627E-1 0,000E+0 0,000E+0 7,489E+4 4,480E-11
2,111E+0 1,467E-1 2,655E-1 0,000E+0 0,000E+0 7,492E+4 6,633E-11
2,113E+0 1,470E-1 2,676E-1 0,000E+0 0,000E+0 7,495E+4 8,205E-11
2,114E+0 1,465E-1 2,704E-1 0,000E+0 0,000E+0 7,498E+4 5,996E-11
2,116E+0 1,459E-1 2,729E-1 0,000E+0 0,000E+0 7,502E+4 7,045E-11
2,118E+0 1,454E-1 2,752E-1 0,000E+0 0,000E+0 7,505E+4 3,955E-11
2,119E+0 1,447E-1 2,775E-1 0,000E+0 0,000E+0 7,508E+4 5,826E-11
2,120E+0 1,439E-1 2,805E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,121E+0 1,429E-1 2,826E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,122E+0 1,419E-1 2,848E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,122E+0 1,408E-1 2,879E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,122E+0 1,391E-1 2,897E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,121E+0 1,376E-1 2,922E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,121E+0 1,361E-1 2,945E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,121E+0 1,342E-1 2,964E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,120E+0 1,322E-1 2,986E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,118E+0 1,304E-1 3,007E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,117E+0 1,281E-1 3,030E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,116E+0 1,256E-1 3,045E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,114E+0 1,233E-1 3,065E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,112E+0 1,208E-1 3,083E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
