G11_shinriki
06.09.2021
19:41:14
shinriki oszillator
DFT of V1
shinriki oszillator 
Chaos_Versuch
V1(V) V2(V) V3(V) cutX(V) cutY(V) DFTfq(Hz) DFTY(power)

7,769E-1 2,341E-2 1,291E-1 1,136E+0 -5,915E-2 3,003E+1 2,553E+0
1,543E+0 -1,213E-1 1,434E-1 0,000E+0 0,000E+0 3,288E+4 5,476E-11
1,542E+0 -1,183E-1 1,404E-1 0,000E+0 0,000E+0 3,291E+4 6,785E-11
1,541E+0 -1,152E-1 1,371E-1 0,000E+0 0,000E+0 3,294E+4 1,089E-10
1,540E+0 -1,119E-1 1,342E-1 0,000E+0 0,000E+0 3,297E+4 1,038E-10
1,540E+0 -1,083E-1 1,315E-1 0,000E+0 0,000E+0 3,300E+4 7,042E-11
1,540E+0 -1,045E-1 1,287E-1 0,000E+0 0,000E+0 3,303E+4 6,948E-11
1,540E+0 -1,007E-1 1,259E-1 0,000E+0 0,000E+0 3,306E+4 5,271E-11
1,541E+0 -9,674E-2 1,236E-1 0,000E+0 0,000E+0 3,309E+4 9,814E-11
1,543E+0 -9,230E-2 1,212E-1 0,000E+0 0,000E+0 3,312E+4 8,054E-11
1,544E+0 -8,835E-2 1,187E-1 0,000E+0 0,000E+0 3,315E+4 6,347E-11
1,546E+0 -8,407E-2 1,166E-1 0,000E+0 0,000E+0 3,318E+4 8,907E-11
1,548E+0 -7,946E-2 1,147E-1 0,000E+0 0,000E+0 3,321E+4 5,843E-11
1,551E+0 -7,485E-2 1,124E-1 0,000E+0 0,000E+0 3,324E+4 8,209E-11
1,555E+0 -7,008E-2 1,105E-1 0,000E+0 0,000E+0 3,327E+4 7,801E-11
1,558E+0 -6,514E-2 1,087E-1 0,000E+0 0,000E+0 3,330E+4 7,248E-11
1,562E+0 -6,020E-2 1,072E-1 0,000E+0 0,000E+0 3,333E+4 7,768E-11
1,567E+0 -5,510E-2 1,060E-1 0,000E+0 0,000E+0 3,336E+4 8,222E-11
1,572E+0 -4,983E-2 1,044E-1 0,000E+0 0,000E+0 3,339E+4 6,015E-11
1,577E+0 -4,457E-2 1,027E-1 0,000E+0 0,000E+0 3,342E+4 6,562E-11
1,583E+0 -3,930E-2 1,019E-1 0,000E+0 0,000E+0 3,345E+4 6,732E-11
1,589E+0 -3,370E-2 1,008E-1 0,000E+0 0,000E+0 3,348E+4 9,082E-11
1,596E+0 -2,778E-2 9,994E-2 0,000E+0 0,000E+0 3,351E+4 8,285E-11
1,603E+0 -2,218E-2 9,911E-2 0,000E+0 0,000E+0 3,354E+4 5,390E-11
1,610E+0 -1,626E-2 9,796E-2 0,000E+0 0,000E+0 3,357E+4 4,661E-11
1,618E+0 -1,050E-2 9,829E-2 0,000E+0 0,000E+0 3,360E+4 9,268E-11
1,626E+0 -4,408E-3 9,763E-2 0,000E+0 0,000E+0 3,363E+4 6,798E-11
1,635E+0 1,681E-3 9,747E-2 0,000E+0 0,000E+0 3,366E+4 8,095E-11
1,644E+0 7,442E-3 9,714E-2 0,000E+0 0,000E+0 3,369E+4 5,778E-11
1,654E+0 1,386E-2 9,730E-2 0,000E+0 0,000E+0 3,372E+4 9,539E-11
1,664E+0 1,995E-2 9,796E-2 0,000E+0 0,000E+0 3,375E+4 9,736E-11
1,674E+0 2,587E-2 9,780E-2 0,000E+0 0,000E+0 3,378E+4 9,089E-11
1,685E+0 3,246E-2 9,846E-2 0,000E+0 0,000E+0 3,381E+4 8,041E-11
1,696E+0 3,871E-2 9,928E-2 0,000E+0 0,000E+0 3,384E+4 6,401E-11
1,708E+0 4,530E-2 9,994E-2 0,000E+0 0,000E+0 3,387E+4 5,857E-11
1,719E+0 5,155E-2 1,006E-1 0,000E+0 0,000E+0 3,390E+4 9,887E-11
1,732E+0 5,797E-2 1,017E-1 0,000E+0 0,000E+0 3,393E+4 8,337E-11
1,744E+0 6,422E-2 1,034E-1 0,000E+0 0,000E+0 3,396E+4 5,096E-11
1,756E+0 7,048E-2 1,045E-1 0,000E+0 0,000E+0 3,399E+4 6,145E-11
1,769E+0 7,690E-2 1,062E-1 0,000E+0 0,000E+0 3,402E+4 4,895E-11
1,783E+0 8,331E-2 1,078E-1 0,000E+0 0,000E+0 3,405E+4 6,962E-11
1,797E+0 8,990E-2 1,098E-1 0,000E+0 0,000E+0 3,408E+4 6,652E-11
1,811E+0 9,632E-2 1,116E-1 0,000E+0 0,000E+0 3,411E+4 5,863E-11
1,824E+0 1,026E-1 1,139E-1 0,000E+0 0,000E+0 3,414E+4 5,339E-11
1,839E+0 1,087E-1 1,162E-1 0,000E+0 0,000E+0 3,417E+4 1,006E-10
1,854E+0 1,151E-1 1,184E-1 0,000E+0 0,000E+0 3,420E+4 1,112E-10
1,868E+0 1,212E-1 1,210E-1 0,000E+0 0,000E+0 3,423E+4 7,692E-11
1,883E+0 1,276E-1 1,241E-1 0,000E+0 0,000E+0 3,426E+4 8,041E-11
1,898E+0 1,335E-1 1,274E-1 0,000E+0 0,000E+0 3,429E+4 4,870E-11
1,913E+0 1,398E-1 1,299E-1 0,000E+0 0,000E+0 3,432E+4 4,664E-11
1,928E+0 1,457E-1 1,332E-1 0,000E+0 0,000E+0 3,435E+4 5,087E-11
1,943E+0 1,515E-1 1,363E-1 0,000E+0 0,000E+0 3,438E+4 5,786E-11
1,958E+0 1,574E-1 1,396E-1 0,000E+0 0,000E+0 3,441E+4 8,350E-11
1,973E+0 1,631E-1 1,437E-1 0,000E+0 0,000E+0 3,444E+4 9,530E-11
1,988E+0 1,691E-1 1,468E-1 0,000E+0 0,000E+0 3,447E+4 8,983E-11
2,003E+0 1,743E-1 1,510E-1 0,000E+0 0,000E+0 3,450E+4 8,859E-11
2,017E+0 1,799E-1 1,541E-1 0,000E+0 0,000E+0 3,453E+4 6,331E-11
2,031E+0 1,852E-1 1,585E-1 0,000E+0 0,000E+0 3,456E+4 1,091E-10
2,046E+0 1,908E-1 1,630E-1 0,000E+0 0,000E+0 3,459E+4 7,828E-11
2,060E+0 1,957E-1 1,671E-1 0,000E+0 0,000E+0 3,462E+4 7,282E-11
2,074E+0 2,007E-1 1,715E-1 0,000E+0 0,000E+0 3,465E+4 6,069E-11
2,088E+0 2,058E-1 1,756E-1 0,000E+0 0,000E+0 3,468E+4 7,540E-11
2,101E+0 2,104E-1 1,801E-1 0,000E+0 0,000E+0 3,471E+4 1,059E-10
2,114E+0 2,147E-1 1,849E-1 0,000E+0 0,000E+0 3,474E+4 4,756E-11
2,126E+0 2,194E-1 1,895E-1 0,000E+0 0,000E+0 3,477E+4 5,354E-11
2,139E+0 2,235E-1 1,946E-1 0,000E+0 0,000E+0 3,480E+4 8,651E-11
2,151E+0 2,275E-1 1,992E-1 0,000E+0 0,000E+0 3,483E+4 5,416E-11
2,162E+0 2,314E-1 2,044E-1 0,000E+0 0,000E+0 3,486E+4 4,673E-11
2,173E+0 2,351E-1 2,092E-1 0,000E+0 0,000E+0 3,489E+4 5,259E-11
2,184E+0 2,385E-1 2,142E-1 0,000E+0 0,000E+0 3,492E+4 5,419E-11
2,194E+0 2,418E-1 2,194E-1 0,000E+0 0,000E+0 3,495E+4 8,213E-11
2,204E+0 2,449E-1 2,249E-1 0,000E+0 0,000E+0 3,498E+4 6,890E-11
2,213E+0 2,476E-1 2,300E-1 0,000E+0 0,000E+0 3,502E+4 5,199E-11
2,222E+0 2,504E-1 2,352E-1 0,000E+0 0,000E+0 3,505E+4 1,079E-10
2,231E+0 2,528E-1 2,403E-1 0,000E+0 0,000E+0 3,508E+4 6,732E-11
2,238E+0 2,548E-1 2,459E-1 0,000E+0 0,000E+0 3,511E+4 5,455E-11
2,246E+0 2,566E-1 2,509E-1 0,000E+0 0,000E+0 3,514E+4 6,258E-11
2,253E+0 2,583E-1 2,566E-1 0,000E+0 0,000E+0 3,517E+4 6,312E-11
2,260E+0 2,594E-1 2,619E-1 0,000E+0 0,000E+0 3,520E+4 1,104E-10
2,266E+0 2,606E-1 2,675E-1 0,000E+0 0,000E+0 3,523E+4 6,729E-11
2,271E+0 2,616E-1 2,724E-1 0,000E+0 0,000E+0 3,526E+4 1,038E-10
2,276E+0 2,622E-1 2,783E-1 0,000E+0 0,000E+0 3,529E+4 5,761E-11
2,281E+0 2,624E-1 2,834E-1 0,000E+0 0,000E+0 3,532E+4 7,199E-11
2,286E+0 2,625E-1 2,887E-1 0,000E+0 0,000E+0 3,535E+4 6,127E-11
2,289E+0 2,622E-1 2,943E-1 0,000E+0 0,000E+0 3,538E+4 6,555E-11
2,293E+0 2,614E-1 2,994E-1 0,000E+0 0,000E+0 3,541E+4 7,681E-11
2,295E+0 2,606E-1 3,048E-1 0,000E+0 0,000E+0 3,544E+4 7,517E-11
2,298E+0 2,597E-1 3,099E-1 0,000E+0 0,000E+0 3,547E+4 9,512E-11
2,300E+0 2,581E-1 3,147E-1 0,000E+0 0,000E+0 3,550E+4 8,160E-11
2,301E+0 2,565E-1 3,201E-1 0,000E+0 0,000E+0 3,553E+4 6,278E-11
2,302E+0 2,545E-1 3,249E-1 0,000E+0 0,000E+0 3,556E+4 6,326E-11
2,302E+0 2,520E-1 3,302E-1 0,000E+0 0,000E+0 3,559E+4 7,384E-11
2,302E+0 2,497E-1 3,353E-1 0,000E+0 0,000E+0 3,562E+4 7,717E-11
2,302E+0 2,467E-1 3,394E-1 0,000E+0 0,000E+0 3,565E+4 7,964E-11
2,301E+0 2,438E-1 3,447E-1 0,000E+0 0,000E+0 3,568E+4 8,474E-11
2,300E+0 2,403E-1 3,486E-1 0,000E+0 0,000E+0 3,571E+4 8,448E-11
2,297E+0 2,365E-1 3,531E-1 0,000E+0 0,000E+0 3,574E+4 4,863E-11
2,295E+0 2,328E-1 3,569E-1 0,000E+0 0,000E+0 3,577E+4 6,649E-11
2,293E+0 2,286E-1 3,611E-1 0,000E+0 0,000E+0 3,580E+4 7,316E-11
2,289E+0 2,240E-1 3,648E-1 0,000E+0 0,000E+0 3,583E+4 1,059E-10
2,286E+0 2,194E-1 3,687E-1 0,000E+0 0,000E+0 3,586E+4 9,476E-11
2,282E+0 2,143E-1 3,720E-1 0,000E+0 0,000E+0 3,589E+4 1,029E-10
2,278E+0 2,092E-1 3,756E-1 0,000E+0 0,000E+0 3,592E+4 1,048E-10
2,272E+0 2,040E-1 3,794E-1 0,000E+0 0,000E+0 3,595E+4 7,794E-11
2,267E+0 1,984E-1 3,824E-1 0,000E+0 0,000E+0 3,598E+4 1,172E-10
2,262E+0 1,923E-1 3,855E-1 0,000E+0 0,000E+0 3,601E+4 5,494E-11
2,256E+0 1,860E-1 3,886E-1 0,000E+0 0,000E+0 3,604E+4 7,661E-11
2,249E+0 1,798E-1 3,916E-1 0,000E+0 0,000E+0 3,607E+4 6,101E-11
2,242E+0 1,732E-1 3,942E-1 0,000E+0 0,000E+0 3,610E+4 4,879E-11
2,235E+0 1,663E-1 3,968E-1 0,000E+0 0,000E+0 3,613E+4 5,915E-11
2,228E+0 1,590E-1 3,996E-1 0,000E+0 0,000E+0 3,616E+4 8,399E-11
2,220E+0 1,519E-1 4,016E-1 0,000E+0 0,000E+0 3,619E+4 7,296E-11
2,211E+0 1,445E-1 4,036E-1 0,000E+0 0,000E+0 3,622E+4 7,684E-11
2,203E+0 1,370E-1 4,054E-1 0,000E+0 0,000E+0 3,625E+4 7,572E-11
2,193E+0 1,292E-1 4,075E-1 0,000E+0 0,000E+0 3,628E+4 7,662E-11
2,184E+0 1,210E-1 4,090E-1 0,000E+0 0,000E+0 3,631E+4 8,473E-11
2,175E+0 1,129E-1 4,102E-1 0,000E+0 0,000E+0 3,634E+4 8,527E-11
2,165E+0 1,049E-1 4,120E-1 0,000E+0 0,000E+0 3,637E+4 7,197E-11
2,154E+0 9,632E-2 4,125E-1 0,000E+0 0,000E+0 3,640E+4 5,965E-11
2,143E+0 8,759E-2 4,135E-1 0,000E+0 0,000E+0 3,643E+4 6,204E-11
2,132E+0 7,904E-2 4,146E-1 0,000E+0 0,000E+0 3,646E+4 8,259E-11
2,121E+0 7,031E-2 4,151E-1 0,000E+0 0,000E+0 3,649E+4 6,237E-11
2,110E+0 6,126E-2 4,156E-1 0,000E+0 0,000E+0 3,652E+4 7,021E-11
2,098E+0 5,237E-2 4,156E-1 0,000E+0 0,000E+0 3,655E+4 6,101E-11
2,085E+0 4,316E-2 4,158E-1 0,000E+0 0,000E+0 3,658E+4 6,326E-11
2,073E+0 3,394E-2 4,153E-1 0,000E+0 0,000E+0 3,661E+4 1,019E-10
2,060E+0 2,472E-2 4,149E-1 0,000E+0 0,000E+0 3,664E+4 1,088E-10
2,047E+0 1,534E-2 4,143E-1 0,000E+0 0,000E+0 3,667E+4 8,952E-11
2,034E+0 5,631E-3 4,135E-1 0,000E+0 0,000E+0 3,670E+4 8,408E-11
2,021E+0 -3,750E-3 4,120E-1 0,000E+0 0,000E+0 3,673E+4 1,243E-10
2,007E+0 -1,297E-2 4,108E-1 0,000E+0 0,000E+0 3,676E+4 1,256E-10
1,993E+0 -2,268E-2 4,090E-1 0,000E+0 0,000E+0 3,679E+4 8,438E-11
1,979E+0 -3,206E-2 4,075E-1 0,000E+0 0,000E+0 3,682E+4 7,212E-11
1,965E+0 -4,177E-2 4,056E-1 0,000E+0 0,000E+0 3,685E+4 7,690E-11
1,950E+0 -5,115E-2 4,034E-1 0,000E+0 0,000E+0 3,688E+4 7,164E-11
1,936E+0 -6,053E-2 4,008E-1 0,000E+0 0,000E+0 3,691E+4 1,318E-10
1,921E+0 -7,008E-2 3,982E-1 0,000E+0 0,000E+0 3,694E+4 1,484E-10
1,906E+0 -7,913E-2 3,955E-1 0,000E+0 0,000E+0 3,697E+4 1,261E-10
1,891E+0 -8,868E-2 3,924E-1 0,000E+0 0,000E+0 3,700E+4 7,254E-11
1,875E+0 -9,773E-2 3,891E-1 0,000E+0 0,000E+0 3,703E+4 7,597E-11
1,860E+0 -1,068E-1 3,857E-1 0,000E+0 0,000E+0 3,706E+4 8,916E-11
1,845E+0 -1,158E-1 3,814E-1 0,000E+0 0,000E+0 3,709E+4 5,797E-11
1,829E+0 -1,249E-1 3,779E-1 0,000E+0 0,000E+0 3,712E+4 5,513E-11
1,813E+0 -1,336E-1 3,735E-1 0,000E+0 0,000E+0 3,715E+4 4,598E-11
1,797E+0 -1,422E-1 3,695E-1 0,000E+0 0,000E+0 3,718E+4 6,815E-11
1,781E+0 -1,507E-1 3,648E-1 0,000E+0 0,000E+0 3,721E+4 9,304E-11
1,765E+0 -1,590E-1 3,605E-1 0,000E+0 0,000E+0 3,724E+4 8,210E-11
1,750E+0 -1,672E-1 3,555E-1 0,000E+0 0,000E+0 3,727E+4 1,049E-10
1,734E+0 -1,756E-1 3,506E-1 0,000E+0 0,000E+0 3,730E+4 1,061E-10
1,718E+0 -1,831E-1 3,452E-1 0,000E+0 0,000E+0 3,733E+4 9,194E-11
1,702E+0 -1,907E-1 3,399E-1 0,000E+0 0,000E+0 3,736E+4 7,898E-11
1,686E+0 -1,978E-1 3,343E-1 0,000E+0 0,000E+0 3,739E+4 7,136E-11
1,670E+0 -2,052E-1 3,284E-1 0,000E+0 0,000E+0 3,742E+4 8,373E-11
1,654E+0 -2,121E-1 3,231E-1 0,000E+0 0,000E+0 3,745E+4 7,229E-11
1,638E+0 -2,187E-1 3,167E-1 0,000E+0 0,000E+0 3,748E+4 6,664E-11
1,622E+0 -2,251E-1 3,108E-1 0,000E+0 0,000E+0 3,751E+4 4,330E-11
1,605E+0 -2,314E-1 3,047E-1 0,000E+0 0,000E+0 3,754E+4 9,206E-11
1,589E+0 -2,373E-1 2,988E-1 0,000E+0 0,000E+0 3,757E+4 6,573E-11
1,573E+0 -2,427E-1 2,918E-1 0,000E+0 0,000E+0 3,760E+4 5,849E-11
1,557E+0 -2,485E-1 2,856E-1 0,000E+0 0,000E+0 3,763E+4 1,270E-10
1,542E+0 -2,533E-1 2,788E-1 0,000E+0 0,000E+0 3,766E+4 9,375E-11
1,526E+0 -2,582E-1 2,724E-1 0,000E+0 0,000E+0 3,769E+4 7,224E-11
1,511E+0 -2,628E-1 2,655E-1 0,000E+0 0,000E+0 3,772E+4 8,516E-11
1,496E+0 -2,669E-1 2,586E-1 0,000E+0 0,000E+0 3,775E+4 6,748E-11
1,480E+0 -2,709E-1 2,518E-1 0,000E+0 0,000E+0 3,778E+4 6,995E-11
1,465E+0 -2,747E-1 2,444E-1 0,000E+0 0,000E+0 3,781E+4 6,441E-11
1,450E+0 -2,778E-1 2,379E-1 0,000E+0 0,000E+0 3,784E+4 8,707E-11
1,435E+0 -2,804E-1 2,311E-1 0,000E+0 0,000E+0 3,787E+4 8,965E-11
1,420E+0 -2,835E-1 2,235E-1 0,000E+0 0,000E+0 3,790E+4 1,080E-10
1,405E+0 -2,858E-1 2,163E-1 0,000E+0 0,000E+0 3,793E+4 6,817E-11
1,390E+0 -2,877E-1 2,094E-1 0,000E+0 0,000E+0 3,796E+4 6,860E-11
1,376E+0 -2,895E-1 2,026E-1 0,000E+0 0,000E+0 3,799E+4 5,733E-11
1,361E+0 -2,908E-1 1,951E-1 0,000E+0 0,000E+0 3,802E+4 6,162E-11
1,347E+0 -2,919E-1 1,880E-1 0,000E+0 0,000E+0 3,805E+4 9,248E-11
1,333E+0 -2,924E-1 1,811E-1 0,000E+0 0,000E+0 3,808E+4 6,790E-11
1,319E+0 -2,929E-1 1,740E-1 0,000E+0 0,000E+0 3,811E+4 4,924E-11
1,305E+0 -2,933E-1 1,669E-1 0,000E+0 0,000E+0 3,814E+4 7,563E-11
1,292E+0 -2,928E-1 1,598E-1 0,000E+0 0,000E+0 3,817E+4 6,249E-11
1,279E+0 -2,919E-1 1,526E-1 0,000E+0 0,000E+0 3,820E+4 7,428E-11
1,265E+0 -2,911E-1 1,460E-1 0,000E+0 0,000E+0 3,823E+4 7,889E-11
1,252E+0 -2,900E-1 1,391E-1 0,000E+0 0,000E+0 3,826E+4 7,644E-11
1,240E+0 -2,885E-1 1,324E-1 0,000E+0 0,000E+0 3,829E+4 6,423E-11
1,227E+0 -2,867E-1 1,256E-1 0,000E+0 0,000E+0 3,832E+4 6,085E-11
1,215E+0 -2,842E-1 1,187E-1 0,000E+0 0,000E+0 3,835E+4 9,312E-11
1,204E+0 -2,817E-1 1,123E-1 0,000E+0 0,000E+0 3,838E+4 9,875E-11
1,192E+0 -2,791E-1 1,054E-1 0,000E+0 0,000E+0 3,841E+4 8,088E-11
1,181E+0 -2,760E-1 9,911E-2 0,000E+0 0,000E+0 3,844E+4 9,187E-11
1,170E+0 -2,724E-1 9,286E-2 0,000E+0 0,000E+0 3,847E+4 6,088E-11
1,159E+0 -2,686E-1 8,677E-2 0,000E+0 0,000E+0 3,850E+4 6,462E-11
1,149E+0 -2,646E-1 8,035E-2 0,000E+0 0,000E+0 3,853E+4 5,701E-11
1,139E+0 -2,603E-1 7,459E-2 0,000E+0 0,000E+0 3,856E+4 4,424E-11
1,130E+0 -2,556E-1 6,916E-2 0,000E+0 0,000E+0 3,859E+4 7,802E-11
1,121E+0 -2,506E-1 6,307E-2 0,000E+0 0,000E+0 3,862E+4 5,046E-11
1,112E+0 -2,460E-1 5,731E-2 0,000E+0 0,000E+0 3,865E+4 5,440E-11
1,104E+0 -2,406E-1 5,237E-2 0,000E+0 0,000E+0 3,868E+4 7,141E-11
1,096E+0 -2,352E-1 4,628E-2 0,000E+0 0,000E+0 3,871E+4 5,666E-11
1,088E+0 -2,291E-1 4,151E-2 0,000E+0 0,000E+0 3,874E+4 8,488E-11
1,081E+0 -2,233E-1 3,674E-2 0,000E+0 0,000E+0 3,877E+4 7,083E-11
1,075E+0 -2,167E-1 3,147E-2 0,000E+0 0,000E+0 3,880E+4 6,458E-11
1,068E+0 -2,105E-1 2,686E-2 0,000E+0 0,000E+0 3,883E+4 6,417E-11
1,063E+0 -2,036E-1 2,242E-2 0,000E+0 0,000E+0 3,886E+4 7,013E-11
1,058E+0 -1,963E-1 1,814E-2 0,000E+0 0,000E+0 3,889E+4 6,256E-11
1,053E+0 -1,897E-1 1,435E-2 0,000E+0 0,000E+0 3,892E+4 5,975E-11
1,049E+0 -1,822E-1 9,746E-3 0,000E+0 0,000E+0 3,895E+4 5,700E-11
1,045E+0 -1,749E-1 5,960E-3 0,000E+0 0,000E+0 3,898E+4 8,368E-11
1,042E+0 -1,670E-1 2,833E-3 0,000E+0 0,000E+0 3,901E+4 1,001E-10
1,040E+0 -1,590E-1 -7,876E-4 0,000E+0 0,000E+0 3,904E+4 6,901E-11
1,038E+0 -1,512E-1 -4,244E-3 0,000E+0 0,000E+0 3,907E+4 6,304E-11
1,037E+0 -1,433E-1 -7,206E-3 0,000E+0 0,000E+0 3,910E+4 7,777E-11
1,036E+0 -1,346E-1 -1,050E-2 0,000E+0 0,000E+0 3,913E+4 9,327E-11
1,036E+0 -1,264E-1 -1,313E-2 0,000E+0 0,000E+0 3,916E+4 1,081E-10
1,037E+0 -1,176E-1 -1,560E-2 0,000E+0 0,000E+0 3,919E+4 5,594E-11
1,038E+0 -1,088E-1 -1,774E-2 0,000E+0 0,000E+0 3,922E+4 4,997E-11
1,040E+0 -1,002E-1 -1,988E-2 0,000E+0 0,000E+0 3,925E+4 3,922E-11
1,043E+0 -9,131E-2 -2,185E-2 0,000E+0 0,000E+0 3,928E+4 7,166E-11
1,046E+0 -8,242E-2 -2,366E-2 0,000E+0 0,000E+0 3,931E+4 7,568E-11
1,050E+0 -7,304E-2 -2,498E-2 0,000E+0 0,000E+0 3,934E+4 6,110E-11
1,055E+0 -6,415E-2 -2,597E-2 0,000E+0 0,000E+0 3,937E+4 5,078E-11
1,060E+0 -5,494E-2 -2,761E-2 0,000E+0 0,000E+0 3,940E+4 7,973E-11
1,067E+0 -4,555E-2 -2,893E-2 0,000E+0 0,000E+0 3,943E+4 5,301E-11
1,074E+0 -3,617E-2 -2,926E-2 0,000E+0 0,000E+0 3,946E+4 4,622E-11
1,082E+0 -2,663E-2 -2,992E-2 0,000E+0 0,000E+0 3,949E+4 8,050E-11
1,090E+0 -1,725E-2 -3,008E-2 0,000E+0 0,000E+0 3,952E+4 4,859E-11
1,099E+0 -7,865E-3 -3,008E-2 0,000E+0 0,000E+0 3,955E+4 5,671E-11
1,109E+0 1,846E-3 -3,025E-2 0,000E+0 0,000E+0 3,958E+4 6,222E-11
1,120E+0 1,139E-2 -2,975E-2 0,000E+0 0,000E+0 3,961E+4 9,348E-11
1,132E+0 2,077E-2 -2,926E-2 0,000E+0 0,000E+0 3,964E+4 6,324E-11
1,144E+0 3,048E-2 -2,860E-2 0,000E+0 0,000E+0 3,967E+4 6,351E-11
1,158E+0 4,019E-2 -2,794E-2 0,000E+0 0,000E+0 3,970E+4 5,046E-11
1,172E+0 4,957E-2 -2,646E-2 0,000E+0 0,000E+0 3,973E+4 1,158E-10
1,187E+0 5,929E-2 -2,482E-2 0,000E+0 0,000E+0 3,976E+4 1,145E-10
1,202E+0 6,867E-2 -2,366E-2 0,000E+0 0,000E+0 3,979E+4 5,799E-11
1,219E+0 7,805E-2 -2,136E-2 0,000E+0 0,000E+0 3,982E+4 6,301E-11
1,237E+0 8,759E-2 -1,939E-2 0,000E+0 0,000E+0 3,985E+4 6,553E-11
1,255E+0 9,681E-2 -1,725E-2 0,000E+0 0,000E+0 3,988E+4 7,387E-11
1,274E+0 1,062E-1 -1,461E-2 0,000E+0 0,000E+0 3,991E+4 7,753E-11
1,294E+0 1,154E-1 -1,181E-2 0,000E+0 0,000E+0 3,994E+4 4,532E-11
1,315E+0 1,251E-1 -9,017E-3 0,000E+0 0,000E+0 3,997E+4 8,045E-11
1,336E+0 1,342E-1 -5,725E-3 0,000E+0 0,000E+0 4,000E+4 7,694E-11
1,359E+0 1,431E-1 -2,433E-3 0,000E+0 0,000E+0 4,003E+4 7,535E-11
1,383E+0 1,523E-1 1,023E-3 0,000E+0 0,000E+0 4,006E+4 6,305E-11
1,407E+0 1,608E-1 4,973E-3 0,000E+0 0,000E+0 4,009E+4 7,985E-11
1,432E+0 1,696E-1 9,252E-3 0,000E+0 0,000E+0 4,012E+4 6,761E-11
1,458E+0 1,784E-1 1,353E-2 0,000E+0 0,000E+0 4,015E+4 1,023E-10
1,484E+0 1,872E-1 1,797E-2 0,000E+0 0,000E+0 4,018E+4 7,833E-11
1,511E+0 1,956E-1 2,209E-2 0,000E+0 0,000E+0 4,021E+4 3,875E-11
1,539E+0 2,040E-1 2,719E-2 0,000E+0 0,000E+0 4,024E+4 6,116E-11
1,568E+0 2,122E-1 3,164E-2 0,000E+0 0,000E+0 4,027E+4 5,962E-11
1,597E+0 2,206E-1 3,690E-2 0,000E+0 0,000E+0 4,030E+4 4,459E-11
1,627E+0 2,285E-1 4,200E-2 0,000E+0 0,000E+0 4,033E+4 4,170E-11
1,658E+0 2,365E-1 4,760E-2 0,000E+0 0,000E+0 4,036E+4 5,654E-11
1,689E+0 2,441E-1 5,303E-2 0,000E+0 0,000E+0 4,039E+4 6,825E-11
1,721E+0 2,520E-1 5,863E-2 0,000E+0 0,000E+0 4,042E+4 9,308E-11
1,753E+0 2,596E-1 6,455E-2 0,000E+0 0,000E+0 4,045E+4 6,836E-11
1,786E+0 2,672E-1 7,097E-2 0,000E+0 0,000E+0 4,048E+4 5,942E-11
1,818E+0 2,744E-1 7,722E-2 0,000E+0 0,000E+0 4,051E+4 4,718E-11
1,851E+0 2,816E-1 8,381E-2 0,000E+0 0,000E+0 4,054E+4 7,253E-11
1,883E+0 2,889E-1 9,023E-2 0,000E+0 0,000E+0 4,057E+4 4,840E-11
1,916E+0 2,956E-1 9,665E-2 0,000E+0 0,000E+0 4,060E+4 5,251E-11
1,949E+0 3,025E-1 1,032E-1 0,000E+0 0,000E+0 4,063E+4 5,647E-11
1,982E+0 3,091E-1 1,103E-1 0,000E+0 0,000E+0 4,066E+4 8,156E-11
2,015E+0 3,157E-1 1,174E-1 0,000E+0 0,000E+0 4,069E+4 6,197E-11
2,047E+0 3,220E-1 1,245E-1 0,000E+0 0,000E+0 4,072E+4 8,854E-11
2,079E+0 3,289E-1 1,314E-1 0,000E+0 0,000E+0 4,075E+4 6,121E-11
2,109E+0 3,348E-1 1,386E-1 0,000E+0 0,000E+0 4,078E+4 7,906E-11
2,140E+0 3,407E-1 1,467E-1 0,000E+0 0,000E+0 4,081E+4 1,257E-10
2,169E+0 3,470E-1 1,539E-1 0,000E+0 0,000E+0 4,084E+4 9,320E-11
2,197E+0 3,527E-1 1,620E-1 0,000E+0 0,000E+0 4,087E+4 8,735E-11
2,224E+0 3,583E-1 1,694E-1 0,000E+0 0,000E+0 4,090E+4 7,781E-11
2,250E+0 3,639E-1 1,779E-1 0,000E+0 0,000E+0 4,093E+4 5,288E-11
2,274E+0 3,694E-1 1,852E-1 0,000E+0 0,000E+0 4,096E+4 1,153E-10
2,298E+0 3,745E-1 1,939E-1 0,000E+0 0,000E+0 4,099E+4 5,512E-11
2,320E+0 3,789E-1 2,016E-1 0,000E+0 0,000E+0 4,102E+4 5,172E-11
2,340E+0 3,837E-1 2,099E-1 0,000E+0 0,000E+0 4,105E+4 4,552E-11
2,360E+0 3,881E-1 2,181E-1 0,000E+0 0,000E+0 4,108E+4 7,940E-11
2,379E+0 3,921E-1 2,270E-1 0,000E+0 0,000E+0 4,111E+4 5,966E-11
2,395E+0 3,959E-1 2,351E-1 0,000E+0 0,000E+0 4,114E+4 7,315E-11
2,411E+0 3,995E-1 2,431E-1 0,000E+0 0,000E+0 4,117E+4 5,237E-11
2,425E+0 4,024E-1 2,515E-1 0,000E+0 0,000E+0 4,120E+4 4,626E-11
2,438E+0 4,054E-1 2,604E-1 0,000E+0 0,000E+0 4,123E+4 6,419E-11
