G11_pendel
06.09.2021
16:15:44
nichtlineares Pendel
stimulation_fq[Hz]: 1,702
timeline range  for cut and FFT datapoints: 0-40s
Chaos_Versuch
t(s) Ua(V) -dUa/dt(V) cutX(V) cutY(V) F(Hz) DFT-Ua(V) DFT-dUa/dt(V)

4,000E-2 2,707E+0 -5,400E-2 2,704E+0 -1,439E-2 2,500E-2 7,414E+0 9,941E-5
8,000E-2 2,704E+0 -1,730E-2 2,700E+0 -1,439E-2 5,000E-2 3,707E+0 4,977E-5
1,200E-1 2,704E+0 1,927E-2 2,693E+0 -1,439E-2 7,500E-2 4,830E-10 3,376E-11
1,600E-1 2,709E+0 5,404E-2 2,696E+0 -1,439E-2 1,000E-1 1,530E-10 6,596E-11
2,000E-1 2,717E+0 7,555E-2 2,704E+0 -1,439E-2 1,250E-1 1,228E-9 5,758E-11
2,400E-1 2,726E+0 7,934E-2 2,700E+0 -1,439E-2 1,500E-1 4,240E-10 1,914E-11
2,800E-1 2,736E+0 7,380E-2 2,692E+0 -1,439E-2 1,750E-1 6,787E-11 2,834E-11
3,200E-1 2,745E+0 5,896E-2 2,695E+0 -1,439E-2 2,000E-1 3,011E-11 6,871E-11
3,600E-1 2,752E+0 2,573E-2 2,704E+0 -1,439E-2 2,250E-1 1,643E-11 4,964E-11
4,000E-1 2,755E+0 -2,000E-2 2,700E+0 -1,439E-2 2,500E-1 3,028E-12 4,215E-12
4,400E-1 2,752E+0 -6,075E-2 2,692E+0 -1,439E-2 2,750E-1 2,958E-11 1,224E-11
4,800E-1 2,745E+0 -9,272E-2 2,696E+0 -1,439E-2 3,000E-1 2,472E-11 4,637E-11
5,200E-1 2,735E+0 -1,173E-1 2,704E+0 -1,439E-2 3,250E-1 2,897E-11 7,754E-12
5,600E-1 2,723E+0 -1,190E-1 2,700E+0 -1,439E-2 3,500E-1 1,415E-10 1,078E-10
6,000E-1 2,711E+0 -9,058E-2 2,692E+0 -1,439E-2 3,750E-1 9,501E-12 1,042E-10
6,400E-1 2,704E+0 -5,160E-2 2,696E+0 -1,439E-2 4,000E-1 5,209E-9 4,646E-9
6,800E-1 2,700E+0 -1,486E-2 2,705E+0 -1,439E-2 4,250E-1 4,706E-6 4,396E-6
7,200E-1 2,701E+0 2,289E-2 2,700E+0 -1,439E-2 4,500E-1 2,408E-5 2,247E-5
7,600E-1 2,706E+0 5,516E-2 2,692E+0 -1,439E-2 4,750E-1 7,672E-6 7,158E-6
8,000E-1 2,714E+0 7,107E-2 2,696E+0 -1,439E-2 5,000E-1 6,661E-9 5,770E-9
8,400E-1 2,723E+0 7,320E-2 2,705E+0 -1,439E-2 5,250E-1 5,367E-10 6,463E-10
8,800E-1 2,732E+0 6,675E-2 2,700E+0 -1,439E-2 5,500E-1 1,171E-10 7,959E-11
9,200E-1 2,740E+0 4,653E-2 2,691E+0 -1,439E-2 5,750E-1 1,251E-12 4,479E-11
9,600E-1 2,745E+0 9,054E-3 2,697E+0 -1,439E-2 6,000E-1 7,576E-12 7,044E-11
1,000E+0 2,746E+0 -3,444E-2 2,705E+0 -1,439E-2 6,250E-1 1,850E-12 4,564E-11
1,040E+0 2,742E+0 -7,177E-2 2,699E+0 -1,439E-2 6,500E-1 7,510E-12 2,899E-11
1,080E+0 2,734E+0 -1,030E-1 2,692E+0 -1,439E-2 6,750E-1 3,836E-12 6,883E-11
1,120E+0 2,723E+0 -1,208E-1 2,697E+0 -1,439E-2 7,000E-1 3,549E-12 5,841E-11
1,160E+0 2,710E+0 -1,111E-1 2,705E+0 -1,439E-2 7,250E-1 8,535E-12 2,228E-12
1,200E+0 2,700E+0 -7,810E-2 2,699E+0 -1,439E-2 7,500E-1 1,123E-11 6,424E-12
1,240E+0 2,694E+0 -3,924E-2 2,692E+0 -1,439E-2 7,750E-1 4,030E-12 4,882E-11
1,280E+0 2,692E+0 2,410E-4 2,697E+0 -1,439E-2 8,000E-1 4,438E-12 7,514E-11
1,320E+0 2,694E+0 3,808E-2 2,705E+0 -1,439E-2 8,250E-1 4,943E-12 4,135E-12
1,360E+0 2,701E+0 6,581E-2 2,699E+0 -1,439E-2 8,500E-1 9,316E-12 1,031E-11
1,400E+0 2,710E+0 7,787E-2 2,691E+0 -1,439E-2 8,750E-1 6,533E-11 2,098E-10
1,440E+0 2,719E+0 7,925E-2 2,697E+0 -1,439E-2 9,000E-1 2,887E-11 1,199E-10
1,480E+0 2,729E+0 7,031E-2 2,705E+0 -1,439E-2 9,250E-1 1,426E-12 8,291E-12
