X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0.00000	18.00000	0.00000	0.00000	0.00000	20.00000	0.00000	0.00000
0.01238	18.00000	0.00000	0.00000	0.01238	19.00000	0.00000	0.00000
0.02475	17.00000	0.00000	0.00000	0.02475	20.00000	0.00000	0.00000
0.03713	19.00000	0.00000	0.00000	0.03713	18.00000	0.00000	0.00000
0.04950	19.00000	0.00000	0.00000	0.04950	22.00000	0.00000	0.00000
0.06187	18.00000	0.00000	0.00000	0.06188	20.00000	0.00000	0.00000
0.07425	19.00000	0.00000	0.00000	0.07425	22.00000	0.00000	0.00000
0.08663	20.00000	0.00000	0.00000	0.08663	22.00000	0.00000	0.00000
0.09900	17.00000	0.00000	0.00000	0.09900	22.00000	0.00000	0.00000
0.11138	19.00000	0.00000	0.00000	0.11138	22.00000	0.00000	0.00000
0.12375	19.00000	0.00000	0.00000	0.12375	20.00000	0.00000	0.00000
0.13612	19.00000	0.00000	0.00000	0.13613	22.00000	0.00000	0.00000
0.14850	17.00000	0.00000	0.00000	0.14850	18.00000	0.00000	0.00000
0.16088	17.00000	0.00000	0.00000	0.16088	19.00000	0.00000	0.00000
0.17325	19.00000	0.00000	0.00000	0.17325	20.00000	0.00000	0.00000
0.18563	17.00000	0.00000	0.00000	0.18563	18.00000	0.00000	0.00000
0.19800	17.00000	0.00000	0.00000	0.19800	22.00000	0.00000	0.00000
0.21038	17.00000	0.00000	0.00000	0.21038	22.00000	0.00000	0.00000
0.22275	19.00000	0.00000	0.00000	0.22275	20.00000	0.00000	0.00000
0.23513	19.00000	0.00000	0.00000	0.23513	22.00000	0.00000	0.00000
0.24750	19.00000	0.00000	0.00000	0.24750	20.00000	0.00000	0.00000
0.25988	19.00000	0.00000	0.00000	0.25988	20.00000	0.00000	0.00000
0.27225	19.00000	0.00000	0.00000	0.27225	20.00000	0.00000	0.00000
0.28463	17.00000	0.00000	0.00000	0.28463	19.00000	0.00000	0.00000
0.29700	17.00000	0.00000	0.00000	0.29700	18.00000	0.00000	0.00000
0.30938	19.00000	0.00000	0.00000	0.30938	20.00000	0.00000	0.00000
0.32175	17.00000	0.00000	0.00000	0.32175	20.00000	0.00000	0.00000
0.33413	17.00000	0.00000	0.00000	0.33413	20.00000	0.00000	0.00000
0.34650	19.00000	0.00000	0.00000	0.34650	22.00000	0.00000	0.00000
0.35887	19.00000	0.00000	0.00000	0.35888	19.00000	0.00000	0.00000
