G11_pendel
06.09.2021
15:48:53
nichtlineares Pendel
stimulation_fq[Hz]: 1,201
timeline range  for cut and FFT datapoints: 0-40s
Chaos_Versuch
t(s) Ua(V) -dUa/dt(V) cutX(V) cutY(V) F(Hz) DFT-Ua(V) DFT-dUa/dt(V)

4,000E-2 2,700E+0 -7,989E-2 2,688E+0 -1,439E-2 2,500E-2 7,384E+0 9,897E-5
8,000E-2 2,693E+0 -5,593E-2 2,688E+0 -1,439E-2 5,000E-2 3,693E+0 4,948E-5
1,200E-1 2,689E+0 -2,905E-2 2,688E+0 -1,439E-2 7,500E-2 1,489E-8 1,732E-9
1,600E-1 2,687E+0 -8,519E-3 2,688E+0 -1,439E-2 1,000E-1 2,306E-9 6,582E-10
2,000E-1 2,688E+0 1,187E-2 2,688E+0 -1,439E-2 1,250E-1 7,275E-10 3,093E-11
2,400E-1 2,691E+0 3,502E-2 2,687E+0 -1,439E-2 1,500E-1 3,778E-10 1,066E-11
2,800E-1 2,697E+0 5,171E-2 2,688E+0 -1,439E-2 1,750E-1 4,209E-10 1,117E-10
3,200E-1 2,704E+0 5,806E-2 2,688E+0 -1,439E-2 2,000E-1 6,179E-10 2,787E-10
3,600E-1 2,712E+0 6,433E-2 2,688E+0 -1,439E-2 2,250E-1 5,478E-10 2,181E-10
4,000E-1 2,720E+0 6,965E-2 2,688E+0 -1,439E-2 2,500E-1 2,584E-10 7,718E-12
4,400E-1 2,729E+0 6,265E-2 2,688E+0 -1,439E-2 2,750E-1 3,591E-10 2,885E-10
4,800E-1 2,737E+0 4,745E-2 2,687E+0 -1,439E-2 3,000E-1 2,656E-10 1,332E-10
5,200E-1 2,742E+0 3,257E-2 2,688E+0 -1,439E-2 3,250E-1 5,198E-11 4,563E-11
5,600E-1 2,747E+0 1,398E-2 2,688E+0 -1,439E-2 3,500E-1 1,164E-10 4,780E-11
6,000E-1 2,748E+0 -1,483E-2 2,687E+0 -1,439E-2 3,750E-1 1,332E-10 4,350E-11
6,400E-1 2,747E+0 -4,275E-2 2,688E+0 -1,439E-2 4,000E-1 4,695E-10 2,372E-10
6,800E-1 2,743E+0 -6,223E-2 2,688E+0 -1,439E-2 4,250E-1 4,026E-8 3,894E-8
7,200E-1 2,736E+0 -8,151E-2 2,688E+0 -1,439E-2 4,500E-1 1,284E-7 1,244E-7
7,600E-1 2,728E+0 -9,836E-2 2,688E+0 -1,439E-2 4,750E-1 3,463E-8 3,453E-8
8,000E-1 2,718E+0 -9,912E-2 2,688E+0 -1,439E-2 5,000E-1 1,112E-9 1,252E-9
8,400E-1 2,708E+0 -8,723E-2 2,688E+0 -1,439E-2 5,250E-1 4,909E-10 4,452E-10
8,800E-1 2,700E+0 -7,453E-2 2,689E+0 -1,439E-2 5,500E-1 8,650E-11 1,355E-10
9,200E-1 2,693E+0 -5,573E-2 2,688E+0 -1,439E-2 5,750E-1 8,345E-12 2,656E-11
9,600E-1 2,689E+0 -2,692E-2 2,688E+0 -1,439E-2 6,000E-1 1,087E-10 2,977E-10
1,000E+0 2,688E+0 -1,578E-3 2,689E+0 -1,439E-2 6,250E-1 9,508E-11 2,134E-10
1,040E+0 2,689E+0 1,481E-2 2,688E+0 -1,439E-2 6,500E-1 1,489E-11 1,412E-11
1,080E+0 2,693E+0 3,358E-2 2,688E+0 -1,439E-2 6,750E-1 6,898E-12 4,240E-11
1,120E+0 2,698E+0 5,347E-2 2,688E+0 -1,439E-2 7,000E-1 1,930E-11 5,567E-11
1,160E+0 2,706E+0 6,224E-2 2,687E+0 -1,439E-2 7,250E-1 3,549E-12 6,387E-11
1,200E+0 2,714E+0 6,318E-2 2,689E+0 -1,439E-2 7,500E-1 2,511E-12 2,505E-11
1,240E+0 2,722E+0 6,522E-2 2,688E+0 -1,439E-2 7,750E-1 4,291E-12 1,231E-12
1,280E+0 2,730E+0 6,276E-2 2,687E+0 -1,439E-2 8,000E-1 2,954E-11 1,774E-11
1,320E+0 2,738E+0 4,741E-2 2,688E+0 -1,439E-2 8,250E-1 1,379E-11 7,180E-12
1,360E+0 2,744E+0 2,573E-2 2,688E+0 -1,439E-2 8,500E-1 1,298E-11 4,960E-12
1,400E+0 2,747E+0 7,528E-3 2,687E+0 -1,439E-2 8,750E-1 5,062E-12 2,628E-11
1,440E+0 2,748E+0 -1,556E-2 2,688E+0 -1,439E-2 9,000E-1 7,402E-12 9,847E-12
1,480E+0 2,747E+0 -4,706E-2 2,688E+0 -1,439E-2 9,250E-1 1,334E-11 2,300E-11
1,520E+0 2,742E+0 -7,072E-2 2,688E+0 -1,439E-2 9,500E-1 1,137E-12 1,089E-11
1,560E+0 2,735E+0 -8,325E-2 2,688E+0 -1,439E-2 9,750E-1 7,348E-12 2,745E-11
1,600E+0 2,726E+0 -9,658E-2 2,687E+0 -1,439E-2 1,000E+0 6,010E-13 1,215E-10
1,640E+0 2,716E+0 -1,020E-1 2,687E+0 -1,439E-2 1,025E+0 3,061E-12 2,712E-11
1,680E+0 2,706E+0 -8,873E-2 2,688E+0 -1,439E-2 1,050E+0 2,100E-11 3,395E-11
1,720E+0 2,698E+0 -6,867E-2 2,687E+0 -1,439E-2 1,075E+0 2,764E-11 3,316E-10
1,760E+0 2,692E+0 -5,139E-2 2,688E+0 -1,439E-2 1,100E+0 4,948E-11 4,512E-10
1,800E+0 2,688E+0 -2,833E-2 2,688E+0 -1,439E-2 1,125E+0 4,124E-10 2,534E-9
1,840E+0 2,687E+0 9,158E-4 2,687E+0 -1,439E-2 1,150E+0 2,350E-9 1,844E-8
1,880E+0 2,689E+0 2,207E-2 2,688E+0 -1,439E-2 1,175E+0 3,711E-8 2,668E-7
1,920E+0 2,693E+0 3,452E-2 2,688E+0 -1,439E-2 1,200E+0 1,332E-4 9,734E-4
1,960E+0 2,698E+0 5,037E-2 0,000E+0 0,000E+0 1,225E+0 4,597E-4 3,360E-3
2,000E+0 2,706E+0 6,533E-2 0,000E+0 0,000E+0 1,250E+0 9,877E-5 7,217E-4
2,040E+0 2,714E+0 6,693E-2 0,000E+0 0,000E+0 1,275E+0 2,623E-8 1,963E-7
2,080E+0 2,723E+0 6,193E-2 0,000E+0 0,000E+0 1,300E+0 1,902E-9 1,246E-8
2,120E+0 2,730E+0 5,891E-2 0,000E+0 0,000E+0 1,325E+0 2,383E-10 2,166E-9
2,160E+0 2,738E+0 4,859E-2 0,000E+0 0,000E+0 1,350E+0 8,820E-11 6,147E-10
2,200E+0 2,744E+0 2,512E-2 0,000E+0 0,000E+0 1,375E+0 2,535E-11 2,408E-10
2,240E+0 2,747E+0 7,347E-4 0,000E+0 0,000E+0 1,400E+0 1,023E-11 3,947E-11
2,280E+0 2,747E+0 -1,981E-2 0,000E+0 0,000E+0 1,425E+0 7,689E-12 4,438E-11
2,320E+0 2,746E+0 -4,559E-2 0,000E+0 0,000E+0 1,450E+0 6,085E-13 1,407E-10
2,360E+0 2,741E+0 -7,396E-2 0,000E+0 0,000E+0 1,475E+0 8,022E-12 5,608E-11
2,400E+0 2,733E+0 -8,929E-2 0,000E+0 0,000E+0 1,500E+0 5,559E-12 1,259E-10
2,440E+0 2,724E+0 -9,390E-2 0,000E+0 0,000E+0 1,525E+0 5,199E-12 6,496E-11
2,480E+0 2,714E+0 -9,742E-2 0,000E+0 0,000E+0 1,550E+0 4,941E-12 4,213E-11
2,520E+0 2,705E+0 -8,955E-2 0,000E+0 0,000E+0 1,575E+0 2,246E-12 1,046E-12
