Richter_pendel
06.09.2021
16:59:35
nichtlineares Pendel
stimulation_fq[Hz]: 0,411
timeline range  for cut and FFT datapoints: 0-40s
Chaos_Versuch
t(s) Ua(V) -dUa/dt(V) cutX(V) cutY(V) F(Hz) DFT-Ua(V) DFT-dUa/dt(V)

4,000E-2 2,869E+0 6,924E-2 4,083E-1 -8,241E-3 2,500E-2 3,814E+0 4,797E-4
8,000E-2 2,878E+0 5,758E-2 3,936E-1 -8,241E-3 5,000E-2 1,841E+0 9,574E-4
1,200E-1 2,885E+0 4,434E-2 4,079E-1 -8,241E-3 7,500E-2 1,119E-1 9,015E-4
1,600E-1 2,891E+0 3,114E-2 4,324E-1 -8,241E-3 1,000E-1 1,045E-2 1,636E-4
2,000E-1 2,895E+0 1,598E-2 3,962E-1 -8,241E-3 1,250E-1 7,996E-3 6,883E-4
2,400E-1 2,898E+0 -3,018E-3 2,336E+0 -8,241E-3 1,500E-1 6,917E-2 6,149E-3
2,800E-1 2,898E+0 -2,363E-2 2,623E+0 -8,241E-3 1,750E-1 1,289E-1 1,556E-2
3,200E-1 2,896E+0 -4,295E-2 2,207E+0 -8,241E-3 2,000E-1 8,986E-2 1,315E-2
3,600E-1 2,892E+0 -6,524E-2 2,412E+0 -8,241E-3 2,250E-1 1,946E-2 3,446E-3
4,000E-1 2,886E+0 -9,127E-2 2,336E+0 -8,241E-3 2,500E-1 8,078E-2 2,360E-2
4,400E-1 2,876E+0 -1,158E-1 2,258E+0 -8,241E-3 2,750E-1 1,306E-1 4,035E-2
4,800E-1 2,864E+0 -1,389E-1 2,555E+0 -8,241E-3 3,000E-1 4,462E-2 1,589E-2
5,200E-1 2,849E+0 -1,651E-1 0,000E+0 0,000E+0 3,250E-1 9,873E-3 4,340E-3
5,600E-1 2,831E+0 -1,924E-1 0,000E+0 0,000E+0 3,500E-1 3,902E-3 2,052E-3
6,000E-1 2,810E+0 -2,156E-1 0,000E+0 0,000E+0 3,750E-1 1,176E-3 7,323E-4
6,400E-1 2,787E+0 -2,366E-1 0,000E+0 0,000E+0 4,000E-1 4,442E-3 3,276E-3
6,800E-1 2,761E+0 -2,587E-1 0,000E+0 0,000E+0 4,250E-1 5,184E-4 3,496E-4
7,200E-1 2,732E+0 -2,789E-1 0,000E+0 0,000E+0 4,500E-1 6,486E-3 6,220E-3
7,600E-1 2,702E+0 -2,952E-1 0,000E+0 0,000E+0 4,750E-1 4,960E-3 4,860E-3
8,000E-1 2,670E+0 -3,077E-1 0,000E+0 0,000E+0 5,000E-1 1,406E-3 1,597E-3
8,400E-1 2,636E+0 -3,195E-1 0,000E+0 0,000E+0 5,250E-1 6,854E-4 8,598E-4
8,800E-1 2,601E+0 -3,296E-1 0,000E+0 0,000E+0 5,500E-1 5,249E-4 7,449E-4
9,200E-1 2,565E+0 -3,351E-1 0,000E+0 0,000E+0 5,750E-1 1,007E-3 1,584E-3
9,600E-1 2,528E+0 -3,360E-1 0,000E+0 0,000E+0 6,000E-1 8,451E-4 1,401E-3
1,000E+0 2,491E+0 -3,365E-1 0,000E+0 0,000E+0 6,250E-1 1,913E-4 3,261E-4
1,040E+0 2,455E+0 -3,358E-1 0,000E+0 0,000E+0 6,500E-1 9,453E-4 2,013E-3
1,080E+0 2,418E+0 -3,307E-1 0,000E+0 0,000E+0 6,750E-1 2,976E-3 6,434E-3
1,120E+0 2,382E+0 -3,229E-1 0,000E+0 0,000E+0 7,000E-1 1,565E-3 3,519E-3
1,160E+0 2,346E+0 -3,161E-1 0,000E+0 0,000E+0 7,250E-1 4,226E-4 1,035E-3
1,200E+0 2,312E+0 -3,083E-1 0,000E+0 0,000E+0 7,500E-1 1,846E-4 4,909E-4
1,240E+0 2,278E+0 -2,966E-1 0,000E+0 0,000E+0 7,750E-1 5,912E-5 1,639E-4
1,280E+0 2,245E+0 -2,844E-1 0,000E+0 0,000E+0 8,000E-1 7,982E-6 2,464E-5
1,320E+0 2,214E+0 -2,746E-1 0,000E+0 0,000E+0 8,250E-1 1,978E-5 6,639E-5
1,360E+0 2,184E+0 -2,633E-1 0,000E+0 0,000E+0 8,500E-1 8,899E-5 3,137E-4
1,400E+0 2,155E+0 -2,501E-1 0,000E+0 0,000E+0 8,750E-1 3,670E-5 1,290E-4
1,440E+0 2,128E+0 -2,393E-1 0,000E+0 0,000E+0 9,000E-1 2,471E-5 9,825E-5
1,480E+0 2,101E+0 -2,297E-1 0,000E+0 0,000E+0 9,250E-1 3,586E-5 1,478E-4
1,520E+0 2,076E+0 -2,174E-1 0,000E+0 0,000E+0 9,500E-1 2,126E-5 9,133E-5
1,560E+0 2,051E+0 -2,084E-1 0,000E+0 0,000E+0 9,750E-1 1,582E-6 6,791E-6
1,600E+0 2,028E+0 -2,010E-1 0,000E+0 0,000E+0 1,000E+0 3,333E-6 1,634E-5
1,640E+0 2,006E+0 -1,916E-1 0,000E+0 0,000E+0 1,025E+0 1,169E-6 5,684E-6
1,680E+0 1,984E+0 -1,852E-1 0,000E+0 0,000E+0 1,050E+0 4,640E-6 2,625E-5
1,720E+0 1,963E+0 -1,810E-1 0,000E+0 0,000E+0 1,075E+0 3,061E-5 1,744E-4
1,760E+0 1,943E+0 -1,745E-1 0,000E+0 0,000E+0 1,100E+0 2,997E-5 1,738E-4
1,800E+0 1,923E+0 -1,724E-1 0,000E+0 0,000E+0 1,125E+0 1,044E-5 6,329E-5
1,840E+0 1,903E+0 -1,710E-1 0,000E+0 0,000E+0 1,150E+0 3,498E-6 2,241E-5
1,880E+0 1,883E+0 -1,686E-1 0,000E+0 0,000E+0 1,175E+0 2,383E-6 1,602E-5
1,920E+0 1,864E+0 -1,710E-1 0,000E+0 0,000E+0 1,200E+0 2,149E-6 1,502E-5
1,960E+0 1,844E+0 -1,718E-1 0,000E+0 0,000E+0 1,225E+0 1,569E-6 1,133E-5
2,000E+0 1,824E+0 -1,749E-1 0,000E+0 0,000E+0 1,250E+0 1,222E-6 9,321E-6
2,040E+0 1,803E+0 -1,805E-1 0,000E+0 0,000E+0 1,275E+0 3,411E-7 2,601E-6
2,080E+0 1,782E+0 -1,845E-1 0,000E+0 0,000E+0 1,300E+0 2,476E-7 2,112E-6
2,120E+0 1,761E+0 -1,924E-1 0,000E+0 0,000E+0 1,325E+0 8,357E-7 7,195E-6
2,160E+0 1,738E+0 -2,003E-1 0,000E+0 0,000E+0 1,350E+0 8,314E-7 7,377E-6
2,200E+0 1,714E+0 -2,083E-1 0,000E+0 0,000E+0 1,375E+0 2,300E-7 2,088E-6
2,240E+0 1,690E+0 -2,201E-1 0,000E+0 0,000E+0 1,400E+0 1,888E-8 1,903E-7
2,280E+0 1,664E+0 -2,304E-1 0,000E+0 0,000E+0 1,425E+0 1,018E-8 9,492E-8
2,320E+0 1,636E+0 -2,427E-1 0,000E+0 0,000E+0 1,450E+0 5,373E-9 5,871E-8
2,360E+0 1,608E+0 -2,570E-1 0,000E+0 0,000E+0 1,475E+0 1,243E-7 1,364E-6
2,400E+0 1,577E+0 -2,694E-1 0,000E+0 0,000E+0 1,500E+0 2,967E-7 3,251E-6
2,440E+0 1,546E+0 -2,849E-1 0,000E+0 0,000E+0 1,525E+0 1,677E-7 1,884E-6
2,480E+0 1,512E+0 -3,004E-1 0,000E+0 0,000E+0 1,550E+0 4,926E-8 5,706E-7
2,520E+0 1,476E+0 -3,151E-1 0,000E+0 0,000E+0 1,575E+0 5,418E-8 6,629E-7
2,560E+0 1,439E+0 -3,309E-1 0,000E+0 0,000E+0 1,600E+0 8,371E-8 1,056E-6
2,600E+0 1,400E+0 -3,470E-1 0,000E+0 0,000E+0 1,625E+0 6,230E-8 8,123E-7
2,640E+0 1,359E+0 -3,629E-1 0,000E+0 0,000E+0 1,650E+0 3,141E-8 4,250E-7
2,680E+0 1,316E+0 -3,777E-1 0,000E+0 0,000E+0 1,675E+0 8,586E-9 1,172E-7
2,720E+0 1,272E+0 -3,919E-1 0,000E+0 0,000E+0 1,700E+0 2,135E-9 2,887E-8
2,760E+0 1,226E+0 -4,065E-1 0,000E+0 0,000E+0 1,725E+0 9,344E-9 1,379E-7
