G11_pendel
06.09.2021
16:13:46
nichtlineares Pendel
stimulation_fq[Hz]: 1,802
timeline range  for cut and FFT datapoints: 0-40s
Chaos_Versuch
t(s) Ua(V) -dUa/dt(V) cutX(V) cutY(V) F(Hz) DFT-Ua(V) DFT-dUa/dt(V)

4,000E-2 2,692E+0 1,324E-2 2,688E+0 -1,439E-2 2,500E-2 7,412E+0 9,959E-5
8,000E-2 2,696E+0 4,246E-2 2,703E+0 -1,439E-2 5,000E-2 3,706E+0 4,966E-5
1,200E-1 2,703E+0 6,155E-2 2,710E+0 -1,439E-2 7,500E-2 5,559E-9 2,770E-10
1,600E-1 2,711E+0 7,853E-2 2,696E+0 -1,439E-2 1,000E-1 5,909E-9 1,527E-10
2,000E-1 2,721E+0 7,611E-2 2,688E+0 -1,439E-2 1,250E-1 1,805E-9 4,820E-11
2,400E-1 2,730E+0 4,539E-2 2,699E+0 -1,439E-2 1,500E-1 3,273E-10 8,010E-10
2,800E-1 2,735E+0 9,746E-3 2,711E+0 -1,439E-2 1,750E-1 1,084E-9 6,079E-10
3,200E-1 2,736E+0 -2,543E-2 2,700E+0 -1,439E-2 2,000E-1 6,271E-10 4,149E-11
3,600E-1 2,733E+0 -7,230E-2 2,688E+0 -1,439E-2 2,250E-1 7,075E-10 1,396E-10
4,000E-1 2,724E+0 -1,103E-1 2,696E+0 -1,439E-2 2,500E-1 5,126E-10 4,105E-10
4,400E-1 2,713E+0 -1,140E-1 2,710E+0 -1,439E-2 2,750E-1 1,217E-9 8,967E-10
4,800E-1 2,701E+0 -9,584E-2 2,704E+0 -1,439E-2 3,000E-1 7,513E-10 3,216E-10
5,200E-1 2,693E+0 -6,526E-2 2,688E+0 -1,439E-2 3,250E-1 1,045E-9 6,510E-10
5,600E-1 2,688E+0 -1,835E-2 2,692E+0 -1,439E-2 3,500E-1 1,057E-9 4,342E-10
6,000E-1 2,689E+0 3,067E-2 2,709E+0 -1,439E-2 3,750E-1 1,570E-9 1,335E-9
6,400E-1 2,694E+0 6,309E-2 2,707E+0 -1,439E-2 4,000E-1 1,261E-8 1,075E-8
6,800E-1 2,703E+0 7,906E-2 2,691E+0 -1,439E-2 4,250E-1 1,766E-5 1,634E-5
7,200E-1 2,714E+0 9,086E-2 2,689E+0 -1,439E-2 4,500E-1 8,465E-5 7,863E-5
7,600E-1 2,725E+0 8,933E-2 2,705E+0 -1,439E-2 4,750E-1 2,647E-5 2,464E-5
8,000E-1 2,735E+0 5,961E-2 2,710E+0 -1,439E-2 5,000E-1 3,444E-8 3,148E-8
8,400E-1 2,741E+0 1,796E-2 2,694E+0 -1,439E-2 5,250E-1 2,707E-9 3,778E-9
8,800E-1 2,743E+0 -1,941E-2 2,687E+0 -1,439E-2 5,500E-1 5,689E-10 3,035E-10
9,200E-1 2,741E+0 -6,151E-2 2,702E+0 -1,439E-2 5,750E-1 1,503E-10 1,548E-10
9,600E-1 2,734E+0 -1,003E-1 2,711E+0 -1,439E-2 6,000E-1 3,699E-11 6,300E-11
1,000E+0 2,723E+0 -1,068E-1 2,697E+0 -1,439E-2 6,250E-1 4,804E-11 1,346E-10
1,040E+0 2,713E+0 -8,383E-2 2,686E+0 -1,439E-2 6,500E-1 1,628E-11 7,825E-11
1,080E+0 2,706E+0 -5,108E-2 2,698E+0 -1,439E-2 6,750E-1 2,096E-13 8,573E-11
1,120E+0 2,702E+0 -1,012E-2 2,712E+0 -1,439E-2 7,000E-1 2,319E-12 2,386E-11
1,160E+0 2,704E+0 3,703E-2 2,702E+0 -1,439E-2 7,250E-1 7,118E-12 1,916E-12
1,200E+0 2,710E+0 7,100E-2 2,686E+0 -1,439E-2 7,500E-1 4,076E-11 1,499E-10
1,240E+0 2,720E+0 8,330E-2 2,693E+0 -1,439E-2 7,750E-1 9,736E-12 3,164E-11
1,280E+0 2,731E+0 8,805E-2 2,710E+0 -1,439E-2 8,000E-1 1,583E-11 1,650E-10
1,320E+0 2,742E+0 8,454E-2 2,705E+0 -1,439E-2 8,250E-1 1,522E-11 1,245E-10
1,360E+0 2,751E+0 5,580E-2 2,688E+0 -1,439E-2 8,500E-1 3,550E-10 1,076E-9
1,400E+0 2,757E+0 8,565E-3 2,690E+0 -1,439E-2 8,750E-1 1,387E-9 4,544E-9
1,440E+0 2,758E+0 -3,426E-2 2,708E+0 -1,439E-2 9,000E-1 2,419E-10 7,508E-10
1,480E+0 2,754E+0 -7,259E-2 2,709E+0 -1,439E-2 9,250E-1 2,769E-11 1,169E-10
1,520E+0 2,745E+0 -1,089E-1 2,691E+0 -1,439E-2 9,500E-1 9,103E-11 2,372E-10
1,560E+0 2,734E+0 -1,200E-1 2,687E+0 -1,439E-2 9,750E-1 4,621E-11 1,888E-10
1,600E+0 2,722E+0 -9,509E-2 2,704E+0 -1,439E-2 1,000E+0 5,928E-11 6,914E-10
1,640E+0 2,714E+0 -5,577E-2 2,711E+0 -1,439E-2 1,025E+0 4,666E-11 2,803E-10
1,680E+0 2,710E+0 -1,825E-2 2,695E+0 -1,439E-2 1,050E+0 8,407E-11 6,534E-10
1,720E+0 2,710E+0 2,212E-2 2,686E+0 -1,439E-2 1,075E+0 5,761E-11 4,152E-10
1,760E+0 2,715E+0 5,795E-2 2,701E+0 -1,439E-2 1,100E+0 1,200E-10 6,773E-10
1,800E+0 2,724E+0 7,346E-2 2,712E+0 -1,439E-2 1,125E+0 9,613E-11 7,742E-10
1,840E+0 2,733E+0 7,142E-2 2,698E+0 -1,439E-2 1,150E+0 1,265E-10 5,918E-10
1,880E+0 2,742E+0 6,305E-2 2,686E+0 -1,439E-2 1,175E+0 1,656E-10 1,040E-9
1,920E+0 2,749E+0 3,885E-2 2,696E+0 -1,439E-2 1,200E+0 2,334E-10 1,264E-9
