GRUPPE_Greyline06.dat
13.09.2021
15:30:07
GRUPPE

Gauss coefficients notation:
Amplitude
FWHM
Std.Abw.
[Fehler]
offset
BEAMCUT  LINES:

X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0,00000	18,00000	0,00000	0,00000	0,00000	19,00000	0,00000	0,00000
0,01238	18,00000	0,00000	0,00000	0,01238	20,00000	0,00000	0,00000
0,02475	18,00000	0,00000	0,00000	0,02475	18,00000	0,00000	0,00000
0,03713	18,00000	0,00000	0,00000	0,03713	20,00000	0,00000	0,00000
0,04950	17,00000	0,00000	0,00000	0,04950	18,00000	0,00000	0,00000
0,06187	17,00000	0,00000	0,00000	0,06188	22,00000	0,00000	0,00000
0,07425	19,00000	0,00000	0,00000	0,07425	20,00000	0,00000	0,00000
0,08663	19,00000	0,00000	0,00000	0,08663	22,00000	0,00000	0,00000
0,09900	19,00000	0,00000	0,00000	0,09900	20,00000	0,00000	0,00000
0,11138	19,00000	0,00000	0,00000	0,11138	20,00000	0,00000	0,00000
0,12375	19,00000	0,00000	0,00000	0,12375	20,00000	0,00000	0,00000
0,13612	19,00000	0,00000	0,00000	0,13613	22,00000	0,00000	0,00000
0,14850	19,00000	0,00000	0,00000	0,14850	19,00000	0,00000	0,00000
0,16088	19,00000	0,00000	0,00000	0,16088	22,00000	0,00000	0,00000
0,17325	19,00000	0,00000	0,00000	0,17325	19,00000	0,00000	0,00000
0,18563	17,00000	0,00000	0,00000	0,18563	22,00000	0,00000	0,00000
0,19800	17,00000	0,00000	0,00000	0,19800	20,00000	0,00000	0,00000
0,21038	17,00000	0,00000	0,00000	0,21038	22,00000	0,00000	0,00000
0,22275	19,00000	0,00000	0,00000	0,22275	18,00000	0,00000	0,00000
0,23513	19,00000	0,00000	0,00000	0,23513	22,00000	0,00000	0,00000
0,24750	19,00000	0,00000	0,00000	0,24750	20,00000	0,00000	0,00000
0,25988	19,00000	0,00000	0,00000	0,25988	20,00000	0,00000	0,00000
0,27225	18,00000	0,00000	0,00000	0,27225	22,00000	0,00000	0,00000
0,28463	18,00000	0,00000	0,00000	0,28463	20,00000	0,00000	0,00000
0,29700	20,00000	0,00000	0,00000	0,29700	20,00000	0,00000	0,00000
0,30938	20,00000	0,00000	0,00000	0,30938	22,00000	0,00000	0,00000
0,32175	17,00000	0,00000	0,00000	0,32175	18,00000	0,00000	0,00000
0,33413	19,00000	0,00000	0,00000	0,33413	18,00000	0,00000	0,00000
0,34650	19,00000	0,00000	0,00000	0,34650	20,00000	0,00000	0,00000
0,35887	19,00000	0,00000	0,00000	0,35888	20,00000	0,00000	0,00000
0,37125	17,00000	0,00000	0,00000	0,37125	20,00000	0,00000	0,00000
0,38362	19,00000	0,00000	0,00000	0,38363	17,00000	0,00000	0,00000
0,39600	19,00000	0,00000	0,00000	0,39600	20,00000	0,00000	0,00000
0,40838	17,00000	0,00000	0,00000	0,40838	18,00000	0,00000	0,00000
0,42075	17,00000	0,00000	0,00000	0,42075	18,00000	0,00000	0,00000
0,43313	19,00000	0,00000	0,00000	0,43313	22,00000	0,00000	0,00000
0,44550	19,00000	0,00000	0,00000	0,44550	18,00000	0,00000	0,00000
0,45788	19,00000	0,00000	0,00000	0,45788	18,00000	0,00000	0,00000
0,47025	18,00000	0,00000	0,00000	0,47025	20,00000	0,00000	0,00000
0,48263	18,00000	0,00000	0,00000	0,48263	20,00000	0,00000	0,00000
0,49500	20,00000	0,00000	0,00000	0,49500	19,00000	0,00000	0,00000
0,50738	20,00000	0,00000	0,00000	0,50738	18,00000	0,00000	0,00000
0,51975	18,00000	0,00000	0,00000	0,51975	18,00000	0,00000	0,00000
0,53213	17,00000	0,00000	0,00000	0,53213	19,00000	0,00000	0,00000
0,54450	19,00000	0,00000	0,00000	0,54450	20,00000	0,00000	0,00000
0,55688	19,00000	0,00000	0,00000	0,55688	22,00000	0,00000	0,00000
0,56925	19,00000	0,00000	0,00000	0,56925	18,00000	0,00000	0,00000
