Parameters:
     Ampl. 1=     3983.32
    Lifet. 1=      300.98
     Ampl. 2=    29782.96
    Lifet. 2=       2.943
     Backgr.=     -3475.6
     Backgr.=           0
       Shift=           0

X²: 1.232
tau_amp: 38.1 ns; tau_int: 280.68 ns

Time[ns]	         IRF	       Decay	         Fit	  Resids.
  8.6080	           0	        6830	      7021.0	  -2.3107
  8.6240	           0	        6746	      6985.1	  -2.9115
  8.6400	           0	        7014	      6949.5	   0.7703
  8.6560	           0	        6905	      6914.0	  -0.1088
  8.6720	           0	        6867	      6878.8	  -0.1422
  8.6880	           0	        6827	      6843.7	  -0.2023
  8.7040	           0	        6802	      6808.8	  -0.0829
  8.7200	           0	        6697	      6774.1	  -0.9427
  8.7360	           0	        6789	      6739.6	   0.5991
  8.7520	           0	        6698	      6705.3	  -0.0894
  8.7680	           0	        6736	      6671.2	   0.7897
  8.7840	           0	        6662	      6637.2	   0.3034
  8.8000	           0	        6718	      6603.5	   1.3973
  8.8160	           0	        6548	      6569.9	  -0.2705
  8.8320	           0	        6591	      6536.5	   0.6715
  8.8480	           0	        6578	      6503.3	   0.9215
  8.8640	           0	        6525	      6470.2	   0.6782
  8.8800	           0	        6398	      6437.3	  -0.4919
  8.8960	           0	        6532	      6404.7	   1.5756
  8.9120	           0	        6344	      6372.1	  -0.3534
  8.9280	           0	        6357	      6339.8	   0.2156
  8.9440	           0	        6327	      6307.6	   0.2434
  8.9600	           0	        6061	      6275.7	  -2.7572
  8.9760	           0	        6227	      6243.8	  -0.2133
  8.9920	           0	        6170	      6212.2	  -0.5370
  9.0080	           0	        6290	      6180.7	   1.3780
  9.0240	           0	        6364	      6149.4	   2.6901
  9.0400	           0	        6293	      6118.3	   2.2027
  9.0560	           0	        6062	      6087.3	  -0.3248
  9.0720	           0	        6049	      6056.5	  -0.0963
  9.0880	           0	        6163	      6025.8	   1.7471
  9.1040	           0	        6035	      5995.4	   0.5101
  9.1200	           0	        5967	      5965.1	   0.0251
  9.1360	           0	        5988	      5934.9	   0.6860
  9.1520	           0	        5935	      5904.9	   0.3903
