GRUPPE3_Greyline22.dat
04.10.2021
16:25:03
GRUPPE3

Gauss coefficients notation:
Amplitude
FWHM
Std.Abw.
[Fehler]
offset
BEAMCUT  LINES:

X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0,00000	16,00000	0,00000	0,00000	0,00000	18,00000	0,00000	0,00000
0,01238	15,00000	0,00000	0,00000	0,01238	18,00000	0,00000	0,00000
0,02475	13,00000	0,00000	0,00000	0,02475	17,00000	0,00000	0,00000
0,03713	16,00000	0,00000	0,00000	0,03713	17,00000	0,00000	0,00000
0,04950	16,00000	0,00000	0,00000	0,04950	17,00000	0,00000	0,00000
0,06187	16,00000	0,00000	0,00000	0,06188	16,00000	0,00000	0,00000
0,07425	15,00000	0,00000	0,00000	0,07425	17,00000	0,00000	0,00000
0,08663	15,00000	0,00000	0,00000	0,08663	15,00000	0,00000	0,00000
0,09900	17,00000	0,00000	0,00000	0,09900	17,00000	0,00000	0,00000
0,11138	15,00000	0,00000	0,00000	0,11138	18,00000	0,00000	0,00000
0,12375	15,00000	0,00000	0,00000	0,12375	15,00000	0,00000	0,00000
0,13612	15,00000	0,00000	0,00000	0,13613	17,00000	0,00000	0,00000
0,14850	15,00000	0,00000	0,00000	0,14850	16,00000	0,00000	0,00000
0,16088	17,00000	0,00000	0,00000	0,16088	15,00000	0,00000	0,00000
0,17325	15,00000	0,00000	0,00000	0,17325	17,00000	0,00000	0,00000
0,18563	15,00000	0,00000	0,00000	0,18563	15,00000	0,00000	0,00000
0,19800	17,00000	0,00000	0,00000	0,19800	17,00000	0,00000	0,00000
0,21038	16,00000	0,00000	0,00000	0,21038	17,00000	0,00000	0,00000
0,22275	16,00000	0,00000	0,00000	0,22275	18,00000	0,00000	0,00000
0,23513	13,00000	0,00000	0,00000	0,23513	17,00000	0,00000	0,00000
0,24750	16,00000	0,00000	0,00000	0,24750	16,00000	0,00000	0,00000
0,25988	16,00000	0,00000	0,00000	0,25988	17,00000	0,00000	0,00000
0,27225	15,00000	0,00000	0,00000	0,27225	15,00000	0,00000	0,00000
0,28463	15,00000	0,00000	0,00000	0,28463	16,00000	0,00000	0,00000
0,29700	17,00000	0,00000	0,00000	0,29700	15,00000	0,00000	0,00000
0,30938	17,00000	0,00000	0,00000	0,30938	15,00000	0,00000	0,00000
0,32175	17,00000	0,00000	0,00000	0,32175	16,00000	0,00000	0,00000
0,33413	17,00000	0,00000	0,00000	0,33413	17,00000	0,00000	0,00000
0,34650	17,00000	0,00000	0,00000	0,34650	17,00000	0,00000	0,00000
0,35887	17,00000	0,00000	0,00000	0,35888	17,00000	0,00000	0,00000
0,37125	17,00000	0,00000	0,00000	0,37125	15,00000	0,00000	0,00000
0,38362	17,00000	0,00000	0,00000	0,38363	17,00000	0,00000	0,00000
0,39600	17,00000	0,00000	0,00000	0,39600	15,00000	0,00000	0,00000
0,40838	17,00000	0,00000	0,00000	0,40838	17,00000	0,00000	0,00000
0,42075	17,00000	0,00000	0,00000	0,42075	17,00000	0,00000	0,00000
0,43313	17,00000	0,00000	0,00000	0,43313	15,00000	0,00000	0,00000
0,44550	17,00000	0,00000	0,00000	0,44550	16,00000	0,00000	0,00000
0,45788	17,00000	0,00000	0,00000	0,45788	15,00000	0,00000	0,00000
0,47025	17,00000	0,00000	0,00000	0,47025	16,00000	0,00000	0,00000
0,48263	15,00000	0,00000	0,00000	0,48263	16,00000	0,00000	0,00000
0,49500	15,00000	0,00000	0,00000	0,49500	15,00000	0,00000	0,00000
0,50738	15,00000	0,00000	0,00000	0,50738	17,00000	0,00000	0,00000
0,51975	17,00000	0,00000	0,00000	0,51975	17,00000	0,00000	0,00000
0,53213	15,00000	0,00000	0,00000	0,53213	17,00000	0,00000	0,00000
0,54450	15,00000	0,00000	0,00000	0,54450	17,00000	0,00000	0,00000
0,55688	17,00000	0,00000	0,00000	0,55688	15,00000	0,00000	0,00000
0,56925	17,00000	0,00000	0,00000	0,56925	17,00000	0,00000	0,00000
0,58163	17,00000	0,00000	0,00000	0,58163	17,00000	0,00000	0,00000
0,59400	17,00000	0,00000	0,00000	0,59400	16,00000	0,00000	0,00000
0,60637	17,00000	0,00000	0,00000	0,60638	15,00000	0,00000	0,00000
0,61875	16,00000	0,00000	0,00000	0,61875	17,00000	0,00000	0,00000
0,63113	13,00000	0,00000	0,00000	0,63113	16,00000	0,00000	0,00000
0,64350	13,00000	0,00000	0,00000	0,64350	17,00000	0,00000	0,00000
0,65587	16,00000	0,00000	0,00000	0,65588	15,00000	0,00000	0,00000
0,66825	17,00000	0,00000	0,00000	0,66825	17,00000	0,00000	0,00000
0,68063	15,00000	0,00000	0,00000	0,68063	16,00000	0,00000	0,00000
0,69300	15,00000	0,00000	0,00000	0,69300	17,00000	0,00000	0,00000
0,70538	16,00000	0,00000	0,00000	0,70538	15,00000	0,00000	0,00000
0,71775	16,00000	0,00000	0,00000	0,71775	15,00000	0,00000	0,00000
0,73013	16,00000	0,00000	0,00000	0,73013	17,00000	0,00000	0,00000
0,74250	16,00000	0,00000	0,00000	0,74250	13,00000	0,00000	0,00000
0,75488	16,00000	0,00000	0,00000	0,75488	17,00000	0,00000	0,00000
0,76725	13,00000	0,00000	0,00000	0,76725	15,00000	0,00000	0,00000
0,77963	13,00000	0,00000	0,00000	0,77963	17,00000	0,00000	0,00000
0,79200	16,00000	0,00000	0,00000	0,79200	17,00000	0,00000	0,00000
0,80438	17,00000	0,00000	0,00000	0,80438	17,00000	0,00000	0,00000
0,81675	17,00000	0,00000	0,00000	0,81675	16,00000	0,00000	0,00000
0,82913	18,00000	0,00000	0,00000	0,82913	17,00000	0,00000	0,00000
0,84150	15,00000	0,00000	0,00000	0,84150	16,00000	0,00000	0,00000
0,85388	15,00000	0,00000	0,00000	0,85388	16,00000	0,00000	0,00000
0,86625	16,00000	0,00000	0,00000	0,86625	16,00000	0,00000	0,00000
