GRUPPE3_Greyline07.dat
04.10.2021
16:09:30
GRUPPE3

Gauss coefficients notation:
Amplitude
FWHM
Std.Abw.
[Fehler]
offset
BEAMCUT  LINES:

X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0,00000	13,00000	0,00000	0,00000	0,00000	13,00000	0,00000	0,00000
0,01238	13,00000	0,00000	0,00000	0,01238	16,00000	0,00000	0,00000
0,02475	16,00000	0,00000	0,00000	0,02475	13,00000	0,00000	0,00000
0,03713	16,00000	0,00000	0,00000	0,03713	16,00000	0,00000	0,00000
0,04950	13,00000	0,00000	0,00000	0,04950	15,00000	0,00000	0,00000
0,06187	13,00000	0,00000	0,00000	0,06188	16,00000	0,00000	0,00000
0,07425	13,00000	0,00000	0,00000	0,07425	13,00000	0,00000	0,00000
0,08663	16,00000	0,00000	0,00000	0,08663	16,00000	0,00000	0,00000
0,09900	16,00000	0,00000	0,00000	0,09900	12,00000	0,00000	0,00000
0,11138	16,00000	0,00000	0,00000	0,11138	15,00000	0,00000	0,00000
0,12375	16,00000	0,00000	0,00000	0,12375	16,00000	0,00000	0,00000
0,13612	16,00000	0,00000	0,00000	0,13613	16,00000	0,00000	0,00000
0,14850	16,00000	0,00000	0,00000	0,14850	16,00000	0,00000	0,00000
0,16088	16,00000	0,00000	0,00000	0,16088	16,00000	0,00000	0,00000
0,17325	13,00000	0,00000	0,00000	0,17325	16,00000	0,00000	0,00000
0,18563	13,00000	0,00000	0,00000	0,18563	13,00000	0,00000	0,00000
0,19800	13,00000	0,00000	0,00000	0,19800	16,00000	0,00000	0,00000
0,21038	16,00000	0,00000	0,00000	0,21038	15,00000	0,00000	0,00000
0,22275	16,00000	0,00000	0,00000	0,22275	16,00000	0,00000	0,00000
0,23513	16,00000	0,00000	0,00000	0,23513	16,00000	0,00000	0,00000
0,24750	13,00000	0,00000	0,00000	0,24750	17,00000	0,00000	0,00000
0,25988	13,00000	0,00000	0,00000	0,25988	17,00000	0,00000	0,00000
0,27225	16,00000	0,00000	0,00000	0,27225	13,00000	0,00000	0,00000
0,28463	16,00000	0,00000	0,00000	0,28463	17,00000	0,00000	0,00000
0,29700	15,00000	0,00000	0,00000	0,29700	16,00000	0,00000	0,00000
0,30938	15,00000	0,00000	0,00000	0,30938	17,00000	0,00000	0,00000
0,32175	17,00000	0,00000	0,00000	0,32175	13,00000	0,00000	0,00000
0,33413	17,00000	0,00000	0,00000	0,33413	17,00000	0,00000	0,00000
0,34650	15,00000	0,00000	0,00000	0,34650	13,00000	0,00000	0,00000
0,35887	15,00000	0,00000	0,00000	0,35888	15,00000	0,00000	0,00000
0,37125	16,00000	0,00000	0,00000	0,37125	12,00000	0,00000	0,00000
0,38362	16,00000	0,00000	0,00000	0,38363	18,00000	0,00000	0,00000
0,39600	16,00000	0,00000	0,00000	0,39600	12,00000	0,00000	0,00000
0,40838	13,00000	0,00000	0,00000	0,40838	15,00000	0,00000	0,00000
0,42075	13,00000	0,00000	0,00000	0,42075	16,00000	0,00000	0,00000
0,43313	16,00000	0,00000	0,00000	0,43313	17,00000	0,00000	0,00000
0,44550	16,00000	0,00000	0,00000	0,44550	16,00000	0,00000	0,00000
0,45788	15,00000	0,00000	0,00000	0,45788	17,00000	0,00000	0,00000
0,47025	16,00000	0,00000	0,00000	0,47025	16,00000	0,00000	0,00000
0,48263	17,00000	0,00000	0,00000	0,48263	19,00000	0,00000	0,00000
0,49500	13,00000	0,00000	0,00000	0,49500	15,00000	0,00000	0,00000
0,50738	13,00000	0,00000	0,00000	0,50738	15,00000	0,00000	0,00000
0,51975	15,00000	0,00000	0,00000	0,51975	15,00000	0,00000	0,00000
0,53213	15,00000	0,00000	0,00000	0,53213	16,00000	0,00000	0,00000
0,54450	12,00000	0,00000	0,00000	0,54450	13,00000	0,00000	0,00000
0,55688	12,00000	0,00000	0,00000	0,55688	18,00000	0,00000	0,00000
0,56925	15,00000	0,00000	0,00000	0,56925	16,00000	0,00000	0,00000
0,58163	15,00000	0,00000	0,00000	0,58163	17,00000	0,00000	0,00000
0,59400	13,00000	0,00000	0,00000	0,59400	17,00000	0,00000	0,00000
0,60637	16,00000	0,00000	0,00000	0,60638	15,00000	0,00000	0,00000
0,61875	13,00000	0,00000	0,00000	0,61875	18,00000	0,00000	0,00000
0,63113	13,00000	0,00000	0,00000	0,63113	15,00000	0,00000	0,00000
0,64350	16,00000	0,00000	0,00000	0,64350	15,00000	0,00000	0,00000
0,65587	16,00000	0,00000	0,00000	0,65588	15,00000	0,00000	0,00000
0,66825	16,00000	0,00000	0,00000	0,66825	13,00000	0,00000	0,00000
0,68063	13,00000	0,00000	0,00000	0,68063	16,00000	0,00000	0,00000
0,69300	15,00000	0,00000	0,00000	0,69300	17,00000	0,00000	0,00000
0,70538	17,00000	0,00000	0,00000	0,70538	17,00000	0,00000	0,00000
0,71775	17,00000	0,00000	0,00000	0,71775	17,00000	0,00000	0,00000
0,73013	17,00000	0,00000	0,00000	0,73013	16,00000	0,00000	0,00000
0,74250	17,00000	0,00000	0,00000	0,74250	17,00000	0,00000	0,00000
0,75488	17,00000	0,00000	0,00000	0,75488	16,00000	0,00000	0,00000
0,76725	17,00000	0,00000	0,00000	0,76725	17,00000	0,00000	0,00000
0,77963	17,00000	0,00000	0,00000	0,77963	17,00000	0,00000	0,00000
0,79200	15,00000	0,00000	0,00000	0,79200	17,00000	0,00000	0,00000
0,80438	16,00000	0,00000	0,00000	0,80438	17,00000	0,00000	0,00000
0,81675	13,00000	0,00000	0,00000	0,81675	17,00000	0,00000	0,00000
0,82913	13,00000	0,00000	0,00000	0,82913	16,00000	0,00000	0,00000
0,84150	16,00000	0,00000	0,00000	0,84150	13,00000	0,00000	0,00000
0,85388	16,00000	0,00000	0,00000	0,85388	18,00000	0,00000	0,00000
0,86625	16,00000	0,00000	0,00000	0,86625	17,00000	0,00000	0,00000
0,87862	16,00000	0,00000	0,00000	0,87863	17,00000	0,00000	0,00000
0,89100	16,00000	0,00000	0,00000	0,89100	16,00000	0,00000	0,00000
0,90338	16,00000	0,00000	0,00000	0,90338	17,00000	0,00000	0,00000
0,91575	16,00000	0,00000	0,00000	0,91575	16,00000	0,00000	0,00000
0,92813	16,00000	0,00000	0,00000	0,92813	17,00000	0,00000	0,00000
0,94050	16,00000	0,00000	0,00000	0,94050	17,00000	0,00000	0,00000
0,95288	15,00000	0,00000	0,00000	0,95288	16,00000	0,00000	0,00000
0,96525	16,00000	0,00000	0,00000	0,96525	17,00000	0,00000	0,00000
0,97763	17,00000	0,00000	0,00000	0,97763	16,00000	0,00000	0,00000
0,99000	13,00000	0,00000	0,00000	0,99000	17,00000	0,00000	0,00000
1,00238	13,00000	0,00000	0,00000	1,00238	13,00000	0,00000	0,00000
1,01475	16,00000	0,00000	0,00000	1,01475	17,00000	0,00000	0,00000
1,02713	16,00000	0,00000	0,00000	1,02713	17,00000	0,00000	0,00000
1,03950	16,00000	0,00000	0,00000	1,03950	16,00000	0,00000	0,00000
1,05188	16,00000	0,00000	0,00000	1,05188	16,00000	0,00000	0,00000
1,06425	13,00000	0,00000	0,00000	1,06425	16,00000	0,00000	0,00000
1,07662	13,00000	0,00000	0,00000	1,07663	16,00000	0,00000	0,00000
1,08900	13,00000	0,00000	0,00000	1,08900	15,00000	0,00000	0,00000
1,10137	13,00000	0,00000	0,00000	1,10138	17,00000	0,00000	0,00000
1,11375	17,00000	0,00000	0,00000	1,11375	16,00000	0,00000	0,00000
1,12613	17,00000	0,00000	0,00000	1,12613	17,00000	0,00000	0,00000
1,13850	17,00000	0,00000	0,00000	1,13850	16,00000	0,00000	0,00000
1,15088	17,00000	0,00000	0,00000	1,15088	16,00000	0,00000	0,00000
1,16325	15,00000	0,00000	0,00000	1,16325	17,00000	0,00000	0,00000
1,17563	15,00000	0,00000	0,00000	1,17563	17,00000	0,00000	0,00000
1,18800	15,00000	0,00000	0,00000	1,18800	15,00000	0,00000	0,00000
1,20037	15,00000	0,00000	0,00000	1,20038	16,00000	0,00000	0,00000
1,21275	17,00000	0,00000	0,00000	1,21275	15,00000	0,00000	0,00000
1,22513	17,00000	0,00000	0,00000	1,22513	13,00000	0,00000	0,00000
1,23750	13,00000	0,00000	0,00000	1,23750	15,00000	0,00000	0,00000
1,24988	12,00000	0,00000	0,00000	1,24988	17,00000	0,00000	0,00000
1,26225	12,00000	0,00000	0,00000	1,26225	17,00000	0,00000	0,00000
1,27463	12,00000	0,00000	0,00000	1,27463	16,00000	0,00000	0,00000
1,28700	15,00000	0,00000	0,00000	1,28700	17,00000	0,00000	0,00000
1,29938	16,00000	0,00000	0,00000	1,29938	16,00000	0,00000	0,00000
1,31175	13,00000	0,00000	0,00000	1,31175	16,00000	0,00000	0,00000
1,32412	13,00000	0,00000	0,00000	1,32413	16,00000	0,00000	0,00000
1,33650	13,00000	0,00000	0,00000	1,33650	13,00000	0,00000	0,00000
1,34888	13,00000	0,00000	0,00000	1,34888	16,00000	0,00000	0,00000
1,36125	16,00000	0,00000	0,00000	1,36125	15,00000	0,00000	0,00000
1,37363	17,00000	0,00000	0,00000	1,37363	17,00000	0,00000	0,00000
1,38600	16,00000	0,00000	0,00000	1,38600	17,00000	0,00000	0,00000
1,39838	13,00000	0,00000	0,00000	1,39838	16,00000	0,00000	0,00000
1,41075	13,00000	0,00000	0,00000	1,41075	16,00000	0,00000	0,00000
1,42312	13,00000	0,00000	0,00000	1,42313	16,00000	0,00000	0,00000
1,43550	16,00000	0,00000	0,00000	1,43550	17,00000	0,00000	0,00000
1,44788	16,00000	0,00000	0,00000	1,44788	17,00000	0,00000	0,00000
1,46025	16,00000	0,00000	0,00000	1,46025	15,00000	0,00000	0,00000
1,47263	13,00000	0,00000	0,00000	1,47263	16,00000	0,00000	0,00000
