GRUPPE3_Greyline19.dat
04.10.2021
16:22:16
GRUPPE3

Gauss coefficients notation:
Amplitude
FWHM
Std.Abw.
[Fehler]
offset
BEAMCUT  LINES:

X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0,00000	16,00000	0,00000	0,00000	0,00000	16,00000	0,00000	0,00000
0,01238	15,00000	0,00000	0,00000	0,01238	17,00000	0,00000	0,00000
0,02475	15,00000	0,00000	0,00000	0,02475	16,00000	0,00000	0,00000
0,03713	15,00000	0,00000	0,00000	0,03713	18,00000	0,00000	0,00000
0,04950	12,00000	0,00000	0,00000	0,04950	15,00000	0,00000	0,00000
0,06187	12,00000	0,00000	0,00000	0,06188	18,00000	0,00000	0,00000
0,07425	13,00000	0,00000	0,00000	0,07425	16,00000	0,00000	0,00000
0,08663	16,00000	0,00000	0,00000	0,08663	17,00000	0,00000	0,00000
0,09900	17,00000	0,00000	0,00000	0,09900	17,00000	0,00000	0,00000
0,11138	17,00000	0,00000	0,00000	0,11138	17,00000	0,00000	0,00000
0,12375	16,00000	0,00000	0,00000	0,12375	16,00000	0,00000	0,00000
0,13612	13,00000	0,00000	0,00000	0,13613	17,00000	0,00000	0,00000
0,14850	12,00000	0,00000	0,00000	0,14850	17,00000	0,00000	0,00000
0,16088	15,00000	0,00000	0,00000	0,16088	17,00000	0,00000	0,00000
0,17325	13,00000	0,00000	0,00000	0,17325	17,00000	0,00000	0,00000
0,18563	16,00000	0,00000	0,00000	0,18563	17,00000	0,00000	0,00000
0,19800	15,00000	0,00000	0,00000	0,19800	17,00000	0,00000	0,00000
0,21038	17,00000	0,00000	0,00000	0,21038	15,00000	0,00000	0,00000
0,22275	17,00000	0,00000	0,00000	0,22275	17,00000	0,00000	0,00000
0,23513	15,00000	0,00000	0,00000	0,23513	17,00000	0,00000	0,00000
0,24750	15,00000	0,00000	0,00000	0,24750	15,00000	0,00000	0,00000
0,25988	16,00000	0,00000	0,00000	0,25988	17,00000	0,00000	0,00000
0,27225	15,00000	0,00000	0,00000	0,27225	15,00000	0,00000	0,00000
0,28463	15,00000	0,00000	0,00000	0,28463	15,00000	0,00000	0,00000
0,29700	17,00000	0,00000	0,00000	0,29700	16,00000	0,00000	0,00000
0,30938	17,00000	0,00000	0,00000	0,30938	15,00000	0,00000	0,00000
0,32175	17,00000	0,00000	0,00000	0,32175	15,00000	0,00000	0,00000
0,33413	17,00000	0,00000	0,00000	0,33413	15,00000	0,00000	0,00000
0,34650	15,00000	0,00000	0,00000	0,34650	17,00000	0,00000	0,00000
0,35887	15,00000	0,00000	0,00000	0,35888	15,00000	0,00000	0,00000
0,37125	16,00000	0,00000	0,00000	0,37125	17,00000	0,00000	0,00000
0,38362	16,00000	0,00000	0,00000	0,38363	17,00000	0,00000	0,00000
0,39600	13,00000	0,00000	0,00000	0,39600	16,00000	0,00000	0,00000
0,40838	12,00000	0,00000	0,00000	0,40838	17,00000	0,00000	0,00000
0,42075	13,00000	0,00000	0,00000	0,42075	17,00000	0,00000	0,00000
0,43313	16,00000	0,00000	0,00000	0,43313	15,00000	0,00000	0,00000
0,44550	16,00000	0,00000	0,00000	0,44550	17,00000	0,00000	0,00000
0,45788	13,00000	0,00000	0,00000	0,45788	17,00000	0,00000	0,00000
0,47025	13,00000	0,00000	0,00000	0,47025	17,00000	0,00000	0,00000
0,48263	16,00000	0,00000	0,00000	0,48263	18,00000	0,00000	0,00000
0,49500	16,00000	0,00000	0,00000	0,49500	17,00000	0,00000	0,00000
0,50738	16,00000	0,00000	0,00000	0,50738	16,00000	0,00000	0,00000
0,51975	16,00000	0,00000	0,00000	0,51975	18,00000	0,00000	0,00000
0,53213	15,00000	0,00000	0,00000	0,53213	16,00000	0,00000	0,00000
