Parameters:
     Ampl. 1=    22966.16
    Lifet. 1=       3.036
     Backgr.=      238.93
     Backgr.=           0
       Shift=           0

X²: 1.373
tau_amp: 3.04 ns; tau_int: 3.04 ns



Time[ns]	         IRF	       Decay	         Fit	  Resids.
  7.1200	           0	        9573	      9764.5	  -1.9568
  7.1360	           0	        9666	      9714.4	  -0.4922
  7.1520	           0	        9465	      9664.6	  -2.0515
  7.1680	           0	        9523	      9615.0	  -0.9433
  7.1840	           0	        9426	      9565.8	  -1.4396
  7.2000	           0	        9561	      9516.7	   0.4526
  7.2160	           0	        9390	      9468.0	  -0.8048
  7.2320	           0	        9223	      9419.5	  -2.0459
  7.2480	           0	        9271	      9371.2	  -1.0409
  7.2640	           0	        9167	      9323.2	  -1.6317
  7.2800	           0	        9232	      9275.5	  -0.4526
  7.2960	           0	        9011	      9228.0	  -2.2859
  7.3120	           0	        9202	      9180.7	   0.2216
  7.3280	           0	        8842	      9133.7	  -3.1026
  7.3440	           0	        9126	      9087.0	   0.4083
  7.3600	           0	        9016	      9040.5	  -0.2579
  7.3760	           0	        8845	      8994.2	  -1.5868
  7.3920	           0	        8888	      8948.2	  -0.6387
  7.4080	           0	        8821	      8902.4	  -0.8671
  7.4240	           0	        8739	      8856.9	  -1.2613
  7.4400	           0	        8631	      8811.6	  -1.9441
  7.4560	           0	        8606	      8766.6	  -1.7307
  7.4720	           0	        8637	      8721.7	  -0.9118
  7.4880	           0	        8460	      8677.1	  -2.3609
  7.5040	           0	        8467	      8632.8	  -1.8018
  7.5200	           0	        8559	      8588.7	  -0.3208
  7.5360	           0	        8419	      8544.8	  -1.3710
  7.5520	           0	        8508	      8501.1	   0.0744
  7.5680	           0	        8332	      8457.7	  -1.3773
  7.5840	           0	        8430	      8414.5	   0.1686
  7.6000	           0	        8358	      8371.5	  -0.1482
  7.6160	           0	        8321	      8328.8	  -0.0856
  7.6320	           0	        8117	      8286.3	  -1.8790
  7.6480	           0	        8187	      8244.0	  -0.6299
  7.6640	           0	        8239	      8201.9	   0.4085
  7.6800	           0	        8058	      8160.1	  -1.1370
  7.6960	           0	        7953	      8118.4	  -1.8550
  7.7120	           0	        7958	      8077.0	  -1.3342
  7.7280	           0	        7866	      8035.8	  -1.9148
  7.7440	           0	        8046	      7994.8	   0.5703
  7.7600	           0	        7844	      7954.1	  -1.2429
  7.7760	           0	        7908	      7913.5	  -0.0622
  7.7920	           0	        7707	      7873.2	  -1.8931
  7.8080	           0	        7675	      7833.1	  -1.8043
  7.8240	           0	        7622	      7793.2	  -1.9604
  7.8400	           0	        7587	      7753.4	  -1.9109
  7.8560	           0	        7557	      7714.0	  -1.8055
  7.8720	           0	        7634	      7674.7	  -0.4654
  7.8880	           0	        7534	      7635.6	  -1.1703
  7.9040	           0	        7559	      7596.7	  -0.4337
  7.9200	           0	        7373	      7558.0	  -2.1549
  7.9360	           0	        7390	      7519.6	  -1.5072
  7.9520	           0	        7552	      7481.3	   0.8135
  7.9680	           0	        7435	      7443.2	  -0.0955
  7.9840	           0	        7417	      7405.4	   0.1350
  8.0000	           0	        7438	      7367.7	   0.8150
  8.0160	           0	        7285	      7330.2	  -0.5300
  8.0320	           0	        7368	      7293.0	   0.8741
  8.0480	           0	        7441	      7255.9	   2.1459
  8.0640	           0	        7145	      7219.0	  -0.8756
  8.0800	           0	        7163	      7182.3	  -0.2283
  8.0960	           0	        7033	      7145.8	  -1.3454
  8.1120	           0	        7046	      7109.5	  -0.7569
  8.1280	           0	        7007	      7073.4	  -0.7935
  8.1440	           0	        7055	      7037.5	   0.2084
  8.1600	           0	        7059	      7001.8	   0.6812
  8.1760	           0	        6807	      6966.2	  -1.9299
  8.1920	           0	        6996	      6930.9	   0.7787
  8.2080	           0	        6790	      6895.7	  -1.2826
  8.2240	           0	        6761	      6860.7	  -1.2126
