Parameters:
     Ampl. 1=      510.32
    Lifet. 1=        2.73
     Backgr.=       16.21
     Backgr.=           0
       Shift=           0

X²: 1.212
tau_amp: 2.73 ns; tau_int: 2.73 ns



Time[ns]	         IRF	       Decay	         Fit	  Resids.
  4.7360	           0	         378	       362.8	   0.7789
  4.7520	           0	         375	       360.8	   0.7318
  4.7680	           0	         356	       358.8	  -0.1468
  4.7840	           0	         355	       356.8	  -0.0940
  4.8000	           0	         372	       354.8	   0.8902
  4.8160	           0	         315	       352.8	  -2.1235
  4.8320	           0	         332	       350.8	  -1.0308
  4.8480	           0	         325	       348.9	  -1.3208
  4.8640	           0	         317	       346.9	  -1.6762
  4.8800	           0	         342	       345.0	  -0.1621
  4.8960	           0	         334	       343.1	  -0.4956
  4.9120	           0	         329	       341.2	  -0.6692
  4.9280	           0	         321	       339.3	  -1.0169
  4.9440	           0	         332	       337.4	  -0.2948
  4.9600	           0	         340	       335.5	   0.2428
  4.9760	           0	         333	       333.6	  -0.0352
  4.9920	           0	         318	       331.8	  -0.7708
  5.0080	           0	         323	       329.9	  -0.3852
  5.0240	           0	         312	       328.1	  -0.9092
  5.0400	           0	         335	       326.3	   0.4745
  5.0560	           0	         301	       324.5	  -1.3487
  5.0720	           0	         301	       322.7	  -1.2452
  5.0880	           0	         373	       320.9	   2.6913
  5.1040	           0	         315	       319.1	  -0.2304
  5.1200	           0	         295	       317.3	  -1.2959
  5.1360	           0	         290	       315.6	  -1.4965
  5.1520	           0	         313	       313.8	  -0.0464
  5.1680	           0	         302	       312.1	  -0.5783
  5.1840	           0	         295	       310.4	  -0.8910
  5.2000	           0	         306	       308.6	  -0.1502
  5.2160	           0	         318	       306.9	   0.6190
  5.2320	           0	         274	       305.2	  -1.8797
  5.2480	           0	         299	       303.5	  -0.2616
  5.2640	           0	         292	       301.9	  -0.5750
  5.2800	           0	         293	       300.2	  -0.4186
  5.2960	           0	         296	       298.5	  -0.1466
  5.3120	           0	         322	       296.9	   1.3955
  5.3280	           0	         259	       295.2	  -2.2433
  5.3440	           0	         246	       293.6	  -3.0232
  5.3600	           0	         285	       292.0	  -0.4125
  5.3760	           0	         302	       290.4	   0.6666
  5.3920	           0	         285	       288.8	  -0.2228
  5.4080	           0	         287	       287.2	  -0.0107
  5.4240	           0	         277	       285.6	  -0.5147
  5.4400	           0	         273	       284.0	  -0.6647
  5.4560	           0	         292	       282.5	   0.5565
  5.4720	           0	         281	       280.9	   0.0058
  5.4880	           0	         258	       279.4	  -1.3243
  5.5040	           0	         265	       277.8	  -0.7844
  5.5200	           0	         258	       276.3	  -1.1342
  5.5360	           0	         283	       274.8	   0.4876
  5.5520	           0	         219	       273.3	  -3.6498
  5.5680	           0	         267	       271.8	  -0.2899
  5.5840	           0	         266	       270.3	  -0.2603
  5.6000	           0	         260	       268.8	  -0.5423
  5.6160	           0	         253	       267.3	  -0.8955
  5.6320	           0	         252	       265.8	  -0.8680
  5.6480	           0	         258	       264.4	  -0.3953
  5.6640	           0	         225	       262.9	  -2.5170
  5.6800	           0	         273	       261.5	   0.6945
  5.6960	           0	         279	       260.0	   1.1305
  5.7120	           0	         261	       258.6	   0.1465
  5.7280	           0	         252	       257.2	  -0.3267
  5.7440	           0	         235	       255.8	  -1.3510
  5.7600	           0	         259	       254.4	   0.2848
  5.7760	           0	         268	       253.0	   0.9125
  5.7920	           0	         283	       251.6	   1.8586
  5.8080	           0	         240	       250.2	  -0.6587
  5.8240	           0	         226	       248.9	  -1.5152
  5.8400	           0	         213	       247.5	  -2.3542
  5.8560	           0	         215	       246.2	  -2.1158
  5.8720	           0	         259	       244.8	   0.8775
  5.8880	           0	         222	       243.5	  -1.4356
  5.9040	           0	         231	       242.2	  -0.7311
  5.9200	           0	         202	       240.8	  -2.7192
  5.9360	           0	         247	       239.5	   0.4737
  5.9520	           0	         188	       238.2	  -3.6434
  5.9680	           0	         213	       236.9	  -1.6315
  5.9840	           0	         206	       235.6	  -2.0547
  6.0000	           0	         226	       234.4	  -0.5530
  6.0160	           0	         229	       233.1	  -0.2682
  6.0320	           0	         227	       231.8	  -0.3178
  6.0480	           0	         201	       230.5	  -2.0739
  6.0640	           0	         208	       229.3	  -1.4696
  6.0800	           0	         242	       228.1	   0.8930
  6.0960	           0	         194	       226.8	  -2.3438
  6.1120	           0	         239	       225.6	   0.8644
  6.1280	           0	         229	       224.4	   0.3054
  6.1440	           0	         215	       223.1	  -0.5527
  6.1600	           0	         214	       221.9	  -0.5397
  6.1760	           0	         207	       220.7	  -0.9497
  6.1920	           0	         211	       219.5	  -0.5848
  6.2080	           0	         198	       218.3	  -1.4387
  6.2240	           0	         218	       217.2	   0.0563
  6.2400	           0	         208	       216.0	  -0.5514
  6.2560	           0	         221	       214.8	   0.4136
  6.2720	           0	         205	       213.7	  -0.6021
  6.2880	           0	         225	       212.5	   0.8291
  6.3040	           0	         223	       211.4	   0.7759
  6.3200	           0	         216	       210.2	   0.3914
  6.3360	           0	         167	       209.1	  -3.2375
  6.3520	           0	         205	       208.0	  -0.2057
  6.3680	           0	         202	       206.8	  -0.3388
  6.3840	           0	         205	       205.7	  -0.0504
  6.4000	           0	         201	       204.6	  -0.2539
  6.4160	           0	         202	       203.5	  -0.1062
  6.4320	           0	         201	       202.4	  -0.0998
  6.4480	           0	         180	       201.3	  -1.5813
  6.4640	           0	         172	       200.3	  -2.1417
  6.4800	           0	         187	       199.2	  -0.8857
  6.4960	           0	         177	       198.1	  -1.5776
  6.5120	           0	         175	       197.0	  -1.6569
  6.5280	           0	         213	       196.0	   1.1603
  6.5440	           0	         198	       194.9	   0.2166
  6.5600	           0	         203	       193.9	   0.6361
  6.5760	           0	         175	       192.9	  -1.3419
  6.5920	           0	         183	       191.8	  -0.6486
  6.6080	           0	         171	       190.8	  -1.5050
  6.6240	           0	         192	       189.8	   0.1598
  6.6400	           0	         182	       188.8	  -0.4983
  6.6560	           0	         152	       187.8	  -2.8809
  6.6720	           0	         201	       186.7	   1.0002
  6.6880	           0	         174	       185.8	  -0.8859
  6.7040	           0	         183	       184.8	  -0.1295
  6.7200	           0	         176	       183.8	  -0.5829
  6.7360	           0	         178	       182.8	  -0.3576
  6.7520	           0	         157	       181.8	  -1.9686
  6.7680	           0	         197	       180.9	   1.1444
  6.7840	           0	         167	       179.9	  -0.9918
  6.8000	           0	         184	       178.9	   0.3712
  6.8160	           0	         164	       178.0	  -1.0855
  6.8320	           0	         178	       177.0	   0.0715
  6.8480	           0	         182	       176.1	   0.4349
  6.8640	           0	         176	       175.2	   0.0625
  6.8800	           0	         145	       174.2	  -2.4115
  6.8960	           0	         171	       173.3	  -0.1759
  6.9120	           0	         168	       172.4	  -0.3371
  6.9280	           0	         160	       171.5	  -0.9022
  6.9440	           0	         185	       170.6	   1.0548
  6.9600	           0	         159	       169.7	  -0.8411
  6.9760	           0	         180	       168.8	   0.8319
  6.9920	           0	         178	       167.9	   0.7540
  7.0080	           0	         174	       167.0	   0.5278
  7.0240	           0	         148	       166.1	  -1.4793
  7.0400	           0	         151	       165.2	  -1.1513
  7.0560	           0	         159	       164.4	  -0.4232
  7.0720	           0	         175	       163.5	   0.8641
  7.0880	           0	         175	       162.6	   0.9288
  7.1040	           0	         159	       161.8	  -0.2197
  7.1200	           0	         161	       160.9	   0.0050
  7.1360	           0	         157	       160.1	  -0.2451
  7.1520	           0	         173	       159.3	   1.0394
  7.1680	           0	         166	       158.4	   0.5853
  7.1840	           0	         150	       157.6	  -0.6151
  7.2000	           0	         151	       156.8	  -0.4654
  7.2160	           0	         165	       155.9	   0.7014
  7.2320	           0	         161	       155.1	   0.4607
  7.2480	           0	         153	       154.3	  -0.1050
  7.2640	           0	         145	       153.5	  -0.7011
  7.2800	           0	         138	       152.7	  -1.2422
  7.2960	           0	         142	       151.9	  -0.8250
  7.3120	           0	         153	       151.1	   0.1520
  7.3280	           0	         139	       150.3	  -0.9532
  7.3440	           0	         134	       149.5	  -1.3321
  7.3600	           0	         140	       148.8	  -0.7348
  7.3760	           0	         138	       148.0	  -0.8436
  7.3920	           0	         155	       147.2	   0.6216
  7.4080	           0	         129	       146.4	  -1.5241
  7.4240	           0	         132	       145.7	  -1.1821
  7.4400	           0	         126	       144.9	  -1.6729
  7.4560	           0	         146	       144.2	   0.1500
  7.4720	           0	         146	       143.4	   0.2114
  7.4880	           0	         135	       142.7	  -0.6565
  7.5040	           0	         142	       141.9	   0.0046
  7.5200	           0	         138	       141.2	  -0.2713
  7.5360	           0	         138	       140.5	  -0.2096
  7.5520	           0	         111	       139.8	  -2.7049
  7.5680	           0	         135	       139.0	  -0.3444
  7.5840	           0	         155	       138.3	   1.3317
  7.6000	           0	         129	       137.6	  -0.7514
  7.6160	           0	         148	       136.9	   0.9071
  7.6320	           0	         144	       136.2	   0.6468
  7.6480	           0	         124	       135.5	  -1.0231
  7.6640	           0	         146	       134.8	   0.9217
  7.6800	           0	         130	       134.1	  -0.3563
  7.6960	           0	         142	       133.4	   0.7162
  7.7120	           0	         138	       132.7	   0.4462
  7.7280	           0	         145	       132.0	   1.0690
  7.7440	           0	         113	       131.4	  -1.7123
  7.7600	           0	          98	       130.7	  -3.2689
  7.7760	           0	         111	       130.0	  -1.7893
  7.7920	           0	         105	       129.4	  -2.3545
  7.8080	           0	         110	       128.7	  -1.7664
  7.8240	           0	         118	       128.0	  -0.9163
  7.8400	           0	         145	       127.4	   1.4531
  7.8560	           0	         133	       126.7	   0.5393
  7.8720	           0	         133	       126.1	   0.5949
  7.8880	           0	         117	       125.4	  -0.7742
  7.9040	           0	         111	       124.8	  -1.2989
  7.9200	           0	         120	       124.2	  -0.3778
  7.9360	           0	         123	       123.5	  -0.0484
  7.9520	           0	         126	       122.9	   0.2727
  7.9680	           0	         121	       122.3	  -0.1164
  7.9840	           0	         113	       121.7	  -0.8085
  8.0000	           0	         118	       121.1	  -0.2788
  8.0160	           0	         120	       120.4	  -0.0400
  8.0320	           0	         102	       119.8	  -1.7486
  8.0480	           0	         115	       119.2	  -0.3908
  8.0640	           0	         115	       118.6	  -0.3351
  8.0800	           0	         123	       118.0	   0.4449
