# 05_10_2021_13_15_08_G11_sampling_42a_Sinus_f20kHz_A1V_fs7kHz
# measuring signal to noise
# 42a_Sinus_f20kHz_A1V_fs7kHz
# time y-generator y-behind Fqscale-FFT y-FFTcurve Fqscale-filter y-filtercurve

0.0000	-0.0395	-0.0395	0.0000	-64.3148
0.1428	-0.8080	-0.8080	0.7778	-67.4081
0.2857	-0.9678	-0.9678	1.5556	-99.1315
0.4285	-0.3982	-0.3982	2.3333	-102.2541
0.5714	0.4722	0.4722	3.1111	-101.7238
0.7142	0.9849	0.9849	3.8889	-102.1753
0.8571	0.7547	0.7547	4.6667	-108.4685
0.9999	-0.0454	-0.0454	5.4444	-115.2430
1.1428	-0.8116	-0.8116	6.2222	-107.4202
1.2856	-0.9662	-0.9662	7.0000	-105.1890
1.4285	-0.3923	-0.3923	7.7778	-131.5343
1.5713	0.4771	0.4771	8.5556	-105.3451
1.7142	0.9862	0.9862	9.3333	-105.7355
1.8570	0.7507	0.7507	10.1111	-113.3833
1.9999	-0.0516	-0.0516	10.8889	-109.7569
2.1427	-0.8146	-0.8146	11.6667	-112.9537
2.2856	-0.9642	-0.9642	12.4444	-114.5897
2.4284	-0.3874	-0.3874	13.2222	-109.6290
2.5713	0.4818	0.4818	14.0000	-102.7348
2.7141	0.9865	0.9865	14.7778	-108.6508
2.8570	0.7468	0.7468	15.5556	-107.7207
2.9998	-0.0569	-0.0569	16.3333	-101.2546
3.1427	-0.8185	-0.8185	17.1111	-104.6255
3.2856	-0.9629	-0.9629	17.8889	-120.1366
3.4284	-0.3821	-0.3821	18.6667	-109.4288
3.5713	0.4870	0.4870	19.4444	-115.3058
3.7141	0.9875	0.9875	20.2222	-103.0590
3.8570	0.7435	0.7435	21.0000	-101.8295
3.9998	-0.0625	-0.0625	21.7778	-105.6222
4.1427	-0.8215	-0.8215	22.5556	-102.5923
4.2855	-0.9616	-0.9616	23.3333	-105.7964
4.4284	-0.3765	-0.3765	24.1111	-108.7653
4.5712	0.4919	0.4919	24.8889	-103.5346
4.7141	0.9888	0.9888	25.6667	-111.1233
4.8569	0.7389	0.7389	26.4444	-108.1781
4.9998	-0.0684	-0.0684	27.2222	-107.0532
5.1426	-0.8248	-0.8248	28.0000	-113.8526
5.2855	-0.9596	-0.9596	28.7778	-103.1686
5.4283	-0.3716	-0.3716	29.5556	-104.0684
5.5712	0.4972	0.4972	30.3333	-107.9385
5.7140	0.9895	0.9895	31.1111	-104.7570
5.8569	0.7350	0.7350	31.8889	-101.8443
5.9997	-0.0740	-0.0740	32.6667	-103.8516
6.1426	-0.8280	-0.8280	33.4444	-111.6113
6.2854	-0.9576	-0.9576	34.2222	-115.2230
6.4283	-0.3660	-0.3660	35.0000	-104.4479
6.5711	0.5021	0.5021	35.7778	-106.5743
6.7140	0.9905	0.9905	36.5556	-105.5640
6.8568	0.7313	0.7313	37.3333	-100.0040
6.9997	-0.0796	-0.0796	38.1111	-105.9889
7.1425	-0.8310	-0.8310	38.8889	-114.0551
7.2854	-0.9563	-0.9563	39.6667	-116.2694
7.4282	-0.3608	-0.3608	40.4444	-127.1466
7.5711	0.5071	0.5071	41.2222	-120.1953
7.7139	0.9911	0.9911	42.0000	-116.1280
7.8568	0.7274	0.7274	42.7778	-109.4964
7.9996	-0.0858	-0.0858	43.5556	-104.1423
8.1425	-0.8343	-0.8343	44.3333	-109.2006
8.2853	-0.9543	-0.9543	45.1111	-120.3773
8.4282	-0.3552	-0.3552	45.8889	-109.9151
8.5710	0.5120	0.5120	46.6667	-106.7472
8.7139	0.9921	0.9921	47.4444	-107.5490
8.8567	0.7238	0.7238	48.2222	-104.7851
8.9995	-0.0908	-0.0908	49.0000	-110.6969
9.1424	-0.8369	-0.8369	49.7778	-104.2575
9.2852	-0.9527	-0.9527	50.5556	-108.1271
9.4281	-0.3496	-0.3496	51.3333	-109.6303
9.5709	0.5169	0.5169	52.1111	-110.0503
9.7138	0.9928	0.9928	52.8889	-123.4873
9.8566	0.7195	0.7195	53.6667	-110.8693
9.9995	-0.0967	-0.0967	54.4444	-114.1659
10.1423	-0.8402	-0.8402	55.2222	-114.0607
10.2852	-0.9514	-0.9514	56.0000	-107.5305
10.4280	-0.3446	-0.3446	56.7778	-107.2142
10.5709	0.5219	0.5219	57.5556	-106.4274
10.7137	0.9938	0.9938	58.3333	-110.2279
10.8566	0.7156	0.7156	59.1111	-96.9311
10.9994	-0.1029	-0.1029	59.8889	-91.9372
11.1423	-0.8438	-0.8438	60.6667	-97.2032
11.2851	-0.9494	-0.9494	61.4444	-121.3093
11.4280	-0.3391	-0.3391	62.2222	-108.9993
11.5708	0.5268	0.5268	63.0000	-112.8811
11.7137	0.9944	0.9944	63.7778	-108.3710
11.8565	0.7116	0.7116	64.5556	-104.2628
11.9994	-0.1082	-0.1082	65.3333	-108.8653
12.1422	-0.8468	-0.8468	66.1111	-117.0899
12.2851	-0.9471	-0.9471	66.8889	-107.0158
12.4279	-0.3335	-0.3335	67.6667	-109.5769
12.5708	0.5317	0.5317	68.4444	-104.2904
12.7136	0.9954	0.9954	69.2222	-101.3175
12.8565	0.7073	0.7073	70.0000	-102.6400
12.9993	-0.1148	-0.1148	70.7778	-105.9234
13.1422	-0.8497	-0.8497	71.5556	-119.9916
13.2850	-0.9454	-0.9454	72.3333	-109.0007
13.4279	-0.3279	-0.3279	73.1111	-102.8433
13.5707	0.5363	0.5363	73.8889	-105.0418
13.7136	0.9951	0.9951	74.6667	-103.3762
13.8564	0.7031	0.7031	75.4444	-113.8588
13.9993	-0.1200	-0.1200	76.2222	-109.7896
14.1421	-0.8530	-0.8530	77.0000	-105.3252
14.2850	-0.9431	-0.9431	77.7778	-103.4144
14.4278	-0.3223	-0.3223	78.5556	-108.9405
14.5707	0.5413	0.5413	79.3333	-109.9245
14.7135	0.9961	0.9961	80.1111	-108.0768
14.8564	0.6994	0.6994	80.8889	-105.9670
14.9992	-0.1256	-0.1256	81.6667	-107.2041
15.1421	-0.8563	-0.8563	82.4444	-114.1147
15.2849	-0.9415	-0.9415	83.2222	-117.2572
15.4278	-0.3173	-0.3173	84.0000	-112.2913
15.5706	0.5462	0.5462	84.7778	-105.8751
15.7135	0.9967	0.9967	85.5556	-111.1277
15.8563	0.6952	0.6952	86.3333	-105.3372
15.9992	-0.1315	-0.1315	87.1111	-112.7575
16.1420	-0.8590	-0.8590	87.8889	-115.0778
16.2849	-0.9399	-0.9399	88.6667	-118.4022
16.4277	-0.3118	-0.3118	89.4444	-112.9601
16.5706	0.5508	0.5508	90.2222	-110.4924
16.7134	0.9974	0.9974	91.0000	-118.8083
16.8563	0.6909	0.6909	91.7778	-110.8343
16.9991	-0.1375	-0.1375	92.5556	-106.8018
17.1420	-0.8622	-0.8622	93.3333	-104.0823
17.2848	-0.9376	-0.9376	94.1111	-103.7932
17.4277	-0.3062	-0.3062	94.8889	-105.5312
17.5705	0.5554	0.5554	95.6667	-112.9320
17.7134	0.9977	0.9977	96.4444	-110.5327
17.8562	0.6873	0.6873	97.2222	-108.5106
17.9991	-0.1427	-0.1427	98.0000	-116.2219
18.1419	-0.8649	-0.8649	98.7778	-113.2132
18.2848	-0.9356	-0.9356	99.5556	-107.8050
18.4276	-0.3009	-0.3009	100.3333	-108.9885
18.5705	0.5607	0.5607	101.1111	-113.0618
