f	m	t	
	-5.05109E-05	0.127495	
			
			
X in nm	Y Signal 	f	y-f
611	0.12643	0.09663284	0.02979716
611.04	0.12897	0.09663082	0.03233918
611.08	0.12719	0.096628799	0.030561201
611.12	0.12755	0.096626779	0.030923221
611.16	0.12256	0.096624758	0.025935242
611.2	0.13014	0.096622738	0.033517262
611.24	0.12088	0.096620717	0.024259283
611.28	0.12561	0.096618697	0.028991303
611.32	0.12251	0.096616677	0.025893323
611.36	0.12673	0.096614656	0.030115344
611.4	0.12617	0.096612636	0.029557364
611.44	0.12419	0.096610615	0.027579385
611.48	0.12149	0.096608595	0.024881405
611.52	0.12541	0.096606574	0.028803426
611.56	0.13218	0.096604554	0.035575446
611.6	0.1252	0.096602534	0.028597466
611.64	0.12709	0.096600513	0.030489487
611.68	0.12831	0.096598493	0.031711507
611.72	0.12826	0.096596472	0.031663528
611.76	0.12699	0.096594452	0.030395548
611.8	0.1252	0.096592431	0.028607569
611.84	0.13019	0.096590411	0.033599589
611.88	0.13131	0.096588391	0.034721609
611.92	0.13396	0.09658637	0.03737363
611.96	0.12617	0.09658435	0.02958565
612	0.12602	0.096582329	0.029437671
612.04	0.12719	0.096580309	0.030609691
612.08	0.12332	0.096578288	0.026741712
612.12	0.13371	0.096576268	0.037133732
612.16	0.12999	0.096574247	0.033415753
612.2	0.12648	0.096572227	0.029907773
612.24	0.13101	0.096570207	0.034439793
612.28	0.13111	0.096568186	0.034541814
612.32	0.12836	0.096566166	0.031793834
612.36	0.12734	0.096564145	0.030775855
612.4	0.12536	0.096562125	0.028797875
612.44	0.12821	0.096560104	0.031649896
612.48	0.12724	0.096558084	0.030681916
612.52	0.13284	0.096556064	0.036283936
612.56	0.13091	0.096554043	0.034355957
612.6	0.13101	0.096552023	0.034457977
612.64	0.12821	0.096550002	0.031659998
612.68	0.13381	0.096547982	0.037262018
612.72	0.12806	0.096545961	0.031514039
612.76	0.12821	0.096543941	0.031666059
612.8	0.13478	0.09654192	0.03823808
612.84	0.12352	0.0965399	0.0269801
612.88	0.12342	0.09653788	0.02688212
612.92	0.13126	0.096535859	0.034724141
612.96	0.13116	0.096533839	0.034626161
613	0.1308	0.096531818	0.034268182
613.04	0.13014	0.096529798	0.033610202
613.08	0.12739	0.096527777	0.030862223
613.12	0.12887	0.096525757	0.032344243
613.16	0.12912	0.096523737	0.032596263
613.2	0.13722	0.096521716	0.040698284
613.24	0.12632	0.096519696	0.029800304
613.28	0.13208	0.096517675	0.035562325
613.32	0.13386	0.096515655	0.037344345
613.36	0.12918	0.096513634	0.032666366
613.4	0.1359	0.096511614	0.039388386
613.44	0.13208	0.096509594	0.035570406
613.48	0.13198	0.096507573	0.035472427
613.52	0.13635	0.096505553	0.039844447
613.56	0.13198	0.096503532	0.035476468
613.6	0.13299	0.096501512	0.036488488
613.64	0.13294	0.096499491	0.036440509
613.68	0.12984	0.096497471	0.033342529
613.72	0.13391	0.09649545	0.03741455
613.76	0.13386	0.09649343	0.03736657
613.8	0.13299	0.09649141	0.03649859
613.84	0.13865	0.096489389	0.042160611
613.88	0.13595	0.096487369	0.039462631
613.92	0.13697	0.096485348	0.040484652
613.96	0.12943	0.096483328	0.032946672
614	0.13859	0.096481307	0.042108693
614.04	0.13457	0.096479287	0.038090713
614.08	0.13467	0.096477267	0.038192733
614.12	0.13355	0.096475246	0.037074754
614.16	0.14017	0.096473226	0.043696774
614.2	0.14043	0.096471205	0.043958795
614.24	0.14134	0.096469185	0.044870815
614.28	0.14043	0.096467164	0.043962836
614.32	0.14445	0.096465144	0.047984856
614.36	0.14414	0.096463123	0.047676877
614.4	0.13768	0.096461103	0.041218897
614.44	0.13697	0.096459083	0.040510917
614.48	0.14206	0.096457062	0.045602938
614.52	0.1387	0.096455042	0.042244958
614.56	0.14119	0.096453021	0.044736979
614.6	0.14903	0.096451001	0.052578999
614.64	0.14893	0.09644898	0.05248102
614.68	0.13361	0.09644696	0.03716304
614.72	0.14888	0.09644494	0.05243506
614.76	0.14689	0.096442919	0.050447081
614.8	0.14109	0.096440899	0.044649101
614.84	0.14043	0.096438878	0.043991122
614.88	0.14404	0.096436858	0.047603142
614.92	0.15545	0.096434837	0.059015163
614.96	0.1554	0.096432817	0.058967183
615	0.15112	0.096430797	0.054689204
615.04	0.14501	0.096428776	0.048581224
615.08	0.14501	0.096426756	0.048583244
615.12	0.147	0.096424735	0.050575265
615.16	0.14781	0.096422715	0.051387285
615.2	0.14786	0.096420694	0.051439306
615.24	0.14796	0.096418674	0.051541326
615.28	0.14521	0.096416653	0.048793347
615.32	0.1554	0.096414633	0.058985367
615.36	0.14338	0.096412613	0.046967387
615.4	0.14705	0.096410592	0.050639408
615.44	0.13661	0.096408572	0.040201428
615.48	0.14404	0.096406551	0.047633449
615.52	0.1471	0.096404531	0.050695469
615.56	0.1471	0.09640251	0.05069749
615.6	0.14588	0.09640049	0.04947951
615.64	0.14516	0.09639847	0.04876153
615.68	0.14323	0.096396449	0.046833551
615.72	0.13737	0.096394429	0.040975571
615.76	0.14058	0.096392408	0.044187592
615.8	0.14211	0.096390388	0.045719612
615.84	0.14226	0.096388367	0.045871633
615.88	0.14043	0.096386347	0.044043653
615.92	0.1443	0.096384326	0.047915674
615.96	0.15097	0.096382306	0.054587694
616	0.14598	0.096380286	0.049599714
616.04	0.14613	0.096378265	0.049751735
616.08	0.13564	0.096376245	0.039263755
616.12	0.13564	0.096374224	0.039265776
616.16	0.14974	0.096372204	0.053367796
616.2	0.14506	0.096370183	0.048689817
616.24	0.13931	0.096368163	0.042941837
616.28	0.14409	0.096366143	0.047723857
616.32	0.14236	0.096364122	0.045995878
616.36	0.13941	0.096362102	0.043047898
616.4	0.13844	0.096360081	0.042079919
616.44	0.13865	0.096358061	0.042291939
616.48	0.14145	0.09635604	0.04509396
616.52	0.13859	0.09635402	0.04223598
616.56	0.14038	0.096351999	0.044028001
616.6	0.14964	0.096349979	0.053290021
616.64	0.14526	0.096347959	0.048912041
616.68	0.14588	0.096345938	0.049534062
616.72	0.14618	0.096343918	0.049836082
616.76	0.14053	0.096341897	0.044188103
616.8	0.14435	0.096339877	0.048010123
616.84	0.15102	0.096337856	0.054682144
616.88	0.1387	0.096335836	0.042364164
616.92	0.14812	0.096333816	0.051786184
616.96	0.14827	0.096331795	0.051938205
617	0.14801	0.096329775	0.051680225
617.04	0.15183	0.096327754	0.055502246
617.08	0.14328	0.096325734	0.046954266
617.12	0.14506	0.096323713	0.048736287
617.16	0.13844	0.096321693	0.042118307
617.2	0.14328	0.096319673	0.046960327
617.24	0.15626	0.096317652	0.059942348
617.28	0.1498	0.096315632	0.053484368
617.32	0.14964	0.096313611	0.053326389
617.36	0.14043	0.096311591	0.044118409
617.4	0.13946	0.09630957	0.04315043
617.44	0.14292	0.09630755	0.04661245
617.48	0.14226	0.096305529	0.045954471
617.52	0.13865	0.096303509	0.042346491
617.56	0.15097	0.096301489	0.054668511
617.6	0.15107	0.096299468	0.054770532
617.64	0.14822	0.096297448	0.051922552
617.68	0.14236	0.096295427	0.046064573
617.72	0.14903	0.096293407	0.052736593
617.76	0.14613	0.096291386	0.049838614
617.8	0.14694	0.096289366	0.050650634
617.84	0.14308	0.096287346	0.046792654
617.88	0.14832	0.096285325	0.052034675
617.92	0.14812	0.096283305	0.051836695
617.96	0.14705	0.096281284	0.050768716
618	0.1473	0.096279264	0.051020736
618.04	0.15102	0.096277243	0.054742757
618.08	0.16146	0.096275223	0.065184777
618.12	0.14908	0.096273202	0.052806798
618.16	0.15061	0.096271182	0.054338818
618.2	0.15107	0.096269162	0.054800838
618.24	0.15081	0.096267141	0.054542859
618.28	0.15748	0.096265121	0.061214879
618.32	0.14985	0.0962631	0.0535869
618.36	0.1501	0.09626108	0.05383892
618.4	0.14526	0.096259059	0.049000941
618.44	0.15188	0.096257039	0.055622961
618.48	0.15188	0.096255019	0.055624981
618.52	0.14694	0.096252998	0.050687002
618.56	0.15275	0.096250978	0.056499022
618.6	0.14985	0.096248957	0.053601043
618.64	0.15199	0.096246937	0.055743063
618.68	0.15367	0.096244916	0.057425084
618.72	0.15453	0.096242896	0.058287104
618.76	0.15423	0.096240876	0.057989124
618.8	0.15468	0.096238855	0.058441145
618.84	0.15535	0.096236835	0.059113165
618.88	0.1556	0.096234814	0.059365186
618.92	0.15361	0.096232794	0.057377206
618.96	0.15199	0.096230773	0.055759227
619	0.15473	0.096228753	0.058501247
619.04	0.14812	0.096226732	0.051893268
619.08	0.14832	0.096224712	0.052095288
619.12	0.1614	0.096222692	0.065177308
619.16	0.14995	0.096220671	0.053729329
619.2	0.15743	0.096218651	0.061211349
619.24	0.15937	0.09621663	0.06315337
619.28	0.15438	0.09621461	0.05816539
619.32	0.1555	0.096212589	0.059287411
619.36	0.1555	0.096210569	0.059289431
619.4	0.15158	0.096208549	0.055371451
619.44	0.16594	0.096206528	0.069733472
619.48	0.16415	0.096204508	0.067945492
619.52	0.16812	0.096202487	0.071917513
619.56	0.16792	0.096200467	0.071719533
619.6	0.16212	0.096198446	0.065921554
619.64	0.17159	0.096196426	0.075393574
619.68	0.17128	0.096194405	0.075085595
619.72	0.18116	0.096192385	0.084967615
619.76	0.17714	0.096190365	0.080949635
619.8	0.17418	0.096188344	0.077991656
619.84	0.1832	0.096186324	0.087013676
619.88	0.17999	0.096184303	0.083805697
619.92	0.18584	0.096182283	0.089657717
619.96	0.18589	0.096180262	0.089709738
620	0.19149	0.096178242	0.095311758
620.04	0.18472	0.096176222	0.088543778
620.08	0.19231	0.096174201	0.096135799
620.12	0.19358	0.096172181	0.097407819
620.16	0.20361	0.09617016	0.10743984
620.2	0.19541	0.09616814	0.09924186
620.24	0.19704	0.096166119	0.100873881
620.28	0.19704	0.096164099	0.100875901
620.32	0.20107	0.096162079	0.104907921
620.36	0.19618	0.096160058	0.100019942
620.4	0.21115	0.096158038	0.114991962
620.44	0.19811	0.096156017	0.101953983
620.48	0.19928	0.096153997	0.103126003
620.52	0.21476	0.096151976	0.118608024
620.56	0.21497	0.096149956	0.118820044
620.6	0.20005	0.096147935	0.103902065
620.64	0.19613	0.096145915	0.099984085
620.68	0.20005	0.096143895	0.103906105
620.72	0.19679	0.096141874	0.100648126
620.76	0.18584	0.096139854	0.089700146
620.8	0.18396	0.096137833	0.087822167
620.84	0.18401	0.096135813	0.087874187
620.88	0.18661	0.096133792	0.090476208
620.92	0.19022	0.096131772	0.094088228
620.96	0.18406	0.096129752	0.087930248
621	0.17164	0.096127731	0.075512269
621.04	0.17709	0.096125711	0.080964289
621.08	0.18294	0.09612369	0.08681631
621.12	0.17342	0.09612167	0.07729833
621.16	0.17357	0.096119649	0.077450351
621.2	0.16894	0.096117629	0.072822371
621.24	0.17546	0.096115608	0.079344392
621.28	0.17143	0.096113588	0.075316412
621.32	0.1668	0.096111568	0.070688432
621.36	0.17143	0.096109547	0.075320453
621.4	0.16507	0.096107527	0.068962473
621.44	0.16502	0.096105506	0.068914494
621.48	0.16935	0.096103486	0.073246514
621.52	0.15947	0.096101465	0.063368535
621.56	0.15723	0.096099445	0.061130555
621.6	0.16227	0.096097425	0.066172575
621.64	0.16293	0.096095404	0.066834596
621.68	0.1612	0.096093384	0.065106616
621.72	0.17057	0.096091363	0.074478637
621.76	0.17052	0.096089343	0.074430657
621.8	0.16314	0.096087322	0.067052678
621.84	0.15168	0.096085302	0.055594698
621.88	0.17235	0.096083282	0.076266718
621.92	0.15748	0.096081261	0.061398739
621.96	0.15921	0.096079241	0.063130759
622	0.14985	0.09607722	0.05377278
622.04	0.14959	0.0960752	0.0535148
622.08	0.16125	0.096073179	0.065176821
622.12	0.16517	0.096071159	0.069098841
622.16	0.17739	0.096069138	0.081320862
622.2	0.1582	0.096067118	0.062132882
622.24	0.16874	0.096065098	0.072674902
622.28	0.16777	0.096063077	0.071706923
622.32	0.16792	0.096061057	0.071858943
622.36	0.16863	0.096059036	0.072570964
622.4	0.16782	0.096057016	0.071762984
622.44	0.15835	0.096054995	0.062295005
622.48	0.16573	0.096052975	0.069677025
622.52	0.1669	0.096050955	0.070849045
622.56	0.16497	0.096048934	0.068921066
622.6	0.16232	0.096046914	0.066273086
622.64	0.16196	0.096044893	0.065915107
622.68	0.16975	0.096042873	0.073707127
622.72	0.17337	0.096040852	0.077329148
622.76	0.16772	0.096038832	0.071681168
622.8	0.17052	0.096036811	0.074483189
622.84	0.17805	0.096034791	0.082015209
622.88	0.17067	0.096032771	0.074637229
622.92	0.17052	0.09603075	0.07448925
622.96	0.17047	0.09602873	0.07444127
623	0.18009	0.096026709	0.084063291
623.04	0.17627	0.096024689	0.080245311
623.08	0.17082	0.096022668	0.074797332
623.12	0.17627	0.096020648	0.080249352
623.16	0.17622	0.096018628	0.080201372
623.2	0.17642	0.096016607	0.080403393
623.24	0.17826	0.096014587	0.082245413
623.28	0.18656	0.096012566	0.090547434
623.32	0.18289	0.096010546	0.086879454
623.36	0.1916	0.096008525	0.095591475
623.4	0.18202	0.096006505	0.086013495
623.44	0.19338	0.096004485	0.097375515
623.48	0.19323	0.096002464	0.097227536
623.52	0.19343	0.096000444	0.097429556
623.56	0.19811	0.095998423	0.102111577
623.6	0.20575	0.095996403	0.109753597
623.64	0.21125	0.095994382	0.115255618
623.68	0.21308	0.095992362	0.117087638
623.72	0.20168	0.095990341	0.105689659
623.76	0.20901	0.095988321	0.113021679
623.8	0.20896	0.095986301	0.112973699
623.84	0.21603	0.09598428	0.12004572
623.88	0.21318	0.09598226	0.11719774
623.92	0.20926	0.095980239	0.113279761
623.96	0.22174	0.095978219	0.125761781
624	0.22617	0.095976198	0.130193802
624.04	0.217	0.095974178	0.121025822
624.08	0.22423	0.095972158	0.128257842
624.12	0.22428	0.095970137	0.128309863
624.16	0.21858	0.095968117	0.122611883
624.2	0.21094	0.095966096	0.114973904
624.24	0.21858	0.095964076	0.122615924
624.28	0.2141	0.095962055	0.118137945
624.32	0.20926	0.095960035	0.113299965
624.36	0.20814	0.095958014	0.112181986
624.4	0.20819	0.095955994	0.112234006
624.44	0.2168	0.095953974	0.120846026
624.48	0.20361	0.095951953	0.107658047
624.52	0.20743	0.095949933	0.111480067
624.56	0.20936	0.095947912	0.113412088
624.6	0.20458	0.095945892	0.108634108
624.64	0.19816	0.095943871	0.102216129
624.68	0.19786	0.095941851	0.101918149
624.72	0.19343	0.095939831	0.097490169
624.76	0.20066	0.09593781	0.10472219
624.8	0.19613	0.09593579	0.10019421
624.84	0.1919	0.095933769	0.095966231
624.88	0.19328	0.095931749	0.097348251
624.92	0.19562	0.095929728	0.099690272
624.96	0.18004	0.095927708	0.084112292
625	0.18004	0.095925688	0.084114313
625.04	0.1781	0.095923667	0.082176333
625.08	0.17805	0.095921647	0.082128353
625.12	0.18004	0.095919626	0.084120374
625.16	0.17261	0.095917606	0.076692394
625.2	0.16685	0.095915585	0.070934415
625.24	0.18019	0.095913565	0.084276435
625.28	0.18014	0.095911544	0.084228456
625.32	0.17541	0.095909524	0.079500476
625.36	0.16899	0.095907504	0.073082496
625.4	0.17535	0.095905483	0.079444517
625.44	0.1725	0.095903463	0.076596537
625.48	0.16685	0.095901442	0.070948558
625.52	0.17042	0.095899422	0.074520578
625.56	0.17047	0.095897401	0.074572599
625.6	0.17057	0.095895381	0.074674619
625.64	0.17561	0.095893361	0.079716639
625.68	0.17159	0.09589134	0.07569866
625.72	0.17423	0.09588932	0.07834068
625.76	0.17342	0.095887299	0.077532701
625.8	0.17138	0.095885279	0.075494721
625.84	0.16507	0.095883258	0.069186742
625.88	0.16527	0.095881238	0.069388762
625.92	0.15927	0.095879217	0.063390783
625.96	0.16196	0.095877197	0.066082803
626	0.1669	0.095875177	0.071024823
626.04	0.16751	0.095873156	0.071636844
626.08	0.16711	0.095871136	0.071238864
626.12	0.16782	0.095869115	0.071950885
626.16	0.16797	0.095867095	0.072102905
626.2	0.17546	0.095865074	0.079594926
626.24	0.17744	0.095863054	0.081576946
626.28	0.1668	0.095861034	0.070938966
626.32	0.17082	0.095859013	0.074960987
626.36	0.16792	0.095856993	0.072063007
626.4	0.17362	0.095854972	0.077765028
626.44	0.18101	0.095852952	0.085157048
626.48	0.1809	0.095850931	0.085049069
626.52	0.16777	0.095848911	0.071921089
626.56	0.17347	0.09584689	0.07762311
626.6	0.1808	0.09584487	0.08495513
626.64	0.17042	0.09584285	0.07457715
626.68	0.17261	0.095840829	0.076769171
626.72	0.1695	0.095838809	0.073661191
626.76	0.1698	0.095836788	0.073963212
626.8	0.17062	0.095834768	0.074785232
626.84	0.16415	0.095832747	0.068317253
626.88	0.18187	0.095830727	0.086039273
626.92	0.17235	0.095828707	0.076521293
626.96	0.17036	0.095826686	0.074533314
627	0.17057	0.095824666	0.074745334
627.04	0.17072	0.095822645	0.074897355
627.08	0.17062	0.095820625	0.074799375
627.12	0.17352	0.095818604	0.077701396
627.16	0.17627	0.095816584	0.080453416
627.2	0.16792	0.095814564	0.072105436
627.24	0.17036	0.095812543	0.074547457
627.28	0.17149	0.095810523	0.075679477
627.32	0.16217	0.095808502	0.066361498
627.36	0.16252	0.095806482	0.066713518
627.4	0.18014	0.095804461	0.084335539
627.44	0.17352	0.095802441	0.077717559
627.48	0.17332	0.09580042	0.07751958
627.52	0.1752	0.0957984	0.0794016
627.56	0.1668	0.09579638	0.07100362
627.6	0.17337	0.095794359	0.077575641
627.64	0.17327	0.095792339	0.077477661
627.68	0.16797	0.095790318	0.072179682
627.72	0.17734	0.095788298	0.081551702
627.76	0.16405	0.095786277	0.068263723
627.8	0.16146	0.095784257	0.065675743
627.84	0.17337	0.095782237	0.077587763
627.88	0.16767	0.095780216	0.071889784
627.92	0.16105	0.095778196	0.065271804
627.96	0.16135	0.095776175	0.065573825
628	0.1753	0.095774155	0.079525845
628.04	0.17047	0.095772134	0.074697866
628.08	0.17128	0.095770114	0.075509886
628.12	0.17429	0.095768093	0.078521907
628.16	0.16767	0.095766073	0.071903927
628.2	0.17057	0.095764053	0.074805947
628.24	0.17067	0.095762032	0.074907968
628.28	0.16222	0.095760012	0.066459988
628.32	0.16146	0.095757991	0.065702009
628.36	0.16217	0.095755971	0.066414029
628.4	0.15361	0.09575395	0.05785605
628.44	0.15738	0.09575193	0.06162807
628.48	0.15759	0.09574991	0.06184009
628.52	0.15738	0.095747889	0.061632111
628.56	0.1555	0.095745869	0.059754131
628.6	0.14506	0.095743848	0.049316152
628.64	0.15285	0.095741828	0.057108172
628.68	0.1444	0.095739807	0.048660193
628.72	0.14888	0.095737787	0.053142213
628.76	0.14145	0.095735767	0.045714233
628.8	0.14532	0.095733746	0.049586254
628.84	0.14516	0.095731726	0.049428274
628.88	0.13366	0.095729705	0.037930295
628.92	0.13294	0.095727685	0.037212315
628.96	0.12632	0.095725664	0.030594336
629	0.12648	0.095723644	0.030756356
629.04	0.12907	0.095721623	0.033348377
629.08	0.12149	0.095719603	0.025770397
629.12	0.12133	0.095717583	0.025612417
629.16	0.11584	0.095715562	0.020124438
629.2	0.11986	0.095713542	0.024146458
629.24	0.11034	0.095711521	0.014628479
629.28	0.11792	0.095709501	0.022210499
629.32	0.11599	0.09570748	0.02028252
629.36	0.10927	0.09570546	0.01356454
629.4	0.11018	0.09570344	0.01447656
629.44	0.11018	0.095701419	0.014478581
629.48	0.10912	0.095699399	0.013420601
629.52	0.10438	0.095697378	0.008682622
629.56	0.10835	0.095695358	0.012654642
629.6	0.10173	0.095693337	0.006036663
629.64	0.10127	0.095691317	0.005578683
629.68	0.10189	0.095689296	0.006200704
629.72	0.10163	0.095687276	0.005942724
629.76	0.10387	0.095685256	0.008184744
629.8	0.10178	0.095683235	0.006096765
629.84	0.09893	0.095681215	0.003248785
629.88	0.09629	0.095679194	0.000610806
629.92	0.09328	0.095677174	-0.002397174
629.96	0.09506	0.095675153	-0.000615153
630	0.09532	0.095673133	-0.000353133
630.04	0.09634	0.095671113	0.000668887
630.08	0.09715	0.095669092	0.001480908
630.12	0.097	0.095667072	0.001332928
630.16	0.09608	0.095665051	0.000414949
630.2	0.09226	0.095663031	-0.003403031
630.24	0.09517	0.09566101	-0.00049101
630.28	0.09425	0.09565899	-0.00140899
630.32	0.0943	0.09565697	-0.00135697
630.36	0.0916	0.095654949	-0.004054949
630.4	0.09343	0.095652929	-0.002222929
630.44	0.0969	0.095650908	0.001249092
630.48	0.09603	0.095648888	0.000381112
630.52	0.09598	0.095646867	0.000333133
630.56	0.08844	0.095644847	-0.007204847
630.6	0.08844	0.095642826	-0.007202826
630.64	0.0916	0.095640806	-0.004040806
630.68	0.09216	0.095638786	-0.003478786
630.72	0.09511	0.095636765	-0.000526765
630.76	0.09048	0.095634745	-0.005154745
630.8	0.09959	0.095632724	0.003957276
630.84	0.09496	0.095630704	-0.000670704
630.88	0.09522	0.095628683	-0.000408683
630.92	0.09425	0.095626663	-0.001376663
630.96	0.09583	0.095624643	0.000205357
631	0.09333	0.095622622	-0.002292622
631.04	0.09109	0.095620602	-0.004530602
631.08	0.09791	0.095618581	0.002291419
631.12	0.09323	0.095616561	-0.002386561
631.16	0.0973	0.09561454	0.00168546
631.2	0.09705	0.09561252	0.00143748
631.24	0.09679	0.095610499	0.001179501
631.28	0.09613	0.095608479	0.000521521
631.32	0.0942	0.095606459	-0.001406459
631.36	0.0943	0.095604438	-0.001304438
631.4	0.0971	0.095602418	0.001497582
631.44	0.09598	0.095600397	0.000379603
631.48	0.09608	0.095598377	0.000481623
631.52	0.09919	0.095596356	0.003593644
631.56	0.10178	0.095594336	0.006185664
631.6	0.09399	0.095592316	-0.001602316
631.64	0.10199	0.095590295	0.006399705
631.68	0.10382	0.095588275	0.008231725
631.72	0.10647	0.095586254	0.010883746
631.76	0.1082	0.095584234	0.012615766
631.8	0.10856	0.095582213	0.012977787
631.84	0.10285	0.095580193	0.007269807
631.88	0.11207	0.095578173	0.016491827
631.92	0.10733	0.095576152	0.011753848
631.96	0.1112	0.095574132	0.015625868
632	0.11385	0.095572111	0.018277889
632.04	0.11757	0.095570091	0.021999909
632.08	0.11792	0.09556807	0.02235193
632.12	0.114	0.09556605	0.01843395
632.16	0.10458	0.095564029	0.009015971
632.2	0.10922	0.095562009	0.013657991
632.24	0.12159	0.095559989	0.026030011
632.28	0.11986	0.095557968	0.024302032
632.32	0.11889	0.095555948	0.023334052
632.36	0.11894	0.095553927	0.023386073
632.4	0.11701	0.095551907	0.021458093
632.44	0.11869	0.095549886	0.023140114
632.48	0.12083	0.095547866	0.025282134
632.52	0.12342	0.095545846	0.027874154
632.56	0.11024	0.095543825	0.014696175
632.6	0.11029	0.095541805	0.014748195
632.64	0.11971	0.095539784	0.024170216
632.68	0.11976	0.095537764	0.024222236
632.72	0.11991	0.095535743	0.024374257
632.76	0.11497	0.095533723	0.019436277
632.8	0.11293	0.095531702	0.017398298
632.84	0.114	0.095529682	0.018470318
632.88	0.1112	0.095527662	0.015672338
632.92	0.11324	0.095525641	0.017714359
632.96	0.11329	0.095523621	0.017766379
633	0.11309	0.0955216	0.0175684
633.04	0.11293	0.09551958	0.01741042
633.08	0.10891	0.095517559	0.013392441
633.12	0.10234	0.095515539	0.006824461
633.16	0.10153	0.095513519	0.006016481
633.2	0.10357	0.095511498	0.008058502
633.24	0.10367	0.095509478	0.008160522
633.28	0.10749	0.095507457	0.011982543
633.32	0.10723	0.095505437	0.011724563
633.36	0.10382	0.095503416	0.008316584
633.4	0.10005	0.095501396	0.004548604
633.44	0.09705	0.095499376	0.001550624
633.48	0.09532	0.095497355	-0.000177355
633.52	0.09623	0.095495335	0.000734665
633.56	0.09608	0.095493314	0.000586686
633.6	0.1001	0.095491294	0.004608706
633.64	0.09501	0.095489273	-0.000479273
633.68	0.09435	0.095487253	-0.001137253
633.72	0.10077	0.095485232	0.005284768
633.76	0.09231	0.095483212	-0.003173212
633.8	0.09165	0.095481192	-0.003831192
633.84	0.09145	0.095479171	-0.004029171
633.88	0.0944	0.095477151	-0.001077151
633.92	0.09338	0.09547513	-0.00209513
633.96	0.09333	0.09547311	-0.00214311
634	0.08962	0.095471089	-0.005851089
634.04	0.09807	0.095469069	0.002600931
634.08	0.09807	0.095467049	0.002602951
634.12	0.09858	0.095465028	0.003114972
634.16	0.09919	0.095463008	0.003726992
634.2	0.09018	0.095460987	-0.005280987
634.24	0.1025	0.095458967	0.007041033
634.28	0.09323	0.095456946	-0.002226946
634.32	0.09242	0.095454926	-0.003034926
634.36	0.08855	0.095452905	-0.006902905
634.4	0.10077	0.095450885	0.005319115
634.44	0.10082	0.095448865	0.005371135
634.48	0.09903	0.095446844	0.003583156
634.52	0.10087	0.095444824	0.005425176
634.56	0.10387	0.095442803	0.008427197
634.6	0.09893	0.095440783	0.003489217
634.64	0.10077	0.095438762	0.005331238
634.68	0.09613	0.095436742	0.000693258
634.72	0.09608	0.095434722	0.000645278
634.76	0.09517	0.095432701	-0.000262701
634.8	0.09425	0.095430681	-0.001180681
634.84	0.09797	0.09542866	0.00254134
634.88	0.09318	0.09542664	-0.00224664
634.92	0.09231	0.095424619	-0.003114619
634.96	0.09761	0.095422599	0.002187401
635	0.0973	0.095420579	0.001879422
635.04	0.097	0.095418558	0.001581442
635.08	0.0943	0.095416538	-0.001116538
635.12	0.09532	0.095414517	-9.45172E-05
635.16	0.09634	0.095412497	0.000927503
635.2	0.09405	0.095410476	-0.001360476
635.24	0.0944	0.095408456	-0.001008456
635.28	0.09303	0.095406435	-0.002376435
635.32	0.09313	0.095404415	-0.002274415
635.36	0.09425	0.095402395	-0.001152395
635.4	0.09629	0.095400374	0.000889626
635.44	0.08967	0.095398354	-0.005728354
635.48	0.09425	0.095396333	-0.001146333
635.52	0.09257	0.095394313	-0.002824313
635.56	0.097	0.095392292	0.001607708
635.6	0.09613	0.095390272	0.000739728
635.64	0.09618	0.095388252	0.000791748
635.68	0.09511	0.095386231	-0.000276231
635.72	0.1	0.095384211	0.004615789
635.76	0.09318	0.09538219	-0.00220219
635.8	0.0969	0.09538017	0.00151983
635.84	0.09226	0.095378149	-0.003118149
635.88	0.09323	0.095376129	-0.002146129
635.92	0.09318	0.095374108	-0.002194108
635.96	0.09629	0.095372088	0.000917912
636	0.09898	0.095370068	0.003609932
636.04	0.09328	0.095368047	-0.002088047
636.08	0.09328	0.095366027	-0.002086027
636.12	0.10464	0.095364006	0.009275994
636.16	0.09038	0.095361986	-0.004981986
636.2	0.09038	0.095359965	-0.004979965
636.24	0.09511	0.095357945	-0.000247945
636.28	0.09318	0.095355925	-0.002175925
636.32	0.09415	0.095353904	-0.001203904
636.36	0.09155	0.095351884	-0.003801884
636.4	0.09399	0.095349863	-0.001359863
636.44	0.09124	0.095347843	-0.004107843
636.48	0.09242	0.095345822	-0.002925822
636.52	0.09231	0.095343802	-0.003033802
636.56	0.09155	0.095341781	-0.003791781
636.6	0.09817	0.095339761	0.002830239
636.64	0.09415	0.095337741	-0.001187741
636.68	0.0969	0.09533572	0.00156428
636.72	0.09623	0.0953337	0.0008963
636.76	0.09532	0.095331679	-1.16793E-05
636.8	0.09517	0.095329659	-0.000159659
636.84	0.09201	0.095327638	-0.003317638
636.88	0.09175	0.095325618	-0.003575618
636.92	0.10199	0.095323598	0.006666402
636.96	0.09242	0.095321577	-0.002901577
637	0.09532	0.095319557	4.433E-07
637.04	0.09221	0.095317536	-0.003107536
637.08	0.09226	0.095315516	-0.003055516
637.12	0.09532	0.095313495	6.50461E-06
637.16	0.09328	0.095311475	-0.002031475
637.2	0.09598	0.095309455	0.000670545
637.24	0.09018	0.095307434	-0.005127434
637.28	0.09247	0.095305414	-0.002835414
637.32	0.09909	0.095303393	0.003786607
637.36	0.09995	0.095301373	0.004648627
637.4	0.0998	0.095299352	0.004500648
637.44	0.09893	0.095297332	0.003632668
637.48	0.09664	0.095295311	0.001344689
