78.12299	0.97106	0.0008	57.00299
78.13199	0.96984	0.00073	57.01199
78.14099	0.97092	0.0008	57.02099
78.14999	0.96771	0.00073	57.02999
78.15899	0.96816	0.0005	57.03899
78.16799	0.96929	0.00073	57.04799
78.17699	0.96848	0.00093	57.05699
78.18599	0.9659	0.00061	57.06599
78.19499	0.96866	0.00094	57.07499
78.20399	0.96825	0.00068	57.08399
78.21299	0.96694	0.00122	57.09299
78.22199	0.96943	0.00085	57.10199
78.23099	0.96789	0.00072	57.11099
78.23999	0.96997	0.00071	57.11999
78.24899	0.96785	0.00059	57.12899
78.25799	0.96947	0.00077	57.13799
78.26699	0.9688	0.00072	57.14699
78.27599	0.97201	0.00053	57.15599
78.28499	0.973	0.00083	57.16499
78.29399	0.97268	0.00076	57.17399
78.30299	0.97594	0.00065	57.18299
78.31199	0.9778	0.00059	57.19199
78.32099	0.97852	0.00052	57.20099
78.32999	0.97834	0.00053	57.20999
78.33899	0.98205	0.00078	57.21899
78.34799	0.98001	0.00054	57.22799
78.35699	0.98263	0.00081	57.23699
78.36599	0.97947	0.00073	57.24599
78.37499	0.97893	0.0006	57.25499
78.38399	0.97793	0.00054	57.26399
78.39299	0.97856	0.00068	57.27299
78.40199	0.97838	0.00057	57.28199
78.41099	0.97703	0.00078	57.29099
78.41999	0.97734	0.00066	57.29999
78.42899	0.97653	0.00088	57.30899
78.43799	0.97445	0.00087	57.31799
78.44699	0.97164	0.00061	57.32699
78.45599	0.97427	0.00088	57.33599
78.46499	0.97377	0.00075	57.34499
78.47399	0.9716	0.00073	57.35399
78.48299	0.97241	0.00053	57.36299
78.49199	0.9721	0.00053	57.37199
78.50099	0.97006	0.00084	57.38099
78.50999	0.9716	0.00067	57.38999
78.51899	0.97196	0.00056	57.39899
78.52799	0.97169	0.00072	57.40799
78.53699	0.96956	0.00069	57.41699
78.54599	0.97033	0.00085	57.42599
78.55499	0.96916	0.00061	57.43499
78.56399	0.96789	0.00066	57.44399
78.57299	0.97042	0.00068	57.45299
78.58199	0.96866	0.00063	57.46199
78.59099	0.96812	0.00082	57.47099
78.59999	0.96979	0.00083	57.47999
78.60899	0.96866	0.00069	57.48899
78.61799	0.96947	0.00077	57.49799
78.62699	0.97002	0.00056	57.50699
78.63599	0.97029	0.00073	57.51599
78.64499	0.97033	0.0008	57.52499
78.65399	0.97282	0.00059	57.53399
78.66299	0.9725	0.00073	57.54299
78.67199	0.97562	0.00078	57.55199
78.68099	0.97599	0.00092	57.56099
78.68999	0.97951	0.0009	57.56999
78.69899	0.97893	0.00053	57.57899
78.70799	0.98277	0.00087	57.58799
78.71699	0.983	0.00075	57.59699
