-0.09091	-0.00431
-0.08949	-0.00431
-0.08807	-0.00431
-0.08665	-0.00431
-0.08523	-0.00431
-0.08382	-0.00430
-0.08240	-0.00430
-0.08098	-0.00430
-0.07956	-0.00430
-0.07814	-0.00430
-0.07672	-0.00430
-0.07530	-0.00430
-0.07388	-0.00429
-0.07247	-0.00429
-0.07105	-0.00429
-0.06963	-0.00429
-0.06821	-0.00429
-0.06679	-0.00429
-0.06537	-0.00428
-0.06395	-0.00428
-0.06253	-0.00428
-0.06112	-0.00428
-0.05970	-0.00428
-0.05828	-0.00428
-0.05686	-0.00427
-0.05544	-0.00427
-0.05402	-0.00427
-0.05260	-0.00427
-0.05118	-0.00427
-0.04977	-0.00427
-0.04835	-0.00426
-0.04693	-0.00426
-0.04551	-0.00426
-0.04409	-0.00426
-0.04267	-0.00425
-0.04125	-0.00425
-0.03983	-0.00425
-0.03842	-0.00425
-0.03700	-0.00425
-0.03558	-0.00424
-0.03416	-0.00424
-0.03274	-0.00424
-0.03132	-0.00424
-0.02990	-0.00423
-0.02849	-0.00423
-0.02707	-0.00423
-0.02565	-0.00423
-0.02423	-0.00422
-0.02281	-0.00422
-0.02139	-0.00422
-0.01997	-0.00422
-0.01855	-0.00421
-0.01714	-0.00421
-0.01572	-0.00421
-0.01430	-0.00420
-0.01288	-0.00420
-0.01146	-0.00420
-0.01004	-0.00420
-0.00862	-0.00419
-0.00720	-0.00419
-0.00579	-0.00419
-0.00437	-0.00418
-0.00295	-0.00418
-0.00153	-0.00418
-0.00011	-0.00417
0.00131	-0.00417
0.00273	-0.00416
0.00415	-0.00416
0.00556	-0.00416
0.00698	-0.00415
0.00840	-0.00415
0.00982	-0.00415
0.01124	-0.00414
0.01266	-0.00414
0.01408	-0.00413
0.01550	-0.00413
0.01691	-0.00412
0.01833	-0.00412
0.01975	-0.00412
0.02117	-0.00411
0.02259	-0.00411
0.02401	-0.00410
0.02543	-0.00410
0.02685	-0.00409
0.02826	-0.00409
0.02968	-0.00408
0.03110	-0.00408
0.03252	-0.00407
0.03394	-0.00406
0.03536	-0.00406
0.03678	-0.00405
0.03820	-0.00405
0.03961	-0.00404
0.04103	-0.00404
0.04245	-0.00403
0.04387	-0.00402
0.04529	-0.00402
0.04671	-0.00401
0.04813	-0.00400
0.04955	-0.00400
0.05096	-0.00399
0.05238	-0.00398
0.05380	-0.00398
0.05522	-0.00397
0.05664	-0.00396
0.05806	-0.00395
0.05948	-0.00395
0.06089	-0.00394
0.06231	-0.00393
0.06373	-0.00392
0.06515	-0.00391
0.06657	-0.00391
0.06799	-0.00390
0.06941	-0.00389
0.07083	-0.00388
0.07224	-0.00387
0.07366	-0.00386
0.07508	-0.00385
0.07650	-0.00384
0.07792	-0.00383
0.07934	-0.00382
0.08076	-0.00381
0.08218	-0.00380
0.08359	-0.00379
0.08501	-0.00378
0.08643	-0.00377
0.08785	-0.00376
0.08927	-0.00375
0.09069	-0.00374
0.09211	-0.00372
0.09353	-0.00371
0.09494	-0.00370
0.09636	-0.00369
0.09778	-0.00367
0.09920	-0.00366
0.10062	-0.00365
0.10204	-0.00363
0.10346	-0.00362
0.10488	-0.00361
0.10629	-0.00359
0.10771	-0.00358
0.10913	-0.00356
0.11055	-0.00355
0.11197	-0.00353
0.11339	-0.00352
0.11481	-0.00350
0.11623	-0.00348
0.11764	-0.00347
0.11906	-0.00345
0.12048	-0.00343
0.12190	-0.00342
0.12332	-0.00340
0.12474	-0.00338
0.12616	-0.00336
0.12758	-0.00334
0.12899	-0.00332
0.13041	-0.00330
0.13183	-0.00328
0.13325	-0.00326
0.13467	-0.00324
0.13609	-0.00322
0.13751	-0.00320
0.13892	-0.00317
0.14034	-0.00315
0.14176	-0.00313
0.14318	-0.00311
0.14460	-0.00308
0.14602	-0.00306
0.14744	-0.00303
0.14886	-0.00301
0.15027	-0.00298
0.15169	-0.00296
0.15311	-0.00293
0.15453	-0.00290
0.15595	-0.00287
0.15737	-0.00285
0.15879	-0.00282
0.16021	-0.00279
0.16162	-0.00276
0.16304	-0.00273
0.16446	-0.00270
0.16588	-0.00266
0.16730	-0.00263
0.16872	-0.00260
0.17014	-0.00257
0.17156	-0.00253
0.17297	-0.00250
0.17439	-0.00246
0.17581	-0.00243
0.17723	-0.00239
0.17865	-0.00235
0.18007	-0.00232
0.18149	-0.00228
0.18291	-0.00224
0.18432	-0.00220
0.18574	-0.00216
0.18716	-0.00212
0.18858	-0.00207
0.19000	-0.00203
0.19142	-0.00199
0.19284	-0.00194
0.19426	-0.00190
0.19567	-0.00185
0.19709	-0.00180
0.19851	-0.00176
0.19993	-0.00171
0.20135	-0.00166
0.20277	-0.00161
0.20419	-0.00156
0.20561	-0.00151
0.20702	-0.00145
0.20844	-0.00140
0.20986	-0.00134
0.21128	-0.00129
0.21270	-0.00123
0.21412	-0.00118
0.21554	-0.00112
0.21696	-0.00106
0.21837	-0.00100
0.21979	-0.00094
0.22121	-0.00087
0.22263	-0.00081
0.22405	-0.00074
0.22547	-0.00068
0.22689	-0.00061
0.22830	-0.00054
0.22972	-0.00047
0.23114	-0.00040
0.23256	-0.00033
0.23398	-0.00026
0.23540	-0.00019
0.23682	-0.00011
0.23824	-0.00004
0.23965	0.00004
0.24107	0.00012
0.24249	0.00020
0.24391	0.00028
0.24533	0.00036
0.24675	0.00044
0.24817	0.00053
0.24959	0.00062
0.25100	0.00070
0.25242	0.00079
0.25384	0.00088
0.25526	0.00097
0.25668	0.00107
0.25810	0.00116
0.25952	0.00126
0.26094	0.00135
0.26235	0.00145
0.26377	0.00155
0.26519	0.00165
0.26661	0.00175
0.26803	0.00186
0.26945	0.00196
0.27087	0.00207
0.27229	0.00218
0.27370	0.00229
0.27512	0.00240
0.27654	0.00252
0.27796	0.00263
0.27938	0.00275
0.28080	0.00287
0.28222	0.00299
0.28364	0.00311
0.28505	0.00323
0.28647	0.00335
0.28789	0.00348
0.28931	0.00361
0.29073	0.00374
0.29215	0.00387
0.29357	0.00400
0.29499	0.00414
0.29640	0.00427
0.29782	0.00441
0.29924	0.00455
0.30066	0.00469
0.30208	0.00484
0.30350	0.00498
0.30492	0.00513
0.30633	0.00528
0.30775	0.00543
0.30917	0.00558
0.31059	0.00573
0.31201	0.00589
0.31343	0.00605
0.31485	0.00621
0.31627	0.00637
0.31768	0.00653
0.31910	0.00670
0.32052	0.00686
0.32194	0.00703
0.32336	0.00720
0.32478	0.00737
0.32620	0.00755
0.32762	0.00772
0.32903	0.00790
0.33045	0.00808
0.33187	0.00826
0.33329	0.00845
0.33471	0.00863
0.33613	0.00882
0.33755	0.00901
0.33897	0.00920
0.34038	0.00939
