x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),yai4_max(V),lambda(nm),freq(THz),relFreq(THz),relx(A)
117.6455,0.1369,-0.0013194213129883,-0.0008194213129883,-0.0048486806003226,,,780.2411527906977,384.23051248672135,,
117.6635,0.1381,-0.0014409860337715,-0.0008409860337715,-0.0046355039041083,,,780.2411695348837,384.23050424103087,,
117.6818,0.139,-0.0014629101665678,-0.0009629101665678,-0.004023774262957,,,780.2411865581396,384.2304958579125,,
117.7016,0.1385,-0.0015866313594294,-0.0009866313594294,-0.0035192798971212,,,780.2412049767443,384.2304867876538,,
117.7203,0.1383,-0.001609034708243,-0.001109034708243,-0.0032094796627207,,,780.241222372093,384.2304782212988,,
117.7397,0.1382,-0.0017322766850872,-0.0011322766850872,-0.0029030558901342,,,780.2412404186047,384.2304693342784,,
117.7573,0.1382,-0.001753362189853,-0.001253362189853,-0.002887949787169,,-0.002887949787169,780.2412567906978,384.2304612718272,2.0,117.7573
117.7765,0.1386,-0.0018763645586884,-0.0013763645586884,-0.003080561311207,,,780.2412746511628,384.2304524764264,,
117.7982,0.1394,-0.0020023620276327,-0.0015023620276327,-0.0036852316274375,,,780.2412948372094,384.2304425357916,,
117.815,0.1399,-0.0020224891003637,-0.0016224891003637,-0.0041662667109708,,,780.2413104651164,384.23043483981655,,
117.8342,0.1403,-0.0021454914691991,-0.0016454914691991,-0.0043588782350088,,,780.2413283255814,384.230426044417,,
117.8536,0.1406,-0.0022687334460433,-0.0017687334460433,-0.0043524544624223,,,780.2413463720931,384.230417157399,,
117.8721,0.1408,-0.0023908971868483,-0.0018908971868483,-0.0042416895246464,,,780.2413635813954,384.2304086826658,,
117.8935,0.1417,-0.0025165352437795,-0.0020165352437795,-0.0039449127858138,,,780.2413834883721,384.2303988794614,,
117.9109,0.1429,-0.0026373811405366,-0.0022373811405366,-0.0034288419794732,,,780.2413996744186,384.23039090863193,,
117.9288,0.1432,-0.0027588260573154,-0.0023588260573154,-0.0031151829315712,,,780.2414163255814,384.230382708756,,
117.9458,0.1433,-0.0028791927380552,-0.0024791927380552,-0.00269718271848,,,780.2414321395349,384.2303749211647,,
117.9668,0.1437,-0.0030043515789689,-0.0026043515789689,-0.0024984765728966,,-0.0024984765728966,780.2414516744186,384.2303653011994,3.0,117.9668
117.9861,0.144,-0.0031274737518087,-0.0028274737518087,-0.0025915704486222,,,780.241469627907,384.2303564599936,,
118.0047,0.1443,-0.003349757296618,-0.002949757296618,-0.0027812878625341,,,780.2414869302327,384.23034793945374,,
118.0238,0.145,-0.0034726398614491,-0.0030726398614491,-0.0030734170348844,,,780.2415046976745,384.2303391898674,,
118.0427,0.1459,-0.0035952828182715,-0.0032952828182715,-0.0032645815038593,,,780.2415222790698,384.2303305319002,,
118.0634,0.1464,-0.0038200822471722,-0.0035200822471722,-0.0036644283032128,,,780.2415415348838,384.2303210493652,,
118.083,0.1472,-0.0039435638320251,-0.0037435638320251,-0.0039589692340016,,,780.2415597674419,384.2303120707334,,
118.0996,0.1476,-0.0041634512967474,-0.0038634512967474,-0.0041390396141595,,,780.2415752093024,384.2303044663824,,
118.1213,0.1483,-0.0042894487656916,-0.0040894487656917,-0.00404370993039,,,780.2415953953489,384.2302945257552,,
118.1397,0.1487,-0.0045114927024923,-0.0043114927024923,-0.0037324626409264,,,780.241612511628,384.2302860968367,,
118.1588,0.1488,-0.0046343752673234,-0.0044343752673234,-0.0032245918132768,,,780.2416302790698,384.23027734725326,,
118.1777,0.1495,-0.0047570182241457,-0.0045570182241457,-0.0027157562822517,,,780.2416478604652,384.2302686892888,,
118.1984,0.1499,-0.0049818176530465,-0.0047818176530465,-0.0024156030816052,,,780.2416671162791,384.2302592067568,,
118.2177,0.1502,-0.0052049398258862,-0.0050049398258862,-0.0022086969573309,,-0.0022086969573309,780.2416850697675,384.2302503655559,4.0,118.2177
118.2384,0.1511,-0.005329739254787,-0.005229739254787,-0.0023085437566845,,,780.2417043255814,384.23024088302486,,
118.2567,0.1517,-0.0055516633875832,-0.0054516633875832,-0.0027968141155332,,,780.2417213488372,384.230232499918,,
118.2742,0.1522,-0.0057726290883447,-0.0056726290883447,-0.0030812256608803,,,780.241737627907,384.23022448328624,,
118.2941,0.1527,-0.0059964700852106,-0.0058964700852106,-0.0033772136467323,,,780.2417561395349,384.230215367231,,
118.3127,0.1534,-0.00611875363002,-0.00611875363002,-0.0036669310606441,,,780.2417734418606,384.2302068466973,,
118.3316,0.154,-0.0063413965868424,-0.0063413965868424,-0.003758095529619,,,780.2417910232558,384.2301981887361,,
118.3495,0.1546,-0.0065628415036212,-0.0065628415036212,-0.003444436481717,,,780.2418076744186,384.2301899888684,,
118.3693,0.1551,-0.0066865626964828,-0.0067865626964828,-0.0030399421158812,,,780.2418260930233,384.2301809186241,,
118.3901,0.1558,-0.0069114819293878,-0.0070114819293878,-0.0025402712669225,,,780.2418454418605,384.2301713902872,,
118.4093,0.1563,-0.0071344842982233,-0.0072344842982233,-0.0020328827909604,,,780.2418633023257,384.2301625948995,,
118.4269,0.157,-0.0072555698029891,-0.0074555698029891,-0.0019177766879953,,,780.2418796744187,384.2301545324613,,
118.4451,0.1578,-0.007377374131781,-0.007677374131781,-0.0019055646951564,,-0.0019055646951564,780.2418966046512,384.23014619516766,5.0,118.4451
118.4644,0.1589,-0.0076004963046208,-0.0079004963046208,-0.002098658570882,,,780.2419145581396,384.230137353972,,
118.486,0.1604,-0.0077263739695607,-0.0081263739695607,-0.0025028465354248,,,780.2419346511629,384.2301274591627,,
118.5047,0.1619,-0.0078487773183744,-0.0082487773183744,-0.0030930463010244,,,780.2419520465116,384.23011889282367,,
118.5233,0.1639,-0.0079710608631837,-0.0084710608631837,-0.0032827637149362,,,780.2419693488373,384.2301103722943,,
118.542,0.1669,-0.0079934642119974,-0.0086934642119974,-0.0032729634805357,,,780.2419867441861,384.23010180595605,,
118.5637,0.1715,-0.0080194616809417,-0.0088194616809417,-0.0028776337967663,,,780.2420069302326,384.2300918653393,,
118.5821,0.1802,-0.0078415056177423,-0.0090415056177423,-0.0022663865073027,,,780.2420240465117,384.2300834364297,,
118.6019,0.1956,-0.0075652268106038,-0.0091652268106038,-0.0018618921414668,,,780.2420424651164,384.2300743661905,,
118.62,0.2039,-0.0073869113353914,-0.0092869113353914,-0.0016491977969403,,,780.2420593023256,384.2300660747096,,
118.6389,0.1872,-0.0080095542922138,-0.0094095542922138,-0.0015403622659152,,-0.0015403622659152,780.242076883721,384.2300574167547,6.0,118.6389
118.6573,0.1776,-0.0085315982290145,-0.0096315982290145,-0.0016291149764516,,,780.2420940000001,384.23004898784654,,
118.6767,0.174,-0.0088548402058586,-0.0097548402058586,-0.001922691203865,,,780.2421120465117,384.23004010084605,,
118.6985,0.1733,-0.0089809574788072,-0.0098809574788072,-0.0023278438717832,,,780.2421323255815,384.2300301144232,,
118.715,0.1744,-0.0091007251395251,-0.0100007251395251,-0.0028074319002534,,,780.2421476744187,384.2300225558927,,
118.7349,0.1779,-0.009024566136391,-0.010124566136391,-0.0031034198861052,,,780.2421661860466,384.23001343984697,,
118.7539,0.1854,-0.0088473288972178,-0.0101473288972178,-0.0030950667067679,,,780.2421838604652,384.2300047360852,,
118.7723,0.2007,-0.0083693728340184,-0.0102693728340184,-0.0027838194173043,,,780.2422009767442,384.2299963071794,,
118.789,0.2388,-0.0072893801027451,-0.0103893801027451,-0.0022643721491499,,,780.2422165116279,384.2299886570317,,
118.8115,0.2481,-0.0070163360037241,-0.0104163360037241,-0.001572901278882,,,780.2422374418605,384.2299783499467,,
118.8288,0.2148,-0.0081370620964769,-0.0104370620964769,-0.0012563481208538,,,780.2422535348837,384.229970424944,,
118.8478,0.2021,-0.0086598248573036,-0.0105598248573036,-0.0011479949415164,,-0.0011479949415164,780.2422712093024,384.22996172118405,7.0,118.8478
118.8662,0.2069,-0.0084818687941043,-0.0105818687941043,-0.0012367476520528,,,780.2422883255814,384.2299532922803,,
118.884,0.2185,-0.0081031939068788,-0.0106031939068788,-0.0014226062524631,,,780.242304883721,384.22994513823227,,
118.9054,0.2007,-0.0087288319638099,-0.0106288319638099,-0.0017258295136305,,,780.2423247906977,384.2299353350515,,
118.9233,0.1878,-0.0092502768805888,-0.0106502768805888,-0.0021121704657284,,,780.2423414418605,384.229927135195,,
118.943,0.1826,-0.009373878269446,-0.010673878269446,-0.002407193748205,-0.010673878269446,,780.2423597674419,384.2299181107724,,
118.9627,0.1842,-0.0092974796583032,-0.0105974796583032,-0.0027022170306814,,,780.2423780930233,384.2299090863502,,
118.9841,0.198,-0.0087231177152344,-0.0105231177152344,-0.0028054402918488,,,780.2423980000001,384.2298992831712,,
119.0031,0.1933,-0.0088458804760611,-0.0104458804760611,-0.0024970871125115,,,780.2424156744187,384.2298905794146,,
119.022,0.1834,-0.0091685234328835,-0.0104685234328835,-0.0020882515814865,,,780.242433255814,384.2298819214676,,
119.0424,0.1855,-0.0090929634497712,-0.0103929634497712,-0.0015866513257768,,,780.2424522325582,384.2298725763824,,
119.0595,0.1981,-0.0086134499345153,-0.0103134499345153,-0.0013691334643732,,,780.2424681395349,384.22986474300257,,
119.0811,0.2035,-0.0083393275994551,-0.0102393275994551,-0.001073321428916,,,780.2424882325582,384.22985484820737,,
119.0987,0.1769,-0.0091604131042209,-0.0101604131042209,-0.0008582153259508,,-0.0008582153259508,780.2425046046512,384.22984678578206,8.0,119.0987
119.1177,0.1643,-0.0094831758650477,-0.0100831758650477,-0.0010498621466135,,,780.2425222790698,384.2298380820279,,
119.1371,0.1571,-0.0096064178418918,-0.0099064178418918,-0.0014434383740269,,,780.2425403255814,384.2298291950371,,
119.1582,0.15,-0.00973169648681,-0.00983169648681,-0.0020452145801311,,,780.2425599534885,384.2298195292899,,
119.1763,0.1554,-0.0093533810115975,-0.0096533810115975,-0.0024325202356045,,,780.2425767906977,384.2298112378199,,
119.1947,0.1561,-0.0091754249483982,-0.0094754249483982,-0.002421272946141,,,780.2425939069768,384.2298028089226,,
119.2139,0.1556,-0.0090984273172336,-0.0093984273172336,-0.002213884470179,,,780.2426117674419,384.229794013552,,
119.231,0.155,-0.0089189138019777,-0.0092189138019777,-0.0018963666087754,,,780.2426276744187,384.22978618017527,,
119.2521,0.1542,-0.0088441924468958,-0.0090441924468958,-0.0014981428148796,,,780.2426473023256,384.2297765144303,,
119.274,0.1536,-0.0086704295238487,-0.0088704295238487,-0.0009037778344856,,,780.2426676744186,384.229766482212,,
119.2904,0.1529,-0.0085900773805623,-0.0086900773805623,-0.0005828835112681,,,780.2426829302326,384.2297589695009,,
119.3093,0.1523,-0.0084127203373847,-0.0085127203373847,-0.0004740479802429,,-0.0004740479802429,780.242700511628,384.2297503115599,9.0,119.3093
119.33,0.152,-0.0082375197662854,-0.0082375197662854,-0.0006738947795964,,,780.2427197674419,384.2297408290534,,
119.3493,0.1517,-0.0080606419391252,-0.0080606419391252,-0.0008669886553221,,,780.2427377209303,384.2297319878764,,
119.3662,0.1515,-0.0078808888158606,-0.0077808888158606,-0.0009485060905431,,,780.2427534418605,384.2297242461207,,
119.386,0.1511,-0.0077046100087221,-0.0076046100087222,-0.0013440117247073,,,780.2427718604652,384.2297151758984,,
119.4048,0.1508,-0.0075271331615402,-0.0074271331615402,-0.0018346938419945,,,780.2427893488373,384.22970656376856,,
119.4231,0.1503,-0.0073490572943365,-0.0072490572943365,-0.0020229642008434,,,780.2428063720931,384.229698180685,,
119.4422,0.1497,-0.0071719398591676,-0.0069719398591676,-0.0020150933731936,,,780.242824139535,384.2296894311284,,
119.4608,0.1493,-0.0069942234039769,-0.0067942234039769,-0.0018048107871056,,,780.2428414418605,384.229680910618,,
119.4809,0.1488,-0.0067183040088515,-0.0065183040088515,-0.0015017634763329,,,780.242860139535,384.2296717029702,,
119.5,0.1485,-0.0064411865736826,-0.0062411865736826,-0.0008938926486831,,,780.2428779069768,384.22966295341473,,
119.5185,0.1484,-0.0062633503144876,-0.0059633503144876,-0.0005831277109074,,,780.2428951162791,384.22965447871474,,
119.539,0.1484,-0.0059879101353796,-0.0057879101353796,-0.0003820098068854,,,780.2429141860466,384.2296450878314,,
119.5584,0.148,-0.0058111521122238,-0.0055111521122237,-0.0002755860342989,,,780.2429322325582,384.2296362008496,,
119.5781,0.1477,-0.005534753501081,-0.005234753501081,-0.0002706093167754,,-0.0002706093167754,780.2429505581396,384.2296271764407,10.0,119.5781
119.5974,0.1476,-0.0053578756739207,-0.0050578756739207,-0.000463703192501,,,780.242968511628,384.2296183352688,,
119.6166,0.1473,-0.0050808780427562,-0.0047808780427562,-0.0011563147165392,,,780.2429863720931,384.2296095399066,,
119.6359,0.1473,-0.004904000215596,-0.004604000215596,-0.0016494085922648,,,780.2430043255814,384.2296006987356,,
119.655,0.1473,-0.0047268827804271,-0.0044268827804271,-0.0019415377646151,,,780.2430220930233,384.2295919491834,,
119.6745,0.1473,-0.0044502445612756,-0.0041502445612756,-0.0019355963437162,,,780.2430402325582,384.2295830163948,,
119.6931,0.1472,-0.0042725281060849,-0.0039725281060849,-0.0018253137576282,,,780.2430575348837,384.2295744958892,,
119.7111,0.1472,-0.0040940928268681,-0.0037940928268681,-0.0015121370614138,,,780.2430742790698,384.22956625023903,,
119.7297,0.1473,-0.0038163763716775,-0.0036163763716775,-0.0007018544753256,,,780.2430915813954,384.2295577297341,,
119.7504,0.1474,-0.0036411758005782,-0.0034411758005782,-1.701274679133391e-06,,,780.2431108372093,384.2295482472373,,
119.7686,0.1472,-0.0034629801293701,-0.0032629801293701,0.0001105107181598,,0.0001105107181598,780.2431277674419,384.2295399099698,11.0,119.7686
119.7873,0.1471,-0.0032853834781838,-0.0030853834781838,-0.0002796890474397,,,780.2431451627907,384.229531343657,,
119.806,0.1472,-0.0031077868269975,-0.0030077868269975,-0.0008698888130392,,,780.2431625581396,384.22952277734447,,
119.8255,0.1472,-0.002931148607846,-0.002831148607846,-0.0012639473921404,,,780.2431806976745,384.2295138445592,,
119.847,0.1472,-0.0027569064687815,-0.0026569064687815,-0.0014676530049954,,,780.2432006976745,384.2295039955912,,
119.864,0.1471,-0.0025772731495212,-0.0024772731495212,-0.0014496527919041,,,780.2432165116279,384.2294962080356,,
119.8819,0.147,-0.0023987180663001,-0.0022987180663001,-0.001135993744002,,,780.2432331627907,384.2294880081978,,
119.9011,0.1469,-0.0023217204351355,-0.0022217204351355,-0.0008286052680401,,,780.2432510232559,384.2294792128416,,
119.9217,0.1468,-0.0021464000600319,-0.0020464000600319,-0.0003279697157059,,,780.2432701860465,384.2294697761577,,
119.9407,0.1466,-0.0020691628208587,-0.0019691628208587,-1.9616536368560755e-05,,,780.2432878604652,384.22946107242046,,
119.9603,0.1466,-0.0018926444057115,-0.0017926444057115,0.0001858425328425,,,780.2433060930233,384.22945209382897,,
119.9796,0.1465,-0.0018157665785513,-0.0017157665785513,0.0001927486571168,,0.0001927486571168,780.2433240465117,384.2294432526652,12.0,119.9796
120.0002,0.1464,-0.0017404462034477,-0.0015404462034477,9.338420945104176e-05,,,780.2433432093023,384.2294338159831,,
120.0183,0.1462,-0.0015621307282352,-0.0014621307282352,6.078553977717505e-06,,,780.2433600465117,384.2294255245297,,
120.0376,0.1463,-0.001485252901075,-0.001385252901075,1.298467825205929e-05,,,780.243378,384.2294166833672,,
120.0557,0.1465,-0.0013069374258626,-0.0013069374258626,-0.0004743209772213,,,780.2433948372094,384.2294083919146,,
120.0746,0.1466,-0.001229580382685,-0.001129580382685,-0.0008654854461963,,,780.2434124186047,384.2293997339894,,
120.095,0.1463,-0.0011540203995727,-0.0010540203995727,-0.0011638851904867,,,780.2434313953489,384.2293903889276,,
120.1152,0.1462,-0.0010782208084516,-0.0009782208084516,-0.0011613202314016,,,780.2434501860465,384.22938113548463,,
120.1338,0.1462,-0.0010005043532609,-0.0009005043532609,-0.0006510376453134,,,780.2434674883722,384.229372614988,,
120.1522,0.1462,-0.0009225482900616,-0.0008225482900616,0.00016020964415,,,780.2434846046513,384.22936418610993,,
120.1723,0.1462,-0.0008466288949362,-0.0007466288949362,0.0005632569549227,,,780.2435033023256,384.2293549784773,,
120.1913,0.1462,-0.0007693916557629,-0.0006693916557629,0.0006716101342601,,0.0006716101342601,780.2435209767442,384.22934627474535,13.0,120.1913
120.2103,0.1461,-0.0006921544165897,-0.0006921544165897,0.0005799633135974,,,780.2435386511628,384.2293375710138,,
120.2297,0.1461,-0.0007153963934338,-0.0006153963934338,0.000286387086184,,,780.2435566976744,384.2293286840462,,
120.2476,0.1462,-0.0006368413102127,-0.0005368413102127,-9.995386591388213e-05,,,780.2435733488372,384.2293204842156,,
120.2668,0.1464,-0.0005598436790482,-0.0004598436790482,-0.0006925653899519,,,780.2435912093024,384.229311688867,,
120.2865,0.1467,-0.0005834450679053,-0.0004834450679053,-0.0010875886724285,,,780.2436095348837,384.2293026644733,,
120.3057,0.1467,-0.0005064474367408,-0.0004064474367408,-0.0007802001964664,,,780.2436273953489,384.2292938691256,,
120.3241,0.1469,-0.0004284913735414,-0.0003284913735414,-6.895290700287271e-05,,,780.243644511628,384.229285440251,,
120.3441,0.1472,-0.0003524521744117,-0.0003524521744117,0.0003345767554574,,,780.2436631162791,384.2292762784312,,
120.3629,0.1474,-0.0003749753272297,-0.0002749753272297,0.0006438946381702,,,780.2436806046512,384.229267666321,,
120.3809,0.1476,-0.0002965400480129,-0.0002965400480129,0.0007570713343845,,0.0007570713343845,780.2436973488373,384.229259420684,14.0,120.3809
120.4008,0.1477,-0.0003203810448788,-0.0002203810448788,0.0004610833485326,,,780.2437158604652,384.2292503046745,,
120.4218,0.148,-0.0002455398857926,-0.0001455398857926,5.978949411600265e-05,,,780.2437353953488,384.2292406847655,,
120.4394,0.1481,-0.0001666253905584,-0.0001666253905584,-0.0005251044029188,,,780.243751767442,384.22923262236594,,
120.4581,0.1475,-0.0001890287393721,-0.0001890287393721,-0.0008153041685183,,,780.2437691627907,384.2292240560668,,
120.4769,0.1472,-0.0001115518921901,-0.0001115518921901,-0.0008059862858055,,,780.2437866511628,384.2292154439589,,
120.4949,0.1474,-0.0001331166129734,-0.0001331166129734,-0.0004928095895911,,,780.2438033953489,384.22920719832416,,
120.5148,0.1474,-5.695760983932818e-05,-5.695760983932818e-05,0.0002112024245569,,,780.2438219069768,384.2291980823172,,
120.5329,0.1475,-7.864213462692449e-05,-7.864213462692449e-05,0.0004238967690834,,,780.2438387441861,384.2291897908741,,
120.552,0.1471,-0.000101524699458,-1.5246994580289663e-06,0.0007317675967331,,,780.243856511628,384.2291810413405,,
120.5709,0.1471,-0.0001241676562803,-2.4167656280389693e-05,0.0009406031277582,,0.0009406031277582,780.2438740930234,384.2291723834255,15.0,120.5709
120.5913,0.1472,-4.860767316806208e-05,-4.860767316806208e-05,0.0008422033834677,,,780.2438930697675,384.2291630383749,,
120.6092,0.1475,-7.005258994694646e-05,2.99474100530564e-05,0.0006558624313698,,,780.2439097209303,384.2291548385513,,
120.6279,0.1477,7.54406123937984e-06,7.54406123937984e-06,0.0001656626657703,,,780.2439271162791,384.22914627225566,,
120.6461,0.1479,-1.4260267552572424e-05,-1.4260267552572424e-05,-0.0003221253413906,,,780.2439440465117,384.22913793500567,,
120.6653,0.1478,-3.726263638800104e-05,6.273736361199489e-05,-0.0006147368654287,,,780.2439619069768,384.2291291396655,,
120.6853,0.1476,-6.122343725824958e-05,3.8776562741746345e-05,-0.0005112072029683,,,780.2439805116279,384.2291199778532,,
120.7039,0.1473,1.649301793239799e-05,1.649301793239799e-05,-0.0002009246168801,,,780.2439978139536,384.2291114573681,,
120.7226,0.1473,-5.910330881278569e-06,-5.910330881278569e-06,0.0003088756175202,,,780.2440152093023,384.2291028910744,,
120.7425,0.1476,-2.9751327747198908e-05,7.024867225280396e-05,0.0007128876316683,,,780.2440337209302,384.22909377507233,,
120.7623,0.1482,4.6527479391267335e-05,4.6527479391267335e-05,0.0011173819975041,,,780.2440521395349,384.22908470487977,,
120.7795,0.1476,2.5921190642846925e-05,2.5921190642846925e-05,0.00113441750722,,0.00113441750722,780.244068139535,384.2290768257229,16.0,120.7795
120.7987,0.1467,2.9188218074183148e-06,0.0001029188218074,0.0008418059831821,,,780.244086,384.2290680303856,,
120.8166,0.1472,-1.8526094971466067e-05,8.14739050285368e-05,0.0003554650310841,,,780.2441026511628,384.2290598305661,,
120.8368,0.1478,5.727349614956939e-05,5.727349614957633e-05,-0.0001419700098308,,,780.2441214418606,384.229050577139,,
120.8599,0.1466,2.959877114442483e-05,2.9598771144431768e-05,-0.0004533932496891,,,780.2441429302326,384.22903999525016,,
120.8773,0.1466,8.752874387292497e-06,0.0001087528743872,-0.0004373224433486,,,780.2441591162791,384.2290320244771,,
120.8963,0.147,-1.400988643942419e-05,8.599011356057867e-05,-0.0001289692640111,,,780.2441767906977,384.2290233207598,,
120.9164,0.1469,6.190950868597417e-05,6.190950868597417e-05,0.0004740780467614,,,780.2441954883722,384.2290141131435,,
120.9371,0.1471,3.7110079785233896e-05,3.7110079785233896e-05,0.0009742312474079,,,780.2442147441861,384.2290046306734,,
120.9764,0.1477,9.002710607520364e-05,9.002710607520364e-05,0.0011846670341426,,0.0011846670341426,780.2442513023257,384.2289866277243,17.0,120.9764
120.9941,0.1482,6.882179730503118e-05,6.882179730503118e-05,0.00089929078542,,,780.2442677674419,384.2289785195263,,
121.0137,0.1486,4.534021245217873e-05,4.534021245217873e-05,0.0003047498546312,,,780.2442860000001,384.2289695409573,,
121.0322,0.1479,0.0001231764716471,2.3176471647186336e-05,-0.0002844852075928,,,780.2443032093024,384.2289610662879,,
121.0507,0.1481,0.0001010127308421,0.0001010127308421,-0.000373720269817,,,780.2443204186047,384.2289525916189,,
121.0712,0.148,7.645290995018927e-05,7.645290995018927e-05,-0.0002726023657951,,,780.2443394883721,384.22894320077,,
121.0901,0.148,5.380995312780079e-05,5.380995312780079e-05,3.623316522993747e-05,,,780.2443570697675,384.22893454286566,,
121.1086,0.1476,3.16462123228084e-05,3.16462123228084e-05,0.0003469981030058,,,780.2443742790698,384.2289260681978,,
121.1279,0.1472,0.000108524039483,0.000108524039483,0.00075390422728,,,780.2443922325582,384.2289172270583,,
121.1469,0.1472,8.576127865628225e-05,8.576127865628225e-05,0.0010622574066174,,,780.2444099069768,384.2289085233462,,
121.167,0.1476,6.168067378167774e-05,6.168067378167774e-05,0.0012653047173901,,0.0012653047173901,780.2444286046513,384.22889931573536,18.0,121.167
121.1887,0.1476,3.5683204837461124e-05,0.0001356832048374,0.0011606344011596,,,780.2444487906977,384.2288893751809,,
121.2086,0.1475,0.0001118422079715,0.0001118422079715,0.0009646464153077,,,780.2444673023257,384.228880259189,,
121.2245,0.1471,9.279337127968829e-05,9.279337127969522e-05,0.0005879524969636,,,780.2444820930233,384.2288729755576,,
121.243,0.1473,7.062963047472365e-05,0.0001706296304747,0.0001987174347396,,,780.2444993023256,384.2288645008925,,
121.2614,0.1478,4.8585693674087216e-05,0.000148585693674,-9.003527579676263e-05,,,780.2445164186047,384.2288560720368,,
121.283,0.1471,0.0001227080287342,0.0001227080287342,-0.0002942232403395,,,780.244536511628,384.2288461772936,,
121.3192,0.1474,7.933897915903682e-05,0.000179338979159,-6.883455128636751e-05,,,780.2445701860465,384.228829594438,,
121.3377,0.1474,0.000157175238354,0.000157175238354,0.0003419303864894,,,780.2445873953488,384.2288211197748,,
121.3586,0.1473,0.0001321362014446,0.0001321362014446,0.0009411188837606,,,780.2446068372094,384.22881154569626,,
121.3786,0.1466,0.0001081754005743,0.0001081754005743,0.001344648546221,,,780.2446254418605,384.2288023838991,,
121.3954,0.1464,8.804832784337774e-05,0.0001880483278433,0.0014636134626877,,,780.2446410697675,384.2287946879899,,
121.4155,0.1468,6.396772296877323e-05,0.0001639677229687,0.0014666607734604,,0.0014666607734604,780.2446597674419,384.2287854803845,19.0,121.4155
121.4354,0.1472,0.0001401267261028,0.0001401267261028,0.0012706727876085,,,780.2446782790698,384.2287763643975,,
121.4525,0.1469,0.0001196402413587,0.0001196402413587,0.0008881906490121,,,780.2446941860466,384.2287685310623,,
121.472,0.1469,9.627846051031563e-05,9.627846051031563e-05,0.000694132069911,,,780.2447123255814,384.2287595983121,,
121.4917,0.1471,7.267707165310722e-05,7.267707165310722e-05,0.0003991087874345,,,780.2447306511629,384.2287505739443,,
121.5099,0.1474,5.087274286115495e-05,0.0001508727428611,0.0001113207802734,,,780.2447475813954,384.2287422367115,,
121.5313,0.1469,0.00012523468593,0.00012523468593,-9.190248089396837e-05,,,780.2447674883722,384.2287324335921,,
121.5508,0.1472,1.872905081509724e-06,0.0001018729050815,0.000114038940005,,,780.244785627907,384.2287235008435,,
121.5687,0.1474,8.04279883026282e-05,8.04279883026282e-05,0.0006276979879069,,,780.2448022790699,384.22871530103873,,
121.5856,0.1472,6.0181111567247925e-05,6.0181111567247925e-05,0.001046180552686,,,780.244818,384.2287075593241,,
