x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),yai4_max(V),lambda(nm),freq(THz),relFreq(THz),relx(A)
117.4399,0.1307,-0.0014586581079347,-0.0003586581079347,-0.0046481022745678,,,780.2409615348838,384.2306066708554,,
117.4551,0.1306,-0.0014766289985463,-0.0003766289985463,-0.0043215737317897,,,780.2409756744187,384.23059970782447,,
117.4694,0.1304,-0.0014935358232665,-0.0003935358232664,-0.0039906949053602,,,780.2409889767442,384.23059315707854,,
117.4825,0.1302,-0.0015090238934646,-0.0004090238934646,-0.0038540157007291,,-0.0038540157007291,780.2410011627908,384.23058715604566,2.0,117.4825
117.4964,0.1301,-0.0015254578000108,-0.0004254578000108,-0.003921203414899,,,780.2410140930233,384.23058078853774,,
117.5122,0.1307,-0.0016441380678834,-0.0004441380678834,-0.0042975750612219,,,780.2410287906978,384.2305735506512,,
117.5292,0.1312,-0.001664237090278,-0.000464237090278,-0.0046797470857463,,,780.2410446046512,384.23056576305225,,
117.5384,0.131,-0.0016751142082798,-0.0004751142082798,-0.0049242166519596,,,780.2410531627908,384.230561548587,,
117.5545,0.1299,-0.0016941491647829,-0.0005941491647829,-0.0052020383928328,,,780.241068139535,384.23055417327305,,
117.5688,0.1299,-0.001711055989503,-0.000611055989503,-0.0053711595664033,,,780.2410814418605,384.2305476225286,,
117.585,0.1306,-0.0018302091755496,-0.0006302091755496,-0.0054494646721266,,,780.2410965116279,384.2305402014058,,
117.5984,0.1319,-0.0018460519343783,-0.0007460519343783,-0.005414235562046,,,780.2411089767443,384.2305340629464,,
117.6135,0.1323,-0.0018639045954464,-0.0007639045954464,-0.0051872236544177,,,780.2411230232559,384.2305271457274,,
117.6296,0.1329,-0.0018829395519495,-0.0007829395519495,-0.0048650453952909,,,780.2411380000001,384.2305197704149,,
117.6428,0.1334,-0.0018985458516912,-0.0008985458516912,-0.0045288495555099,,,780.2411502790699,384.23051372357486,,
117.6571,0.1331,-0.0019154526764114,-0.0009154526764114,-0.0040979707290805,,,780.2411635813954,384.23050717283184,,
117.6728,0.1334,-0.0020340147147405,-0.0009340147147405,-0.003773859010553,,,780.2411781860466,384.2304999807576,,
117.687,0.1339,-0.0020508033099171,-0.0010508033099171,-0.0034424968192735,,,780.2411913953489,384.2304934758244,,
117.7019,0.1344,-0.0020684195118983,-0.0010684195118983,-0.0033145181819448,,-0.0033145181819448,780.241205255814,384.23048665022566,3.0,117.7019
117.7156,0.1348,-0.0021846169593574,-0.0011846169593574,-0.0033807391664146,,,780.241218,384.23048037433983,,
117.73,0.1349,-0.0022016420136211,-0.0012016420136211,-0.0035503437048354,,,780.2412313953489,384.23047377778846,,
117.7456,0.1349,-0.0023200858224067,-0.0013200858224067,-0.0037257486214579,,,780.2412459069768,384.2304666315248,,
117.7607,0.1348,-0.0023379384834748,-0.0013379384834748,-0.0040987367138296,,,780.2412599534885,384.23045971430827,,
117.7721,0.135,-0.0024514166514335,-0.0014514166514335,-0.004353840306746,,,780.2412705581396,384.23045449203903,,
117.7855,0.1354,-0.0024672594102622,-0.0014672594102622,-0.0047186111966653,,,780.2412830232558,384.2304483535824,,
117.8021,0.1359,-0.0025868855144828,-0.0015868855144828,-0.0048988497617891,,,780.2412984651163,384.230440749226,,
117.8172,0.1362,-0.002704738175551,-0.001704738175551,-0.0049718378541609,,,780.2413125116279,384.2304338320104,,
117.8306,0.1365,-0.0027205809343796,-0.0018205809343796,-0.0049366087440802,,,780.2413249767443,384.2304276935544,,
117.8448,0.1369,-0.0028373695295563,-0.0018373695295563,-0.0047052465528007,,,780.2413381860466,384.2304211886236,,
117.8585,0.1371,-0.0028535669770155,-0.0019535669770155,-0.0044714675372704,,,780.2413509302326,384.23041491274,,
117.875,0.1374,-0.0029730748516925,-0.0020730748516925,-0.0042512227375441,,,780.2413662790698,384.2304073541941,,
117.8867,0.1375,-0.0030869077082818,-0.0020869077082818,-0.003907776425011,,,780.2413771627907,384.2304019944982,,
117.9034,0.1377,-0.0031066520420458,-0.0022066520420458,-0.0034884983549851,,,780.2413926976744,384.23039434433423,,
117.9174,0.1384,-0.0032232041781355,-0.0023232041781355,-0.0031561694340052,,,780.2414057209303,384.2303879310233,,
117.9314,0.1392,-0.0033397563142252,-0.0025397563142252,-0.0030238405130252,,-0.0030238405130252,780.2414187441861,384.2303815177126,4.0,117.9314
117.9445,0.1396,-0.0034552443844233,-0.0026552443844233,-0.0030871613083942,,,780.2414309302326,384.2303755166864,,
117.963,0.14,-0.0035771168499704,-0.0027771168499704,-0.0031765838056707,,,780.2414481395349,384.230367041955,,
117.9749,0.1407,-0.0037911861656466,-0.0029911861656466,-0.003334104222838,,,780.2414592093024,384.2303615906415,,
117.9895,0.1414,-0.0039084476789972,-0.0031084476789972,-0.003704675490959,,,780.2414727906977,384.23035490247554,,
118.0036,0.1421,-0.0041251180446304,-0.0033251180446304,-0.0039728299348292,,,780.2414859069768,384.2303484433566,,
118.0166,0.1426,-0.0042404878852851,-0.0034404878852851,-0.0041356673653479,,,780.2414980000001,384.2303424881407,,
118.0334,0.1432,-0.0043603504485927,-0.0036603504485927,-0.0044168726601722,,,780.241513627907,384.23033479216974,,
118.0462,0.1438,-0.0044754838301603,-0.0037754838301603,-0.0044787433609906,,,780.2415255348837,384.230328928573,,
118.0605,0.1441,-0.0045923906548805,-0.0038923906548805,-0.0044478645345612,,,780.2415388372093,384.2303223778363,,
118.0761,0.1446,-0.0048108344636661,-0.0041108344636661,-0.0042232694511836,,,780.2415533488372,384.2303152315783,,
118.0897,0.145,-0.0050269136815818,-0.0043269136815818,-0.0038890070708032,,,780.241566,384.23030900150735,,
118.1031,0.1455,-0.0052427564404105,-0.0045427564404104,-0.0034537779607225,,,780.2415784651164,384.2303028630553,,
118.1169,0.146,-0.0053590721174131,-0.0047590721174131,-0.0031204823100424,,,780.2415913023257,384.2302965413661,,
118.1315,0.1463,-0.0055763336307638,-0.0049763336307638,-0.0027910535781634,,,780.241604883721,384.23028985320246,,
118.1482,0.1468,-0.0057960779645279,-0.0051960779645279,-0.0027717755081374,,,780.2416204186047,384.230282203043,,
118.1619,0.1472,-0.006012275411987,-0.005412275411987,-0.0026379964926072,,-0.0026379964926072,780.2416331627908,384.23027592716375,5.0,118.1619
118.1768,0.1476,-0.0062298916139682,-0.0056298916139682,-0.0029100178552786,,,780.2416470232558,384.2302691015728,,
118.193,0.1484,-0.0063490448000148,-0.0059490448000147,-0.0028883229610019,,,780.2416620930234,384.2302616804607,,
118.208,0.1494,-0.0065667792315394,-0.0061667792315394,-0.0030608276885235,,,780.2416760465117,384.230254809061,,
118.2199,0.1499,-0.0066808485472156,-0.0063808485472156,-0.0032183481056906,,,780.2416871162791,384.2302493577507,,
118.2368,0.15,-0.0069008293400667,-0.0065008293400667,-0.0035000367653649,,,780.2417028372093,384.2302416159741,,
118.2526,0.1504,-0.0071195096079393,-0.0068195096079393,-0.0036764084116877,,,780.2417175348837,384.2302343781004,,
118.2665,0.1511,-0.0073359435144855,-0.0071359435144855,-0.0039435961258576,,,780.2417304651163,384.23022801060415,,
118.2797,0.1514,-0.0075515498142272,-0.0073515498142272,-0.0041074002860767,,,780.2417427441861,384.2302219637734,,
118.295,0.1518,-0.0077696389343823,-0.0075696389343823,-0.0040813551081487,,,780.2417569767442,384.23021495494703,,
118.3105,0.1522,-0.0080879645136244,-0.0078879645136244,-0.003956276659921,,,780.2417713953489,384.2302078545023,,
118.3233,0.1525,-0.0084030978951921,-0.0082030978951921,-0.0037181473607394,,,780.2417833023256,384.2302019909095,,
118.3368,0.1531,-0.0086190588835642,-0.0085190588835642,-0.0033834016155089,,,780.2417958604651,384.2301958066516,,
118.3518,0.1539,-0.0089367933150889,-0.0088367933150889,-0.0029559063430304,,,780.2418098139535,384.2301889352542,,
118.3674,0.1543,-0.0091552371238745,-0.0090552371238745,-0.0026313112596529,,,780.2418243255814,384.2301817890011,,
118.3812,0.1546,-0.0093715528008772,-0.0092715528008772,-0.0023980156089728,,,780.2418371627907,384.2301754673159,,
118.3945,0.155,-0.0095872773301623,-0.0094872773301623,-0.002262303134042,,,780.2418495348837,384.2301693746775,,
118.4086,0.1552,-0.0098039476957955,-0.0098039476957955,-0.0021304575779123,,,780.2418626511628,384.2301629155648,,
118.4237,0.1561,-0.0101218003568636,-0.0101218003568636,-0.0021034456702839,,-0.0021034456702839,780.2418766976745,384.2301559983592,6.0,118.4237
118.4391,0.1566,-0.0104400077065622,-0.0104400077065622,-0.0021778838572061,,,780.2418910232559,384.230148943726,,
118.4523,0.1573,-0.0106556140063039,-0.0106556140063039,-0.0023416880174251,,,780.2419033023257,384.2301428968977,,
118.4676,0.1576,-0.0109737031264591,-0.0109737031264591,-0.0027156428394972,,,780.2419175348838,384.2301358880742,,
118.4815,0.1582,-0.0111901370330052,-0.0112901370330052,-0.0030828305536671,,,780.2419304651163,384.2301295205813,,
118.4979,0.1586,-0.0115095266781388,-0.0115095266781388,-0.0033621023890908,,,780.2419457209303,384.230122007856,,
118.5099,0.1591,-0.0117237142233585,-0.0118237142233585,-0.003520106171108,,,780.241956883721,384.2301165107402,,
118.5254,0.1594,-0.0120420398026006,-0.0121420398026006,-0.0035950277228804,,,780.2419713023256,384.2301094102991,,
118.5394,0.159,-0.0123585919386903,-0.0124585919386903,-0.0035626988019006,,,780.2419843255815,384.2301029969977,,
118.5547,0.1598,-0.0126766810588454,-0.0127766810588454,-0.0033366536239725,,,780.2419985581396,384.2300959881757,,
118.5689,0.1605,-0.0128934696540221,-0.0129934696540221,-0.003005291432693,,,780.2420117674419,384.23008948325617,,
118.5847,0.1611,-0.0131121499218947,-0.0133121499218947,-0.0026816630790158,,,780.2420264651163,384.2300822453882,,
118.5994,0.1612,-0.0134295296647888,-0.0135295296647888,-0.002352717711987,,,780.242040139535,384.2300755114227,,
118.6161,0.1615,-0.0137492739985529,-0.0138492739985529,-0.001933439641961,,,780.2420556744187,384.23006786127166,,
118.6258,0.1622,-0.0139607422642722,-0.0140607422642722,-0.0017803260324248,,,780.2420646976744,384.23006341777096,,
118.6426,0.1627,-0.0141806048275798,-0.0143806048275798,-0.0016615313272491,,-0.0016615313272491,780.2420803255815,384.2300557218112,7.0,118.6426
118.6591,0.1628,-0.0145001127022569,-0.0147001127022569,-0.0017412865275228,,,780.2420956744187,384.2300481632794,,
118.675,0.1634,-0.014818911199673,-0.015018911199673,-0.0019181415386957,,,780.2421104651163,384.2300408796038,,
118.687,0.1645,-0.0150330987448927,-0.0152330987448927,-0.002276145320713,,,780.2421216279071,384.2300353824903,,
118.7024,0.1659,-0.0152513060945913,-0.0155513060945913,-0.0025505835076351,,,780.2421359534884,384.2300283278615,,
118.7165,0.1672,-0.0154679764602245,-0.0157679764602245,-0.0027187379515054,,,780.2421490697675,384.2300218687535,,
118.7315,0.1689,-0.0156857108917491,-0.0160857108917491,-0.0029912426790271,,,780.2421630232559,384.2300149973623,,
118.7439,0.1707,-0.0158003713551428,-0.0163003713551428,-0.0030511799204449,,,780.2421745581396,384.2300093170124,,
118.7581,0.1732,-0.0159171599503195,-0.0164171599503195,-0.0032198177291654,,,780.2421877674419,384.2300028120958,,
118.7717,0.1767,-0.0160332391682351,-0.0166332391682351,-0.003085555348785,,,780.2422004186047,384.229996582035,,
118.7867,0.1818,-0.0160509735997597,-0.0168509735997597,-0.0029580600763065,,,780.242214372093,384.2299897106448,,
118.8011,0.1908,-0.0159679986540234,-0.0170679986540234,-0.0027276646147273,,,780.2422277674419,384.2299831141103,,
118.8162,0.2041,-0.0156858513150915,-0.0172858513150915,-0.002400652707099,,,780.2422418139536,384.2299761969112,,
118.8318,0.2236,-0.0152042951238771,-0.0175042951238771,-0.0019760576237215,,,780.2422563255815,384.22996905066606,,
118.8461,0.2471,-0.0145212019485973,-0.0177212019485973,-0.0015451787972921,,,780.242269627907,384.2299624999415,,
118.8577,0.2378,-0.014934916575643,-0.017834916575643,-0.0014012491199086,,,780.2422804186047,384.22995718606734,,
118.8726,0.2142,-0.0160525327776242,-0.0180525327776241,-0.0012732704825803,,-0.0012732704825803,780.2422942790698,384.2299503604876,8.0,118.8726
118.8864,0.1984,-0.0167688484546268,-0.0182688484546268,-0.0014399748319,,,780.2423071162791,384.22994403881006,,
118.9024,0.1895,-0.0172877651815864,-0.0184877651815864,-0.0014173132079231,,,780.2423220000001,384.2299367093291,,
118.9177,0.1869,-0.0176058543017415,-0.0186058543017415,-0.001691268029995,,,780.2423362325582,384.2299297005132,,
118.9296,0.1872,-0.0177199236174177,-0.0187199236174177,-0.0018487884471622,,,780.2423473023256,384.2299242492121,,
118.9458,0.19,-0.0177390768034644,-0.0189390768034644,-0.0022270935528855,,,780.2423623720931,384.22991682811335,,
118.96,0.1954,-0.017755865398641,-0.019055865398641,-0.002395731361606,,,780.2423755813954,384.2299103231999,,
118.974,0.2037,-0.0175724175347307,-0.0191724175347307,-0.0025634024406262,,,780.2423886046512,384.2299039099052,,
118.9923,0.2221,-0.0169940535411907,-0.0192940535411907,-0.0027518582082025,,,780.242405627907,384.229895526813,,
119.0062,0.2573,-0.0158104874477369,-0.0193104874477369,-0.0028190459223725,,,780.2424185581395,384.229889159328,,
119.0204,0.3164,-0.0137272760429135,-0.0194272760429135,-0.0027876837310929,,,780.2424317674419,384.2298826544155,,
119.0345,0.3403,-0.0129439464085467,-0.0194439464085467,-0.0025558381749632,,,780.242444883721,384.2298761953125,,
119.0507,0.2922,-0.0147630995945933,-0.0194630995945933,-0.0023341432806865,,,780.2424599534884,384.2298687742156,,
119.0645,0.2515,-0.0162794152715959,-0.0195794152715959,-0.0019008476300064,,,780.2424727906978,384.2298624525407,,
119.0792,0.2338,-0.0169967950144901,-0.0196967950144901,-0.0015719022629777,,,780.2424864651164,384.2298557185828,,
119.094,0.235,-0.0170142929869277,-0.0198142929869277,-0.0013434402607989,,,780.2425002325582,384.2298489388161,,
119.1093,0.2507,-0.0165323821070829,-0.0198323821070829,-0.0011173950828709,,,780.2425144651163,384.2298419300034,,
119.1227,0.2607,-0.0161482248659115,-0.0198482248659115,-0.0009821659727902,,,780.2425269302327,384.2298357915663,,
119.1363,0.2368,-0.0170643040838272,-0.0198643040838272,-0.0009479035924098,,,780.2425395813954,384.2298295615109,,
119.1514,0.2153,-0.0177821567448953,-0.0198821567448953,-0.0009208916847815,,-0.0009208916847815,780.242553627907,384.2298226443174,9.0,119.1514
119.1666,0.2017,-0.018300127635507,-0.019900127635507,-0.0011943631420034,-0.019900127635507,,780.2425677674419,384.2298156813149,,
119.1811,0.199,-0.0184172709193141,-0.0198172709193141,-0.0014644510452743,,,780.242581255814,384.22980903897707,,
119.1953,0.2064,-0.0181340595144908,-0.0198340595144908,-0.0018330888539948,,,780.2425944651163,384.22980253406735,,
119.2077,0.2242,-0.0174487199778845,-0.0197487199778845,-0.0019930260954126,,,780.242606,384.2297968537237,,
119.2232,0.2284,-0.0171670455571266,-0.0196670455571266,-0.002267947647185,,,780.2426204186047,384.2297897532944,,
119.2379,0.2081,-0.0178844253000207,-0.0196844253000207,-0.002339002280156,,,780.2426340930233,384.2297830193392,,
119.2502,0.2006,-0.0180989675338709,-0.0195989675338709,-0.0023984561567237,,,780.2426455348838,384.2297773848054,,
119.2676,0.2008,-0.0180195394744395,-0.0195195394744395,-0.0023825616406488,,,780.2426617209303,384.22976941400174,,
119.2809,0.2121,-0.0175352640037247,-0.0194352640037247,-0.002146849165718,,,780.2426740930233,384.2297633213762,,
119.2952,0.2377,-0.0165521708284448,-0.0193521708284448,-0.0019159703392885,,,780.2426873953489,384.2297567706587,,
119.3097,0.2246,-0.016869314112252,-0.019269314112252,-0.0014860582425594,,,780.242700883721,384.229750128323,,
119.3243,0.1909,-0.0179865756256026,-0.0191865756256026,-0.0010566295106803,,,780.2427144651164,384.2297434401784,,
119.3397,0.1708,-0.0186047829753012,-0.0190047829753012,-0.0006310676976025,,,780.2427287906977,384.22973638556033,,
119.3542,0.1605,-0.0188219262591084,-0.0189219262591084,-0.0004011556008735,,,780.2427422790698,384.2297297432253,,
119.3674,0.1526,-0.01893753255885,-0.01873753255885,-0.0003649597610924,,-0.0003649597610924,780.2427545581396,384.2297236964103,10.0,119.3674
119.3828,0.1452,-0.0190557399085487,-0.0185557399085487,-0.0004393979480146,,,780.2427688837209,384.2297166417929,,
119.3972,0.1521,-0.0186727649628123,-0.0183727649628123,-0.0007090024864353,,,780.2427822790698,384.2297100452678,,
119.4114,0.1556,-0.018289553557989,-0.018189553557989,-0.0008776402951558,,,780.2427954883722,384.2297035403613,,
119.4252,0.1557,-0.0181058692349916,-0.0181058692349916,-0.0011443446444756,,,780.2428083255814,384.2296972186919,,
119.4409,0.155,-0.0179244312733208,-0.0178244312733207,-0.0016202329259483,,,780.2428229302326,384.2296900266479,,
119.4559,0.1541,-0.0177421657048454,-0.0176421657048454,-0.0017927376534698,,,780.242836883721,384.22968315526856,,
119.469,0.1533,-0.0175576537750436,-0.0173576537750436,-0.0019560584488387,,,780.2428490697675,384.2296771542641,,
119.4827,0.1525,-0.0173738512225027,-0.0170738512225027,-0.0019222794333084,,,780.2428618139536,384.2296708784047,,
119.4965,0.1523,-0.0170901668995054,-0.0168901668995054,-0.0018889837826283,,,780.2428746511629,384.22966455673634,,
119.5132,0.1519,-0.0169099112332695,-0.0166099112332695,-0.0016697057126024,,,780.2428901860466,384.2296569066017,,
119.5261,0.1515,-0.0166251628443807,-0.0164251628443807,-0.001232059778271,,,780.2429021860465,384.2296509972165,,
119.5402,0.1512,-0.0163418332100138,-0.0161418332100138,-0.0009002142221412,,,780.2429153023256,384.2296445381213,,
119.5534,0.1511,-0.0161574395097555,-0.0158574395097555,-0.0005640183823601,,,780.2429275813954,384.2296384913088,,
119.5702,0.1511,-0.0158773020730631,-0.0155773020730631,-0.0003452236771844,,,780.2429432093023,384.229630795366,,
119.5847,0.1508,-0.0155944453568702,-0.0152944453568702,-0.0002153115804553,,-0.0002153115804553,780.2429566976745,384.2296241530347,11.0,119.5847
119.5985,0.1505,-0.0153107610338729,-0.0151107610338729,-0.0002820159297752,,,780.2429695348837,384.2296178313679,,
119.614,0.1504,-0.015129086613115,-0.014829086613115,-0.0002569374815474,,,780.2429839534884,384.2296107309453,,
119.6272,0.1504,-0.0148446929128567,-0.0146446929128567,-0.0004207416417664,,,780.2429962325582,384.2296046841339,,
119.6449,0.1503,-0.0146656195420558,-0.0143656195420558,-0.000606297220242,,,780.2430126976744,384.2295965759099,,
119.6569,0.1501,-0.0143798070872755,-0.0141798070872755,-0.0007643010022591,,,780.2430238604652,384.22959107880905,,
119.6709,0.1501,-0.0140963592233651,-0.0137963592233651,-0.0011319720812793,,,780.243036883721,384.229584665525,,
119.6861,0.1502,-0.0138143301139768,-0.0136143301139768,-0.0014054435385012,,,780.2430510232558,384.2295777025311,,
119.7033,0.1496,-0.0135346655954583,-0.0132346655954583,-0.001588582292726,,,780.2430670232559,384.2295698233541,,
119.7141,0.1491,-0.0132474343861561,-0.0129474343861561,-0.0016407856965416,,,780.2430770697675,384.229564875964,,
119.7297,0.1493,-0.0129658781949417,-0.0126658781949417,-0.001716190613164,,,780.2430915813954,384.2295577297341,,
119.7457,0.1488,-0.0126847949219013,-0.0123847949219013,-0.001593528989187,,,780.2431064651163,384.2295504002679,,
119.761,0.1488,-0.0124028840420564,-0.0120028840420564,-0.001167483811259,,,780.2431206976745,384.22954339146605,,
119.7737,0.1491,-0.0120178991940806,-0.0117178991940806,-0.0008288711472274,,,780.243132511628,384.2295375737026,,
119.7879,0.1486,-0.0117346877892573,-0.0114346877892573,-0.0004975089559478,,,780.2431457209303,384.229531068802,,
119.8033,0.1484,-0.0113528951389559,-0.0110528951389559,-0.0001719471428699,,,780.2431600465117,384.2295240141917,,
119.8193,0.1479,-0.0110718118659155,-0.0107718118659155,5.0714481107050347e-05,,,780.2431749302326,384.2295166847268,,
119.8303,0.1474,-0.0107848171157002,-0.0104848171157002,9.754434759112753e-05,,9.754434759112753e-05,780.2431851627907,384.2295116457198,12.0,119.8303
119.8467,0.1471,-0.0105042067608338,-0.0102042067608338,1.827251216757197e-05,,,780.2432004186047,384.2295041330186,,
119.8616,0.147,-0.010221822962815,-0.009821822962815,-0.0001537488505038,,,780.2432142790698,384.2294973074552,,
119.8763,0.1468,-0.0098392027057091,-0.0095392027057091,-0.0004248034834751,,,780.2432279534884,384.2294905735102,,
119.8907,0.1466,-0.0095562277599728,-0.0092562277599727,-0.0007944080218957,,,780.2432413488373,384.2294839769928,,
119.9046,0.1463,-0.0092726616665189,-0.0088726616665189,-0.0011615957360657,,,780.2432542790698,384.22947760952144,,
119.9186,0.1461,-0.0090892138026086,-0.0085892138026086,-0.0014292668150859,,,780.2432673023256,384.2294711962411,,
119.9353,0.1459,-0.0088089581363727,-0.0084089581363727,-0.00160998874506,,,780.2432828372093,384.22946354611423,,
119.9475,0.1457,-0.0086233821406794,-0.0081233821406794,-0.0016689592567775,,,780.2432941860466,384.2294579573989,,
119.9643,0.1454,-0.0083432447039869,-0.0078432447039869,-0.0016501645516017,,,780.2433098139535,384.2294502614634,,
119.9797,0.1451,-0.0081614520536856,-0.0075614520536856,-0.0014246027385238,,,780.2433241395349,384.2294432068561,,
119.9941,0.1449,-0.0078784771079492,-0.0072784771079492,-0.0010942072769447,,,780.2433375348837,384.2294366103403,,
120.0086,0.1447,-0.0075956203917564,-0.0069956203917564,-0.0007642951802154,,,780.2433510232559,384.2294299680157,,
120.024,0.1446,-0.007413827741455,-0.006713827741455,-0.0004387333671376,,,780.2433653488373,384.2294229134091,,
120.0392,0.1443,-0.0071317986320666,-0.0064317986320666,-0.0001122048243594,,,780.2433794883722,384.2294159504211,,
120.0529,0.1443,-0.0069479960795258,-0.0062479960795258,2.1574191170770085e-05,,,780.2433922325582,384.2294096745702,,
120.0654,0.1441,-0.006662774772463,-0.006062774772463,6.115358490277334e-05,,,780.2434038604652,384.22940394842914,,
120.0812,0.144,-0.0063814550403356,-0.0056814550403356,8.478193857996974e-05,,8.478193857996974e-05,780.2434185581396,384.229396710587,13.0,120.0812
120.0961,0.144,-0.0061990712423167,-0.0054990712423167,-8.723942409150087e-05,,,780.2434324186047,384.2293898850273,,
120.1113,0.144,-0.0060170421329284,-0.0053170421329284,-0.0003607108813132,,,780.2434465581396,384.2293829220405,,
120.124,0.144,-0.0057320572849526,-0.0050320572849526,-0.0006220982172815,,,780.2434583720931,384.22937710428187,,
120.1376,0.1439,-0.0055481365028682,-0.0048481365028682,-0.0008878358369012,,,780.2434710232559,384.2293708742414,,
120.1518,0.144,-0.0053649250980449,-0.0046649250980449,-0.0011564736456216,,,780.2434842325582,384.22936436934646,,
120.1677,0.144,-0.005183723595461,-0.004483723595461,-0.0013333286567945,,,780.2434990232558,384.22935708569673,,
120.1817,0.144,-0.0049002757315507,-0.0043002757315507,-0.0015009997358147,,,780.2435120465117,384.2293506724204,,
120.1956,0.1441,-0.0047167096380968,-0.0040167096380968,-0.0014681874499846,,,780.2435249767442,384.2293443049535,,
120.2099,0.1441,-0.004533616462817,-0.003833616462817,-0.0013373086235552,,,780.2435382790699,384.2293377542503,,
120.2255,0.1442,-0.0043520602716026,-0.0036520602716026,-0.0011127135401777,,,780.2435527906978,384.2293306080288,,
120.2386,0.1443,-0.0041675483418008,-0.0034675483418008,-0.0007760343355466,,,780.2435649767442,384.2293246070354,,
120.2538,0.1444,-0.0039855192324124,-0.0033855192324124,-0.0004495057927684,,,780.2435791162791,384.229317644051,,
120.27,0.1444,-0.003704672418459,-0.003204672418459,-2.7810898491797964e-05,,,780.2435941860466,384.2293102229756,,
120.2839,0.1444,-0.0035211063250052,-0.0030211063250052,0.0003050013873381,,,780.2436071162791,384.22930385551007,,
120.2971,0.1443,-0.0034367126247468,-0.0029367126247468,0.0004411972271191,,,780.2436193953489,384.22929780870834,,
120.3107,0.1443,-0.0032527918426625,-0.0027527918426625,0.0005754596074995,,0.0005754596074995,780.2436320465117,384.2292915786704,14.0,120.3107
120.3269,0.1446,-0.0031719450287091,-0.0026719450287091,0.0003971545017762,,,780.2436471162791,384.22928415759617,,
120.3414,0.1447,-0.0029890883125162,-0.0025890883125162,0.0004270665985053,,,780.2436606046513,384.2292775152768,,
