x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),yai4_max(V),lambda(nm),freq(THz),relFreq(THz),relx(A)
117.9634,0.1179,-0.000628315748507,-0.000328315748507,-0.0028917694476409,,,780.2414485116279,384.2303668587176,,
117.9741,0.1177,-0.0006406348799816,-0.0003406348799816,-0.0032445554567605,,,780.2414584651164,384.2303619571163,,
117.9864,0.1181,-0.0006547961245739,-0.0003547961245739,-0.0033052347008887,,,780.2414699069768,384.2303563225656,,
117.9971,0.1186,-0.0006671152560485,-0.0003671152560485,-0.0031580207100082,,,780.2414798604651,384.2303514209646,,
118.0086,0.1184,-0.0006803554440819,-0.0003803554440819,-0.0033147533366321,,,780.2414905581396,384.2303461528889,,
118.0201,0.1178,-0.0006935956321153,-0.0003935956321153,-0.003071485963256,,,780.241501255814,384.2303408848134,,
118.033,0.1182,-0.0007084476691268,-0.0004084476691268,-0.0029351251705123,,,780.241513255814,384.2303349754072,,
118.0439,0.1187,-0.0007209970647411,-0.0004209970647411,-0.0026888978340081,,,780.2415233953488,384.2303299821881,,
118.0548,0.1191,-0.0007335464603554,-0.0004335464603554,-0.0024426704975037,,,780.2415335348837,384.2303249889691,,
118.0659,0.1186,-0.0007463261201094,-0.0004463261201094,-0.0021974298153755,,,780.2415438604652,384.23031990413153,,
118.077,0.1191,-0.0007591057798634,-0.0004591057798634,-0.0019521891332471,,,780.2415541860465,384.23031481929416,,
118.0897,0.1194,-0.0007737275527351,-0.0004737275527351,-0.0018148416861274,,,780.241566,384.23030900150735,,
118.1001,0.1192,-0.0007857012880001,-0.0004857012880001,-0.001766147713683,,-0.001766147713683,780.2415756744186,384.2303042373357,5.0,118.1001
118.1112,0.1198,-0.0007984809477541,-0.0004984809477542,-0.0019209070315547,,,780.2415860000001,384.23029915249856,,
118.1223,0.1208,-0.0008112606075081,-0.0005112606075081,-0.0017756663494264,,,780.2415963255814,384.23029406766176,,
118.1372,0.1217,-0.0008284152859167,-0.0006284152859167,-0.0018491721004435,,,780.2416101860466,384.2302872420702,,
118.1492,0.1213,-0.0008422311342994,-0.0005422311342994,-0.0020083713630076,,,780.2416213488373,384.2302817449496,,
118.1581,0.1214,-0.0008524778885166,-0.0006524778885166,-0.0021522774827426,,,780.2416296279071,384.2302776679185,,
118.1708,0.1209,-0.0008670996613883,-0.0005670996613883,-0.0023149300356228,,,780.2416414418606,384.2302718501329,,
118.1857,0.1207,-0.0008842543397968,-0.0006842543397968,-0.0024884357866398,,,780.2416553023256,384.2302650245421,,
118.1966,0.1208,-0.0008968037354112,-0.0006968037354112,-0.0025422084501355,,,780.2416654418605,384.2302600313248,,
