X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0.00000	23.00000	0.00000	0.00000	0.00000	23.00000	0.00000	0.00000
0.01238	23.00000	0.00000	0.00000	0.01238	26.00000	0.00000	0.00000
0.02475	24.00000	0.00000	0.00000	0.02475	23.00000	0.00000	0.00000
0.03713	24.00000	0.00000	0.00000	0.03713	26.00000	0.00000	0.00000
0.04950	24.00000	0.00000	0.00000	0.04950	24.00000	0.00000	0.00000
0.06187	24.00000	0.00000	0.00000	0.06188	26.00000	0.00000	0.00000
0.07425	24.00000	0.00000	0.00000	0.07425	25.00000	0.00000	0.00000
0.08663	24.00000	0.00000	0.00000	0.08663	26.00000	0.00000	0.00000
0.09900	24.00000	0.00000	0.00000	0.09900	24.00000	0.00000	0.00000
0.11138	24.00000	0.00000	0.00000	0.11138	26.00000	0.00000	0.00000
0.12375	22.00000	0.00000	0.00000	0.12375	26.00000	0.00000	0.00000
0.13612	22.00000	0.00000	0.00000	0.13613	24.00000	0.00000	0.00000
0.14850	22.00000	0.00000	0.00000	0.14850	26.00000	0.00000	0.00000
0.16088	24.00000	0.00000	0.00000	0.16088	25.00000	0.00000	0.00000
0.17325	24.00000	0.00000	0.00000	0.17325	24.00000	0.00000	0.00000
0.18563	22.00000	0.00000	0.00000	0.18563	23.00000	0.00000	0.00000
0.19800	22.00000	0.00000	0.00000	0.19800	23.00000	0.00000	0.00000
0.21038	22.00000	0.00000	0.00000	0.21038	23.00000	0.00000	0.00000
0.22275	22.00000	0.00000	0.00000	0.22275	24.00000	0.00000	0.00000
0.23513	24.00000	0.00000	0.00000	0.23513	24.00000	0.00000	0.00000
0.24750	25.00000	0.00000	0.00000	0.24750	23.00000	0.00000	0.00000
0.25988	25.00000	0.00000	0.00000	0.25988	23.00000	0.00000	0.00000
0.27225	25.00000	0.00000	0.00000	0.27225	27.00000	0.00000	0.00000
0.28463	25.00000	0.00000	0.00000	0.28463	23.00000	0.00000	0.00000
0.29700	25.00000	0.00000	0.00000	0.29700	24.00000	0.00000	0.00000
0.30938	25.00000	0.00000	0.00000	0.30938	23.00000	0.00000	0.00000
0.32175	23.00000	0.00000	0.00000	0.32175	26.00000	0.00000	0.00000
0.33413	24.00000	0.00000	0.00000	0.33413	26.00000	0.00000	0.00000
0.34650	24.00000	0.00000	0.00000	0.34650	25.00000	0.00000	0.00000
0.35887	22.00000	0.00000	0.00000	0.35888	25.00000	0.00000	0.00000
0.37125	20.00000	0.00000	0.00000	0.37125	24.00000	0.00000	0.00000
0.38362	22.00000	0.00000	0.00000	0.38363	24.00000	0.00000	0.00000
0.39600	24.00000	0.00000	0.00000	0.39600	26.00000	0.00000	0.00000
0.40838	24.00000	0.00000	0.00000	0.40838	24.00000	0.00000	0.00000
0.42075	25.00000	0.00000	0.00000	0.42075	26.00000	0.00000	0.00000
0.43313	22.00000	0.00000	0.00000	0.43313	25.00000	0.00000	0.00000
0.44550	22.00000	0.00000	0.00000	0.44550	25.00000	0.00000	0.00000
0.45788	24.00000	0.00000	0.00000	0.45788	23.00000	0.00000	0.00000
0.47025	24.00000	0.00000	0.00000	0.47025	25.00000	0.00000	0.00000
0.48263	23.00000	0.00000	0.00000	0.48263	23.00000	0.00000	0.00000
0.49500	25.00000	0.00000	0.00000	0.49500	24.00000	0.00000	0.00000
0.50738	24.00000	0.00000	0.00000	0.50738	25.00000	0.00000	0.00000
0.51975	22.00000	0.00000	0.00000	0.51975	26.00000	0.00000	0.00000
0.53213	22.00000	0.00000	0.00000	0.53213	24.00000	0.00000	0.00000
0.54450	22.00000	0.00000	0.00000	0.54450	25.00000	0.00000	0.00000
0.55688	24.00000	0.00000	0.00000	0.55688	23.00000	0.00000	0.00000
0.56925	25.00000	0.00000	0.00000	0.56925	24.00000	0.00000	0.00000
0.58163	25.00000	0.00000	0.00000	0.58163	23.00000	0.00000	0.00000
0.59400	22.00000	0.00000	0.00000	0.59400	23.00000	0.00000	0.00000
0.60637	22.00000	0.00000	0.00000	0.60638	23.00000	0.00000	0.00000
0.61875	23.00000	0.00000	0.00000	0.61875	23.00000	0.00000	0.00000
0.63113	22.00000	0.00000	0.00000	0.63113	26.00000	0.00000	0.00000
0.64350	22.00000	0.00000	0.00000	0.64350	25.00000	0.00000	0.00000
0.65587	24.00000	0.00000	0.00000	0.65588	26.00000	0.00000	0.00000
0.66825	24.00000	0.00000	0.00000	0.66825	25.00000	0.00000	0.00000
0.68063	23.00000	0.00000	0.00000	0.68063	24.00000	0.00000	0.00000
0.69300	20.00000	0.00000	0.00000	0.69300	25.00000	0.00000	0.00000
0.70538	20.00000	0.00000	0.00000	0.70538	26.00000	0.00000	0.00000
0.71775	20.00000	0.00000	0.00000	0.71775	25.00000	0.00000	0.00000
0.73013	23.00000	0.00000	0.00000	0.73013	25.00000	0.00000	0.00000
0.74250	24.00000	0.00000	0.00000	0.74250	26.00000	0.00000	0.00000
0.75488	24.00000	0.00000	0.00000	0.75488	24.00000	0.00000	0.00000
0.76725	24.00000	0.00000	0.00000	0.76725	26.00000	0.00000	0.00000
0.77963	22.00000	0.00000	0.00000	0.77963	25.00000	0.00000	0.00000
0.79200	24.00000	0.00000	0.00000	0.79200	26.00000	0.00000	0.00000
0.80438	24.00000	0.00000	0.00000	0.80438	25.00000	0.00000	0.00000
0.81675	22.00000	0.00000	0.00000	0.81675	25.00000	0.00000	0.00000
0.82913	22.00000	0.00000	0.00000	0.82913	24.00000	0.00000	0.00000
0.84150	24.00000	0.00000	0.00000	0.84150	26.00000	0.00000	0.00000
0.85388	24.00000	0.00000	0.00000	0.85388	24.00000	0.00000	0.00000
0.86625	24.00000	0.00000	0.00000	0.86625	25.00000	0.00000	0.00000
0.87862	24.00000	0.00000	0.00000	0.87863	25.00000	0.00000	0.00000
0.89100	24.00000	0.00000	0.00000	0.89100	25.00000	0.00000	0.00000
0.90338	23.00000	0.00000	0.00000	0.90338	23.00000	0.00000	0.00000
0.91575	23.00000	0.00000	0.00000	0.91575	24.00000	0.00000	0.00000
0.92813	25.00000	0.00000	0.00000	0.92813	25.00000	0.00000	0.00000
0.94050	25.00000	0.00000	0.00000	0.94050	24.00000	0.00000	0.00000
0.95288	23.00000	0.00000	0.00000	0.95288	25.00000	0.00000	0.00000
0.96525	23.00000	0.00000	0.00000	0.96525	24.00000	0.00000	0.00000
0.97763	24.00000	0.00000	0.00000	0.97763	25.00000	0.00000	0.00000
0.99000	24.00000	0.00000	0.00000	0.99000	25.00000	0.00000	0.00000
1.00238	22.00000	0.00000	0.00000	1.00238	23.00000	0.00000	0.00000
1.01475	25.00000	0.00000	0.00000	1.01475	23.00000	0.00000	0.00000
1.02713	25.00000	0.00000	0.00000	1.02713	23.00000	0.00000	0.00000
1.03950	25.00000	0.00000	0.00000	1.03950	25.00000	0.00000	0.00000
1.05188	25.00000	0.00000	0.00000	1.05188	24.00000	0.00000	0.00000
1.06425	23.00000	0.00000	0.00000	1.06425	25.00000	0.00000	0.00000
1.07662	23.00000	0.00000	0.00000	1.07663	25.00000	0.00000	0.00000
1.08900	24.00000	0.00000	0.00000	1.08900	24.00000	0.00000	0.00000
1.10137	24.00000	0.00000	0.00000	1.10138	24.00000	0.00000	0.00000
1.11375	24.00000	0.00000	0.00000	1.11375	25.00000	0.00000	0.00000
1.12613	23.00000	0.00000	0.00000	1.12613	24.00000	0.00000	0.00000
1.13850	23.00000	0.00000	0.00000	1.13850	25.00000	0.00000	0.00000
1.15088	25.00000	0.00000	0.00000	1.15088	25.00000	0.00000	0.00000
1.16325	25.00000	0.00000	0.00000	1.16325	24.00000	0.00000	0.00000
1.17563	24.00000	0.00000	0.00000	1.17563	25.00000	0.00000	0.00000
1.18800	22.00000	0.00000	0.00000	1.18800	24.00000	0.00000	0.00000
1.20037	22.00000	0.00000	0.00000	1.20038	23.00000	0.00000	0.00000
1.21275	24.00000	0.00000	0.00000	1.21275	23.00000	0.00000	0.00000
1.22513	24.00000	0.00000	0.00000	1.22513	23.00000	0.00000	0.00000
1.23750	24.00000	0.00000	0.00000	1.23750	25.00000	0.00000	0.00000
1.24988	24.00000	0.00000	0.00000	1.24988	25.00000	0.00000	0.00000
1.26225	22.00000	0.00000	0.00000	1.26225	25.00000	0.00000	0.00000
1.27463	22.00000	0.00000	0.00000	1.27463	27.00000	0.00000	0.00000
1.28700	24.00000	0.00000	0.00000	1.28700	25.00000	0.00000	0.00000
1.29938	25.00000	0.00000	0.00000	1.29938	25.00000	0.00000	0.00000
1.31175	23.00000	0.00000	0.00000	1.31175	25.00000	0.00000	0.00000
1.32412	23.00000	0.00000	0.00000	1.32413	25.00000	0.00000	0.00000
1.33650	25.00000	0.00000	0.00000	1.33650	26.00000	0.00000	0.00000
1.34888	25.00000	0.00000	0.00000	1.34888	25.00000	0.00000	0.00000
1.36125	23.00000	0.00000	0.00000	1.36125	24.00000	0.00000	0.00000
1.37363	24.00000	0.00000	0.00000	1.37363	25.00000	0.00000	0.00000
1.38600	22.00000	0.00000	0.00000	1.38600	25.00000	0.00000	0.00000
1.39838	22.00000	0.00000	0.00000	1.39838	26.00000	0.00000	0.00000
1.41075	22.00000	0.00000	0.00000	1.41075	25.00000	0.00000	0.00000
1.42312	22.00000	0.00000	0.00000	1.42313	23.00000	0.00000	0.00000
1.43550	24.00000	0.00000	0.00000	1.43550	25.00000	0.00000	0.00000
1.44788	24.00000	0.00000	0.00000	1.44788	23.00000	0.00000	0.00000
1.46025	24.00000	0.00000	0.00000	1.46025	24.00000	0.00000	0.00000
1.47263	24.00000	0.00000	0.00000	1.47263	25.00000	0.00000	0.00000
1.48500	24.00000	0.00000	0.00000	1.48500	25.00000	0.00000	0.00000
1.49738	24.00000	0.00000	0.00000	1.49738	25.00000	0.00000	0.00000
1.50975	24.00000	0.00000	0.00000	1.50975	23.00000	0.00000	0.00000
1.52213	23.00000	0.00000	0.00000	1.52213	23.00000	0.00000	0.00000
1.53450	23.00000	0.00000	0.00000	1.53450	23.00000	0.00000	0.00000
1.54688	25.00000	0.00000	0.00000	1.54688	25.00000	0.00000	0.00000
1.55925	26.00000	0.00000	0.00000	1.55925	23.00000	0.00000	0.00000
1.57163	26.00000	0.00000	0.00000	1.57163	25.00000	0.00000	0.00000
1.58400	23.00000	0.00000	0.00000	1.58400	23.00000	0.00000	0.00000
1.59638	24.00000	0.00000	0.00000	1.59638	23.00000	0.00000	0.00000
1.60875	22.00000	0.00000	0.00000	1.60875	25.00000	0.00000	0.00000
1.62113	22.00000	0.00000	0.00000	1.62113	25.00000	0.00000	0.00000
1.63350	24.00000	0.00000	0.00000	1.63350	23.00000	0.00000	0.00000
1.64587	24.00000	0.00000	0.00000	1.64588	25.00000	0.00000	0.00000
1.65825	24.00000	0.00000	0.00000	1.65825	24.00000	0.00000	0.00000
1.67063	20.00000	0.00000	0.00000	1.67063	25.00000	0.00000	0.00000
1.68300	20.00000	0.00000	0.00000	1.68300	25.00000	0.00000	0.00000
1.69538	23.00000	0.00000	0.00000	1.69538	25.00000	0.00000	0.00000
1.70775	24.00000	0.00000	0.00000	1.70775	25.00000	0.00000	0.00000
