X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0.00000	20.00000	0.00000	0.00000	0.00000	19.00000	0.00000	0.00000
0.01238	19.00000	0.00000	0.00000	0.01238	20.00000	0.00000	0.00000
0.02475	18.00000	0.00000	0.00000	0.02475	19.00000	0.00000	0.00000
0.03713	20.00000	0.00000	0.00000	0.03713	22.00000	0.00000	0.00000
0.04950	20.00000	0.00000	0.00000	0.04950	22.00000	0.00000	0.00000
0.06187	19.00000	0.00000	0.00000	0.06188	22.00000	0.00000	0.00000
0.07425	22.00000	0.00000	0.00000	0.07425	19.00000	0.00000	0.00000
0.08663	22.00000	0.00000	0.00000	0.08663	20.00000	0.00000	0.00000
0.09900	19.00000	0.00000	0.00000	0.09900	19.00000	0.00000	0.00000
0.11138	20.00000	0.00000	0.00000	0.11138	22.00000	0.00000	0.00000
0.12375	20.00000	0.00000	0.00000	0.12375	23.00000	0.00000	0.00000
0.13612	18.00000	0.00000	0.00000	0.13613	19.00000	0.00000	0.00000
0.14850	18.00000	0.00000	0.00000	0.14850	20.00000	0.00000	0.00000
0.16088	18.00000	0.00000	0.00000	0.16088	22.00000	0.00000	0.00000
0.17325	20.00000	0.00000	0.00000	0.17325	22.00000	0.00000	0.00000
0.18563	22.00000	0.00000	0.00000	0.18563	22.00000	0.00000	0.00000
0.19800	22.00000	0.00000	0.00000	0.19800	22.00000	0.00000	0.00000
0.21038	19.00000	0.00000	0.00000	0.21038	22.00000	0.00000	0.00000
0.22275	19.00000	0.00000	0.00000	0.22275	22.00000	0.00000	0.00000
0.23513	22.00000	0.00000	0.00000	0.23513	22.00000	0.00000	0.00000
0.24750	22.00000	0.00000	0.00000	0.24750	19.00000	0.00000	0.00000
0.25988	20.00000	0.00000	0.00000	0.25988	22.00000	0.00000	0.00000
0.27225	18.00000	0.00000	0.00000	0.27225	20.00000	0.00000	0.00000
0.28463	18.00000	0.00000	0.00000	0.28463	19.00000	0.00000	0.00000
0.29700	20.00000	0.00000	0.00000	0.29700	19.00000	0.00000	0.00000
0.30938	22.00000	0.00000	0.00000	0.30938	20.00000	0.00000	0.00000
0.32175	19.00000	0.00000	0.00000	0.32175	22.00000	0.00000	0.00000
0.33413	19.00000	0.00000	0.00000	0.33413	22.00000	0.00000	0.00000
0.34650	19.00000	0.00000	0.00000	0.34650	22.00000	0.00000	0.00000
0.35887	22.00000	0.00000	0.00000	0.35888	22.00000	0.00000	0.00000
0.37125	19.00000	0.00000	0.00000	0.37125	22.00000	0.00000	0.00000
0.38362	22.00000	0.00000	0.00000	0.38363	19.00000	0.00000	0.00000
0.39600	20.00000	0.00000	0.00000	0.39600	22.00000	0.00000	0.00000
0.40838	18.00000	0.00000	0.00000	0.40838	19.00000	0.00000	0.00000
0.42075	18.00000	0.00000	0.00000	0.42075	22.00000	0.00000	0.00000
0.43313	22.00000	0.00000	0.00000	0.43313	22.00000	0.00000	0.00000
0.44550	22.00000	0.00000	0.00000	0.44550	22.00000	0.00000	0.00000
0.45788	22.00000	0.00000	0.00000	0.45788	20.00000	0.00000	0.00000
0.47025	22.00000	0.00000	0.00000	0.47025	22.00000	0.00000	0.00000
0.48263	19.00000	0.00000	0.00000	0.48263	22.00000	0.00000	0.00000
0.49500	19.00000	0.00000	0.00000	0.49500	19.00000	0.00000	0.00000
0.50738	22.00000	0.00000	0.00000	0.50738	22.00000	0.00000	0.00000
0.51975	22.00000	0.00000	0.00000	0.51975	19.00000	0.00000	0.00000
0.53213	22.00000	0.00000	0.00000	0.53213	23.00000	0.00000	0.00000
0.54450	19.00000	0.00000	0.00000	0.54450	18.00000	0.00000	0.00000
0.55688	19.00000	0.00000	0.00000	0.55688	19.00000	0.00000	0.00000
0.56925	20.00000	0.00000	0.00000	0.56925	19.00000	0.00000	0.00000
0.58163	20.00000	0.00000	0.00000	0.58163	18.00000	0.00000	0.00000
