X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0.00000	20.00000	0.00000	0.00000	0.00000	23.00000	0.00000	0.00000
0.01238	20.00000	0.00000	0.00000	0.01238	20.00000	0.00000	0.00000
0.02475	19.00000	0.00000	0.00000	0.02475	20.00000	0.00000	0.00000
0.03713	22.00000	0.00000	0.00000	0.03713	20.00000	0.00000	0.00000
0.04950	22.00000	0.00000	0.00000	0.04950	20.00000	0.00000	0.00000
0.06187	22.00000	0.00000	0.00000	0.06188	20.00000	0.00000	0.00000
0.07425	22.00000	0.00000	0.00000	0.07425	23.00000	0.00000	0.00000
0.08663	22.00000	0.00000	0.00000	0.08663	22.00000	0.00000	0.00000
0.09900	22.00000	0.00000	0.00000	0.09900	23.00000	0.00000	0.00000
0.11138	22.00000	0.00000	0.00000	0.11138	22.00000	0.00000	0.00000
0.12375	22.00000	0.00000	0.00000	0.12375	23.00000	0.00000	0.00000
0.13612	22.00000	0.00000	0.00000	0.13613	20.00000	0.00000	0.00000
0.14850	22.00000	0.00000	0.00000	0.14850	23.00000	0.00000	0.00000
0.16088	22.00000	0.00000	0.00000	0.16088	20.00000	0.00000	0.00000
0.17325	22.00000	0.00000	0.00000	0.17325	20.00000	0.00000	0.00000
0.18563	22.00000	0.00000	0.00000	0.18563	20.00000	0.00000	0.00000
0.19800	22.00000	0.00000	0.00000	0.19800	20.00000	0.00000	0.00000
0.21038	22.00000	0.00000	0.00000	0.21038	22.00000	0.00000	0.00000
0.22275	22.00000	0.00000	0.00000	0.22275	23.00000	0.00000	0.00000
0.23513	22.00000	0.00000	0.00000	0.23513	23.00000	0.00000	0.00000
0.24750	22.00000	0.00000	0.00000	0.24750	20.00000	0.00000	0.00000
0.25988	22.00000	0.00000	0.00000	0.25988	23.00000	0.00000	0.00000
0.27225	22.00000	0.00000	0.00000	0.27225	20.00000	0.00000	0.00000
0.28463	22.00000	0.00000	0.00000	0.28463	23.00000	0.00000	0.00000
0.29700	22.00000	0.00000	0.00000	0.29700	24.00000	0.00000	0.00000
0.30938	22.00000	0.00000	0.00000	0.30938	23.00000	0.00000	0.00000
0.32175	20.00000	0.00000	0.00000	0.32175	24.00000	0.00000	0.00000
0.33413	20.00000	0.00000	0.00000	0.33413	23.00000	0.00000	0.00000
0.34650	23.00000	0.00000	0.00000	0.34650	23.00000	0.00000	0.00000
0.35887	20.00000	0.00000	0.00000	0.35888	20.00000	0.00000	0.00000
0.37125	20.00000	0.00000	0.00000	0.37125	20.00000	0.00000	0.00000
0.38362	23.00000	0.00000	0.00000	0.38363	22.00000	0.00000	0.00000
0.39600	23.00000	0.00000	0.00000	0.39600	20.00000	0.00000	0.00000
0.40838	20.00000	0.00000	0.00000	0.40838	20.00000	0.00000	0.00000
