Richter_pendel
06.09.2021
17:14:32
nichtlineares Pendel
stimulation_fq[Hz]: 0,165
timeline range  for cut and FFT datapoints: 0-80s
Chaos_Versuch
t(s) Ua(V) -dUa/dt(V) cutX(V) cutY(V) F(Hz) DFT-Ua(V) DFT-dUa/dt(V)

4,000E-2 5,570E-1 -3,011E-1 4,484E-1 -8,241E-3 1,250E-2 3,345E+0 5,821E-5
8,000E-2 5,216E-1 -2,514E-1 4,259E-1 -8,241E-3 2,500E-2 1,663E+0 3,464E-5
1,200E-1 4,918E-1 -1,935E-1 3,579E-1 -8,241E-3 3,750E-2 9,993E-5 1,611E-6
1,600E-1 4,687E-1 -1,271E-1 2,602E+0 -8,241E-3 5,000E-2 7,130E-3 1,123E-4
2,000E-1 4,532E-1 -5,543E-2 3,383E-1 -8,241E-3 6,250E-2 1,117E-1 1,768E-3
2,400E-1 4,457E-1 1,789E-2 4,569E-1 -8,241E-3 7,500E-2 8,386E-2 1,323E-3
2,800E-1 4,463E-1 9,077E-2 4,224E-1 -8,241E-3 8,750E-2 2,018E-3 3,345E-5
3,200E-1 4,551E-1 1,651E-1 3,531E-1 -8,241E-3 1,000E-1 1,651E-4 5,202E-6
3,600E-1 4,721E-1 2,382E-1 2,602E+0 -8,241E-3 1,125E-1 6,721E-4 4,259E-5
4,000E-1 4,972E-1 3,048E-1 3,367E-1 -8,241E-3 1,250E-1 9,342E-4 5,340E-5
4,400E-1 5,294E-1 3,626E-1 4,622E-1 -8,241E-3 1,375E-1 7,178E-5 6,092E-6
4,800E-1 5,678E-1 4,113E-1 4,185E-1 -8,241E-3 1,500E-1 1,884E-4 2,639E-5
5,200E-1 6,115E-1 4,520E-1 3,500E-1 -8,241E-3 1,625E-1 6,062E-2 8,445E-3
5,600E-1 6,594E-1 4,849E-1 2,595E+0 -8,241E-3 1,750E-1 4,219E-1 5,869E-2
6,000E-1 7,109E-1 5,054E-1 3,321E-1 -8,241E-3 1,875E-1 1,752E-1 2,439E-2
6,400E-1 7,642E-1 5,116E-1 4,672E-1 -8,241E-3 2,000E-1 6,471E-4 8,832E-5
6,800E-1 8,179E-1 5,085E-1 4,176E-1 -8,241E-3 2,125E-1 7,903E-6 4,002E-6
7,200E-1 8,712E-1 4,990E-1 3,448E-1 -8,241E-3 2,250E-1 1,229E-3 2,931E-4
7,600E-1 9,232E-1 4,822E-1 2,580E+0 -8,241E-3 2,375E-1 1,189E-3 2,971E-4
8,000E-1 9,733E-1 4,568E-1 3,282E-1 -8,241E-3 2,500E-1 1,341E-4 3,462E-5
8,400E-1 1,020E+0 4,249E-1 4,641E-1 -8,241E-3 2,625E-1 1,328E-5 4,657E-6
8,800E-1 1,064E+0 3,924E-1 4,222E-1 -8,241E-3 2,750E-1 5,668E-2 2,188E-2
9,200E-1 1,104E+0 3,598E-1 3,335E-1 -8,241E-3 2,875E-1 2,002E-1 7,717E-2
9,600E-1 1,140E+0 3,231E-1 0,000E+0 0,000E+0 3,000E-1 4,436E-2 1,713E-2
1,000E+0 1,173E+0 2,841E-1 0,000E+0 0,000E+0 3,125E-1 1,437E-5 6,406E-6
1,040E+0 1,201E+0 2,482E-1 0,000E+0 0,000E+0 3,250E-1 2,157E-4 1,181E-4
1,080E+0 1,225E+0 2,134E-1 0,000E+0 0,000E+0 3,375E-1 3,479E-3 1,952E-3
1,120E+0 1,245E+0 1,754E-1 0,000E+0 0,000E+0 3,500E-1 3,667E-3 2,067E-3
1,160E+0 1,261E+0 1,392E-1 0,000E+0 0,000E+0 3,625E-1 2,191E-4 1,246E-4
1,200E+0 1,274E+0 1,072E-1 0,000E+0 0,000E+0 3,750E-1 1,051E-5 6,828E-6
1,240E+0 1,283E+0 7,318E-2 0,000E+0 0,000E+0 3,875E-1 9,726E-5 7,347E-5
1,280E+0 1,287E+0 3,837E-2 0,000E+0 0,000E+0 4,000E-1 1,863E-4 1,407E-4
1,320E+0 1,289E+0 9,639E-3 0,000E+0 0,000E+0 4,125E-1 2,740E-5 2,112E-5
1,360E+0 1,287E+0 -2,120E-2 0,000E+0 0,000E+0 4,250E-1 1,405E-6 1,438E-6
1,400E+0 1,281E+0 -5,406E-2 0,000E+0 0,000E+0 4,375E-1 8,713E-5 8,593E-5
1,440E+0 1,272E+0 -7,956E-2 0,000E+0 0,000E+0 4,500E-1 6,262E-4 6,191E-4
1,480E+0 1,260E+0 -1,088E-1 0,000E+0 0,000E+0 4,625E-1 3,768E-4 3,767E-4
1,520E+0 1,245E+0 -1,397E-1 0,000E+0 0,000E+0 4,750E-1 2,515E-6 3,221E-6
1,560E+0 1,226E+0 -1,630E-1 0,000E+0 0,000E+0 4,875E-1 2,168E-4 2,723E-4
1,600E+0 1,205E+0 -1,910E-1 0,000E+0 0,000E+0 5,000E-1 7,395E-3 9,234E-3
1,640E+0 1,181E+0 -2,187E-1 0,000E+0 0,000E+0 5,125E-1 8,207E-3 1,024E-2
1,680E+0 1,154E+0 -2,396E-1 0,000E+0 0,000E+0 5,250E-1 4,235E-4 5,318E-4
1,720E+0 1,124E+0 -2,665E-1 0,000E+0 0,000E+0 5,375E-1 1,890E-5 2,586E-5
1,760E+0 1,091E+0 -2,906E-1 0,000E+0 0,000E+0 5,500E-1 1,686E-4 2,591E-4
1,800E+0 1,055E+0 -3,076E-1 0,000E+0 0,000E+0 5,625E-1 3,463E-4 5,284E-4
1,840E+0 1,018E+0 -3,312E-1 0,000E+0 0,000E+0 5,750E-1 7,719E-5 1,219E-4
1,880E+0 9,776E-1 -3,493E-1 0,000E+0 0,000E+0 5,875E-1 1,407E-6 2,903E-6
1,920E+0 9,356E-1 -3,605E-1 0,000E+0 0,000E+0 6,000E-1 3,149E-4 5,885E-4
1,960E+0 8,922E-1 -3,774E-1 0,000E+0 0,000E+0 6,125E-1 3,634E-3 6,766E-3
2,000E+0 8,469E-1 -3,864E-1 0,000E+0 0,000E+0 6,250E-1 2,182E-3 4,067E-3
2,040E+0 8,009E-1 -3,862E-1 0,000E+0 0,000E+0 6,375E-1 2,581E-5 4,747E-5
2,080E+0 7,547E-1 -3,901E-1 0,000E+0 0,000E+0 6,500E-1 2,107E-6 5,186E-6
2,120E+0 7,081E-1 -3,867E-1 0,000E+0 0,000E+0 6,625E-1 2,069E-4 4,550E-4
2,160E+0 6,622E-1 -3,692E-1 0,000E+0 0,000E+0 6,750E-1 2,930E-4 6,507E-4
2,200E+0 6,184E-1 -3,512E-1 0,000E+0 0,000E+0 6,875E-1 3,093E-5 6,840E-5
2,240E+0 5,764E-1 -3,294E-1 0,000E+0 0,000E+0 7,000E-1 3,620E-7 9,612E-7
2,280E+0 5,373E-1 -2,922E-1 0,000E+0 0,000E+0 7,125E-1 4,656E-4 1,211E-3
2,320E+0 5,026E-1 -2,461E-1 0,000E+0 0,000E+0 7,250E-1 2,421E-3 6,291E-3
2,360E+0 4,731E-1 -1,967E-1 0,000E+0 0,000E+0 7,375E-1 7,944E-4 2,068E-3
2,400E+0 4,494E-1 -1,382E-1 0,000E+0 0,000E+0 7,500E-1 5,969E-7 1,469E-6
2,440E+0 4,324E-1 -6,742E-2 0,000E+0 0,000E+0 7,625E-1 1,068E-5 3,243E-5
2,480E+0 4,237E-1 1,189E-2 0,000E+0 0,000E+0 7,750E-1 2,497E-4 7,532E-4
2,520E+0 4,238E-1 9,242E-2 0,000E+0 0,000E+0 7,875E-1 3,112E-4 9,427E-4
2,560E+0 4,329E-1 1,728E-1 0,000E+0 0,000E+0 8,000E-1 2,898E-5 8,841E-5
2,600E+0 4,510E-1 2,560E-1 0,000E+0 0,000E+0 8,125E-1 9,772E-7 3,208E-6
2,640E+0 4,786E-1 3,408E-1 0,000E+0 0,000E+0 8,250E-1 6,254E-5 2,165E-4
2,680E+0 5,154E-1 4,199E-1 0,000E+0 0,000E+0 8,375E-1 1,654E-4 5,720E-4
2,720E+0 5,608E-1 4,888E-1 0,000E+0 0,000E+0 8,500E-1 2,895E-5 1,005E-4
2,760E+0 6,137E-1 5,473E-1 0,000E+0 0,000E+0 8,625E-1 5,739E-8 1,846E-7
2,800E+0 6,729E-1 5,985E-1 0,000E+0 0,000E+0 8,750E-1 4,393E-6 1,710E-5
2,840E+0 7,377E-1 6,426E-1 0,000E+0 0,000E+0 8,875E-1 3,914E-6 1,494E-5
2,880E+0 8,072E-1 6,747E-1 0,000E+0 0,000E+0 9,000E-1 2,909E-7 1,198E-6
2,920E+0 8,799E-1 6,911E-1 0,000E+0 0,000E+0 9,125E-1 2,237E-7 9,427E-7
2,960E+0 9,540E-1 6,953E-1 0,000E+0 0,000E+0 9,250E-1 2,022E-6 9,021E-6
3,000E+0 1,029E+0 6,932E-1 0,000E+0 0,000E+0 9,375E-1 1,628E-4 7,241E-4
3,040E+0 1,103E+0 6,857E-1 0,000E+0 0,000E+0 9,500E-1 2,668E-4 1,187E-3
3,080E+0 1,176E+0 6,703E-1 0,000E+0 0,000E+0 9,625E-1 2,448E-5 1,090E-4
3,120E+0 1,248E+0 6,462E-1 0,000E+0 0,000E+0 9,750E-1 2,640E-7 1,207E-6
3,160E+0 1,317E+0 6,217E-1 0,000E+0 0,000E+0 9,875E-1 1,854E-6 9,259E-6
3,200E+0 1,383E+0 6,004E-1 0,000E+0 0,000E+0 1,000E+0 1,452E-5 7,251E-5
3,240E+0 1,448E+0 5,771E-1 0,000E+0 0,000E+0 1,013E+0 8,991E-6 4,519E-5
3,280E+0 1,509E+0 5,499E-1 0,000E+0 0,000E+0 1,025E+0 1,063E-7 5,185E-7
3,320E+0 1,568E+0 5,262E-1 0,000E+0 0,000E+0 1,038E+0 2,733E-7 1,545E-6
3,360E+0 1,624E+0 5,081E-1 0,000E+0 0,000E+0 1,050E+0 6,043E-6 3,335E-5
3,400E+0 1,679E+0 4,881E-1 0,000E+0 0,000E+0 1,063E+0 4,701E-6 2,602E-5
3,440E+0 1,731E+0 4,687E-1 0,000E+0 0,000E+0 1,075E+0 8,805E-8 4,743E-7
3,480E+0 1,782E+0 4,571E-1 0,000E+0 0,000E+0 1,088E+0 2,824E-8 1,802E-7
3,520E+0 1,831E+0 4,464E-1 0,000E+0 0,000E+0 1,100E+0 4,553E-6 2,792E-5
3,560E+0 1,880E+0 4,340E-1 0,000E+0 0,000E+0 1,113E+0 9,309E-6 5,736E-5
3,600E+0 1,927E+0 4,299E-1 0,000E+0 0,000E+0 1,125E+0 1,354E-6 8,341E-6
3,640E+0 1,974E+0 4,264E-1 0,000E+0 0,000E+0 1,138E+0 6,076E-9 4,538E-8
3,680E+0 2,020E+0 4,208E-1 0,000E+0 0,000E+0 1,150E+0 2,032E-6 1,373E-5
3,720E+0 2,067E+0 4,233E-1 0,000E+0 0,000E+0 1,163E+0 1,379E-5 9,326E-5
3,760E+0 2,114E+0 4,244E-1 0,000E+0 0,000E+0 1,175E+0 6,065E-6 4,116E-5
3,800E+0 2,161E+0 4,259E-1 0,000E+0 0,000E+0 1,188E+0 1,291E-8 8,231E-8
3,840E+0 2,208E+0 4,336E-1 0,000E+0 0,000E+0 1,200E+0 1,964E-7 1,483E-6
3,880E+0 2,256E+0 4,368E-1 0,000E+0 0,000E+0 1,213E+0 6,548E-6 4,857E-5
3,920E+0 2,305E+0 4,440E-1 0,000E+0 0,000E+0 1,225E+0 9,421E-6 6,997E-5
