Waveleght	Intensity	Error
560.64	0.10199	0.00031
560.68	0.10178	0.00041
560.72	0.10387	0.00047
560.76	0.10382	0.00041
560.80	0.10377	0.00033
560.84	0.10626	0.00031
560.88	0.10377	0.00046
560.92	0.10372	0.00038
560.96	0.10077	0.00034
561.0	0.1053	0.00033
561.04	0.09903	0.0006
561.08	0.09919	0.0006
561.12	0.10555	0.0005
561.16	0.1027	0.00031
561.2	0.10626	0.00038
561.24	0.10122	0.00033
561.28	0.10535	0.00041
561.32	0.11115	0.00038
561.36	0.1108	0.00027
561.4	0.10194	0.0004
561.44	0.10392	0.00025
561.48	0.10474	0.00038
561.52	0.09985	0.00057
561.56	0.1055	0.00046
561.6	0.10163	0.00042
561.64	0.10357	0.00036
561.68	0.10387	0.00047
561.72	0.10071	0.00023
561.76	0.09685	0.00023
561.80	0.1055	0.00033
561.84	0.10479	0.00023
561.88	0.1001	0.00036
561.92	0.10301	0.00031
561.96	0.10295	0.0004
562.0	0.10382	0.00034
562.04	0.10183	0.00034
562.08	0.10153	0.00048
562.12	0.10749	0.00057
562.16	0.10199	0.0005
562.2	0.10535	0.00041
562.24	0.10469	0.00036
562.28	0.10464	0.00039
562.32	0.10168	0.00031
562.36	0.10285	0.00047
562.4	0.10285	0.00025
562.44	0.10204	0.00042
562.48	0.10555	0.00044
562.52	0.10738	0.00061
562.56	0.10754	0.0004
562.6	0.1028	0.00041
562.64	0.1028	0.00025
562.68	0.10275	0.0006
562.72	0.10555	0.00038
562.76	0.10555	0.00044
562.80	0.10092	0.0004
562.84	0.10077	0.00025
562.88	0.10173	0.00046
562.92	0.10754	0.00065
562.96	0.10357	0.00027
563.0	0.10178	0.00052
563.04	0.10525	0.00038
563.08	0.10484	0.00034
563.12	0.09817	0.0004
563.16	0.09807	0.00027
563.2	0.09786	0.00051
563.24	0.09985	0.00041
563.28	0.10382	0.00034
563.32	0.10209	0.00032
563.36	0.10565	0.00039
563.4	0.10189	0.00034
563.44	0.10183	0.00034
563.48	0.10092	0.00051
563.52	0.1027	0.00031
563.56	0.10071	0.0004
563.6	0.10173	0.0004
563.64	0.10168	0.00031
563.68	0.09995	0.00038
563.72	0.09975	0.00041
563.76	0.1	0.00053
563.80	0.10285	0.00034
563.84	0.10077	0.00041
563.88	0.10066	0.00031
563.92	0.0998	0.00052
563.96	0.10688	0.00052
564.0	0.10173	0.00033
564.04	0.10173	0.00051
564.08	0.09893	0.00068
564.12	0.10071	0.00033
564.16	0.09995	0.00038
564.2	0.1056	0.00042
564.24	0.10555	0.00044
564.28	0.10448	0.0004
564.32	0.10474	0.0005
564.36	0.10565	0.00051
564.4	0.10275	0.0004
564.44	0.10662	0.00053
564.48	0.10845	0.00041
564.52	0.10545	0.00047
564.56	0.10194	0.00023
564.6	0.1056	0.00042
564.64	0.10545	0.00034
564.68	0.10265	0.00042
564.72	0.10377	0.00033
564.76	0.10545	0.00047
564.80	0.1084	0.00034
564.84	0.1081	0.00044
564.88	0.1056	0.00058
564.92	0.10555	0.0005
564.96	0.10845	0.00025
565.0	0.11293	0.00046
565.04	0.1113	0.00048
565.08	0.11706	0.00025
565.12	0.12062	0.00047
565.16	0.11675	0.00038
565.2	0.11691	0.00042
565.24	0.12052	0.00038
565.28	0.11991	0.00032
565.32	0.12632	0.00047
565.36	0.12602	0.00039
565.4	0.13203	0.00044
565.44	0.13014	0.00036
565.48	0.136	0.00052
565.52	0.13595	0.00041
