Waveleght	Intensity	Error
625.64	0.11125	0.00032
625.68	0.11013	0.0005
625.72	0.10545	0.00041
625.76	0.1055	0.0004
625.80	0.11217	0.00031
625.84	0.10835	0.00033
625.88	0.10805	0.0004
625.92	0.10464	0.00032
625.96	0.10168	0.00038
626.0	0.11095	0.00025
626.04	0.1111	0.00023
626.08	0.1084	0.00041
626.12	0.10469	0.00048
626.16	0.10738	0.00034
626.2	0.10555	0.00055
626.24	0.10479	0.00033
626.28	0.10744	0.00034
626.32	0.10942	0.00034
626.36	0.10906	0.00033
626.4	0.10576	0.00038
626.44	0.10738	0.00034
626.48	0.10275	0.0004
626.52	0.10906	0.00033
626.56	0.10565	0.00051
626.6	0.10545	0.00047
626.64	0.10576	0.00044
626.68	0.10845	0.00025
626.72	0.1084	0.00041
626.76	0.1056	0.00053
626.80	0.10453	0.00031
626.84	0.10423	0.00044
626.88	0.10626	0.00038
626.92	0.10667	0.00046
626.96	0.11309	0.00057
627.0	0.10387	0.00041
627.04	0.11497	0.00033
627.08	0.10102	0.00036
627.12	0.10372	0.00038
627.16	0.11013	0.00044
627.2	0.10749	0.00047
627.24	0.10728	0.00044
627.28	0.10275	0.00046
627.32	0.1084	0.00025
627.36	0.11482	0.00039
627.4	0.10535	0.00034
627.44	0.10647	0.00041
627.48	0.10469	0.00027
627.52	0.10474	0.00038
627.56	0.10856	0.00023
627.6	0.1084	0.00041
627.64	0.10927	0.00042
627.68	0.10896	0.00041
627.72	0.11141	0.0004
627.76	0.11227	0.00023
627.80	0.10922	0.00046
627.84	0.10947	0.00057
627.88	0.11507	0.00041
627.92	0.11136	0.00031
627.96	0.11202	0.00025
628.0	0.1168	0.00036
628.04	0.11293	0.0006
628.08	0.11502	0.00041
628.12	0.11497	0.0004
628.16	0.11217	0.00031
628.2	0.12245	0.00032
628.24	0.11309	0.00041
628.28	0.11227	0.00032
628.32	0.11609	0.00025
628.36	0.11186	0.00031
628.4	0.11222	0.00053
628.44	0.11945	0.00027
628.48	0.12123	0.00034
628.52	0.11696	0.00038
628.56	0.11472	0.00031
628.6	0.11818	0.00041
628.64	0.11884	0.00036
628.68	0.12072	0.00034
628.72	0.12062	0.00034
628.76	0.12149	0.00036
628.80	0.12816	0.00059
628.84	0.12077	0.00046
628.88	0.13004	0.00036
628.92	0.12261	0.00023
628.96	0.12444	0.00036
629.0	0.12449	0.00039
629.04	0.13478	0.00031
629.08	0.12454	0.00048
629.12	0.12515	0.00033
629.16	0.12164	0.00034
629.2	0.1303	0.00041
629.24	0.12826	0.00041
629.28	0.12826	0.00034
629.32	0.12352	0.00048
629.36	0.12816	0.00038
629.4	0.13198	0.00033
629.44	0.12928	0.00025
629.48	0.11874	0.0004
629.52	0.12342	0.00036
629.56	0.12062	0.00034
629.6	0.12093	0.00032
629.64	0.12653	0.00046
629.68	0.12459	0.00075
629.72	0.11696	0.00031
629.76	0.11965	0.00052
629.80	0.11767	0.00034
629.84	0.11227	0.00039
629.88	0.11232	0.00042
629.92	0.11864	0.00034
629.96	0.11691	0.00027
630.0	0.11604	0.00025
630.04	0.11492	0.00038
630.08	0.11487	0.00048
630.12	0.11105	0.00034
630.16	0.10728	0.00055
630.2	0.10733	0.00033
630.24	0.11405	0.00047
630.28	0.10642	0.00025
630.32	0.10448	0.00033
630.36	0.1111	0.00046
630.4	0.10194	0.00046
630.44	0.1027	0.00044
630.48	0.10285	0.00025
630.52	0.10723	0.00048
630.56	0.10357	0.00015
630.6	0.10265	0.00062
630.64	0.10204	0.00027
630.68	0.10555	0.00044
630.72	0.1056	0.00042
630.76	0.10586	0.00041
630.80	0.10453	0.00038
630.84	0.10173	0.00068
630.88	0.1054	0.00047
630.92	0.10377	0.0004
630.96	0.10362	0.00046
631.0	0.10189	0.00034
631.04	0.10189	0.00034
631.08	0.10183	0.00041
631.12	0.10077	0.00025
631.16	0.10102	0.00042
631.2	0.10744	0.00052
631.24	0.10402	0.00031
631.28	0.10576	0.00064
631.32	0.10382	0.00041
631.36	0.10362	0.00039
631.4	0.10275	0.00023
631.44	0.09674	0.00034
631.48	0.09959	0.00058
631.52	0.09975	0.00052
631.56	0.10652	0.00033
631.6	0.10189	0.00041
631.64	0.10178	0.00041
631.68	0.10708	0.0002
631.72	0.09807	0.00027
631.76	0.09812	0.00031
631.80	0.11024	0.00039
631.84	0.10937	0.0004
631.88	0.1085	0.00025
631.92	0.12531	0.00052
631.96	0.12546	0.00053
632.0	0.11787	0.0006
632.04	0.12907	0.00032
632.08	0.1303	0.00047
632.12	0.13569	0.00051
632.16	0.14053	0.00034
632.2	0.13732	0.00044
632.24	0.13778	0.00048
632.28	0.13987	0.00059
632.32	0.15473	0.00052
632.36	0.14883	0.00031
632.4	0.15743	0.00046
632.44	0.16196	0.00057
632.48	0.18141	0.00038
632.52	0.1668	0.00036
632.56	0.1668	0.00036
632.6	0.1695	0.00034
632.64	0.18197	0.00048
632.68	0.1696	0.00047
632.72	0.16782	0.00036
632.76	0.18294	0.00031
632.80	0.18116	0.0004
632.84	0.18121	0.00034
632.88	0.18314	0.00044
632.92	0.18482	0.00047
632.96	0.18671	0.00038
633.0	0.18391	0.00023
633.04	0.17149	0.00023
633.08	0.18391	0.00023
633.12	0.18381	0.00025
633.16	0.16604	0.00052
633.2	0.16945	0.00033
633.24	0.16762	0.00023
633.28	0.1641	0.00038
633.32	0.16716	0.00031
633.36	0.15473	0.00034
633.4	0.1614	0.00041
633.44	0.1614	0.00025
633.48	0.15081	0.0006
633.52	0.15071	0.00057
633.56	0.14532	0.00048
633.6	0.13478	0.00044
633.64	0.14236	0.00042
633.68	0.14012	0.00051
633.72	0.14048	0.00025
633.76	0.12918	0.0002
633.80	0.13004	0.00048
633.84	0.12953	0.00042
633.88	0.13381	0.00051
633.92	0.11991	0.00056
633.96	0.12505	0.00036
