143.7097	0.1792	0.0499	NaN	0.0433	0.3765	0.000388146	780.2498226
143.7262	0.1791	0.0499	NaN	0.0433	0.3759	0.000377134	780.2498441
143.7437	0.1792	0.05	NaN	0.0434	0.3757	0.000465455	780.2498668
143.7615	0.1793	0.05	NaN	0.0434	0.376	0.000453575	780.24989
143.7797	0.1794	0.05	NaN	0.0434	0.3766	0.000441428	780.2499136
143.7959	0.1794	0.05	NaN	0.0434	0.3775	0.000430616	780.2499347
143.8147	0.1795	0.05	NaN	0.0434	0.3785	0.000418069	780.2499591
143.8303	0.1795	0.05	NaN	0.0435	0.3792	0.000507658	780.2499794
143.8475	0.1795	0.0501	NaN	0.0435	0.38	0.000496179	780.2500018
143.8646	0.1794	0.05	NaN	0.0435	0.3806	0.000484766	780.250024
143.8848	0.1795	0.0501	NaN	0.0435	0.3807	0.000471284	780.2500502
143.8998	0.18	0.0501	NaN	0.0435	0.3802	0.000461273	780.2500697
143.9178	0.1802	0.0501	NaN	0.0435	0.379	0.00044926	780.2500931
143.936	0.1802	0.0501	NaN	0.0435	0.3784	0.000437114	780.2501168
143.9532	0.1802	0.0501	NaN	0.0436	0.3779	0.000525634	780.2501392
143.9696	0.1803	0.0501	NaN	0.0436	0.3779	0.000514689	780.2501605
143.985	0.1799	0.0501	NaN	0.0436	0.3784	0.000504411	780.2501805
144.0044	0.1801	0.0502	NaN	0.0436	0.3795	0.000491463	780.2502057
144.0217	0.1807	0.0502	NaN	0.0436	0.3809	0.000479917	780.2502282
144.0369	0.1808	0.0502	NaN	0.0436	0.3819	0.000469773	780.250248
144.0563	0.1806	0.0502	NaN	0.0436	0.3822	0.000456825	780.2502732
144.0723	0.1804	0.0502	NaN	0.0436	0.3817	0.000446147	780.250294
144.0871	0.1802	0.0502	NaN	0.0437	0.3807	0.000536269	780.2503132
144.1071	0.1801	0.0502	NaN	0.0437	0.3796	0.000522921	780.2503392
144.1242	0.1801	0.0503	NaN	0.0437	0.379	0.000511509	780.2503615
