x	Ch0	Ch1	Ch3	Ch4	f	Ch0_b	Ch1_b	Ch3_b	Ch4_b	f-4	Ch4_b1
142.2231	0.2761	0.0338	0.0237	0.3705	0.041971662	0.234128338	-0.008171662	-0.018271662	0.328528338	0.37005991	0.00044009
142.2434	0.249	0.0328	0.0237	0.3695	0.041984707	0.207015293	-0.009184707	-0.018284707	0.327515293	0.370152913	-0.000652913
142.2639	0.2386	0.0325	0.0237	0.3686	0.041997881	0.196602119	-0.009497881	-0.018297881	0.326602119	0.370246831	-0.001646831
142.2848	0.2567	0.0332	0.0238	0.3685	0.042011312	0.214688688	-0.008811312	-0.018211312	0.326488688	0.370342583	-0.001842583
142.3044	0.2653	0.0336	0.0239	0.3689	0.042023907	0.223276093	-0.008423907	-0.018123907	0.326876093	0.370432378	-0.001532378
142.3249	0.248	0.0331	0.024	0.3694	0.042037081	0.205962919	-0.008937081	-0.018037081	0.327362919	0.370526297	-0.001126297
142.348	0.2594	0.0336	0.0241	0.3701	0.042051926	0.217348074	-0.008451926	-0.017951926	0.328048074	0.370632127	-0.000532127
142.3666	0.2957	0.035	0.0242	0.371	0.042063879	0.253636121	-0.007063879	-0.017863879	0.328936121	0.370717341	0.000282659
142.3895	0.2776	0.0346	0.0244	0.3718	0.042078595	0.235521405	-0.007478595	-0.017678595	0.329721405	0.370822255	0.000977745
142.4095	0.2139	0.0325	0.0246	0.3723	0.042091447	0.171808553	-0.009591447	-0.017491447	0.330208553	0.370913883	0.001386117
142.4328	0.1785	0.0314	0.0248	0.372	0.042106421	0.136393579	-0.010706421	-0.017306421	0.329893579	0.37102063	0.00097937
142.4525	0.1507	0.0306	0.025	0.3712	0.04211908	0.10858092	-0.01151908	-0.01711908	0.32908092	0.371110884	8.91165E-05
142.4736	0.1506	0.0309	0.0252	0.3697	0.04213264	0.10846736	-0.01123264	-0.01693264	0.32756736	0.371207551	-0.001507551
142.4911	0.1656	0.0316	0.0255	0.3688	0.042143886	0.123456114	-0.010543886	-0.016643886	0.326656114	0.371287726	-0.002487726
142.511	0.1675	0.032	0.0258	0.3689	0.042156674	0.125343326	-0.010156674	-0.016356674	0.326743326	0.371378895	-0.002478895
142.533	0.1661	0.0323	0.0261	0.3698	0.042170812	0.123929188	-0.009870812	-0.016070812	0.327629188	0.371479686	-0.001679686
142.5538	0.1646	0.0325	0.0264	0.3706	0.042184178	0.122415822	-0.009684178	-0.015784178	0.328415822	0.371574979	-0.000974979
142.5719	0.1636	0.0328	0.0267	0.3718	0.04219581	0.12140419	-0.00939581	-0.01549581	0.32960419	0.371657903	0.000142097
142.5941	0.1629	0.0331	0.0271	0.3726	0.042210076	0.120689924	-0.009110076	-0.015110076	0.330389924	0.37175961	0.00084039
142.6162	0.1622	0.0335	0.0274	0.3731	0.042224278	0.119975722	-0.008724278	-0.014824278	0.330875722	0.371860859	0.001239141
142.6352	0.1617	0.0338	0.0278	0.373	0.042236488	0.119463512	-0.008436488	-0.014436488	0.330763512	0.371947905	0.001052095
142.6558	0.1613	0.0342	0.0282	0.3723	0.042249726	0.119050274	-0.008049726	-0.014049726	0.330050274	0.372042282	0.000257718
142.6776	0.1609	0.0346	0.0287	0.3711	0.042263735	0.118636265	-0.007663735	-0.013563735	0.328836265	0.372142157	-0.001042157
142.6969	0.1607	0.035	0.029	0.3702	0.042276138	0.118423862	-0.007276138	-0.013276138	0.327923862	0.372230578	-0.002030578
142.7181	0.1604	0.0354	0.0294	0.3701	0.042289762	0.118110238	-0.006889762	-0.012889762	0.327810238	0.372327703	-0.002227703
142.7403	0.1601	0.0358	0.0299	0.3706	0.042304028	0.117795972	-0.006504028	-0.012404028	0.328295972	0.37242941	-0.00182941
142.7595	0.16	0.0362	0.0303	0.3716	0.042316366	0.117683634	-0.006116366	-0.012016366	0.329283634	0.372517373	-0.000917373
142.7788	0.1598	0.0367	0.0307	0.3725	0.042328769	0.117471231	-0.005628769	-0.011628769	0.330171231	0.372605794	-0.000105794
142.7978	0.1598	0.0371	0.0311	0.3735	0.042340979	0.117459021	-0.005240979	-0.011240979	0.331159021	0.372692841	0.000807159
142.8185	0.1597	0.0375	0.0316	0.3743	0.042354281	0.117345719	-0.004854281	-0.010754281	0.331945719	0.372787676	0.001512324
142.8384	0.1596	0.0379	0.032	0.3749	0.04236707	0.11723293	-0.00446707	-0.01036707	0.33253293	0.372878846	0.002021154
142.8589	0.1594	0.0385	0.0325	0.3746	0.042380243	0.117019757	-0.003880243	-0.009880243	0.332219757	0.372972764	0.001627236
142.8797	0.1592	0.0389	0.033	0.3735	0.04239361	0.11680639	-0.00349361	-0.00939361	0.33110639	0.373068058	0.000431942
142.9003	0.1592	0.0394	0.0334	0.3722	0.042406848	0.116793152	-0.003006848	-0.009006848	0.329793152	0.373162434	-0.000962434
142.9194	0.159	0.0398	0.0339	0.372	0.042419122	0.116580878	-0.002619122	-0.008519122	0.329580878	0.373249939	-0.001249939
142.9404	0.1588	0.0403	0.0344	0.3721	0.042432617	0.116367383	-0.002132617	-0.008032617	0.329667383	0.373346149	-0.001246149
142.9601	0.1584	0.0407	0.0348	0.3722	0.042445277	0.115954723	-0.001745277	-0.007645277	0.329754723	0.373436402	-0.001236402
142.9813	0.1582	0.0411	0.0352	0.3727	0.042458901	0.115741099	-0.001358901	-0.007258901	0.330241099	0.373533528	-0.000833528
143.0027	0.1582	0.0415	0.0357	0.3729	0.042472653	0.115727347	-0.000972653	-0.006772653	0.330427347	0.37363157	-0.00073157
143.0224	0.1582	0.0419	0.036	0.373	0.042485313	0.115714687	-0.000585313	-0.006485313	0.330514687	0.373721823	-0.000721823
143.0423	0.1583	0.0422	0.0364	0.3739	0.042498101	0.115801899	-0.000298101	-0.006098101	0.331401899	0.373812993	8.70068E-05
143.0613	0.1583	0.0426	0.0367	0.3747	0.042510311	0.115789689	8.9689E-05	-0.005810311	0.332189689	0.37390004	0.00079996
143.0831	0.1583	0.043	0.0371	0.3757	0.04252432	0.11577568	0.00047568	-0.00542432	0.33317568	0.373999914	0.001700086
143.1031	0.1583	0.0433	0.0374	0.3759	0.042537173	0.115762827	0.000762827	-0.005137173	0.333362827	0.374091542	0.001808458
143.1244	0.1585	0.0437	0.0378	0.3754	0.042550861	0.115949139	0.001149139	-0.004750861	0.332849139	0.374189126	0.001210874
143.1451	0.1586	0.044	0.0381	0.3742	0.042564163	0.116035837	0.001435837	-0.004464163	0.331635837	0.374283961	-8.39611E-05
143.163	0.1586	0.0443	0.0384	0.3729	0.042575666	0.116024334	0.001724334	-0.004175666	0.330324334	0.374365968	-0.001465968
143.1826	0.1587	0.0446	0.0387	0.3725	0.042588262	0.116111738	0.002011738	-0.003888262	0.329911738	0.374455764	-0.001955764
143.2044	0.1588	0.0449	0.039	0.3727	0.042602271	0.116197729	0.002297729	-0.003602271	0.330097729	0.374555638	-0.001855638
143.2233	0.159	0.0452	0.0392	0.3739	0.042614416	0.116385584	0.002585584	-0.003414416	0.331285584	0.374642227	-0.000742227
143.2452	0.1593	0.0454	0.0395	0.3753	0.04262849	0.11667151	0.00277151	-0.00312849	0.33267151	0.374742559	0.000557441
143.2661	0.1596	0.0457	0.0397	0.3763	0.042641921	0.116958079	0.003058079	-0.002941921	0.333658079	0.374838311	0.001461689
143.2839	0.1598	0.0459	0.0399	0.3766	0.04265336	0.11714664	0.00324664	-0.00275336	0.33394664	0.374919859	0.001680141
143.3035	0.1599	0.0462	0.0402	0.3763	0.042665955	0.117234045	0.003534045	-0.002465955	0.333634045	0.375009655	0.001290345
143.325	0.16	0.0464	0.0404	0.3752	0.042679771	0.117320229	0.003720229	-0.002279771	0.332520229	0.375108155	9.1845E-05
143.3454	0.1603	0.0466	0.0406	0.374	0.042692881	0.117607119	0.003907119	-0.002092881	0.331307119	0.375201616	-0.001201616
143.3652	0.1605	0.0468	0.0408	0.3735	0.042705605	0.117794395	0.004094395	-0.001905605	0.330794395	0.375292327	-0.001792327
143.3871	0.1605	0.047	0.0409	0.3735	0.042719679	0.117780321	0.004280321	-0.001819679	0.330780321	0.37539266	-0.00189266
143.4094	0.1606	0.0471	0.0411	0.3739	0.042734009	0.117865991	0.004365991	-0.001634009	0.331165991	0.375494825	-0.001594825
143.427	0.1605	0.0472	0.0412	0.3752	0.042745319	0.117754681	0.004454681	-0.001545319	0.332454681	0.375575458	-0.000375458
143.4496	0.1607	0.0474	0.0414	0.3763	0.042759843	0.117940157	0.004640157	-0.001359843	0.333540157	0.375678997	0.000621003
143.4706	0.1611	0.0476	0.0415	0.3774	0.042773338	0.118326662	0.004826662	-0.001273338	0.334626662	0.375775207	0.001624793
143.4906	0.1616	0.0477	0.0416	0.3782	0.04278619	0.11881381	0.00491381	-0.00118619	0.33541381	0.375866835	0.002333165
143.5125	0.1618	0.0478	0.0418	0.3784	0.042800264	0.118999736	0.004999736	-0.001000264	0.335599736	0.375967168	0.002432833
143.5315	0.1615	0.0479	0.0419	0.3777	0.042812474	0.118687526	0.005087526	-0.000912474	0.334887526	0.376054214	0.001645786
143.5503	0.1614	0.048	0.042	0.3768	0.042824555	0.118575445	0.005175445	-0.000824555	0.333975445	0.376140344	0.000659656
143.5705	0.1613	0.0481	0.0421	0.3759	0.042837536	0.118462464	0.005262464	-0.000737536	0.333062464	0.376232889	-0.000332889
143.5926	0.1613	0.0482	0.0422	0.3753	0.042851738	0.118448262	0.005348262	-0.000651738	0.332448262	0.376334138	-0.001034138
143.6123	0.1612	0.0483	0.0423	0.3755	0.042864398	0.118335602	0.005435602	-0.000564398	0.332635602	0.376424391	-0.000924391
143.6333	0.161	0.0484	0.0423	0.3765	0.042877893	0.118122107	0.005522107	-0.000577893	0.333622107	0.376520601	-2.06006E-05
143.6537	0.1611	0.0484	0.0424	0.3778	0.042891003	0.118208997	0.005508997	-0.000491003	0.334908997	0.376614061	0.001185939
143.6744	0.161	0.0485	0.0425	0.3791	0.042904305	0.118095695	0.005595695	-0.000404305	0.336195695	0.376708896	0.002391104
143.692	0.1612	0.0485	0.0425	0.3799	0.042915615	0.118284385	0.005584385	-0.000415615	0.336984385	0.376789529	0.003110471
143.7116	0.161	0.0486	0.0426	0.3802	0.042928211	0.118071789	0.005671789	-0.000328211	0.337271789	0.376879324	0.003320676
143.7323	0.161	0.0487	0.0426	0.3793	0.042941513	0.118058487	0.005758487	-0.000341513	0.336358487	0.376974159	0.002325841
143.7527	0.1614	0.0487	0.0427	0.3783	0.042954623	0.118445377	0.005745377	-0.000254623	0.335345377	0.37706762	0.00123238
143.7745	0.1616	0.0488	0.0427	0.3773	0.042968632	0.118631368	0.005831368	-0.000268632	0.334331368	0.377167494	0.000132506
143.796	0.1615	0.0488	0.0428	0.3765	0.042982448	0.118517552	0.005817552	-0.000182448	0.333517552	0.377265994	-0.000765994
143.8139	0.1616	0.0489	0.0428	0.3766	0.042993951	0.118606049	0.005906049	-0.000193951	0.333606049	0.377348001	-0.000748001
143.8355	0.1616	0.0489	0.0429	0.3771	0.043007832	0.118592168	0.005892168	-0.000107832	0.334092168	0.37744696	-0.00034696
143.8555	0.1618	0.0489	0.0429	0.3776	0.043020685	0.118779315	0.005879315	-0.000120685	0.334579315	0.377538588	6.14123E-05
143.8749	0.1622	0.049	0.0429	0.3786	0.043033151	0.119166849	0.005966849	-0.000133151	0.335566849	0.377627467	0.000972533
143.8951	0.1623	0.049	0.0429	0.3798	0.043046133	0.119253867	0.005953867	-0.000146133	0.336753867	0.377720011	0.002079989
143.915	0.1627	0.049	0.0429	0.3806	0.043058921	0.119641079	0.005941079	-0.000158921	0.337541079	0.377811181	0.002788819
143.9359	0.163	0.0491	0.043	0.3809	0.043072352	0.119927648	0.006027648	-7.23517E-05	0.337827648	0.377906932	0.002993068
143.9553	0.1632	0.0491	0.043	0.3802	0.043084819	0.120115181	0.006015181	-8.48186E-05	0.337115181	0.377995811	0.002204189
143.9757	0.163	0.0491	0.043	0.3787	0.043097928	0.119902072	0.006002072	-9.79282E-05	0.335602072	0.378089272	0.000610728
143.9968	0.1629	0.0492	0.0431	0.3769	0.043111488	0.119788512	0.006088512	-1.14876E-05	0.333788512	0.37818594	-0.00128594
144.0174	0.1632	0.0492	0.0431	0.3771	0.043124726	0.120075274	0.006075274	-2.47257E-05	0.333975274	0.378280316	-0.001180316
144.0368	0.1633	0.0492	0.0431	0.3784	0.043137193	0.120162807	0.006062807	-3.71926E-05	0.335262807	0.378369196	3.08045E-05
144.0591	0.1637	0.0492	0.0431	0.3795	0.043151523	0.120548477	0.006048477	-5.15232E-05	0.336348477	0.378471361	0.001028639
144.0788	0.1641	0.0493	0.0431	0.3806	0.043164183	0.120935817	0.006135817	-6.41829E-05	0.337435817	0.378561614	0.002038386
144.0979	0.1639	0.0493	0.0432	0.3815	0.043176457	0.120723543	0.006123543	2.35429E-05	0.338323543	0.378649119	0.002850881
144.1217	0.1638	0.0493	0.0432	0.3818	0.043191752	0.120608248	0.006108248	8.24842E-06	0.338608248	0.378758156	0.003041844
144.1393	0.1636	0.0493	0.0432	0.3815	0.043203062	0.120396938	0.006096938	-3.0618E-06	0.338296938	0.378838789	0.002661211
144.1595	0.1636	0.0493	0.0432	0.3807	0.043216043	0.120383957	0.006083957	-1.60428E-05	0.337483957	0.378931333	0.001768667
144.1794	0.1639	0.0494	0.0433	0.3798	0.043228831	0.120671169	0.006171169	7.11689E-05	0.336571169	0.379022503	0.000777497
144.2003	0.1639	0.0494	0.0433	0.3792	0.043242262	0.120657738	0.006157738	5.7738E-05	0.335957738	0.379118254	8.17456E-05
144.2204	0.1637	0.0494	0.0433	0.3791	0.043255179	0.120444821	0.006144821	4.48212E-05	0.335844821	0.379210341	-0.000110341
144.2405	0.1637	0.0494	0.0433	0.3794	0.043268096	0.120431904	0.006131904	3.19044E-05	0.336131904	0.379302427	9.75733E-05
144.2612	0.1638	0.0494	0.0433	0.3803	0.043281398	0.120518602	0.006118602	1.86021E-05	0.337018602	0.379397262	0.000902738
144.282	0.1639	0.0494	0.0433	0.3816	0.043294765	0.120605235	0.006105235	5.23547E-06	0.338305235	0.379492555	0.002107445
144.3051	0.1642	0.0495	0.0433	0.3827	0.043309609	0.120890391	0.006190391	-9.60919E-06	0.339390391	0.379598385	0.003101615
144.3235	0.1646	0.0495	0.0433	0.3834	0.043321434	0.121278566	0.006178566	-2.14335E-05	0.340078566	0.379682683	0.003717317
144.342	0.1645	0.0495	0.0434	0.3835	0.043333322	0.121166678	0.006166678	6.66779E-05	0.340166678	0.379767439	0.003732561
144.3629	0.1644	0.0495	0.0434	0.3829	0.043346753	0.121053247	0.006153247	5.3247E-05	0.339553247	0.37986319	0.00303681
144.3849	0.1645	0.0495	0.0434	0.3817	0.043360891	0.121139109	0.006139109	3.91093E-05	0.338339109	0.379963981	0.001736019
144.4059	0.1645	0.0495	0.0434	0.3808	0.043374386	0.121125614	0.006125614	2.56141E-05	0.337425614	0.38006019	0.00073981
144.4268	0.1647	0.0495	0.0434	0.3803	0.043387817	0.121312183	0.006112183	1.21832E-05	0.336912183	0.380155942	0.000144058
144.4468	0.1648	0.0495	0.0434	0.3802	0.043400669	0.121399331	0.006099331	-6.69297E-07	0.336799331	0.38024757	-4.75695E-05
144.4672	0.165	0.0496	0.0434	0.381	0.043413779	0.121586221	0.006186221	-1.37789E-05	0.337586221	0.38034103	0.00065897
144.4866	0.165	0.0496	0.0434	0.3819	0.043426246	0.121573754	0.006173754	-2.62458E-05	0.338473754	0.380429909	0.001470091
144.5075	0.165	0.0496	0.0434	0.3828	0.043439677	0.121560323	0.006160323	-3.96767E-05	0.339360323	0.380525661	0.002274339
144.5271	0.1651	0.0496	0.0435	0.3836	0.043452272	0.121647728	0.006147728	4.77278E-05	0.340147728	0.380615456	0.002984544
144.5478	0.1655	0.0496	0.0435	0.3843	0.043465575	0.122034425	0.006134425	3.44255E-05	0.340834425	0.380710291	0.003589709
144.5688	0.1658	0.0496	0.0435	0.3838	0.04347907	0.12232093	0.00612093	2.09303E-05	0.34032093	0.3808065	0.0029935
144.59	0.1661	0.0497	0.0435	0.3821	0.043492693	0.122607307	0.006207307	7.30666E-06	0.338607307	0.380903626	0.001196374
144.6079	0.1663	0.0497	0.0435	0.3809	0.043504196	0.122795804	0.006195804	-4.19635E-06	0.337395804	0.380985633	-8.56331E-05
144.628	0.1665	0.0497	0.0435	0.3802	0.043517113	0.122982887	0.006182887	-1.71131E-05	0.336682887	0.381077719	-0.000877719
144.6498	0.1665	0.0497	0.0435	0.3804	0.043531122	0.122968878	0.006168878	-3.11224E-05	0.336868878	0.381177594	-0.000777594
144.6703	0.1669	0.0497	0.0435	0.3809	0.043544296	0.123355704	0.006155704	-4.42962E-05	0.337355704	0.381271512	-0.000371512
144.6908	0.1669	0.0497	0.0436	0.3821	0.04355747	0.12334253	0.00614253	4.253E-05	0.33854253	0.381365431	0.000734569
144.711	0.1669	0.0498	0.0436	0.3837	0.043570451	0.123329549	0.006229549	2.95489E-05	0.340129549	0.381457975	0.002242025
144.7328	0.1664	0.0498	0.0436	0.3849	0.04358446	0.12281554	0.00621554	1.55397E-05	0.34131554	0.38155785	0.00334215
144.7497	0.1665	0.0498	0.0436	0.3856	0.043595321	0.122904679	0.006204679	4.67929E-06	0.342004679	0.381635276	0.003964724
144.7696	0.1665	0.0498	0.0436	0.3855	0.043608109	0.122891891	0.006191891	-8.10897E-06	0.341891891	0.381726445	0.003773555
144.7897	0.166	0.0498	0.0436	0.3842	0.043621026	0.122378974	0.006178974	-2.10258E-05	0.340578974	0.381818532	0.002381468
144.8118	0.1663	0.0498	0.0437	0.3828	0.043635228	0.122664772	0.006164772	6.47722E-05	0.339164772	0.381919781	0.000880219
144.8336	0.1665	0.0498	0.0437	0.3821	0.043649237	0.122850763	0.006150763	5.0763E-05	0.338450763	0.382019655	8.0345E-05
144.8538	0.1672	0.0499	0.0437	0.3823	0.043662218	0.123537782	0.006237782	3.77819E-05	0.338637782	0.382112199	0.000187801
144.8725	0.1678	0.0499	0.0437	0.3832	0.043674235	0.124125765	0.006225765	2.57648E-05	0.339525765	0.382197872	0.001002128
144.8939	0.1668	0.0499	0.0437	0.3852	0.043687987	0.123112013	0.006212013	1.20126E-05	0.341512013	0.382295913	0.002904087
144.9137	0.167	0.0499	0.0437	0.3866	0.043700711	0.123299289	0.006199289	-7.11376E-07	0.342899289	0.382386625	0.004213375
144.9341	0.1675	0.0499	0.0437	0.3869	0.043713821	0.123786179	0.006186179	-1.38209E-05	0.343186179	0.382480086	0.004419914
144.9549	0.1673	0.0499	0.0437	0.3866	0.043727188	0.123572812	0.006172812	-2.71876E-05	0.342872812	0.382575379	0.004024621
144.9768	0.1672	0.0499	0.0437	0.3844	0.043741261	0.123458739	0.006158739	-4.12611E-05	0.340658739	0.382675712	0.001724288
144.9968	0.1673	0.0499	0.0438	0.3834	0.043754114	0.123545886	0.006145886	4.58864E-05	0.339645886	0.38276734	0.00063266
145.0155	0.1671	0.0499	0.0438	0.3832	0.043766131	0.123333869	0.006133869	3.38693E-05	0.339433869	0.382853012	0.000346988
145.0361	0.1674	0.0499	0.0438	0.383	0.043779369	0.123620631	0.006120631	2.06312E-05	0.339220631	0.382947389	5.26115E-05
145.0563	0.1676	0.0499	0.0438	0.3837	0.04379235	0.12380765	0.00610765	7.65016E-06	0.33990765	0.383039933	0.000660067
145.0763	0.1675	0.05	0.0438	0.3848	0.043805202	0.123694798	0.006194798	-5.20236E-06	0.340994798	0.383131561	0.001668439
145.0975	0.1675	0.05	0.0438	0.3862	0.043818826	0.123681174	0.006181174	-1.8826E-05	0.342381174	0.383228687	0.002971314
145.1174	0.1679	0.05	0.0438	0.3868	0.043831614	0.124068386	0.006168386	-3.16143E-05	0.342968386	0.383319856	0.003480144
145.1359	0.1683	0.05	0.0438	0.3866	0.043843503	0.124456497	0.006156497	-4.35029E-05	0.342756497	0.383404612	0.003195388
145.1557	0.1678	0.05	0.0438	0.3865	0.043856227	0.123943773	0.006143773	-5.62269E-05	0.342643773	0.383495324	0.003004676
145.1762	0.168	0.05	0.0439	0.3855	0.043869401	0.124130599	0.006130599	3.05993E-05	0.341630599	0.383589243	0.001910757
145.1967	0.1685	0.05	0.0439	0.3838	0.043882575	0.124617425	0.006117425	1.74255E-05	0.339917425	0.383683161	0.000116839
145.2177	0.1688	0.0501	0.0439	0.3831	0.04389607	0.12490393	0.00620393	3.93032E-06	0.33920393	0.383779371	-0.000679371
145.2391	0.1687	0.0501	0.0439	0.3844	0.043909822	0.124790178	0.006190178	-9.82188E-06	0.340490178	0.383877413	0.000522587
145.2588	0.1684	0.0501	0.044	0.3859	0.043922482	0.124477518	0.006177518	7.75184E-05	0.341977518	0.383967666	0.001932334
145.2784	0.1683	0.0501	0.0439	0.387	0.043935077	0.124364923	0.006164923	-3.50771E-05	0.343064923	0.384057462	0.002942538
145.2992	0.1684	0.0501	0.044	0.3879	0.043948444	0.124451556	0.006151556	5.15563E-05	0.343951556	0.384152755	0.003747245
145.319	0.1687	0.0501	0.044	0.3882	0.043961168	0.124738832	0.006138832	3.88323E-05	0.344238832	0.384243467	0.003956533
145.3445	0.1687	0.0502	0.044	0.3884	0.043977555	0.124722445	0.006222445	2.24453E-05	0.344422445	0.384360292	0.004039708
145.3637	0.1691	0.0502	0.044	0.3878	0.043989893	0.125110107	0.006210107	1.01069E-05	0.343810107	0.384448255	0.003351745
145.383	0.1691	0.0502	0.044	0.3864	0.044002296	0.125097704	0.006197704	-2.29576E-06	0.342397704	0.384536676	0.001863324
145.4016	0.1692	0.0502	0.044	0.3851	0.044014249	0.125185751	0.006185751	-1.42486E-05	0.341085751	0.38462189	0.00047811
145.4237	0.169	0.0502	0.044	0.3852	0.044028451	0.124971549	0.006171549	-2.84506E-05	0.341171549	0.384723139	0.000476861
145.4425	0.1688	0.0502	0.044	0.3859	0.044040532	0.124759468	0.006159468	-4.0532E-05	0.341859468	0.38480927	0.001090731
145.4642	0.1686	0.0502	0.044	0.3876	0.044054477	0.124545523	0.006145523	-5.4477E-05	0.343545523	0.384908686	0.002691314
145.4848	0.1683	0.0502	0.044	0.3889	0.044067715	0.124232285	0.006132285	-6.77151E-05	0.344832285	0.385003063	0.003896937
145.5063	0.1683	0.0502	0.044	0.3898	0.044081532	0.124218468	0.006118468	-8.15315E-05	0.345718468	0.385101563	0.004698437
145.5246	0.1683	0.0502	0.0441	0.3897	0.044093292	0.124206708	0.006106708	6.7084E-06	0.345606708	0.385185402	0.004514598
145.545	0.168	0.0502	0.044	0.3888	0.044106401	0.123893599	0.006093599	-0.000106401	0.344693599	0.385278863	0.003521137
145.5652	0.1679	0.0502	0.044	0.3877	0.044119382	0.123780618	0.006080618	-0.000119382	0.343580618	0.385371407	0.002328593
145.586	0.1682	0.0502	0.044	0.3865	0.044132749	0.124067251	0.006067251	-0.000132749	0.342367251	0.3854667	0.0010333
145.6059	0.1684	0.0502	0.044	0.3862	0.044145537	0.124254463	0.006054463	-0.000145537	0.342054463	0.38555787	0.00064213
145.6268	0.1684	0.0502	0.044	0.3867	0.044158968	0.124241032	0.006041032	-0.000158968	0.342541032	0.385653622	0.001046378
145.6463	0.1684	0.0501	0.044	0.3881	0.044171499	0.124228501	0.005928501	-0.000171499	0.343928501	0.385742959	0.002357041
145.665	0.1683	0.0501	0.044	0.3894	0.044183516	0.124116484	0.005916484	-0.000183516	0.345216484	0.385828631	0.003571369
145.6857	0.1685	0.0501	0.044	0.3901	0.044196819	0.124303181	0.005903181	-0.000196819	0.345903181	0.385923466	0.004176534
145.7056	0.1686	0.0501	0.044	0.3907	0.044209607	0.124390393	0.005890393	-0.000209607	0.346490393	0.386014636	0.004685364
145.7261	0.1688	0.0501	0.0439	0.391	0.044222781	0.124577219	0.005877219	-0.000322781	0.346777219	0.386108555	0.004891445
145.7476	0.169	0.0501	0.0439	0.3909	0.044236597	0.124763403	0.005863403	-0.000336597	0.346663403	0.386207055	0.004692945
145.7678	0.1692	0.0501	0.0439	0.3904	0.044249578	0.124950422	0.005850422	-0.000349578	0.346150422	0.386299599	0.004100401
145.7882	0.1692	0.05	0.0438	0.3898	0.044262688	0.124937312	0.005737312	-0.000462688	0.345537312	0.386393059	0.003406941
145.8069	0.1691	0.05	0.0438	0.3881	0.044274705	0.124825295	0.005725295	-0.000474705	0.343825295	0.386478732	0.001621268
145.8281	0.1693	0.05	0.0438	0.3865	0.044288329	0.125011671	0.005711671	-0.000488329	0.342211671	0.386575857	-7.58573E-05
145.8479	0.1697	0.0499	0.0437	0.3866	0.044301053	0.125398947	0.005598947	-0.000601053	0.342298947	0.386666569	-6.65691E-05
145.8681	0.1697	0.0499	0.0436	0.3873	0.044314034	0.125385966	0.005585966	-0.000714034	0.342985966	0.386759113	0.000540887
145.8881	0.1699	0.0498	0.0435	0.3888	0.044326886	0.125573114	0.005473114	-0.000826886	0.344473114	0.386850741	0.001949259
145.9086	0.1702	0.0497	0.0434	0.3898	0.04434006	0.12585994	0.00535994	-0.00094006	0.34545994	0.38694466	0.00285534
145.9273	0.1707	0.0496	0.0433	0.3906	0.044352077	0.126347923	0.005247923	-0.001052077	0.346247923	0.387030332	0.003569668
145.9497	0.1712	0.0496	0.0432	0.3906	0.044366472	0.126833528	0.005233528	-0.001166472	0.346233528	0.387132956	0.003467044
145.9672	0.1716	0.0495	0.0431	0.3896	0.044377718	0.127222282	0.005122282	-0.001277718	0.345222282	0.38721313	0.00238687
145.9876	0.172	0.0493	0.0429	0.3881	0.044390827	0.127609173	0.004909173	-0.001490827	0.343709173	0.387306591	0.000793409
146.0092	0.1722	0.0492	0.0428	0.3877	0.044404708	0.127795292	0.004795292	-0.001604708	0.343295292	0.387405549	0.000294451
146.03	0.1724	0.049	0.0426	0.3879	0.044418075	0.127981925	0.004581925	-0.001818075	0.343481925	0.387500842	0.000399158
146.0499	0.1729	0.0488	0.0424	0.3877	0.044430863	0.128469137	0.004369137	-0.002030863	0.343269137	0.387592012	0.000107988
146.0697	0.1735	0.0487	0.0422	0.3881	0.044443587	0.129056413	0.004256413	-0.002243587	0.343656413	0.387682724	0.000417276
146.0902	0.1744	0.0484	0.042	0.3892	0.044456761	0.129943239	0.003943239	-0.002456761	0.344743239	0.387776642	0.001423358
146.1103	0.1751	0.0482	0.0416	0.3904	0.044469678	0.130630322	0.003730322	-0.002869678	0.345930322	0.387868728	0.002531272
146.1314	0.1755	0.0479	0.0413	0.3919	0.044483237	0.131016763	0.003416763	-0.003183237	0.347416763	0.387965396	0.003934604
146.1523	0.1757	0.0475	0.041	0.3926	0.044496668	0.131203332	0.003003332	-0.003496668	0.348103332	0.388061147	0.004538853
146.1724	0.1758	0.0471	0.0406	0.3924	0.044509585	0.131290415	0.002590415	-0.003909585	0.347890415	0.388153233	0.004246767
146.1919	0.176	0.0468	0.0402	0.3915	0.044522116	0.131477884	0.002277884	-0.004322116	0.346977884	0.388242571	0.003257429
146.2128	0.1767	0.0464	0.0398	0.3901	0.044535547	0.132164453	0.001864453	-0.004735547	0.345564453	0.388338322	0.001761678
146.2314	0.1771	0.046	0.0393	0.3895	0.0445475	0.1325525	0.0014525	-0.0052475	0.3449525	0.388423536	0.001076464
146.2527	0.1779	0.0455	0.0388	0.3896	0.044561188	0.133338812	0.000938812	-0.005761188	0.345038812	0.38852112	0.00107888
146.2733	0.1786	0.0449	0.0383	0.3908	0.044574426	0.134025574	0.000325574	-0.006274426	0.346225574	0.388615497	0.002184503
146.2936	0.1795	0.0444	0.0377	0.392	0.044587471	0.134912529	-0.000187471	-0.006887471	0.347412529	0.388708499	0.003291501
146.3163	0.1803	0.0438	0.0371	0.3926	0.044602059	0.135697941	-0.000802059	-0.007502059	0.347997941	0.388812497	0.003787503
