x	Ch0	Ch1	Ch3	Ch4	f	Ch0_b	Ch1_b	Ch3_b	Ch4_b	f-4	Ch4_b1
151.0392	0.1821	0.0544	0.0478	0.412	0.047637117	0.134462883	0.006762883	0.000162883	0.364362883	0.410449991	0.001550009
151.0601	0.182	0.0544	0.0479	0.4129	0.047650548	0.134349452	0.006749452	0.000249452	0.365249452	0.410545742	0.002354258
151.08	0.1821	0.0545	0.0479	0.4137	0.047663336	0.134436664	0.006836664	0.000236664	0.366036664	0.410636912	0.003063088
151.0996	0.1816	0.0545	0.0479	0.4144	0.047675932	0.133924068	0.006824068	0.000224068	0.366724068	0.410726707	0.003673293
151.1214	0.1812	0.0544	0.0479	0.4142	0.047689941	0.133510059	0.006710059	0.000210059	0.366510059	0.410826582	0.003373418
151.1409	0.1819	0.0545	0.0479	0.4127	0.047702472	0.134197528	0.006797528	0.000197528	0.364997528	0.410915919	0.001784081
151.1607	0.1817	0.0545	0.0479	0.411	0.047715196	0.133984804	0.006784804	0.000184804	0.363284804	0.411006631	-6.63098E-06
151.1819	0.1817	0.0545	0.0479	0.4104	0.04772882	0.13397118	0.00677118	0.00017118	0.36267118	0.411103757	-0.000703757
151.2003	0.1818	0.0545	0.048	0.4106	0.047740644	0.134059356	0.006759356	0.000259356	0.362859356	0.411188054	-0.000588054
151.2205	0.1813	0.0545	0.048	0.4113	0.047753625	0.133546375	0.006746375	0.000246375	0.363546375	0.411280599	1.94013E-05
151.2409	0.1814	0.0545	0.048	0.4125	0.047766735	0.133633265	0.006733265	0.000233265	0.364733265	0.411374059	0.001125941
151.2618	0.1816	0.0545	0.048	0.4134	0.047780165	0.133819835	0.006719835	0.000219835	0.365619835	0.411469811	0.001930189
151.2821	0.1817	0.0546	0.048	0.4141	0.047793211	0.133906789	0.006806789	0.000206789	0.366306789	0.411562813	0.002537187
151.3037	0.1817	0.0546	0.048	0.4145	0.047807092	0.133892908	0.006792908	0.000192908	0.366692908	0.411661771	0.002838229
151.3242	0.1816	0.0546	0.048	0.4142	0.047820265	0.133779735	0.006779735	0.000179735	0.366379735	0.41175569	0.00244431
151.3422	0.1816	0.0546	0.048	0.413	0.047831833	0.133768167	0.006768167	0.000168167	0.365168167	0.411838155	0.001161845
151.3632	0.1818	0.0546	0.048	0.4112	0.047845328	0.133954672	0.006754672	0.000154672	0.363354672	0.411934364	-0.000734364
151.3826	0.1818	0.0546	0.048	0.4101	0.047857795	0.133942205	0.006742205	0.000142205	0.362242205	0.412023244	-0.001923244
151.404	0.1819	0.0546	0.0481	0.4097	0.047871547	0.134028453	0.006728453	0.000228453	0.361828453	0.412121286	-0.002421286
151.4261	0.1816	0.0546	0.0481	0.4102	0.047885749	0.133714251	0.006714251	0.000214251	0.362314251	0.412222535	-0.002022535
151.4459	0.1819	0.0546	0.048	0.4117	0.047898473	0.134001527	0.006701527	0.000101527	0.363801527	0.412313246	-0.000613246
151.4641	0.1817	0.0546	0.048	0.4121	0.047910169	0.133789831	0.006689831	8.98313E-05	0.364189831	0.412396628	-0.000296628
151.4843	0.1819	0.0546	0.0481	0.4138	0.04792315	0.13397685	0.00667685	0.00017685	0.36587685	0.412489172	0.001310828
151.5031	0.1818	0.0546	0.048	0.4152	0.047935231	0.133864769	0.006664769	6.47689E-05	0.367264769	0.412575302	0.002624698
151.5241	0.1818	0.0546	0.048	0.4153	0.047948726	0.133851274	0.006651274	5.12737E-05	0.367351274	0.412671512	0.002628488
151.5449	0.1817	0.0546	0.048	0.4147	0.047962093	0.133737907	0.006637907	3.79071E-05	0.366737907	0.412766805	0.001933195
151.565	0.1816	0.0546	0.048	0.4133	0.04797501	0.13362499	0.00662499	2.49903E-05	0.36532499	0.412858891	0.000441109
151.5867	0.1817	0.0546	0.048	0.412	0.047988955	0.133711045	0.006611045	1.10453E-05	0.364011045	0.412958307	-0.000958307
151.6038	0.1817	0.0546	0.048	0.4115	0.047999944	0.133700056	0.006600056	5.64212E-08	0.363500056	0.413036649	-0.001536649
151.6256	0.1814	0.0545	0.048	0.4122	0.048013953	0.133386047	0.006486047	-1.39528E-05	0.364186047	0.413136524	-0.000936524
151.6466	0.1812	0.0545	0.048	0.4132	0.048027448	0.133172552	0.006472552	-2.7448E-05	0.365172552	0.413232733	-3.27332E-05
151.6656	0.1813	0.0545	0.048	0.4144	0.048039658	0.133260342	0.006460342	-3.96579E-05	0.366360342	0.41331978	0.00108022
151.6878	0.1813	0.0545	0.048	0.4155	0.048053924	0.133246076	0.006446076	-5.39242E-05	0.367446076	0.413421487	0.002078513
151.7077	0.1814	0.0544	0.0479	0.4163	0.048066712	0.133333288	0.006333288	-0.000166712	0.368233288	0.413512657	0.002787343
151.7257	0.1814	0.0544	0.0479	0.4165	0.04807828	0.13332172	0.00632172	-0.00017828	0.36842172	0.413595122	0.002904878
151.7476	0.1811	0.0544	0.0479	0.4161	0.048092353	0.133007647	0.006307647	-0.000192353	0.368007647	0.413695455	0.002404545
151.7687	0.1809	0.0543	0.0478	0.4149	0.048105913	0.132794087	0.006194087	-0.000305913	0.366794087	0.413792122	0.001107878
151.7889	0.1807	0.0542	0.0477	0.4136	0.048118894	0.132581106	0.006081106	-0.000418894	0.365481106	0.413884666	-0.000284666
151.8109	0.1806	0.0542	0.0477	0.4124	0.048133031	0.132466969	0.006066969	-0.000433031	0.364266969	0.413985457	-0.001585457
151.8298	0.1805	0.0541	0.0476	0.4124	0.048145177	0.132354823	0.005954823	-0.000545177	0.364254823	0.414072046	-0.001672046
151.8507	0.1805	0.054	0.0475	0.4132	0.048158608	0.132341392	0.005841392	-0.000658608	0.365041392	0.414167797	-0.000967797
151.8687	0.1805	0.0539	0.0474	0.4141	0.048170175	0.132329825	0.005729825	-0.000770175	0.365929825	0.414250262	-0.000150262
151.8879	0.1802	0.0538	0.0473	0.4149	0.048182514	0.132017486	0.005617486	-0.000882514	0.366717486	0.414338225	0.000561775
151.9091	0.1792	0.0536	0.0472	0.4158	0.048196137	0.131003863	0.005403863	-0.000996137	0.367603863	0.414435351	0.001364649
151.931	0.1792	0.0535	0.047	0.4167	0.048210211	0.130989789	0.005289789	-0.001210211	0.368489789	0.414535683	0.002164317
151.951	0.1791	0.0533	0.0469	0.4171	0.048223063	0.130876937	0.005076937	-0.001323063	0.368876937	0.414627311	0.002472689
151.9717	0.1788	0.0532	0.0467	0.4167	0.048236366	0.130563634	0.004963634	-0.001536366	0.368463634	0.414722146	0.001977854
151.9909	0.1787	0.053	0.0465	0.4163	0.048248704	0.130451296	0.004751296	-0.001748704	0.368051296	0.414810109	0.001489891
152.0108	0.1784	0.0528	0.0463	0.4151	0.048261492	0.130138508	0.004538508	-0.001961492	0.366838508	0.414901279	0.000198721
152.0359	0.1781	0.0525	0.0461	0.4138	0.048277622	0.129822378	0.004222378	-0.002177622	0.365522378	0.415016272	-0.001216272
152.0581	0.1775	0.0522	0.0458	0.4125	0.048291889	0.129208111	0.003908111	-0.002491889	0.364208111	0.415117979	-0.002617979
152.0777	0.1771	0.0519	0.0455	0.4119	0.048304484	0.128795516	0.003595516	-0.002804484	0.363595516	0.415207775	-0.003307775
152.0976	0.1774	0.0515	0.0451	0.4123	0.048317272	0.129082728	0.003182728	-0.003217272	0.363982728	0.415298945	-0.002998945
152.119	0.1764	0.0511	0.0448	0.4134	0.048331024	0.128068976	0.002768976	-0.003531024	0.365068976	0.415396987	-0.001996987
152.1367	0.1755	0.0508	0.0444	0.4143	0.048342399	0.127157601	0.002457601	-0.003942399	0.365957601	0.415478077	-0.001178077
152.1554	0.1746	0.0504	0.044	0.4146	0.048354416	0.126245584	0.002045584	-0.004354416	0.366245584	0.41556375	-0.00096375
152.1756	0.1739	0.05	0.0437	0.4154	0.048367397	0.125532603	0.001632603	-0.004667397	0.367032603	0.415656294	-0.000256294
152.1972	0.1732	0.0496	0.0432	0.416	0.048381278	0.124818722	0.001218722	-0.005181278	0.367618722	0.415755252	0.000244748
152.2165	0.1722	0.0491	0.0427	0.4161	0.048393681	0.123806319	0.000706319	-0.005693681	0.367706319	0.415843673	0.000256327
152.2383	0.1709	0.0484	0.0421	0.4157	0.04840769	0.12249231	-7.68978E-06	-0.00630769	0.36729231	0.415943548	-0.000243548
152.2582	0.1695	0.0478	0.0414	0.4147	0.048420478	0.121079522	-0.000620478	-0.007020478	0.366279522	0.416034717	-0.001334717
152.2782	0.1682	0.0471	0.0408	0.4141	0.048433331	0.119766669	-0.001333331	-0.007633331	0.365666669	0.416126345	-0.002026345
152.298	0.167	0.0463	0.0401	0.4133	0.048446055	0.118553945	-0.002146055	-0.008346055	0.364853945	0.416217057	-0.002917057
152.3197	0.1654	0.0455	0.0393	0.412	0.04846	0.11694	-0.00296	-0.00916	0.36354	0.416316474	-0.004316474
152.3401	0.1637	0.0447	0.0385	0.4121	0.048473109	0.115226891	-0.003773109	-0.009973109	0.363626891	0.416409934	-0.004309934
152.3606	0.162	0.0438	0.0377	0.4127	0.048486283	0.113513717	-0.004686283	-0.010786283	0.364213717	0.416503853	-0.003803853
152.3779	0.1605	0.043	0.037	0.4136	0.0484974	0.1120026	-0.0054974	-0.0114974	0.3651026	0.416583111	-0.002983111
152.3992	0.1583	0.0421	0.0362	0.415	0.048511088	0.109788912	-0.006411088	-0.012311088	0.366488912	0.416680695	-0.001680695
152.4198	0.1559	0.041	0.0352	0.4161	0.048524326	0.107375674	-0.007524326	-0.013324326	0.367575674	0.416775072	-0.000675072
152.4393	0.1532	0.0398	0.0341	0.4169	0.048536858	0.104663142	-0.008736858	-0.014436858	0.368363142	0.416864409	3.5591E-05
152.4615	0.1504	0.0387	0.0331	0.4164	0.048551124	0.101848876	-0.009851124	-0.015451124	0.367848876	0.416966116	-0.000566116
152.4828	0.1476	0.0375	0.032	0.415	0.048564812	0.099035188	-0.011064812	-0.016564812	0.366435188	0.4170637	-0.0020637
152.5029	0.1447	0.0363	0.0309	0.4136	0.048577729	0.096122271	-0.012277729	-0.017677729	0.365022271	0.417155786	-0.003555786
152.5208	0.1419	0.0352	0.0299	0.4127	0.048589232	0.093310768	-0.013389232	-0.018689232	0.364110768	0.417237793	-0.004537793
152.5399	0.1392	0.0341	0.0289	0.4127	0.048601506	0.090598494	-0.014501506	-0.019701506	0.364098494	0.417325298	-0.004625298
152.5602	0.1362	0.0329	0.0278	0.4134	0.048614551	0.087585449	-0.015714551	-0.020814551	0.364785449	0.4174183	-0.0040183
152.5812	0.1328	0.0316	0.0266	0.4143	0.048628046	0.084171954	-0.017028046	-0.022028046	0.365671954	0.41751451	-0.00321451
152.6022	0.1294	0.0303	0.0254	0.4153	0.048641541	0.080758459	-0.018341541	-0.023241541	0.366658459	0.417610719	-0.002310719
152.623	0.1259	0.029	0.0242	0.416	0.048654908	0.077245092	-0.019654908	-0.024454908	0.367345092	0.417706012	-0.001706012
152.6459	0.1227	0.0278	0.0232	0.4164	0.048669624	0.074030376	-0.020869624	-0.025469624	0.367730376	0.417810926	-0.001410926
152.6673	0.1187	0.0264	0.0219	0.4166	0.048683376	0.070016624	-0.022283376	-0.026783376	0.367916624	0.417908968	-0.001308968
152.6888	0.1147	0.025	0.0207	0.4162	0.048697193	0.066002807	-0.023697193	-0.027997193	0.367502807	0.418007468	-0.001807468
152.7084	0.1107	0.0236	0.0195	0.4152	0.048709788	0.061990212	-0.025109788	-0.029209788	0.366490212	0.418097264	-0.002897264
152.7293	0.1068	0.0223	0.0183	0.4133	0.048723219	0.058076781	-0.026423219	-0.030423219	0.364576781	0.418193015	-0.004893015
152.7502	0.1029	0.0211	0.0172	0.412	0.04873665	0.05416335	-0.02763665	-0.03153665	0.36326335	0.418288766	-0.006288766
152.7712	0.0989	0.0198	0.0161	0.4115	0.048750145	0.050149855	-0.028950145	-0.032650145	0.362749855	0.418384976	-0.006884976
152.7901	0.0953	0.0187	0.0151	0.4117	0.048762291	0.046537709	-0.030062291	-0.033662291	0.362937709	0.418471564	-0.006771564
152.8107	0.0914	0.0176	0.0141	0.4123	0.048775529	0.042624471	-0.031175529	-0.034675529	0.363524471	0.418565941	-0.006265941
152.8323	0.0879	0.0166	0.0132	0.4129	0.04878941	0.03911059	-0.03218941	-0.03558941	0.36411059	0.418664899	-0.005764899
152.8515	0.0841	0.0155	0.0122	0.4142	0.048801748	0.035298252	-0.033301748	-0.036601748	0.365398252	0.418752862	-0.004552862
152.8726	0.0806	0.0145	0.0114	0.415	0.048815307	0.031784693	-0.034315307	-0.037415307	0.366184693	0.41884953	-0.00384953
152.8934	0.0771	0.0135	0.0105	0.4155	0.048828674	0.028271326	-0.035328674	-0.038328674	0.366671326	0.418944823	-0.003444823
152.9118	0.0736	0.0125	0.0097	0.4151	0.048840498	0.024759502	-0.036340498	-0.039140498	0.366259502	0.419029121	-0.003929121
152.9333	0.0701	0.0116	0.0089	0.4144	0.048854315	0.021245685	-0.037254315	-0.039954315	0.365545685	0.419127621	-0.004727621
152.9541	0.0665	0.0107	0.0081	0.4128	0.048867681	0.017632319	-0.038167681	-0.040767681	0.363932319	0.419222914	-0.006422914
152.9729	0.0635	0.0099	0.0074	0.4118	0.048879763	0.014620237	-0.038979763	-0.041479763	0.362920237	0.419309044	-0.007509044
152.9939	0.0607	0.0092	0.0068	0.4112	0.048893258	0.011806742	-0.039693258	-0.042093258	0.362306742	0.419405253	-0.008205253
153.0138	0.058	0.0085	0.0062	0.4114	0.048906046	0.009093954	-0.040406046	-0.042706046	0.362493954	0.419496423	-0.008096423
153.0348	0.0552	0.0078	0.0057	0.4124	0.048919541	0.006280459	-0.041119541	-0.043219541	0.363480459	0.419592633	-0.007192633
153.0535	0.0528	0.0072	0.0052	0.4137	0.048931558	0.003868442	-0.041731558	-0.043731558	0.364768442	0.419678305	-0.005978305
153.0732	0.0507	0.0067	0.0047	0.4144	0.048944218	0.001755782	-0.042244218	-0.044244218	0.365455782	0.419768558	-0.005368558
153.095	0.0487	0.0061	0.0042	0.4151	0.048958227	-0.000258227	-0.042858227	-0.044758227	0.366141773	0.419868433	-0.004768433
153.1157	0.0465	0.0056	0.0038	0.4158	0.04897153	-0.00247153	-0.04337153	-0.04517153	0.36682847	0.419963268	-0.004163268
153.1369	0.0446	0.0051	0.0034	0.4156	0.048985153	-0.004385153	-0.043885153	-0.045585153	0.366614847	0.420060394	-0.004460394
153.1562	0.0428	0.0047	0.003	0.4142	0.048997556	-0.006197556	-0.044297556	-0.045997556	0.365202444	0.420148815	-0.005948815
153.1746	0.0412	0.0043	0.0027	0.4129	0.04900938	-0.00780938	-0.04470938	-0.04630938	0.36389062	0.420233112	-0.007333112
153.1951	0.04	0.004	0.0024	0.4118	0.049022554	-0.009022554	-0.045022554	-0.046622554	0.362777446	0.420327031	-0.008527031
153.2164	0.0389	0.0037	0.0021	0.4118	0.049036242	-0.010136242	-0.045336242	-0.046936242	0.362763758	0.420424615	-0.008624615
153.2377	0.0377	0.0033	0.0018	0.4122	0.04904993	-0.01134993	-0.04574993	-0.04724993	0.36315007	0.420522199	-0.008322199
153.2607	0.0367	0.0031	0.0016	0.4126	0.049064711	-0.012364711	-0.045964711	-0.047464711	0.363535289	0.420627571	-0.008027571
153.2798	0.0358	0.0028	0.0014	0.4131	0.049076985	-0.013276985	-0.046276985	-0.047676985	0.364023015	0.420715076	-0.007615076
153.3001	0.0351	0.0026	0.0011	0.4141	0.04909003	-0.01399003	-0.04649003	-0.04799003	0.36500997	0.420808078	-0.006708078
153.319	0.0347	0.0024	0.001	0.4152	0.049102176	-0.014402176	-0.046702176	-0.048102176	0.366097824	0.420894667	-0.005694667
153.3382	0.0344	0.0023	0.0008	0.4161	0.049114514	-0.014714514	-0.046814514	-0.048314514	0.366985486	0.420982629	-0.004882629
153.3595	0.0347	0.0022	0.0007	0.4164	0.049128202	-0.014428202	-0.046928202	-0.048428202	0.367271798	0.421080213	-0.004680213
153.3795	0.0362	0.0021	0.0006	0.416	0.049141055	-0.012941055	-0.047041055	-0.048541055	0.366858945	0.421171841	-0.005171841
153.3992	0.0401	0.0021	0.0005	0.4152	0.049153714	-0.009053714	-0.047053714	-0.048653714	0.366046286	0.421262095	-0.006062095
153.4201	0.0516	0.0024	0.0004	0.4135	0.049167145	0.002432855	-0.046767145	-0.048767145	0.364332855	0.421357846	-0.007857846
153.4386	0.0969	0.004	0.0004	0.4126	0.049179034	0.047720966	-0.045179034	-0.048779034	0.363420966	0.421442602	-0.008842602
153.4579	0.1554	0.006	0.0003	0.4126	0.049191436	0.106208564	-0.043191436	-0.048891436	0.363408564	0.421531023	-0.008931023
153.4792	0.085	0.0035	0.0003	0.413	0.049205124	0.035794876	-0.045705124	-0.048905124	0.363794876	0.421628607	-0.008628607
153.499	0.066	0.0028	0.0002	0.4138	0.049217848	0.016782152	-0.046417848	-0.049017848	0.364582152	0.421719319	-0.007919319
153.5208	0.0722	0.003	0.0002	0.4149	0.049231858	0.022968142	-0.046231858	-0.049031858	0.365668142	0.421819193	-0.006919193
153.5419	0.0956	0.0038	0.0002	0.4158	0.049245417	0.046354583	-0.045445417	-0.049045417	0.366554583	0.421915861	-0.006115861
153.5631	0.1572	0.006	0.0002	0.4167	0.049259041	0.107940959	-0.043259041	-0.049059041	0.367440959	0.422012986	-0.005312986
153.5816	0.3116	0.0116	0.0003	0.4171	0.049270929	0.262329071	-0.037670929	-0.048970929	0.367829071	0.422097742	-0.004997742
153.6045	0.4649	0.0171	0.0003	0.4172	0.049285645	0.415614355	-0.032185645	-0.048985645	0.367914355	0.422202656	-0.005002656
153.6242	0.2584	0.0097	0.0003	0.4164	0.049298305	0.209101695	-0.039598305	-0.048998305	0.367101695	0.42229291	-0.00589291
153.6453	0.21	0.008	0.0004	0.4147	0.049311865	0.160688135	-0.041311865	-0.048911865	0.365388135	0.422389577	-0.007689577
153.6666	0.3822	0.0143	0.0004	0.4134	0.049325552	0.332874448	-0.035025552	-0.048925552	0.364074448	0.422487161	-0.009087161
153.6872	0.3855	0.0145	0.0005	0.4137	0.049338791	0.336161209	-0.034838791	-0.048838791	0.364361209	0.422581538	-0.008881538
153.7064	0.1891	0.0075	0.0006	0.4145	0.049351129	0.139748871	-0.041851129	-0.048751129	0.365148871	0.422669501	-0.008169501
153.7269	0.1521	0.0063	0.0007	0.4153	0.049364303	0.102735697	-0.043064303	-0.048664303	0.365935697	0.42276342	-0.00746342
153.7459	0.1605	0.0067	0.0008	0.4162	0.049376513	0.111123487	-0.042676513	-0.048576513	0.366823487	0.422850466	-0.006650466
153.7671	0.1191	0.0054	0.001	0.4171	0.049390136	0.069709864	-0.043990136	-0.048390136	0.367709864	0.422947592	-0.005847592
153.7863	0.1235	0.0057	0.0011	0.4179	0.049402475	0.074097525	-0.043702475	-0.048302475	0.368497525	0.423035555	-0.005135555
153.8065	0.18	0.0079	0.0013	0.4177	0.049415456	0.130584544	-0.041515456	-0.048115456	0.368284544	0.423128099	-0.005428099
153.8277	0.1275	0.0063	0.0015	0.417	0.04942908	0.07807092	-0.04312908	-0.04792908	0.36757092	0.423225225	-0.006225225
153.8473	0.0926	0.0052	0.0017	0.416	0.049441675	0.043158325	-0.044241675	-0.047741675	0.366558325	0.42331502	-0.00731502
153.8691	0.0876	0.0053	0.002	0.4149	0.049455684	0.038144316	-0.044155684	-0.047455684	0.365444316	0.423414895	-0.008514895
153.8885	0.0827	0.0055	0.0023	0.4144	0.049468151	0.033231849	-0.043968151	-0.047168151	0.364931849	0.423503774	-0.009103774
153.9076	0.0689	0.0053	0.0027	0.4147	0.049480425	0.019419575	-0.044180425	-0.046780425	0.365219575	0.423591279	-0.008891279
153.9275	0.0641	0.0055	0.003	0.4154	0.049493214	0.014606786	-0.043993214	-0.046493214	0.365906786	0.423682449	-0.008282449
153.9489	0.063	0.0058	0.0034	0.4158	0.049506966	0.013493034	-0.043706966	-0.046106966	0.366293034	0.42378049	-0.00798049
153.9659	0.0636	0.0062	0.0038	0.4167	0.04951789	0.01408211	-0.04331789	-0.04571789	0.36718211	0.423858374	-0.007158374
153.9865	0.065	0.0067	0.0042	0.4179	0.049531129	0.015468871	-0.042831129	-0.045331129	0.368368871	0.423952751	-0.006052751
154.0077	0.0672	0.0073	0.0047	0.419	0.049544752	0.017655248	-0.042244752	-0.044844752	0.369455248	0.424049877	-0.005049877
154.0283	0.0697	0.0079	0.0052	0.4195	0.04955799	0.02014201	-0.04165799	-0.04435799	0.36994201	0.424144254	-0.004644254
154.049	0.0724	0.0085	0.0057	0.4196	0.049571293	0.022828707	-0.041071293	-0.043871293	0.370028707	0.424239089	-0.004639089
154.0695	0.0756	0.0091	0.0062	0.4197	0.049584467	0.026015533	-0.040484467	-0.043384467	0.370115533	0.424333007	-0.004633007
154.0891	0.079	0.0098	0.0068	0.4189	0.049597062	0.029402938	-0.039797062	-0.042797062	0.369302938	0.424422803	-0.005522803
154.1088	0.0826	0.0105	0.0074	0.4181	0.049609722	0.032990278	-0.039109722	-0.042209722	0.368490278	0.424513056	-0.006413056
154.1272	0.0868	0.0113	0.0081	0.4171	0.049621546	0.037178454	-0.038321546	-0.041521546	0.367478454	0.424597354	-0.007497354
154.1494	0.0908	0.0122	0.0088	0.4167	0.049635812	0.041164188	-0.037435812	-0.040835812	0.367064188	0.424699061	-0.007999061
154.1685	0.0951	0.0131	0.0095	0.4174	0.049648086	0.045451914	-0.036548086	-0.040148086	0.367751914	0.424786566	-0.007386566
154.1895	0.0994	0.0141	0.0103	0.4185	0.049661582	0.049738418	-0.035561582	-0.039361582	0.368838418	0.424882775	-0.006382775
154.2096	0.1041	0.0151	0.0112	0.4195	0.049674498	0.054425502	-0.034574498	-0.038474498	0.369825502	0.424974861	-0.005474861
154.2284	0.1089	0.0162	0.012	0.4206	0.04968658	0.05921342	-0.03348658	-0.03768658	0.37091342	0.425060992	-0.004460992
154.2486	0.1133	0.0172	0.0129	0.4217	0.049699561	0.063600439	-0.032499561	-0.036799561	0.372000439	0.425153536	-0.003453536
154.2699	0.1181	0.0184	0.0139	0.4223	0.049713249	0.068386751	-0.031313249	-0.035813249	0.372586751	0.42525112	-0.00295112
154.2926	0.1231	0.0196	0.015	0.4222	0.049727836	0.073372164	-0.030127836	-0.034727836	0.372472164	0.425355118	-0.003155118
154.3128	0.1279	0.0208	0.0161	0.4214	0.049740817	0.078159183	-0.028940817	-0.033640817	0.371659183	0.425447662	-0.004047662
154.3335	0.1324	0.022	0.0171	0.42	0.04975412	0.08264588	-0.02775412	-0.03265412	0.37024588	0.425542497	-0.005542497
154.3541	0.1371	0.0233	0.0182	0.4191	0.049767358	0.087332642	-0.026467358	-0.031567358	0.369332642	0.425636874	-0.006536874
154.3732	0.1414	0.0246	0.0193	0.4193	0.049779632	0.091620368	-0.025179632	-0.030479632	0.369520368	0.425724378	-0.006424378
154.3951	0.1458	0.0259	0.0205	0.4203	0.049793706	0.096006294	-0.023893706	-0.029293706	0.370506294	0.425824711	-0.005524711
154.4144	0.1497	0.0271	0.0216	0.4214	0.049806108	0.099893892	-0.022706108	-0.028206108	0.371593892	0.425913132	-0.004513132
154.4366	0.1536	0.0285	0.0228	0.4226	0.049820375	0.103779625	-0.021320375	-0.027020375	0.372779625	0.426014839	-0.003414839
154.4561	0.1571	0.0297	0.0239	0.4236	0.049832906	0.107267094	-0.020132906	-0.025932906	0.373767094	0.426104177	-0.002504177
154.4783	0.1608	0.0311	0.0251	0.4237	0.049847172	0.110952828	-0.018747172	-0.024747172	0.373852828	0.426205884	-0.002505884
154.4953	0.1634	0.0323	0.0262	0.4228	0.049858097	0.113541903	-0.017558097	-0.023658097	0.372941903	0.426283767	-0.003483767
154.5176	0.1663	0.0334	0.0272	0.422	0.049872427	0.116427573	-0.016472427	-0.022672427	0.372127573	0.426385933	-0.004385933
154.5391	0.1691	0.0345	0.0283	0.4213	0.049886244	0.119213756	-0.015386244	-0.021586244	0.371413756	0.426484433	-0.005184433
154.559	0.1717	0.0357	0.0293	0.4204	0.049899032	0.121800968	-0.014199032	-0.020599032	0.370500968	0.426575603	-0.006175603
154.5803	0.1739	0.0368	0.0304	0.4204	0.04991272	0.12398728	-0.01311272	-0.01951272	0.37048728	0.426673186	-0.006273186
154.6005	0.1758	0.0379	0.0314	0.4213	0.049925701	0.125874299	-0.012025701	-0.018525701	0.371374299	0.426765731	-0.005465731
154.6199	0.1778	0.039	0.0325	0.4227	0.049938168	0.127861832	-0.010938168	-0.017438168	0.372761832	0.42685461	-0.00415461
154.6395	0.1796	0.0401	0.0334	0.4235	0.049950763	0.129649237	-0.009850763	-0.016550763	0.373549237	0.426944405	-0.003444405
154.6593	0.1807	0.041	0.0343	0.424	0.049963487	0.130736513	-0.008963487	-0.015663487	0.374036513	0.427035117	-0.003035117
154.6802	0.1815	0.0419	0.0352	0.4239	0.049976918	0.131523082	-0.008076918	-0.014776918	0.373923082	0.427130868	-0.003230868
154.6997	0.1823	0.0427	0.036	0.4236	0.049989449	0.132310551	-0.007289449	-0.013989449	0.373610551	0.427220206	-0.003620206
154.7187	0.1832	0.0435	0.0367	0.4246	0.050001659	0.133198341	-0.006501659	-0.013301659	0.374598341	0.427307252	-0.002707252
154.7416	0.1837	0.0442	0.0374	0.4254	0.050016375	0.133683625	-0.005816375	-0.012616375	0.375383625	0.427412166	-0.002012166
154.7584	0.1835	0.0448	0.0379	0.4258	0.050027172	0.133472828	-0.005227172	-0.012127172	0.375772828	0.427489134	-0.001689134
154.7792	0.183	0.0453	0.0385	0.4267	0.050040538	0.132959462	-0.004740538	-0.011540538	0.376659462	0.427584427	-0.000884427
154.7992	0.1822	0.0459	0.0391	0.4267	0.050053391	0.132146609	-0.004153391	-0.010953391	0.376646609	0.427676055	-0.000976055
154.8198	0.1826	0.0463	0.0395	0.4249	0.050066629	0.132533371	-0.003766629	-0.010566629	0.374833371	0.427770432	-0.002870432
154.8411	0.1821	0.0467	0.0399	0.4233	0.050080317	0.132019683	-0.003380317	-0.010180317	0.373219683	0.427868016	-0.004568016
154.8603	0.1827	0.047	0.0402	0.4226	0.050092655	0.132607345	-0.003092655	-0.009892655	0.372507345	0.427955978	-0.005355978
154.8818	0.1821	0.0473	0.0405	0.4234	0.050106472	0.131993528	-0.002806472	-0.009606472	0.373293528	0.428054479	-0.004654479
154.9004	0.1814	0.0475	0.0407	0.425	0.050118424	0.131281576	-0.002618424	-0.009418424	0.374881576	0.428139693	-0.003139693
154.921	0.1809	0.0477	0.0409	0.426	0.050131663	0.130768337	-0.002431663	-0.009231663	0.375868337	0.428234069	-0.002234069
154.9418	0.1804	0.0478	0.0411	0.4269	0.050145029	0.130254971	-0.002345029	-0.009045029	0.376754971	0.428329363	-0.001429363
154.9613	0.1797	0.0479	0.0412	0.4276	0.05015756	0.12954244	-0.00225756	-0.00895756	0.37744244	0.4284187	-0.0008187
154.9829	0.1788	0.0479	0.0412	0.4277	0.050171441	0.128628559	-0.002271441	-0.008971441	0.377528559	0.428517658	-0.000817658
155.005	0.1777	0.0479	0.0413	0.4266	0.050185643	0.127514357	-0.002285643	-0.008885643	0.376414357	0.428618907	-0.002018907
155.0239	0.1773	0.0478	0.0412	0.4256	0.050197789	0.127102211	-0.002397789	-0.008997789	0.375402211	0.428705495	-0.003105495
155.044	0.1766	0.0477	0.0411	0.4246	0.050210706	0.126389294	-0.002510706	-0.009110706	0.374389294	0.428797582	-0.004197582
155.0639	0.1754	0.0476	0.041	0.4239	0.050223494	0.125176506	-0.002623494	-0.009223494	0.373676506	0.428888751	-0.004988751
155.0853	0.1743	0.0473	0.0408	0.4241	0.050237246	0.124062754	-0.002937246	-0.009437246	0.373862754	0.428986793	-0.004886793
155.1046	0.1738	0.0471	0.0406	0.4249	0.050249649	0.123550351	-0.003149649	-0.009649649	0.374650351	0.429075214	-0.004175214
