x	CH0	CH1	CH3	CH4	f-4	Ch4_b	a	b	f	CH0_b	CH1_b	CH3_b
142.307	0.3081	0.035	0.0238	0.3709	0.85477561	-0.48387561			0.049205124	0.258894876	-0.014205124	0.321694876
142.3102	0.3072	0.035	0.0238	0.371	0.854796043	-0.483796043			0.049217848	0.257982152	-0.014217848	0.321782152
142.3099	0.3002	0.0347	0.0238	0.3711	0.854794127	-0.483694127			0.049231858	0.250968142	-0.014531858	0.321868142
142.3103	0.2986	0.0347	0.0238	0.3711	0.854796681	-0.483696681			0.049245417	0.249354583	-0.014545417	0.321854583
142.3111	0.2943	0.0345	0.0238	0.371	0.854801789	-0.483801789			0.049259041	0.245040959	-0.014759041	0.321740959
142.3121	0.2837	0.0342	0.0238	0.3707	0.854808175	-0.484108175			0.049270929	0.234429071	-0.015070929	0.321429071
142.3104	0.2833	0.0342	0.0238	0.3705	0.85479732	-0.48429732			0.049285645	0.234014355	-0.015085645	0.321214355
142.3124	0.2766	0.0339	0.0238	0.3706	0.85481009	-0.48421009			0.049298305	0.227301695	-0.015398305	0.321301695
142.3147	0.2678	0.0336	0.0238	0.371	0.854824776	-0.483824776			0.049311865	0.218488135	-0.015711865	0.321688135
142.3152	0.2657	0.0336	0.0239	0.371	0.854827969	-0.483827969			0.049325552	0.216374448	-0.015725552	0.321674448
142.3178	0.2614	0.0334	0.0238	0.3711	0.85484457	-0.48374457			0.049338791	0.212061209	-0.015938791	0.321761209
142.3176	0.2609	0.0334	0.0239	0.371	0.854843293	-0.483843293			0.049351129	0.211548871	-0.015951129	0.321648871
142.3198	0.2549	0.0332	0.0239	0.371	0.854857341	-0.483857341			0.049364303	0.205535697	-0.016164303	0.321635697
142.3215	0.2506	0.0331	0.0239	0.371	0.854868195	-0.483868195			0.049376513	0.201223487	-0.016276513	0.321623487
142.3205	0.2495	0.033	0.0239	0.3711	0.85486181	-0.48376181			0.049390136	0.200109864	-0.016390136	0.321709864
142.323	0.243	0.0328	0.0239	0.371	0.854877773	-0.483877773			0.049402475	0.193597525	-0.016602475	0.321597525
142.3237	0.2413	0.0327	0.0239	0.371	0.854882243	-0.483882243			0.049415456	0.191884544	-0.016715456	0.321584544
142.326	0.2312	0.0324	0.0239	0.3712	0.854896929	-0.483696929			0.04942908	0.18177092	-0.01702908	0.32177092
142.329	0.2261	0.0323	0.0239	0.3711	0.854916084	-0.483816084			0.049441675	0.176658325	-0.017141675	0.321658325
142.3296	0.2232	0.0322	0.0239	0.3712	0.854919915	-0.483719915			0.049455684	0.173744316	-0.017255684	0.321744316
142.3296	0.2262	0.0323	0.0239	0.3711	0.854919915	-0.483819915			0.049468151	0.176731849	-0.017168151	0.321631849
142.3335	0.223	0.0322	0.024	0.3712	0.854944818	-0.483744818			0.049480425	0.173519575	-0.017280425	0.321719575
142.3337	0.2217	0.0321	0.024	0.3712	0.854946095	-0.483746095			0.049493214	0.172206786	-0.017393214	0.321706786
142.3347	0.2147	0.0319	0.024	0.3712	0.85495248	-0.48375248			0.049506966	0.165193034	-0.017606966	0.321693034
142.3345	0.2092	0.0317	0.024	0.3711	0.854951203	-0.483851203			0.04951789	0.15968211	-0.01781789	0.32158211
142.3378	0.2047	0.0316	0.024	0.371	0.854972274	-0.483972274			0.049531129	0.155168871	-0.017931129	0.321468871
142.3396	0.2033	0.0315	0.024	0.3707	0.854983767	-0.484283767			0.049544752	0.153755248	-0.018044752	0.321155248
142.3388	0.2003	0.0314	0.024	0.3705	0.854978659	-0.484478659			0.04955799	0.15074201	-0.01815799	0.32094201
142.341	0.198	0.0314	0.0241	0.3703	0.854992706	-0.484692706			0.049571293	0.148428707	-0.018171293	0.320728707
142.3445	0.1986	0.0314	0.024	0.3698	0.855015055	-0.485215055			0.049584467	0.149015533	-0.018184467	0.320215533
142.3435	0.2001	0.0314	0.024	0.3699	0.855008669	-0.485108669			0.049597062	0.150502938	-0.018197062	0.320302938
142.3469	0.1995	0.0314	0.0241	0.3704	0.855030379	-0.484630379			0.049609722	0.149890278	-0.018209722	0.320790278
142.3443	0.2008	0.0314	0.024	0.3713	0.855013777	-0.483713777			0.049621546	0.151178454	-0.018221546	0.321678454
142.347	0.1962	0.0313	0.0241	0.3713	0.855031017	-0.483731017			0.049635812	0.146564188	-0.018335812	0.321664188
142.349	0.1905	0.0311	0.0241	0.3707	0.855043788	-0.484343788			0.049648086	0.140851914	-0.018548086	0.321051914
142.3471	0.1894	0.0311	0.0241	0.3702	0.855031656	-0.484831656			0.049661582	0.139738418	-0.018561582	0.320538418
142.3498	0.187	0.031	0.0241	0.3705	0.855048896	-0.484548896			0.049674498	0.137325502	-0.018674498	0.320825502
142.3506	0.1892	0.0311	0.0241	0.3712	0.855054004	-0.483854004			0.04968658	0.13951342	-0.01858658	0.32151342
142.3528	0.1858	0.031	0.0241	0.3708	0.855068052	-0.484268052			0.049699561	0.136100439	-0.018699561	0.321100439
142.355	0.1826	0.0309	0.0241	0.3707	0.855082099	-0.484382099			0.049713249	0.132886751	-0.018813249	0.320986751
142.3548	0.1813	0.0309	0.0241	0.371	0.855080822	-0.484080822			0.049727836	0.131572164	-0.018827836	0.321272164
142.3571	0.1783	0.0308	0.0242	0.3709	0.855095508	-0.484195508			0.049740817	0.128559183	-0.018940817	0.321159183
142.3591	0.1767	0.0307	0.0242	0.3711	0.855108278	-0.484008278			0.04975412	0.12694588	-0.01905412	0.32134588
142.36	0.1757	0.0307	0.0242	0.371	0.855114025	-0.484114025			0.049767358	0.125932642	-0.019067358	0.321232642
142.3616	0.1736	0.0307	0.0242	0.3707	0.855124241	-0.484424241			0.049779632	0.123820368	-0.019079632	0.320920368
142.3614	0.1698	0.0305	0.0242	0.3705	0.855122964	-0.484622964			0.049793706	0.120006294	-0.019293706	0.320706294
142.3639	0.1646	0.0304	0.0243	0.3703	0.855138927	-0.484838927			0.049806108	0.114793892	-0.019406108	0.320493892
142.3655	0.1636	0.0303	0.0243	0.3704	0.855149143	-0.484749143			0.049820375	0.113779625	-0.019520375	0.320579625
142.3653	0.1647	0.0304	0.0243	0.37	0.855147866	-0.485147866			0.049832906	0.114867094	-0.019432906	0.320167094
142.3675	0.1643	0.0304	0.0242	0.37	0.855161914	-0.485161914			0.049847172	0.114452828	-0.019447172	0.320152828
142.3689	0.1631	0.0303	0.0243	0.3698	0.855170853	-0.485370853			0.049858097	0.113241903	-0.019558097	0.319941903
142.3688	0.163	0.0303	0.0243	0.3699	0.855170214	-0.485270214			0.049872427	0.113127573	-0.019572427	0.320027573
142.3705	0.1603	0.0302	0.0243	0.37	0.855181069	-0.485181069			0.049886244	0.110413756	-0.019686244	0.320113756
142.3712	0.1603	0.0303	0.0243	0.37	0.855185539	-0.485185539			0.049899032	0.110400968	-0.019599032	0.320100968
142.3733	0.1584	0.0302	0.0243	0.3697	0.855198948	-0.485498948			0.04991272	0.10848728	-0.01971272	0.31978728
142.3753	0.1541	0.0301	0.0243	0.3695	0.855211718	-0.485711718			0.049925701	0.104174299	-0.019825701	0.319574299
142.3751	0.1515	0.03	0.0243	0.3696	0.855210441	-0.485610441			0.049938168	0.101561832	-0.019938168	0.319661832
142.3774	0.1481	0.0299	0.0244	0.369	0.855225127	-0.486225127			0.049950763	0.098149237	-0.020050763	0.319049237
142.3771	0.1484	0.0299	0.0244	0.3693	0.855223211	-0.485923211			0.049963487	0.098436513	-0.020063487	0.319336513
142.3791	0.1462	0.0299	0.0244	0.3697	0.855235982	-0.485535982			0.049976918	0.096223082	-0.020076918	0.319723082
142.3806	0.1452	0.0298	0.0244	0.3698	0.85524556	-0.48544556			0.049989449	0.095210551	-0.020189449	0.319810551
142.3822	0.1449	0.0298	0.0244	0.3701	0.855255776	-0.485155776			0.050001659	0.094898341	-0.020201659	0.320098341
142.3823	0.1448	0.0298	0.0244	0.3709	0.855256414	-0.484356414			0.050016375	0.094783625	-0.020216375	0.320883625
142.3845	0.144	0.0298	0.0245	0.3711	0.855270462	-0.484170462			0.050027172	0.093972828	-0.020227172	0.321072828
142.384	0.1439	0.0298	0.0245	0.3711	0.855267269	-0.484167269			0.050040538	0.093859462	-0.020240538	0.321059462
142.3847	0.1432	0.0298	0.0244	0.3706	0.855271739	-0.484671739			0.050053391	0.093146609	-0.020253391	0.320546609
142.3866	0.143	0.0298	0.0245	0.3704	0.855283871	-0.484883871			0.050066629	0.092933371	-0.020266629	0.320333371
142.389	0.1428	0.0298	0.0245	0.3701	0.855299195	-0.485199195			0.050080317	0.092719683	-0.020280317	0.320019683
142.3906	0.1429	0.0298	0.0245	0.3698	0.855309411	-0.485509411			0.050092655	0.092807345	-0.020292655	0.319707345
142.391	0.1428	0.0298	0.0245	0.3699	0.855311965	-0.485411965			0.050106472	0.092693528	-0.020306472	0.319793528
142.3927	0.143	0.0298	0.0245	0.3696	0.85532282	-0.48572282			0.050118424	0.092881576	-0.020318424	0.319481576
142.3943	0.1438	0.0299	0.0245	0.3693	0.855333036	-0.486033036			0.050131663	0.093668337	-0.020231663	0.319168337
142.3931	0.1447	0.0299	0.0245	0.369	0.855325374	-0.486325374			0.050145029	0.094554971	-0.020245029	0.318854971
142.3955	0.1465	0.03	0.0246	0.3689	0.855340699	-0.486440699			0.05015756	0.09634244	-0.02015756	0.31874244
142.3953	0.1471	0.0301	0.0246	0.3694	0.855339422	-0.485939422			0.050171441	0.096928559	-0.020071441	0.319228559
142.3973	0.1489	0.0301	0.0246	0.3702	0.855352192	-0.485152192			0.050185643	0.098714357	-0.020085643	0.320014357
142.3983	0.1505	0.0302	0.0246	0.3704	0.855358577	-0.484958577			0.050197789	0.100302211	-0.019997789	0.320202211
142.3983	0.1518	0.0303	0.0246	0.3708	0.855358577	-0.484558577			0.050210706	0.101589294	-0.019910706	0.320589294
142.4016	0.1543	0.0304	0.0247	0.3711	0.855379648	-0.484279648			0.050223494	0.104076506	-0.019823494	0.320876506
142.4037	0.1542	0.0304	0.0247	0.3711	0.855393057	-0.484293057			0.050237246	0.103962754	-0.019837246	0.320862754
142.4011	0.1532	0.0304	0.0247	0.3708	0.855376456	-0.484576456			0.050249649	0.102950351	-0.019849649	0.320550351
142.4034	0.1529	0.0303	0.0246	0.3709	0.855391142	-0.484491142			0.050263144	0.102636856	-0.019963144	0.320636856
142.4027	0.153	0.0303	0.0246	0.3709	0.855386672	-0.484486672			0.050275739	0.102724261	-0.019975739	0.320624261
142.4047	0.1537	0.0304	0.0247	0.3709	0.855399442	-0.484499442			0.050288078	0.103411922	-0.019888078	0.320611922
142.4074	0.1535	0.0303	0.0246	0.3705	0.855416682	-0.484916682			0.050301509	0.103198491	-0.020001509	0.320198491
142.4089	0.1516	0.0303	0.0246	0.3712	0.85542626	-0.48422626			0.050314361	0.101285639	-0.020014361	0.320885639
142.412	0.1537	0.0304	0.0247	0.3713	0.855446054	-0.484146054			0.050327792	0.103372208	-0.019927792	0.320972208
142.4109	0.1547	0.0304	0.0247	0.3714	0.85543903	-0.48403903			0.050341159	0.104358841	-0.019941159	0.321058841
142.4132	0.1551	0.0305	0.0247	0.3713	0.855453716	-0.484153716			0.050354075	0.104745925	-0.019854075	0.320945925
142.4146	0.1568	0.0306	0.0247	0.3712	0.855462656	-0.484262656			0.050365386	0.106434614	-0.019765386	0.320834614
142.415	0.1582	0.0306	0.0247	0.3711	0.85546521	-0.48436521			0.05037978	0.10782022	-0.01977978	0.32072022
142.418	0.1601	0.0307	0.0248	0.3705	0.855484365	-0.484984365			0.050393468	0.109706532	-0.019693468	0.320106532
142.4191	0.1604	0.0307	0.0248	0.37	0.855491389	-0.485491389			0.050406835	0.109993165	-0.019706835	0.319593165
142.4203	0.1604	0.0307	0.0248	0.3692	0.855499051	-0.486299051			0.050420394	0.109979606	-0.019720394	0.318779606
142.421	0.1622	0.0308	0.0248	0.3696	0.855503521	-0.485903521			0.050433247	0.111766753	-0.019633247	0.319166753
142.4215	0.1632	0.0309	0.0248	0.3691	0.855506713	-0.486406713			0.050445907	0.112754093	-0.019545907	0.318654093
142.4222	0.1643	0.031	0.0248	0.3688	0.855511183	-0.486711183			0.050457088	0.113842912	-0.019457088	0.318342912
142.4244	0.1651	0.031	0.0249	0.3685	0.85552523	-0.48702523			0.050471676	0.114628324	-0.019471676	0.318028324
142.4242	0.1649	0.031	0.0249	0.3695	0.855523953	-0.486023953			0.050485621	0.114414379	-0.019485621	0.319014379
142.4251	0.1658	0.031	0.0249	0.3695	0.8555297	-0.4860297			0.050499566	0.115300434	-0.019499566	0.319000434
142.4286	0.1668	0.0311	0.0249	0.3688	0.855552048	-0.486752048			0.050512483	0.116287517	-0.019412483	0.318287517
142.4289	0.1669	0.0311	0.0249	0.3695	0.855553964	-0.486053964			0.050526428	0.116373572	-0.019426428	0.318973572
142.4299	0.1672	0.0312	0.025	0.3696	0.855560349	-0.485960349			0.050538188	0.116661812	-0.019338188	0.319061812
142.4294	0.1671	0.0312	0.025	0.3691	0.855557156	-0.486457156			0.05055194	0.11654806	-0.01935194	0.31854806
142.4318	0.1673	0.0312	0.025	0.3692	0.855572481	-0.486372481			0.050566399	0.116733601	-0.019366399	0.318633601
142.4331	0.1674	0.0312	0.025	0.3691	0.855580781	-0.486480781			0.050578609	0.116821391	-0.019378609	0.318521391
142.4318	0.167	0.0311	0.025	0.3693	0.855572481	-0.486272481			0.050591976	0.116408024	-0.019491976	0.318708024
142.4346	0.1672	0.0312	0.025	0.3689	0.855590359	-0.486690359			0.050605085	0.116594915	-0.019405085	0.318294915
142.4356	0.1675	0.0312	0.025	0.3691	0.855596744	-0.486496744			0.050617552	0.116882448	-0.019417552	0.318482448
142.4368	0.1677	0.0312	0.025	0.3685	0.855604407	-0.487104407			0.050630469	0.117069531	-0.019430469	0.317869531
142.4394	0.1679	0.0313	0.0251	0.3686	0.855621008	-0.487021008			0.050642872	0.117257128	-0.019342872	0.317957128
142.4396	0.168	0.0313	0.0251	0.3685	0.855622285	-0.487122285			0.050655788	0.117344212	-0.019355788	0.317844212
142.4417	0.1681	0.0314	0.0251	0.3684	0.855635694	-0.487235694			0.050669026	0.117430974	-0.019269026	0.317730974
142.4422	0.1681	0.0314	0.0252	0.3685	0.855638887	-0.487138887			0.050682907	0.117417093	-0.019282907	0.317817093
142.4424	0.1681	0.0314	0.0252	0.3683	0.855640164	-0.487340164			0.050695181	0.117404819	-0.019295181	0.317604819
142.4443	0.1679	0.0314	0.0252	0.3684	0.855652295	-0.487252295			0.050707134	0.117192866	-0.019307134	0.317692866
142.4453	0.1679	0.0315	0.0252	0.3684	0.855658681	-0.487258681			0.050719665	0.117180335	-0.019219665	0.317680335
142.4469	0.1679	0.0314	0.0252	0.3684	0.855668897	-0.487268897			0.05073406	0.11716594	-0.01933406	0.31766594
142.45	0.1677	0.0314	0.0252	0.3685	0.855688691	-0.487188691			0.05074717	0.11695283	-0.01934717	0.31775283
142.4484	0.1676	0.0315	0.0253	0.3684	0.855678475	-0.487278475			0.050760279	0.116839721	-0.019260279	0.317639721
142.4511	0.1672	0.0315	0.0253	0.3686	0.855695715	-0.487095715			0.05077461	0.11642539	-0.01927461	0.31782539
142.454	0.1668	0.0316	0.0254	0.3689	0.855714232	-0.486814232			0.050787784	0.116012216	-0.019187784	0.318112216
142.452	0.1667	0.0316	0.0254	0.3688	0.855701461	-0.486901461			0.05079903	0.11590097	-0.01919903	0.31800097
142.455	0.1665	0.0316	0.0254	0.3687	0.855720617	-0.487020617			0.050812396	0.115687604	-0.019212396	0.317887604
142.4542	0.1664	0.0316	0.0255	0.3687	0.855715509	-0.487015509			0.050824735	0.115575265	-0.019224735	0.317875265
142.4572	0.1666	0.0316	0.0255	0.3686	0.855734664	-0.487134664			0.05083823	0.11576177	-0.01923823	0.31776177
142.4584	0.1666	0.0317	0.0255	0.3687	0.855742327	-0.487042327			0.050851275	0.115748725	-0.019151275	0.317848725
142.4582	0.1666	0.0317	0.0255	0.3687	0.855741049	-0.487041049			0.05086432	0.11573568	-0.01916432	0.31783568
142.4605	0.1665	0.0317	0.0255	0.3687	0.855755735	-0.487055735			0.050876659	0.115623341	-0.019176659	0.317823341
142.4625	0.1664	0.0317	0.0255	0.3688	0.855768506	-0.486968506			0.050889511	0.115510489	-0.019189511	0.317910489
142.4617	0.1664	0.0317	0.0255	0.3689	0.855763398	-0.486863398			0.050902749	0.115497251	-0.019202749	0.317997251
142.4634	0.1665	0.0317	0.0255	0.3694	0.855774252	-0.486374252			0.050916116	0.115583884	-0.019216116	0.318483884
142.4638	0.1665	0.0317	0.0255	0.3699	0.855776806	-0.485876806			0.050929676	0.115570324	-0.019229676	0.318970324
142.4665	0.1663	0.0317	0.0255	0.37	0.855794046	-0.485794046			0.050943235	0.115356765	-0.019243235	0.319056765
142.4662	0.1663	0.0317	0.0255	0.3701	0.855792131	-0.485692131			0.050955252	0.115344748	-0.019255252	0.319144748
142.467	0.1661	0.0317	0.0256	0.3691	0.855797239	-0.486697239			0.050968233	0.115131767	-0.019268233	0.318131767
142.4699	0.166	0.0318	0.0256	0.3696	0.855815756	-0.486215756			0.050981278	0.115018722	-0.019181278	0.318618722
142.4687	0.166	0.0318	0.0256	0.3696	0.855808094	-0.486208094			0.050995095	0.115004905	-0.019195095	0.318604905
142.4697	0.166	0.0318	0.0256	0.3695	0.855814479	-0.486314479			0.051008269	0.114991731	-0.019208269	0.318491731
142.4723	0.1659	0.0318	0.0257	0.37	0.855831081	-0.485831081			0.051023627	0.114876373	-0.019223627	0.318976373
142.473	0.1658	0.0318	0.0256	0.3697	0.85583555	-0.48613555			0.051034809	0.114765191	-0.019234809	0.318665191
142.4725	0.1658	0.0318	0.0256	0.3698	0.855832358	-0.486032358			0.05104779	0.11475221	-0.01924779	0.31875221
142.4742	0.1657	0.0318	0.0256	0.3695	0.855843212	-0.486343212			0.051060514	0.114639486	-0.019260514	0.318439486
142.4747	0.1657	0.0318	0.0257	0.3701	0.855846405	-0.485746405			0.051073302	0.114626698	-0.019273302	0.319026698
142.4789	0.1655	0.0319	0.0257	0.37	0.855873223	-0.485873223			0.051086412	0.114413588	-0.019186412	0.318913588
142.4778	0.1653	0.0319	0.0258	0.3696	0.855866199	-0.486266199			0.051098301	0.114201699	-0.019198301	0.318501699
142.4798	0.1652	0.0319	0.0258	0.3701	0.855878969	-0.485778969			0.051113017	0.114086983	-0.019213017	0.318986983
142.4824	0.1652	0.0319	0.0258	0.37	0.855895571	-0.485895571			0.051125676	0.114074324	-0.019225676	0.318874324
142.4817	0.165	0.0319	0.0258	0.3698	0.855891101	-0.486091101			0.051137694	0.113862306	-0.019237694	0.318662306
142.4838	0.1649	0.0319	0.0258	0.3704	0.85590451	-0.48550451			0.05115016	0.11374984	-0.01925016	0.31924984
142.4845	0.1648	0.032	0.0259	0.3708	0.85590898	-0.48510898			0.051163463	0.113636537	-0.019163463	0.319636537
142.4886	0.1646	0.032	0.0259	0.3711	0.855935159	-0.484835159			0.05117805	0.11342195	-0.01917805	0.31992195
142.4879	0.1644	0.032	0.0259	0.3711	0.855930689	-0.484830689			0.051190453	0.113209547	-0.019190453	0.319909547
142.4869	0.1644	0.0321	0.0259	0.3709	0.855924304	-0.485024304			0.051203948	0.113196052	-0.019103948	0.319696052
142.4879	0.1644	0.032	0.026	0.3715	0.855930689	-0.484430689			0.051215837	0.113184163	-0.019215837	0.320284163
142.489	0.1643	0.032	0.0259	0.3715	0.855937713	-0.484437713			0.051228818	0.113071182	-0.019228818	0.320271182
142.4902	0.1642	0.032	0.026	0.3715	0.855945375	-0.484445375			0.051241735	0.112958265	-0.019241735	0.320258265
142.4929	0.1643	0.0321	0.026	0.3713	0.855962615	-0.484662615			0.051253045	0.113046955	-0.019153045	0.320046955
142.4921	0.1643	0.0321	0.026	0.3712	0.855957507	-0.484757507			0.051267118	0.113032882	-0.019167118	0.319932882
142.494	0.1642	0.0321	0.026	0.371	0.855969639	-0.484969639			0.051279457	0.112920543	-0.019179457	0.319720543
142.4948	0.1641	0.0321	0.026	0.3713	0.855974747	-0.484674747			0.051293145	0.112806855	-0.019193145	0.320006855
142.4952	0.1644	0.0321	0.026	0.3713	0.855977301	-0.484677301			0.051306254	0.113093746	-0.019206254	0.319993746
142.4971	0.1644	0.0321	0.026	0.3715	0.855989433	-0.484489433			0.051319492	0.113080508	-0.019219492	0.320180508
142.5004	0.1641	0.0321	0.0261	0.3719	0.856010504	-0.484110504			0.051331767	0.112768233	-0.019231767	0.320568233
142.5005	0.1638	0.0322	0.0261	0.372	0.856011143	-0.484011143			0.051345647	0.112454353	-0.019145647	0.320654353
142.5022	0.1636	0.0322	0.0261	0.372	0.856021997	-0.484021997			0.051358371	0.112241629	-0.019158371	0.320641629
142.5027	0.1635	0.0322	0.0261	0.3717	0.85602519	-0.48432519			0.051371095	0.112128905	-0.019171095	0.320328905
142.503	0.1635	0.0322	0.0261	0.3719	0.856027106	-0.484127106			0.051383627	0.112116373	-0.019183627	0.320516373
142.5061	0.1634	0.0323	0.0262	0.3718	0.8560469	-0.4842469			0.051396993	0.112003007	-0.019096993	0.320403007
142.5066	0.1634	0.0323	0.0262	0.3719	0.856050092	-0.484150092			0.051411131	0.111988869	-0.019111131	0.320488869
142.5077	0.1634	0.0323	0.0262	0.3718	0.856057116	-0.484257116			0.051423598	0.111976402	-0.019123598	0.320376402
142.5091	0.1634	0.0323	0.0262	0.3713	0.856066055	-0.484766055			0.051436065	0.111963935	-0.019136065	0.319863935
142.5094	0.1636	0.0323	0.0262	0.3709	0.856067971	-0.485167971			0.051449496	0.112150504	-0.019149496	0.319450504
142.511	0.1636	0.0322	0.0262	0.371	0.856078187	-0.485078187			0.051462605	0.112137395	-0.019262605	0.319537395
142.5115	0.1636	0.0322	0.0262	0.3706	0.85608138	-0.48548138			0.051474687	0.112125313	-0.019274687	0.319125313
142.5126	0.1636	0.0323	0.0262	0.3706	0.856088403	-0.485488403			0.051487025	0.112112975	-0.019187025	0.319112975
142.5145	0.1637	0.0323	0.0262	0.3709	0.856100535	-0.485200535			0.051500842	0.112199158	-0.019200842	0.319399158
142.5144	0.1636	0.0323	0.0262	0.3705	0.856099897	-0.485599897			0.051514272	0.112085728	-0.019214272	0.318985728
142.5164	0.1636	0.0323	0.0263	0.3709	0.856112667	-0.485212667			0.051527318	0.112072682	-0.019227318	0.319372682
142.5161	0.1634	0.0324	0.0263	0.3709	0.856110751	-0.485210751			0.05154107	0.11185893	-0.01914107	0.31935893
142.5181	0.1632	0.0324	0.0263	0.3714	0.856123522	-0.484723522			0.051552059	0.111647941	-0.019152059	0.319847941
142.5217	0.1632	0.0324	0.0264	0.3714	0.856146508	-0.484746508			0.051566004	0.111633996	-0.019166004	0.319833996
142.5202	0.1632	0.0324	0.0264	0.3713	0.856136931	-0.484836931			0.051580848	0.111619152	-0.019180848	0.319719152
142.5215	0.163	0.0325	0.0264	0.3713	0.856145231	-0.484845231			0.051592737	0.111407263	-0.019092737	0.319707263
142.5243	0.163	0.0325	0.0265	0.3717	0.85616311	-0.48446311			0.051607196	0.111392804	-0.019107196	0.320092804
142.5247	0.1629	0.0325	0.0265	0.3718	0.856165664	-0.484365664			0.051621655	0.111278345	-0.019121655	0.320178345
142.5269	0.1628	0.0326	0.0265	0.3719	0.856179711	-0.484279711			0.051635086	0.111164914	-0.019035086	0.320264914
142.5264	0.1629	0.0326	0.0265	0.3718	0.856176519	-0.484376519			0.05164826	0.11125174	-0.01904826	0.32015174
142.5271	0.1628	0.0326	0.0265	0.3715	0.856180988	-0.484680988			0.051660727	0.111139273	-0.019060727	0.319839273
142.5291	0.1626	0.0326	0.0266	0.3717	0.856193759	-0.484493759			0.051675122	0.110924878	-0.019075122	0.320024878
142.5284	0.1627	0.0326	0.0266	0.3711	0.856189289	-0.485089289			0.051688296	0.111011704	-0.019088296	0.319411704
142.5314	0.1626	0.0326	0.0266	0.3715	0.856208445	-0.484708445			0.051700698	0.110899302	-0.019100698	0.319799302
142.5326	0.1626	0.0327	0.0266	0.3714	0.856216107	-0.484816107			0.051714579	0.110885421	-0.019014579	0.319685421
142.533	0.1627	0.0327	0.0266	0.3714	0.856218661	-0.484818661			0.051726917	0.110973083	-0.019026917	0.319673083
142.5352	0.1628	0.0327	0.0266	0.3713	0.856232708	-0.484932708			0.051739834	0.111060166	-0.019039834	0.319560166
142.535	0.1627	0.0327	0.0266	0.3715	0.856231431	-0.484731431			0.051751915	0.110948085	-0.019051915	0.319748085
142.5382	0.1625	0.0327	0.0267	0.3716	0.856251864	-0.484651864			0.051765218	0.110734782	-0.019065218	0.319834782
142.5397	0.1624	0.0327	0.0267	0.372	0.856261442	-0.484261442			0.051778842	0.110621158	-0.019078842	0.320221158
142.5396	0.1622	0.0328	0.0268	0.3718	0.856260803	-0.484460803			0.051791694	0.110408306	-0.018991694	0.320008306
142.5408	0.1624	0.0328	0.0268	0.3711	0.856268465	-0.485168465			0.051805318	0.110594682	-0.019005318	0.319294682
142.543	0.1621	0.0328	0.0268	0.3716	0.856282513	-0.484682513			0.051816564	0.110283436	-0.019016564	0.319783436
142.5435	0.1619	0.0328	0.0268	0.3723	0.856285705	-0.483985705			0.051829609	0.110070391	-0.019029609	0.320470391
142.5448	0.1618	0.0329	0.0269	0.3718	0.856294006	-0.484494006			0.051842783	0.109957217	-0.018942783	0.319957217
142.5443	0.1618	0.0329	0.0269	0.3715	0.856290813	-0.484790813			0.051857885	0.109942115	-0.018957885	0.319642115
142.5478	0.1619	0.0329	0.0269	0.3717	0.856313162	-0.484613162			0.051870866	0.110029134	-0.018970866	0.319829134
142.5473	0.1619	0.0329	0.0269	0.3722	0.856309969	-0.484109969			0.051883975	0.110016025	-0.018983975	0.320316025
142.5479	0.1619	0.0329	0.0269	0.3718	0.8563138	-0.4845138			0.051895221	0.110004779	-0.018995221	0.319904779
142.5498	0.1617	0.0329	0.0269	0.3721	0.856325932	-0.484225932			0.051908973	0.109791027	-0.019008973	0.320191027
142.5498	0.1618	0.0329	0.0269	0.372	0.856325932	-0.484325932			0.05192099	0.10987901	-0.01902099	0.32007901
142.5511	0.1619	0.0329	0.0269	0.3722	0.856334233	-0.484134233			0.051935321	0.109964679	-0.019035321	0.320264679
142.5538	0.1617	0.0329	0.0269	0.3723	0.856351473	-0.484051473			0.051948238	0.109751762	-0.019048238	0.320351762
142.5561	0.1616	0.033	0.027	0.3724	0.856366159	-0.483966159			0.051960255	0.109639745	-0.018960255	0.320439745
142.5555	0.1616	0.033	0.027	0.3724	0.856362327	-0.483962327			0.051972786	0.109627214	-0.018972786	0.320427214
142.5589	0.1615	0.033	0.027	0.3722	0.856384037	-0.484184037			0.051983968	0.109516032	-0.018983968	0.320216032
142.5582	0.1616	0.033	0.0271	0.372	0.856379567	-0.484379567			0.051997206	0.109602794	-0.018997206	0.320002794
142.5595	0.1616	0.0331	0.0271	0.372	0.856387868	-0.484387868			0.05201038	0.10958962	-0.01891038	0.31998962
142.5596	0.1617	0.0331	0.0271	0.3722	0.856388507	-0.484188507			0.052023746	0.109676254	-0.018923746	0.320176254
142.5627	0.1616	0.0331	0.0271	0.3722	0.856408301	-0.484208301			0.052036984	0.109563016	-0.018936984	0.320163016
142.5638	0.1615	0.0331	0.0271	0.3721	0.856415324	-0.484315324			0.052049451	0.109450549	-0.018949451	0.320050549
142.5628	0.1614	0.0331	0.0272	0.3724	0.856408939	-0.484008939			0.052060762	0.109339238	-0.018960762	0.320339238
142.5661	0.1614	0.0332	0.0271	0.3724	0.85643001	-0.48403001			0.052074321	0.109325679	-0.018874321	0.320325679
142.568	0.1615	0.0332	0.0272	0.3724	0.856442142	-0.484042142			0.05208788	0.10941212	-0.01888788	0.32031212
142.5679	0.1615	0.0332	0.0272	0.3724	0.856441504	-0.484041504			0.052100926	0.109399074	-0.018900926	0.320299074
