x	CH0	CH1	CH3	CH4	f-4	Ch4_b	a	b	f	CH0_b	CH1_b	CH3_b
141.5718	0.1802	0.0363	0.0296	0.3654	0.850081226	-0.484681226			0.040978612	0.139221388	-0.004678612	0.324421388
141.5751	0.1802	0.0363	0.0296	0.3655	0.850102297	-0.484602297			0.040992621	0.139207379	-0.004692621	0.324507379
141.5733	0.1803	0.0362	0.0295	0.3652	0.850090804	-0.484890804			0.041005281	0.139294719	-0.004805281	0.324194719
141.5751	0.1804	0.0362	0.0295	0.3649	0.850102297	-0.485202297			0.041018069	0.139381931	-0.004818069	0.323881931
141.5771	0.1804	0.0362	0.0295	0.365	0.850115067	-0.485115067			0.041031114	0.139368886	-0.004831114	0.323968886
141.5769	0.1803	0.0362	0.0296	0.3651	0.85011379	-0.48501379			0.041044288	0.139255712	-0.004844288	0.324055712
141.5805	0.1803	0.0362	0.0295	0.3653	0.850136777	-0.484836777			0.041057269	0.139242731	-0.004857269	0.324242731
141.5786	0.1803	0.0362	0.0295	0.3655	0.850124645	-0.484624645			0.041070443	0.139229557	-0.004870443	0.324429557
141.5813	0.1803	0.0361	0.0294	0.3655	0.850141885	-0.484641885			0.041084003	0.139215997	-0.004984003	0.324415997
141.583	0.1804	0.0361	0.0294	0.3657	0.85015274	-0.48445274			0.041096984	0.139303016	-0.004996984	0.324603016
141.5826	0.1804	0.0361	0.0294	0.3659	0.850150186	-0.484250186			0.0411108	0.1392892	-0.0050108	0.3247892
141.5842	0.1805	0.036	0.0293	0.3661	0.850160402	-0.484060402			0.041123267	0.139376733	-0.005123267	0.324976733
141.5865	0.1805	0.036	0.0293	0.3661	0.850175088	-0.484075088			0.041135991	0.139364009	-0.005135991	0.324964009
141.5872	0.1807	0.036	0.0293	0.3662	0.850179558	-0.483979558			0.041148651	0.139551349	-0.005148651	0.325051349
141.5898	0.1806	0.036	0.0293	0.3663	0.850196159	-0.483896159			0.041161375	0.139438625	-0.005161375	0.325138625
141.5894	0.1807	0.036	0.0293	0.3663	0.850193605	-0.483893605			0.041175448	0.139524552	-0.005175448	0.325124552
141.5912	0.1808	0.0359	0.0293	0.3664	0.850205098	-0.483805098			0.041188879	0.139611121	-0.005288879	0.325211121
141.5922	0.1807	0.0359	0.0292	0.3665	0.850211484	-0.483711484			0.041203081	0.139496919	-0.005303081	0.325296919
141.5917	0.1807	0.0359	0.0292	0.3664	0.850208291	-0.483808291			0.04121452	0.13948548	-0.00531452	0.32518548
141.5944	0.1808	0.0358	0.0292	0.3664	0.850225531	-0.483825531			0.041227694	0.139572306	-0.005427694	0.325172306
141.5935	0.1807	0.0359	0.0291	0.3664	0.850219784	-0.483819784			0.041239518	0.139460482	-0.005339518	0.325160482
141.5958	0.1809	0.0358	0.0292	0.3666	0.85023447	-0.48363447			0.041252949	0.139647051	-0.005452949	0.325347051
141.5986	0.1807	0.0358	0.0292	0.3667	0.850252349	-0.483552349			0.041265801	0.139434199	-0.005465801	0.325434199
141.599	0.1802	0.0358	0.0292	0.3669	0.850254903	-0.483354903			0.041279361	0.138920639	-0.005479361	0.325620639
141.5997	0.1803	0.0358	0.0291	0.3667	0.850259372	-0.483559372			0.041291057	0.139008943	-0.005491057	0.325408943
141.6026	0.1806	0.0358	0.0291	0.3665	0.850277889	-0.483777889			0.041304488	0.139295512	-0.005504488	0.325195512
141.6029	0.1807	0.0358	0.0291	0.3664	0.850279805	-0.483879805			0.041317404	0.139382596	-0.005517404	0.325082596
141.6034	0.1807	0.0358	0.0291	0.3663	0.850282998	-0.483982998			0.041331285	0.139368715	-0.005531285	0.324968715
141.6044	0.1808	0.0357	0.0291	0.3663	0.850289383	-0.483989383			0.041343559	0.139456441	-0.005643559	0.324956441
141.6058	0.1807	0.0357	0.029	0.3662	0.850298322	-0.484098322			0.041356476	0.139343524	-0.005656476	0.324843524
141.6086	0.1807	0.0357	0.029	0.3661	0.850316201	-0.484216201			0.0413701	0.1393299	-0.0056701	0.3247299
141.609	0.1807	0.0356	0.0289	0.3661	0.850318755	-0.484218755			0.041382952	0.139317048	-0.005782952	0.324717048
141.6097	0.1807	0.0356	0.0289	0.3662	0.850323224	-0.484123224			0.041396576	0.139303424	-0.005796576	0.324803424
141.6127	0.1809	0.0355	0.0289	0.366	0.85034238	-0.48434238			0.041409043	0.139490957	-0.005909043	0.324590957
141.6123	0.181	0.0355	0.0288	0.3657	0.850339826	-0.484639826			0.041422152	0.139577848	-0.005922152	0.324277848
141.6133	0.1811	0.0355	0.0288	0.3655	0.850346211	-0.484846211			0.041435583	0.139664417	-0.005935583	0.324064417
141.614	0.1812	0.0355	0.0288	0.3657	0.850350681	-0.484650681			0.04144895	0.13975105	-0.00594895	0.32425105
141.6161	0.181	0.0354	0.0287	0.3658	0.850364089	-0.484564089			0.04146116	0.13953884	-0.00606116	0.32433884
141.6172	0.181	0.0354	0.0287	0.366	0.850371113	-0.484371113			0.041475233	0.139524767	-0.006075233	0.324524767
141.617	0.1809	0.0354	0.0287	0.3663	0.850369836	-0.484069836			0.041488857	0.139411143	-0.006088857	0.324811143
141.6201	0.1809	0.0354	0.0287	0.3658	0.85038963	-0.48458963			0.041501517	0.139398483	-0.006101517	0.324298483
141.6209	0.1809	0.0354	0.0287	0.3656	0.850394738	-0.484794738			0.041515205	0.139384795	-0.006115205	0.324084795
141.6209	0.181	0.0353	0.0287	0.365	0.850394738	-0.485394738			0.041528571	0.139471429	-0.006228571	0.323471429
141.6241	0.181	0.0353	0.0286	0.3644	0.850415171	-0.486015171			0.041540588	0.139459412	-0.006240588	0.322859412
141.6244	0.1809	0.0353	0.0286	0.3639	0.850417086	-0.486517086			0.041553248	0.139346752	-0.006253248	0.322346752
141.6249	0.1809	0.0353	0.0286	0.3641	0.850420279	-0.486320279			0.041566358	0.139333642	-0.006266358	0.322533642
141.626	0.181	0.0353	0.0286	0.3641	0.850427303	-0.486327303			0.041579082	0.139420918	-0.006279082	0.322520918
141.6273	0.181	0.0353	0.0287	0.3636	0.850435603	-0.486835603			0.041591613	0.139408387	-0.006291613	0.322008387
141.6283	0.1808	0.0353	0.0286	0.3631	0.850441989	-0.487341989			0.041604915	0.139195085	-0.006304915	0.321495085
141.6291	0.181	0.0352	0.0286	0.3631	0.850447097	-0.487347097			0.041620145	0.139379855	-0.006420145	0.321479855
141.6306	0.1812	0.0352	0.0285	0.3631	0.850456675	-0.487356675			0.041630556	0.139569444	-0.006430556	0.321469444
141.6335	0.1813	0.0351	0.0284	0.3632	0.850475192	-0.487275192			0.041644051	0.139655949	-0.006544051	0.321555949
141.632	0.1813	0.0351	0.0284	0.3632	0.850465614	-0.487265614			0.041656582	0.139643418	-0.006556582	0.321543418
141.6354	0.1812	0.0351	0.0284	0.3632	0.850487323	-0.487287323			0.041670913	0.139529087	-0.006570913	0.321529087
141.6363	0.1816	0.0351	0.0284	0.3635	0.85049307	-0.48699307			0.04168293	0.13991707	-0.00658293	0.32181707
141.6374	0.1815	0.0351	0.0284	0.3634	0.850500094	-0.487100094			0.041696168	0.139803832	-0.006596168	0.321703832
141.6392	0.1814	0.0351	0.0284	0.3636	0.850511587	-0.486911587			0.041709085	0.139690915	-0.006609085	0.321890915
141.6388	0.1815	0.0351	0.0284	0.3642	0.850509033	-0.486309033			0.041723287	0.139776713	-0.006623287	0.322476713
141.64	0.1815	0.0351	0.0284	0.3639	0.850516695	-0.486616695			0.041735497	0.139764503	-0.006635497	0.322164503
141.6424	0.1814	0.035	0.0284	0.3638	0.85053202	-0.48673202			0.041748157	0.139651843	-0.006748157	0.322051843
141.6417	0.1814	0.035	0.0284	0.3638	0.85052755	-0.48672755			0.041762037	0.139637963	-0.006762037	0.322037963
141.6466	0.1816	0.035	0.0283	0.3637	0.850558837	-0.486858837			0.041775147	0.139824853	-0.006775147	0.321924853
141.6457	0.1819	0.035	0.0283	0.364	0.850553091	-0.486553091			0.041788771	0.140111229	-0.006788771	0.322211229
141.6457	0.1814	0.035	0.0283	0.3641	0.850553091	-0.486453091			0.041800016	0.139599984	-0.006800016	0.322299984
141.6477	0.1814	0.0349	0.0282	0.3639	0.850565861	-0.486665861			0.041813769	0.139586231	-0.006913769	0.322086231
141.6476	0.1815	0.0349	0.0282	0.364	0.850565223	-0.486565223			0.041827649	0.139672351	-0.006927649	0.322172351
141.6496	0.1814	0.0348	0.0281	0.3643	0.850577993	-0.486277993			0.041841659	0.139558341	-0.007041659	0.322458341
141.6512	0.1816	0.0348	0.0281	0.3642	0.850588209	-0.486388209			0.041854383	0.139745617	-0.007054383	0.322345617
141.6508	0.1818	0.0348	0.0281	0.364	0.850585655	-0.486585655			0.041867492	0.139932508	-0.007067492	0.322132508
141.6535	0.1819	0.0348	0.028	0.364	0.850602895	-0.486602895			0.041881052	0.140018948	-0.007081052	0.322118948
141.6529	0.1817	0.0348	0.028	0.3643	0.850599064	-0.486299064			0.041893326	0.139806674	-0.007093326	0.322406674
141.6558	0.1814	0.0348	0.0281	0.3647	0.850617581	-0.485917581			0.041906628	0.139493372	-0.007106628	0.322793372
141.6574	0.1812	0.0347	0.028	0.3651	0.850627797	-0.485527797			0.041919802	0.139280198	-0.007219802	0.323180198
141.6574	0.1812	0.0348	0.0281	0.3652	0.850627797	-0.485427797			0.04193259	0.13926741	-0.00713259	0.32326741
141.6609	0.1814	0.0348	0.0281	0.3655	0.850650145	-0.485150145			0.041946599	0.139453401	-0.007146599	0.323553401
141.6617	0.1816	0.0347	0.028	0.3657	0.850655254	-0.484955254			0.041959709	0.139640291	-0.007259709	0.323740291
141.66	0.1815	0.0347	0.028	0.3656	0.850644399	-0.485044399			0.041971662	0.139528338	-0.007271662	0.323628338
141.6623	0.1815	0.0347	0.0279	0.3657	0.850659085	-0.484959085			0.041984707	0.139515293	-0.007284707	0.323715293
141.6615	0.1816	0.0347	0.0279	0.3656	0.850653977	-0.485053977			0.041997881	0.139602119	-0.007297881	0.323602119
141.6651	0.1818	0.0346	0.0279	0.3654	0.850676963	-0.485276963			0.042011312	0.139788688	-0.007411312	0.323388688
141.6659	0.1819	0.0346	0.0279	0.3653	0.850682071	-0.485382071			0.042023907	0.139876093	-0.007423907	0.323276093
141.6668	0.182	0.0346	0.0279	0.365	0.850687818	-0.485687818			0.042037081	0.139962919	-0.007437081	0.322962919
141.6689	0.1819	0.0346	0.0278	0.365	0.850701227	-0.485701227			0.042051926	0.139848074	-0.007451926	0.322948074
141.6705	0.1819	0.0346	0.0278	0.3651	0.850711443	-0.485611443			0.042063879	0.139836121	-0.007463879	0.323036121
141.6718	0.1821	0.0346	0.0278	0.3651	0.850719744	-0.485619744			0.042078595	0.140021405	-0.007478595	0.323021405
141.673	0.1822	0.0346	0.0278	0.3651	0.850727406	-0.485627406			0.042091447	0.140108553	-0.007491447	0.323008553
141.6735	0.1819	0.0345	0.0278	0.3653	0.850730599	-0.485430599			0.042106421	0.139793579	-0.007606421	0.323193579
141.6752	0.1819	0.0345	0.0278	0.3658	0.850741454	-0.484941454			0.04211908	0.13978092	-0.00761908	0.32368092
141.6776	0.182	0.0345	0.0278	0.3658	0.850756778	-0.484956778			0.04213264	0.13986736	-0.00763264	0.32366736
141.677	0.182	0.0345	0.0278	0.3656	0.850752947	-0.485152947			0.042143886	0.139856114	-0.007643886	0.323456114
141.6775	0.182	0.0345	0.0277	0.3659	0.850756139	-0.484856139			0.042156674	0.139843326	-0.007656674	0.323743326
141.6792	0.1821	0.0345	0.0277	0.366	0.850766994	-0.484766994			0.042170812	0.139929188	-0.007670812	0.323829188
141.6788	0.1821	0.0344	0.0277	0.3662	0.85076444	-0.48456444			0.042184178	0.139915822	-0.007784178	0.324015822
141.6808	0.1823	0.0344	0.0277	0.3658	0.850777211	-0.484977211			0.04219581	0.14010419	-0.00779581	0.32360419
141.6807	0.1823	0.0344	0.0277	0.3659	0.850776572	-0.484876572			0.042210076	0.140089924	-0.007810076	0.323689924
141.6839	0.1823	0.0344	0.0277	0.366	0.850797005	-0.484797005			0.042224278	0.140075722	-0.007824278	0.323775722
141.6852	0.1822	0.0344	0.0276	0.3667	0.850805305	-0.484105305			0.042236488	0.139963512	-0.007836488	0.324463512
141.6858	0.1824	0.0344	0.0277	0.3664	0.850809136	-0.484409136			0.042249726	0.140150274	-0.007849726	0.324150274
141.6888	0.1827	0.0343	0.0276	0.3668	0.850828292	-0.484028292			0.042263735	0.140436265	-0.007963735	0.324536265
141.6892	0.1826	0.0343	0.0276	0.367	0.850830846	-0.483830846			0.042276138	0.140323862	-0.007976138	0.324723862
141.6906	0.1828	0.0342	0.0275	0.3667	0.850839785	-0.484139785			0.042289762	0.140510238	-0.008089762	0.324410238
141.6927	0.1831	0.0342	0.0275	0.3669	0.850853194	-0.483953194			0.042304028	0.140795972	-0.008104028	0.324595972
141.6921	0.1833	0.0342	0.0275	0.3669	0.850849363	-0.483949363			0.042316366	0.140983634	-0.008116366	0.324583634
141.6952	0.1835	0.0342	0.0274	0.3672	0.850869157	-0.483669157			0.042328769	0.141171231	-0.008128769	0.324871231
141.6962	0.1836	0.0342	0.0273	0.3673	0.850875542	-0.483575542			0.042340979	0.141259021	-0.008140979	0.324959021
141.6967	0.1837	0.0342	0.0274	0.3669	0.850878735	-0.483978735			0.042354281	0.141345719	-0.008154281	0.324545719
141.6982	0.1837	0.0342	0.0274	0.3668	0.850888313	-0.484088313			0.04236707	0.14133293	-0.00816707	0.32443293
141.6993	0.1837	0.0342	0.0274	0.3669	0.850895336	-0.483995336			0.042380243	0.141319757	-0.008180243	0.324519757
141.6996	0.1838	0.0341	0.0273	0.3669	0.850897252	-0.483997252			0.04239361	0.14140639	-0.00829361	0.32450639
141.7015	0.1838	0.0341	0.0273	0.3668	0.850909384	-0.484109384			0.042406848	0.141393152	-0.008306848	0.324393152
141.6998	0.1838	0.0341	0.0273	0.367	0.850898529	-0.483898529			0.042419122	0.141380878	-0.008319122	0.324580878
141.7027	0.1839	0.0341	0.0273	0.367	0.850917046	-0.483917046			0.042432617	0.141467383	-0.008332617	0.324567383
141.7047	0.1841	0.0341	0.0273	0.3671	0.850929816	-0.483829816			0.042445277	0.141654723	-0.008345277	0.324654723
141.7045	0.1842	0.0341	0.0272	0.367	0.850928539	-0.483928539			0.042458901	0.141741099	-0.008358901	0.324541099
141.7062	0.1844	0.034	0.0272	0.3673	0.850939394	-0.483639394			0.042472653	0.141927347	-0.008472653	0.324827347
141.7067	0.1844	0.034	0.0272	0.3674	0.850942587	-0.483542587			0.042485313	0.141914687	-0.008485313	0.324914687
141.708	0.1845	0.0339	0.0271	0.3674	0.850950887	-0.483550887			0.042498101	0.142001899	-0.008598101	0.324901899
141.7103	0.1847	0.034	0.0271	0.3673	0.850965573	-0.483665573			0.042510311	0.142189689	-0.008510311	0.324789689
141.7086	0.1848	0.034	0.0271	0.3671	0.850954719	-0.483854719			0.04252432	0.14227568	-0.00852432	0.32457568
141.7114	0.1847	0.0339	0.0271	0.3671	0.850972597	-0.483872597			0.042537173	0.142162827	-0.008637173	0.324562827
141.7118	0.1848	0.0339	0.0271	0.367	0.850975151	-0.483975151			0.042550861	0.142249139	-0.008650861	0.324449139
141.7157	0.185	0.0339	0.0271	0.367	0.851000053	-0.484000053			0.042564163	0.142435837	-0.008664163	0.324435837
141.7143	0.185	0.0339	0.0271	0.3669	0.850991114	-0.484091114			0.042575666	0.142424334	-0.008675666	0.324324334
141.7173	0.1852	0.0339	0.027	0.367	0.85101027	-0.48401027			0.042588262	0.142611738	-0.008688262	0.324411738
141.719	0.1854	0.0339	0.027	0.3671	0.851021124	-0.483921124			0.042602271	0.142797729	-0.008702271	0.324497729
141.7195	0.1854	0.0339	0.027	0.367	0.851024317	-0.484024317			0.042614416	0.142785584	-0.008714416	0.324385584
141.7203	0.1853	0.0339	0.027	0.367	0.851029425	-0.484029425			0.04262849	0.14267151	-0.00872849	0.32437151
141.7213	0.1853	0.0339	0.027	0.3672	0.85103581	-0.48383581			0.042641921	0.142658079	-0.008741921	0.324558079
141.7219	0.1852	0.0339	0.027	0.3672	0.851039641	-0.483839641			0.04265336	0.14254664	-0.00875336	0.32454664
141.724	0.1854	0.0338	0.027	0.3673	0.85105305	-0.48375305			0.042665955	0.142734045	-0.008865955	0.324634045
141.7263	0.1858	0.0338	0.0269	0.3673	0.851067736	-0.483767736			0.042679771	0.143120229	-0.008879771	0.324620229
141.725	0.186	0.0338	0.0269	0.3673	0.851059436	-0.483759436			0.042692881	0.143307119	-0.008892881	0.324607119
141.7266	0.1863	0.0337	0.0268	0.3672	0.851069652	-0.483869652			0.042705605	0.143594395	-0.009005605	0.324494395
141.7291	0.1867	0.0337	0.0268	0.3673	0.851085615	-0.483785615			0.042719679	0.143980321	-0.009019679	0.324580321
141.7295	0.1867	0.0337	0.0267	0.3672	0.851088169	-0.483888169			0.042734009	0.143965991	-0.009034009	0.324465991
141.7305	0.1869	0.0336	0.0267	0.3673	0.851094554	-0.483794554			0.042745319	0.144154681	-0.009145319	0.324554681
141.7299	0.1868	0.0337	0.0268	0.3673	0.851090723	-0.483790723			0.042759843	0.144040157	-0.009059843	0.324540157
141.733	0.1868	0.0337	0.0268	0.3673	0.851110517	-0.483810517			0.042773338	0.144026662	-0.009073338	0.324526662
141.7346	0.1866	0.0337	0.0268	0.3673	0.851120733	-0.483820733			0.04278619	0.14381381	-0.00908619	0.32451381
141.7344	0.1868	0.0337	0.0268	0.3675	0.851119456	-0.483619456			0.042800264	0.143999736	-0.009100264	0.324699736
141.7358	0.1869	0.0337	0.0267	0.3676	0.851128395	-0.483528395			0.042812474	0.144087526	-0.009112474	0.324787526
141.7358	0.187	0.0336	0.0267	0.3676	0.851128395	-0.483528395			0.042824555	0.144175445	-0.009224555	0.324775445
141.7385	0.1869	0.0336	0.0267	0.3675	0.851145635	-0.483645635			0.042837536	0.144062464	-0.009237536	0.324662464
141.7404	0.187	0.0336	0.0267	0.3678	0.851157767	-0.483357767			0.042851738	0.144148262	-0.009251738	0.324948262
141.7407	0.187	0.0336	0.0267	0.368	0.851159683	-0.483159683			0.042864398	0.144135602	-0.009264398	0.325135602
141.7416	0.1871	0.0336	0.0267	0.3682	0.851165429	-0.482965429			0.042877893	0.144222107	-0.009277893	0.325322107
141.7443	0.1873	0.0336	0.0267	0.3681	0.851182669	-0.483082669			0.042891003	0.144408997	-0.009291003	0.325208997
141.7449	0.1877	0.0336	0.0266	0.3678	0.851186501	-0.483386501			0.042904305	0.144795695	-0.009304305	0.324895695
141.7454	0.188	0.0335	0.0266	0.3677	0.851189693	-0.483489693			0.042915615	0.145084385	-0.009415615	0.324784385
141.7454	0.1881	0.0335	0.0266	0.3677	0.851189693	-0.483489693			0.042928211	0.145171789	-0.009428211	0.324771789
141.7478	0.1884	0.0335	0.0265	0.3679	0.851205018	-0.483305018			0.042941513	0.145458487	-0.009441513	0.324958487
141.751	0.1884	0.0335	0.0265	0.368	0.85122545	-0.48322545			0.042954623	0.145445377	-0.009454623	0.325045377
141.7493	0.1886	0.0335	0.0265	0.368	0.851214595	-0.483214595			0.042968632	0.145631368	-0.009468632	0.325031368
141.7511	0.1888	0.0334	0.0265	0.3679	0.851226089	-0.483326089			0.042982448	0.145817552	-0.009582448	0.324917552
141.7545	0.1887	0.0335	0.0265	0.3678	0.851247798	-0.483447798			0.042993951	0.145706049	-0.009493951	0.324806049
141.7527	0.1889	0.0335	0.0265	0.3677	0.851236305	-0.483536305			0.043007832	0.145892168	-0.009507832	0.324692168
141.7558	0.1897	0.0334	0.0264	0.3676	0.851256099	-0.483656099			0.043020685	0.146679315	-0.009620685	0.324579315
141.7559	0.1901	0.0334	0.0263	0.3677	0.851256738	-0.483556738			0.043033151	0.147066849	-0.009633151	0.324666849
141.7576	0.1906	0.0334	0.0263	0.3678	0.851267592	-0.483467592			0.043046133	0.147553867	-0.009646133	0.324753867
141.7593	0.1912	0.0333	0.0262	0.3679	0.851278447	-0.483378447			0.043058921	0.148141079	-0.009758921	0.324841079
141.7592	0.1913	0.0333	0.0263	0.368	0.851277809	-0.483277809			0.043072352	0.148227648	-0.009772352	0.324927648
141.7606	0.1914	0.0333	0.0262	0.368	0.851286748	-0.483286748			0.043084819	0.148315181	-0.009784819	0.324915181
141.7605	0.1914	0.0333	0.0262	0.3681	0.851286109	-0.483186109			0.043097928	0.148302072	-0.009797928	0.325002072
141.7612	0.1918	0.0333	0.0262	0.3683	0.851290579	-0.482990579			0.043111488	0.148688512	-0.009811488	0.325188512
141.7643	0.1922	0.0333	0.0262	0.3683	0.851310373	-0.483010373			0.043124726	0.149075274	-0.009824726	0.325175274
141.7638	0.1917	0.0333	0.0262	0.3684	0.85130718	-0.48290718			0.043137193	0.148562807	-0.009837193	0.325262807
141.766	0.192	0.0333	0.0262	0.3684	0.851321228	-0.482921228			0.043151523	0.148848477	-0.009851523	0.325248477
141.7686	0.1923	0.0333	0.0262	0.3684	0.851337829	-0.482937829			0.043164183	0.149135817	-0.009864183	0.325235817
141.7697	0.1925	0.0332	0.0261	0.3684	0.851344853	-0.482944853			0.043176457	0.149323543	-0.009976457	0.325223543
141.7695	0.1928	0.0332	0.0261	0.3684	0.851343576	-0.482943576			0.043191752	0.149608248	-0.009991752	0.325208248
141.7694	0.1928	0.0332	0.0261	0.3684	0.851342937	-0.482942937			0.043203062	0.149596938	-0.010003062	0.325196938
141.7702	0.1928	0.0332	0.0262	0.3684	0.851348046	-0.482948046			0.043216043	0.149583957	-0.010016043	0.325183957
141.7722	0.1934	0.0332	0.0261	0.3684	0.851360816	-0.482960816			0.043228831	0.150171169	-0.010028831	0.325171169
141.7721	0.1934	0.0332	0.0261	0.3684	0.851360177	-0.482960177			0.043242262	0.150157738	-0.010042262	0.325157738
141.7738	0.1936	0.0332	0.0261	0.3681	0.851371032	-0.483271032			0.043255179	0.150344821	-0.010055179	0.324844821
141.7748	0.1942	0.0332	0.026	0.368	0.851377417	-0.483377417			0.043268096	0.150931904	-0.010068096	0.324731904
141.7764	0.1942	0.0332	0.0261	0.368	0.851387634	-0.483387634			0.043281398	0.150918602	-0.010081398	0.324718602
141.7785	0.1946	0.0332	0.026	0.3677	0.851401043	-0.483701043			0.043294765	0.151305235	-0.010094765	0.324405235
141.7779	0.1949	0.0332	0.026	0.3676	0.851397212	-0.483797212			0.043309609	0.151590391	-0.010109609	0.324290391
141.7794	0.1959	0.0332	0.026	0.3678	0.851406789	-0.483606789			0.043321434	0.152578566	-0.010121434	0.324478566
141.7817	0.1963	0.0332	0.0259	0.3678	0.851421475	-0.483621475			0.043333322	0.152966678	-0.010133322	0.324466678
141.7829	0.1963	0.0332	0.026	0.3676	0.851429137	-0.483829137			0.043346753	0.152953247	-0.010146753	0.324253247
141.7849	0.1972	0.0332	0.0259	0.3676	0.851441908	-0.483841908			0.043360891	0.153839109	-0.010160891	0.324239109
141.7864	0.1974	0.0332	0.0259	0.3676	0.851451486	-0.483851486			0.043374386	0.154025614	-0.010174386	0.324225614
141.7867	0.1971	0.0332	0.0259	0.3676	0.851453401	-0.483853401			0.043387817	0.153712183	-0.010187817	0.324212183
141.7899	0.1977	0.0332	0.0259	0.3672	0.851473834	-0.484273834			0.043400669	0.154299331	-0.010200669	0.323799331
141.7891	0.1978	0.0332	0.0259	0.3668	0.851468726	-0.484668726			0.043413779	0.154386221	-0.010213779	0.323386221
141.7927	0.1984	0.0332	0.0258	0.3666	0.851491712	-0.484891712			0.043426246	0.154973754	-0.010226246	0.323173754
141.7945	0.1992	0.0332	0.0258	0.3665	0.851503206	-0.485003206			0.043439677	0.155760323	-0.010239677	0.323060323
141.794	0.2003	0.0332	0.0258	0.3662	0.851500013	-0.485300013			0.043452272	0.156847728	-0.010252272	0.322747728
141.7956	0.2004	0.0332	0.0258	0.3659	0.851510229	-0.485610229			0.043465575	0.156934425	-0.010265575	0.322434425
141.7969	0.2008	0.0332	0.0258	0.3661	0.85151853	-0.48541853			0.04347907	0.15732093	-0.01027907	0.32262093
141.7982	0.2011	0.0332	0.0258	0.3663	0.851526831	-0.485226831			0.043492693	0.157607307	-0.010292693	0.322807307
141.8006	0.2013	0.0332	0.0258	0.3666	0.851542155	-0.484942155			0.043504196	0.157795804	-0.010304196	0.323095804
141.7995	0.2015	0.0332	0.0257	0.3667	0.851535131	-0.484835131			0.043517113	0.157982887	-0.010317113	0.323182887
141.8021	0.2016	0.0332	0.0257	0.3665	0.851551733	-0.485051733			0.043531122	0.158068878	-0.010331122	0.322968878
141.8026	0.2025	0.0332	0.0257	0.3665	0.851554925	-0.485054925			0.043544296	0.158955704	-0.010344296	0.322955704
141.8029	0.2034	0.0332	0.0257	0.3664	0.851556841	-0.485156841			0.04355747	0.15984253	-0.01035747	0.32284253
141.8051	0.2033	0.0332	0.0257	0.3664	0.851570888	-0.485170888			0.043570451	0.159729549	-0.010370451	0.322829549
141.8054	0.2026	0.0332	0.0257	0.3665	0.851572804	-0.485072804			0.04358446	0.15901554	-0.01038446	0.32291554
141.8064	0.2024	0.0332	0.0257	0.3665	0.851579189	-0.485079189			0.043595321	0.158804679	-0.010395321	0.322904679
141.8093	0.2026	0.0332	0.0257	0.3666	0.851597706	-0.484997706			0.043608109	0.158991891	-0.010408109	0.322991891
141.8086	0.2032	0.0332	0.0257	0.3668	0.851593237	-0.484793237			0.043621026	0.159578974	-0.010421026	0.323178974
141.8109	0.2048	0.0332	0.0257	0.3666	0.851607922	-0.485007922			0.043635228	0.161164772	-0.010435228	0.322964772
141.812	0.2062	0.0332	0.0256	0.3664	0.851614946	-0.485214946			0.043649237	0.162550763	-0.010449237	0.322750763
141.8121	0.206	0.0332	0.0256	0.3663	0.851615585	-0.485315585			0.043662218	0.162337782	-0.010462218	0.322637782
141.8142	0.206	0.0332	0.0256	0.3661	0.851628994	-0.485528994			0.043674235	0.162325765	-0.010474235	0.322425765
141.8141	0.2063	0.0332	0.0256	0.3661	0.851628355	-0.485528355			0.043687987	0.162612013	-0.010487987	0.322412013
141.8157	0.2071	0.0332	0.0256	0.3658	0.851638571	-0.485838571			0.043700711	0.163399289	-0.010500711	0.322099289
141.817	0.2079	0.0332	0.0256	0.3658	0.851646872	-0.485846872			0.043713821	0.164186179	-0.010513821	0.322086179
141.8173	0.2088	0.0333	0.0256	0.366	0.851648788	-0.485648788			0.043727188	0.165072812	-0.010427188	0.322272812
141.8207	0.2111	0.0333	0.0255	0.3662	0.851670497	-0.485470497			0.043741261	0.167358739	-0.010441261	0.322458739
141.8188	0.212	0.0333	0.0255	0.366	0.851658365	-0.485658365			0.043754114	0.168245886	-0.010454114	0.322245886
141.8199	0.2133	0.0333	0.0255	0.3656	0.851665389	-0.486065389			0.043766131	0.169533869	-0.010466131	0.321833869
141.8223	0.2151	0.0333	0.0254	0.3655	0.851680714	-0.486180714			0.043779369	0.171320631	-0.010479369	0.321720631
141.8218	0.2158	0.0334	0.0254	0.3654	0.851677521	-0.486277521			0.04379235	0.17200765	-0.01039235	0.32160765
141.8235	0.2163	0.0334	0.0254	0.3653	0.851688376	-0.486388376			0.043805202	0.172494798	-0.010405202	0.321494798
141.8254	0.2155	0.0334	0.0254	0.3654	0.851700508	-0.486300508			0.043818826	0.171681174	-0.010418826	0.321581174
141.826	0.2144	0.0333	0.0254	0.3654	0.851704339	-0.486304339			0.043831614	0.170568386	-0.010531614	0.321568386
141.8278	0.215	0.0333	0.0254	0.3654	0.851715832	-0.486315832			0.043843503	0.171156497	-0.010543503	0.321556497
141.8278	0.2156	0.0334	0.0254	0.3654	0.851715832	-0.486315832			0.043856227	0.171743773	-0.010456227	0.321543773
141.8305	0.2169	0.0334	0.0254	0.3652	0.851733072	-0.486533072			0.043869401	0.173030599	-0.010469401	0.321330599
141.832	0.2181	0.0334	0.0254	0.365	0.85174265	-0.48674265			0.043882575	0.174217425	-0.010482575	0.321117425
