Lenght	Intensity	Error
8.0778980156	1.3168725967	0.1837863177
8.0782210156	1.3149030209	0.3660518527
8.0785250156	1.3362259865	0.4948723912
8.0788235156	1.3354028463	0.4547097981
8.0791120156	1.3332794905	0.272157222
8.0793915156	1.3255535364	0.0710991919
8.0796740156	1.3280026913	0.0025332139
8.0799635156	1.3291016817	0.1038283557
8.0802515156	1.3234341145	0.3092395663
8.0805335156	1.3147665262	0.4728781283
8.0808055156	1.322383523	0.4810603857
8.0810890156	1.3336520195	0.332311213
8.0813760156	1.3441102505	0.1256286055
8.0816680156	1.3262455463	0.0085677179
8.0819510156	1.3309388161	0.0576300621
8.0822380156	1.3219916821	0.2410021126
8.0825245156	1.3185348511	0.4295805097
8.0828085156	1.3220080137	0.4966938794
8.0830895156	1.3339844942	0.3915351331
8.0833760156	1.3186985254	0.1910228431
8.0836555156	1.3233969212	0.0266703721
8.0839385156	1.3129746914	0.0224372111
8.0842170156	1.3144017458	0.1748189777
8.0844965156	1.3180873394	0.3751728833
8.0847730156	1.3342161179	0.4934615791
8.0850595156	1.3278809786	0.4414623976
8.0853420156	1.3222514391	0.2574892342
8.0856230156	1.3197544813	0.0662472844
8.0859065156	1.3209763765	0.0061183823
8.0861880156	1.3374861479	0.1090908498
8.0864710156	1.3297270536	0.3136545718
8.0867560156	1.3185267448	0.4729081094
8.0870345156	1.3197886944	0.4796611965
8.0873190156	1.3089234829	0.3218109906
8.0876120156	1.3200380802	0.117602393
8.0878965156	1.3294764757	0.0062694745
8.0881970156	1.3273097277	0.061947681
8.0884870156	1.3163822889	0.2493136972
8.0887715156	1.3186404705	0.4385777116
8.0890565156	1.3244971037	0.4945788085
8.0893390156	1.3368717432	0.3797309399
8.0896300156	1.3305243254	0.1819718629
8.0899115156	1.3279355764	0.0200040117
8.0901950156	1.3099600077	0.024287343
8.0904760156	1.3180137873	0.1841463298
8.0907515156	1.3202860355	0.3843149543
8.0910190156	1.3359121084	0.4983133078
8.0912900156	1.3216149807	0.4324638844
8.0915625156	1.3111352921	0.2475004941
8.0918430156	1.3186352253	0.0556986593
8.0921250156	1.3217052221	0.0041218135
8.0924030156	1.3289884329	0.1250272989
8.0926900156	1.3217929602	0.3235099614
8.0929720156	1.3171516657	0.4778853059
8.0932455156	1.3055570126	0.4701623917
8.0935180156	1.3264383078	0.309754163
8.0937915156	1.3225069046	0.1052847877
8.0940720156	1.3150917292	0.0054819006
8.0943360156	1.3162953854	0.0715310425
8.0946000156	1.3055685759	0.2601880729
8.0948675156	1.3225367069	0.4423642159
8.0951470156	1.3241539001	0.4905145168
8.0954350156	1.3138481379	0.3723059297
8.0957115156	1.319460392	0.1608622372
8.0959895156	1.3098312616	0.0214868467
8.0962720156	1.3139123917	0.0329088978
8.0965565156	1.3047802448	0.2007708251
8.0968445156	1.3222112656	0.4003199339
8.0971315156	1.3212121725	0.4936676323
8.0974115156	1.3149410486	0.4195550084
8.0976910156	1.3090447187	0.2289202213
8.0979700156	1.3007868528	0.0520605892
8.0982500156	1.3098948002	0.0108273085
8.0985385156	1.3154611588	0.135022074
8.0988295156	1.3233965635	0.3420954645
8.0991155156	1.3169881105	0.4840622842
8.0994000156	1.3105609417	0.4627839923
8.0996830156	1.3105089664	0.2975490987
8.0999560156	1.3073225021	0.0953330919
8.1002325156	1.3204811811	0.0031039582
8.1005115156	1.3222973347	0.0820197016
8.1007975156	1.3231211901	0.2782305777
8.1010840156	1.3174655437	0.4584608674
8.1013760156	1.3156317472	0.4909726381
8.1016680156	1.3063495159	0.3594335616
8.1019425156	1.3253006935	0.1484824419
8.1022225156	1.3246631622	0.0120481895
8.1025050156	1.3129062653	0.0414265022
8.1027865156	1.3095544577	0.2214380652
8.1030780156	1.315854907	0.4159460962
8.1033725156	1.3273837566	0.5001497865
8.1036645156	1.3145141602	0.4114980698
8.1039535156	1.3185349703	0.2130790949
8.1042335156	1.3065536022	0.0376898013
8.1045055156	1.3193745613	0.0142427413
8.1047785156	1.3247920275	0.1567664742
8.1050455156	1.3166154623	0.3608357906
8.1053105156	1.3117815256	0.4948139489
8.1055780156	1.3127044439	0.4576791823
8.1058390156	1.3241233826	0.2768781483
8.1061005156	1.3190493584	0.0805229172
8.1063640156	1.3193956614	0.003041131
8.1066255156	1.3117239475	0.1026962921
8.1068860156	1.3022806644	0.3039080501
8.1071470156	1.3180133104	0.467784971
8.1074055156	1.3218932152	0.4842516482
8.1076705156	1.3074535131	0.3363485932
8.1079355156	1.3039427996	0.1287720203
8.1082125156	1.3149087429	0.0081464369
8.1084900156	1.3262332678	0.0584872179
8.1087715156	1.310781002	0.2447186559
8.1090540156	1.3101867437	0.4319742024
8.1093250156	1.2994993925	0.4987531602
8.1095960156	1.3057097197	0.3883616328
8.1098760156	1.314727664	0.1843548417
8.1101585156	1.3186818361	0.0245738216
8.1104350156	1.306614399	0.0252139792
8.1107115156	1.3096669912	0.1860444248
8.1109940156	1.301003933	0.3898876905
8.1112720156	1.3094080687	0.5003127456
8.1115485156	1.3161870241	0.4362204671
8.1118250156	1.3133081198	0.2413340807
8.1121060156	1.3007727861	0.058494404
8.1123885156	1.2979762554	0.0069372617
8.1126730156	1.2920906544	0.1286725998
8.1129610156	1.3063656092	0.3345161974
8.1132430156	1.3094278574	0.4853848815
8.1135245156	1.3076016903	0.4707858264
8.1138050156	1.3041565418	0.30442366
8.1140860156	1.2960113287	0.1012138426
8.1143685156	1.2982341051	0.0026542125
8.1146530156	1.2972663641	0.0782326013
8.1149385156	1.3075640202	0.2811810076
8.1152320156	1.3137208223	0.4577814639
8.1155300156	1.3041453362	0.4939157665
8.1158265156	1.3019119501	0.3664019704
8.1161165156	1.2937128544	0.1546791047
8.1164070156	1.2970112562	0.0156239495
8.1166870156	1.2948280573	0.0414687693
8.1169525156	1.3041847944	0.2071366757
8.1172140156	1.3075349331	0.417063117
8.1174845156	1.2973264456	0.4997493625
8.1177560156	1.2998731136	0.4075405002
8.1180275156	1.2876409292	0.2119621187
8.1183000156	1.2896718979	0.0396283194
8.1185615156	1.2898275852	0.0154193966
8.1188250156	1.3038840294	0.1573517025
8.1190935156	1.3058042526	0.3618632555
8.1193540156	1.3105788231	0.495480448
8.1196190156	1.2904297113	0.449470669
8.1198785156	1.2967075109	0.2706793845
8.1201380156	1.2870565653	0.071503602
