Hg-high_einhuellende_0.dat
05/10/2021
13:29
M1: 60um  Speed 1um/s  filter: 129Hz
position_mm  datamess datacalib
41.1288249390 0.0939605236 0.2550771236
41.1288449390 0.0939941257 0.2550624013
41.1288649390 0.0940267593 0.2550466657
41.1288849390 0.0940584093 0.2550299168
41.1289049390 0.0940890536 0.2550121546
41.1289249390 0.0941186696 0.2549934387
41.1289449390 0.0941472501 0.2549737394
41.1289649390 0.0941747651 0.2549531162
41.1289849390 0.0942012146 0.2549315393
41.1290049390 0.0942265689 0.2549090981
41.1290249390 0.0942508280 0.2548857629
41.1290449390 0.0942739695 0.2548615634
41.1290649390 0.0942959785 0.2548365295
41.1290849390 0.0943168551 0.2548106909
41.1291049390 0.0943365768 0.2547840774
41.1291249390 0.0943551362 0.2547566891
41.1291449390 0.0943725258 0.2547285855
41.1291649390 0.0943887383 0.2546997666
41.1291849390 0.0944037661 0.2546702921
41.1292049390 0.0944176018 0.2546401620
41.1292249390 0.0944302380 0.2546094060
41.1292449390 0.0944416672 0.2545780838
41.1292649390 0.0944518968 0.2545462251
41.1292849390 0.0944609120 0.2545138001
41.1293049390 0.0944687128 0.2544809282
41.1293249390 0.0944752917 0.2544475794
41.1293449390 0.0944806635 0.2544138134
41.1293649390 0.0944848210 0.2543796599
41.1293849390 0.0944877639 0.2543451190
41.1294049390 0.0944894925 0.2543102801
41.1294249390 0.0944900140 0.2542751729
41.1294449390 0.0944893286 0.2542397976
41.1294649390 0.0944874361 0.2542041838
41.1294849390 0.0944843590 0.2541684210
41.1295049390 0.0944800898 0.2541325092
41.1295249390 0.0944746360 0.2540964782
41.1295449390 0.0944680125 0.2540603578
41.1295649390 0.0944602191 0.2540242076
41.1295849390 0.0944512710 0.2539880574
41.1296049390 0.0944411829 0.2539519370
41.1296249390 0.0944299549 0.2539158762
41.1296449390 0.0944176093 0.2538799345
41.1296649390 0.0944041610 0.2538441420
41.1296849390 0.0943896100 0.2538084984
41.1297049390 0.0943739787 0.2537730932
41.1297249390 0.0943572894 0.2537378967
41.1297449390 0.0943395421 0.2537029982
41.1297649390 0.0943207666 0.2536683977
41.1297849390 0.0943009779 0.2536341548
41.1298049390 0.0942801908 0.2536002994
41.1298249390 0.0942584202 0.2535668612
41.1298449390 0.0942356959 0.2535338700
41.1298649390 0.0942120329 0.2535013258
41.1298849390 0.0941874459 0.2534693182
41.1299049390 0.0941619650 0.2534378469
41.1299249390 0.0941356122 0.2534069419
41.1299449390 0.0941084027 0.2533766627
41.1299649390 0.0940803587 0.2533469796
41.1299849390 0.0940515175 0.2533179820
41.1300049390 0.0940218866 0.2532896698
41.1300249390 0.0939914957 0.2532620728
41.1300449390 0.0939603746 0.2532351911
41.1300649390 0.0939285457 0.2532091141
41.1300849390 0.0938960388 0.2531838119
41.1301049390 0.0938628688 0.2531593144
41.1301249390 0.0938290730 0.2531356812
41.1301449390 0.0937946737 0.2531129122
41.1301649390 0.0937597007 0.2530910075
41.1301849390 0.0937241763 0.2530700266
41.1302049390 0.0936881304 0.2530499399
41.1302249390 0.0936515927 0.2530308366
41.1302449390 0.0936145931 0.2530126870
41.1302649390 0.0935771540 0.2529955208
41.1302849390 0.0935393125 0.2529793382
41.1303049390 0.0935010836 0.2529641688
41.1303249390 0.0934625119 0.2529500425
41.1303449390 0.0934236199 0.2529369593
41.1303649390 0.0933844373 0.2529249191
41.1303849390 0.0933449864 0.2529139519
41.1304049390 0.0933053046 0.2529040575
41.1304249390 0.0932654217 0.2528952360
41.1304449390 0.0932253599 0.2528875470
41.1304649390 0.0931851491 0.2528809309
41.1304849390 0.0931448191 0.2528754175
41.1305049390 0.0931044072 0.2528710365
41.1305249390 0.0930639282 0.2528677583
41.1305449390 0.0930234194 0.2528656125
41.1305649390 0.0929829106 0.2528645992
41.1305849390 0.0929424241 0.2528647184
41.1306049390 0.0929019898 0.2528659403
41.1306249390 0.0928616375 0.2528683245
41.1306449390 0.0928213894 0.2528718114
41.1306649390 0.0927812755 0.2528764307
41.1306849390 0.0927413255 0.2528821826
41.1307049390 0.0927015543 0.2528890371
41.1307249390 0.0926620066 0.2528969944
41.1307449390 0.0926226974 0.2529060841
41.1307649390 0.0925836489 0.2529162765
41.1307849390 0.0925448909 0.2529275417
41.1308049390 0.0925064459 0.2529399097
41.1308249390 0.0924683362 0.2529533505
41.1308449390 0.0924305841 0.2529678345
41.1308649390 0.0923932269 0.2529833913
41.1308849390 0.0923562646 0.2529999912
41.1309049390 0.0923197344 0.2530176342
41.1309249390 0.0922836512 0.2530362904
41.1309449390 0.0922480375 0.2530559301
41.1309649390 0.0922129154 0.2530765533
41.1309849390 0.0921782926 0.2530981600
41.1310049390 0.0921442062 0.2531207502
41.1310249390 0.0921106637 0.2531442344
41.1310449390 0.0920776799 0.2531686723
41.1310649390 0.0920452848 0.2531940043
41.1310849390 0.0920134783 0.2532202303
41.1311049390 0.0919822827 0.2532472908
41.1311249390 0.0919517204 0.2532752454
41.1311449390 0.0919217914 0.2533039749
41.1311649390 0.0918925181 0.2533335388
41.1311849390 0.0918639079 0.2533638775
41.1312049390 0.0918359756 0.2533949912
41.1312249390 0.0918087363 0.2534268200
41.1312449390 0.0917821899 0.2534593642
41.1312649390 0.0917563587 0.2534925938
41.1312849390 0.0917312428 0.2535265088
41.1313049390 0.0917068496 0.2535610795
41.1313249390 0.0916831940 0.2535962462
41.1313449390 0.0916602686 0.2536320090
41.1313649390 0.0916380957 0.2536683679
41.1313849390 0.0916166678 0.2537052333
41.1314049390 0.0915959999 0.2537426353
41.1314249390 0.0915760845 0.2537805438
41.1314449390 0.0915569291 0.2538188994
41.1314649390 0.0915385336 0.2538577020
41.1314849390 0.0915209055 0.2538969219
41.1315049390 0.0915040299 0.2539365292
41.1315249390 0.0914879218 0.2539764941
41.1315449390 0.0914725736 0.2540167868
41.1315649390 0.0914579853 0.2540574074
41.1315849390 0.0914441496 0.2540982962
41.1316049390 0.0914310664 0.2541394532
41.1316249390 0.0914187282 0.2541808188
41.1316449390 0.0914071351 0.2542224228
41.1316649390 0.0913962722 0.2542641759
41.1316849390 0.0913861468 0.2543060780
41.1317049390 0.0913767368 0.2543480992
41.1317249390 0.0913680419 0.2543902099
41.1317449390 0.0913600475 0.2544324100
41.1317649390 0.0913527533 0.2544746399
41.1317849390 0.0913461447 0.2545168996
41.1318049390 0.0913402066 0.2545591295
41.1318249390 0.0913349316 0.2546013296
41.1318449390 0.0913303047 0.2546434700
41.1318649390 0.0913263187 0.2546855509
41.1318849390 0.0913229585 0.2547274828
41.1319049390 0.0913202092 0.2547693253
41.1319249390 0.0913180485 0.2548109591
41.1319449390 0.0913164765 0.2548524439
41.1319649390 0.0913154632 0.2548937201
41.1319849390 0.0913150087 0.2549347579
41.1320049390 0.0913150758 0.2549755275
41.1320249390 0.0913156644 0.2550160289
41.1320449390 0.0913167447 0.2550562322
41.1320649390 0.0913183093 0.2550961375
41.1320849390 0.0913203284 0.2551356852
41.1321049390 0.0913227946 0.2551748455
41.1321249390 0.0913256854 0.2552136481
41.1321449390 0.0913289711 0.2552520335
41.1321649390 0.0913326442 0.2552900016
41.1321849390 0.0913366824 0.2553275228
41.1322049390 0.0913410634 0.2553645670
41.1322249390 0.0913457572 0.2554011345
41.1322449390 0.0913507566 0.2554371953
41.1322649390 0.0913560316 0.2554727495
41.1322849390 0.0913615674 0.2555077672
41.1323049390 0.0913673341 0.2555422187
41.1323249390 0.0913733169 0.2555761039
41.1323449390 0.0913794860 0.2556094229
41.1323649390 0.0913858265 0.2556421161
41.1323849390 0.0913923085 0.2556742132
41.1324049390 0.0913989246 0.2557056844
41.1324249390 0.0914056376 0.2557365000
41.1324449390 0.0914124250 0.2557666600
41.1324649390 0.0914192721 0.2557961345
41.1324849390 0.0914261565 0.2558249533
41.1325049390 0.0914330482 0.2558530569
41.1325249390 0.0914399326 0.2558804750
41.1325449390 0.0914467797 0.2559071779
41.1325649390 0.0914535746 0.2559331357
41.1325849390 0.0914602950 0.2559583783
41.1326049390 0.0914669186 0.2559828758
41.1326249390 0.0914734229 0.2560066283
41.1326449390 0.0914797857 0.2560296059
41.1326649390 0.0914859846 0.2560518086
41.1326849390 0.0914919972 0.2560732663
41.1327049390 0.0914978161 0.2560939193
41.1327249390 0.0915034041 0.2561137974
41.1327449390 0.0915087536 0.2561328709
41.1327649390 0.0915138349 0.2561511695
41.1327849390 0.0915186405 0.2561686337
41.1328049390 0.0915231481 0.2561853230
41.1328249390 0.0915273279 0.2562012076
41.1328449390 0.0915311798 0.2562162578
41.1328649390 0.0915346742 0.2562305331
41.1328849390 0.0915378034 0.2562439740
41.1329049390 0.0915405378 0.2562565804
41.1329249390 0.0915428773 0.2562683821
41.1329449390 0.0915447921 0.2562793791
41.1329649390 0.0915462822 0.2562895417
41.1329849390 0.0915473178 0.2562988997
41.1330049390 0.0915478989 0.2563074529
41.1330249390 0.0915480033 0.2563151717
41.1330449390 0.0915476233 0.2563220859
41.1330649390 0.0915467441 0.2563281953
41.1330849390 0.0915453583 0.2563335001
41.1331049390 0.0915434510 0.2563380003
41.1331249390 0.0915410146 0.2563416958
41.1331449390 0.0915380418 0.2563446164
41.1331649390 0.0915345252 0.2563467324
41.1331849390 0.0915304497 0.2563480437
41.1332049390 0.0915258154 0.2563486099
41.1332249390 0.0915206149 0.2563483715
41.1332449390 0.0915148407 0.2563473582
41.1332649390 0.0915084928 0.2563455999
41.1332849390 0.0915015563 0.2563430965
41.1333049390 0.0914940387 0.2563398182
41.1333249390 0.0914859325 0.2563357949
41.1333449390 0.0914772376 0.2563310564
41.1333649390 0.0914679468 0.2563255727
41.1333849390 0.0914580673 0.2563193738
41.1334049390 0.0914475992 0.2563124597
41.1334249390 0.0914365426 0.2563048303
41.1334449390 0.0914248973 0.2562965453
41.1334649390 0.0914126635 0.2562875450
41.1334849390 0.0913998559 0.2562778592
41.1335049390 0.0913864672 0.2562675476
41.1335249390 0.0913725048 0.2562565506
41.1335449390 0.0913579687 0.2562449276
41.1335649390 0.0913428813 0.2562326491
41.1335849390 0.0913272426 0.2562197447
41.1336049390 0.0913110524 0.2562062442
41.1336249390 0.0912943259 0.2561921179
41.1336449390 0.0912770778 0.2561774254
41.1336649390 0.0912593007 0.2561621368
41.1336849390 0.0912410244 0.2561462820
41.1337049390 0.0912222564 0.2561298609
41.1337249390 0.0912029967 0.2561129034
41.1337449390 0.0911832675 0.2560954094
41.1337649390 0.0911630839 0.2560773790
41.1337849390 0.0911424533 0.2560588419
41.1338049390 0.0911213979 0.2560398281
41.1338249390 0.0910999253 0.2560203075
41.1338449390 0.0910780579 0.2560003102
41.1338649390 0.0910558105 0.2559798658
41.1338849390 0.0910331905 0.2559589744
41.1339049390 0.0910102278 0.2559376359
41.1339249390 0.0909869373 0.2559158802
41.1339449390 0.0909633338 0.2558937073
41.1339649390 0.0909394324 0.2558711469
41.1339849390 0.0909152701 0.2558481991
41.1340049390 0.0908908471 0.2558248639
41.1340249390 0.0908661932 0.2558012009
41.1340449390 0.0908413306 0.2557771802
41.1340649390 0.0908162743 0.2557528019
41.1340849390 0.0907910541 0.2557281256
41.1341049390 0.0907656848 0.2557031512
41.1341249390 0.0907401890 0.2556778491
41.1341449390 0.0907145962 0.2556522787
41.1341649390 0.0906889215 0.2556264699
41.1341849390 0.0906631947 0.2556003630
41.1342049390 0.0906374305 0.2555740476
41.1342249390 0.0906116590 0.2555474937
41.1342449390 0.0905859098 0.2555207014
41.1342649390 0.0905601904 0.2554937303
41.1342849390 0.0905345380 0.2554665506
41.1343049390 0.0905089751 0.2554391921
41.1343249390 0.0904835239 0.2554116547
41.1343449390 0.0904582068 0.2553839982
41.1343649390 0.0904330537 0.2553561628
41.1343849390 0.0904080868 0.2553282082
41.1344049390 0.0903833359 0.2553001642
41.1344249390 0.0903588161 0.2552719712
41.1344449390 0.0903345570 0.2552437186
41.1344649390 0.0903105885 0.2552153468
41.1344849390 0.0902869254 0.2551869452
41.1345049390 0.0902636051 0.2551584542
41.1345249390 0.0902406350 0.2551299334
41.1345449390 0.0902180523 0.2551013529
41.1345649390 0.0901958793 0.2550727725
41.1345849390 0.0901741460 0.2550441623
41.1346049390 0.0901528597 0.2550155520
41.1346249390 0.0901320577 0.2549869418
41.1346449390 0.0901117548 0.2549583316
41.1346649390 0.0900919884 0.2549297810
41.1346849390 0.0900727659 0.2549012601
41.1347049390 0.0900541171 0.2548727691
41.1347249390 0.0900360644 0.2548443377
41.1347449390 0.0900186300 0.2548159659
41.1347649390 0.0900018364 0.2547876835
41.1347849390 0.0899857059 0.2547594905
41.1348049390 0.0899702534 0.2547313869
41.1348249390 0.0899555087 0.2547033727
41.1348449390 0.0899414867 0.2546754479
41.1348649390 0.0899282098 0.2546476722
41.1348849390 0.0899156928 0.2546200156
41.1349049390 0.0899039581 0.2545924783
41.1349249390 0.0898930281 0.2545650899
41.1349449390 0.0898829177 0.2545378506
41.1349649390 0.0898736417 0.2545107603
41.1349849390 0.0898652151 0.2544838488
41.1350049390 0.0898576602 0.2544570863
41.1350249390 0.0898509994 0.2544304729
41.1350449390 0.0898452327 0.2544040680
41.1350649390 0.0898403898 0.2543778419
41.1350849390 0.0898364708 0.2543518245
41.1351049390 0.0898335055 0.2543259561
41.1351249390 0.0898314938 0.2543003261
41.1351449390 0.0898304507 0.2542748749
41.1351649390 0.0898303986 0.2542496622
41.1351849390 0.0898313373 0.2542246282
41.1352049390 0.0898332745 0.2541998327
41.1352249390 0.0898362398 0.2541752458
41.1352449390 0.0898402259 0.2541508973
41.1352649390 0.0898452401 0.2541267574
41.1352849390 0.0898513049 0.2541028559
41.1353049390 0.0898584127 0.2540791631
41.1353249390 0.0898665860 0.2540557086
41.1353449390 0.0898758173 0.2540325224
41.1353649390 0.0898861215 0.2540095448
41.1353849390 0.0898974985 0.2539868057
41.1354049390 0.0899099484 0.2539642751
41.1354249390 0.0899234861 0.2539420128
41.1354449390 0.0899381042 0.2539199889
41.1354649390 0.0899538174 0.2538982034
41.1354849390 0.0899706110 0.2538766563
41.1355049390 0.0899884999 0.2538553476
41.1355249390 0.0900074765 0.2538342774
41.1355449390 0.0900275409 0.2538134456
41.1355649390 0.0900487006 0.2537928522
41.1355849390 0.0900709406 0.2537724972
41.1356049390 0.0900942683 0.2537523508
41.1356249390 0.0901186764 0.2537324727
41.1356449390 0.0901441574 0.2537128031
41.1356649390 0.0901707187 0.2536933422
41.1356849390 0.0901983455 0.2536741197
41.1357049390 0.0902270302 0.2536551356
41.1357249390 0.0902567729 0.2536363602
41.1357449390 0.0902875736 0.2536177933
41.1357649390 0.0903194100 0.2535994649
41.1357849390 0.0903522745 0.2535813153
41.1358049390 0.0903861672 0.2535634041
41.1358249390 0.0904210806 0.2535456717
41.1358449390 0.0904569924 0.2535281479
41.1358649390 0.0904939026 0.2535108030
41.1358849390 0.0905317962 0.2534936666
41.1359049390 0.0905706659 0.2534767091
41.1359249390 0.0906104892 0.2534599304
41.1359449390 0.0906512663 0.2534433305
41.1359649390 0.0906929746 0.2534269094
41.1359849390 0.0907356068 0.2534106672
41.1360049390 0.0907791406 0.2533945739
41.1360249390 0.0908235684 0.2533786595
41.1360449390 0.0908688679 0.2533628643
41.1360649390 0.0909150317 0.2533472478
41.1360849390 0.0909620374 0.2533317804
41.1361049390 0.0910098776 0.2533164322
41.1361249390 0.0910585225 0.2533012331
41.1361449390 0.0911079645 0.2532861829
41.1361649390 0.0911581814 0.2532712221
41.1361849390 0.0912091509 0.2532564104
41.1362049390 0.0912608653 0.2532417178
41.1362249390 0.0913133025 0.2532271147
41.1362449390 0.0913664401 0.2532126307
41.1362649390 0.0914202556 0.2531982660
41.1362849390 0.0914747342 0.2531839907
41.1363049390 0.0915298611 0.2531698048
41.1363249390 0.0915856063 0.2531557083
41.1363449390 0.0916419476 0.2531417012
41.1363649390 0.0916988775 0.2531277835
41.1363849390 0.0917563587 0.2531139553
41.1364049390 0.0918143839 0.2531001866
41.1364249390 0.0918729305 0.2530865073
41.1364449390 0.0919319615 0.2530728579
41.1364649390 0.0919914767 0.2530592978
41.1364849390 0.0920514390 0.2530458272
41.1365049390 0.0921118334 0.2530323863
41.1365249390 0.0921726376 0.2530190051
41.1365449390 0.0922338217 0.2530056834
41.1365649390 0.0922953710 0.2529924214
41.1365849390 0.0923572704 0.2529791892
41.1366049390 0.0924194828 0.2529660463
41.1366249390 0.0924819931 0.2529529333
41.1366449390 0.0925447792 0.2529398501
41.1366649390 0.0926078111 0.2529268265
41.1366849390 0.0926710814 0.2529138625
41.1367049390 0.0927345604 0.2529009283
41.1367249390 0.0927982181 0.2528880537
41.1367449390 0.0928620473 0.2528752089
41.1367649390 0.0929260179 0.2528624237
41.1367849390 0.0929901078 0.2528496683
41.1368049390 0.0930542946 0.2528370023
41.1368249390 0.0931185558 0.2528243363
41.1368449390 0.0931828767 0.2528117597
41.1368649390 0.0932472348 0.2527992129
41.1368849390 0.0933116004 0.2527867258
41.1369049390 0.0933759660 0.2527743280
41.1369249390 0.0934402943 0.2527619600
41.1369449390 0.0935045779 0.2527496517
41.1369649390 0.0935687944 0.2527374327
41.1369849390 0.0936329216 0.2527252734
41.1370049390 0.0936969370 0.2527131736
41.1370249390 0.0937608257 0.2527011633
41.1370449390 0.0938245654 0.2526892424
41.1370649390 0.0938881412 0.2526774108
41.1370849390 0.0939515308 0.2526656687
41.1371049390 0.0940147117 0.2526540160
41.1371249390 0.0940776765 0.2526424825
41.1371449390 0.0941404030 0.2526310384
41.1371649390 0.0942028686 0.2526197433
41.1371849390 0.0942650586 0.2526085377
41.1372049390 0.0943269655 0.2525974810
41.1372249390 0.0943885595 0.2525865436
41.1372449390 0.0944498330 0.2525757551
41.1372649390 0.0945107639 0.2525650859
41.1372849390 0.0945713446 0.2525545955
41.1373049390 0.0946315527 0.2525442839
41.1373249390 0.0946913809 0.2525341213
41.1373449390 0.0947508141 0.2525241375
41.1373649390 0.0948098302 0.2525143325
41.1373849390 0.0948684216 0.2525047362
41.1374049390 0.0949265733 0.2524953187
41.1374249390 0.0949842706 0.2524861395
41.1374449390 0.0950415060 0.2524771392
41.1374649390 0.0950982720 0.2524683774
41.1374849390 0.0951545462 0.2524598539
41.1375049390 0.0952103212 0.2524515986
41.1375249390 0.0952655897 0.2524435520
41.1375449390 0.0953203365 0.2524357736
41.1375649390 0.0953745544 0.2524282932
41.1375849390 0.0954282358 0.2524210513
41.1376049390 0.0954813659 0.2524141073
41.1376249390 0.0955339372 0.2524074614
41.1376449390 0.0955859423 0.2524011135
41.1376649390 0.0956373736 0.2523950636
41.1376849390 0.0956882238 0.2523893416
41.1377049390 0.0957384855 0.2523839176
41.1377249390 0.0957881510 0.2523788512
41.1377449390 0.0958372131 0.2523741424
41.1377649390 0.0958856642 0.2523697615
41.1377849390 0.0959335044 0.2523657382
41.1378049390 0.0959807187 0.2523620725
41.1378249390 0.0960273072 0.2523587942
41.1378449390 0.0960732624 0.2523559034
41.1378649390 0.0961185843 0.2523533702
41.1378849390 0.0961632654 0.2523512542
41.1379049390 0.0962072983 0.2523495257
41.1379249390 0.0962506831 0.2523482144
41.1379449390 0.0962934196 0.2523472905
41.1379649390 0.0963355005 0.2523468137
41.1379849390 0.0963769257 0.2523467541
41.1380049390 0.0964176804 0.2523471117
41.1380249390 0.0964577794 0.2523479164
41.1380449390 0.0964972153 0.2523491383
41.1380649390 0.0965359807 0.2523508370
41.1380849390 0.0965740830 0.2523529530
41.1381049390 0.0966115072 0.2523555458
41.1381249390 0.0966482684 0.2523585856
41.1381449390 0.0966843590 0.2523620725
41.1381649390 0.0967197716 0.2523660362
41.1381849390 0.0967545137 0.2523704469
41.1382049390 0.0967885852 0.2523753345
41.1382249390 0.0968219787 0.2523806989
41.1382449390 0.0968547091 0.2523865104
41.1382649390 0.0968867615 0.2523928285
41.1382849390 0.0969181359 0.2523995936
41.1383049390 0.0969488472 0.2524068356
41.1383249390 0.0969788879 0.2524145544
41.1383449390 0.0970082581 0.2524227202
41.1383649390 0.0970369652 0.2524313927
41.1383849390 0.0970650017 0.2524405122
41.1384049390 0.0970923752 0.2524500787
41.1384249390 0.0971190855 0.2524601519
41.1384449390 0.0971451327 0.2524706721
41.1384649390 0.0971705168 0.2524816394
41.1384849390 0.0971952528 0.2524930835
41.1385049390 0.0972193256 0.2525049746
41.1385249390 0.0972427428 0.2525173128
41.1385449390 0.0972655118 0.2525300980
41.1385649390 0.0972876325 0.2525433004
41.1385849390 0.0973091051 0.2525569797
41.1386049390 0.0973299369 0.2525710464
41.1386249390 0.0973501205 0.2525855601
41.1386449390 0.0973696709 0.2526004910
41.1386649390 0.0973885804 0.2526158392
41.1386849390 0.0974068567 0.2526315749
41.1387049390 0.0974244997 0.2526476979
41.1387249390 0.0974415168 0.2526642382
41.1387449390 0.0974579081 0.2526811361
41.1387649390 0.0974736735 0.2526983917
41.1387849390 0.0974888206 0.2527160347
41.1388049390 0.0975033492 0.2527340353
41.1388249390 0.0975172669 0.2527523637
41.1388449390 0.0975305736 0.2527710199
41.1388649390 0.0975432694 0.2527900040
41.1388849390 0.0975553617 0.2528093159
41.1389049390 0.0975668505 0.2528288960
41.1389249390 0.0975777432 0.2528488040
41.1389449390 0.0975880325 0.2528689802
41.1389649390 0.0975977331 0.2528894246
41.1389849390 0.0976068452 0.2529101074
41.1390049390 0.0976153687 0.2529310584
41.1390249390 0.0976233035 0.2529522181
41.1390449390 0.0976306647 0.2529736161
41.1390649390 0.0976374447 0.2529952228
41.1390849390 0.0976436436 0.2530170083
41.1391049390 0.0976492763 0.2530390024
41.1391249390 0.0976543427 0.2530611455
41.1391449390 0.0976588428 0.2530834377
41.1391649390 0.0976627767 0.2531058788
41.1391849390 0.0976661518 0.2531284392
41.1392049390 0.0976689756 0.2531511486
41.1392249390 0.0976712406 0.2531739175
41.1392449390 0.0976729542 0.2531968057
41.1392649390 0.0976741239 0.2532197535
41.1392849390 0.0976747498 0.2532427311
41.1393049390 0.0976748317 0.2532657981
41.1393249390 0.0976743847 0.2532888651
41.1393449390 0.0976733938 0.2533119619
41.1393649390 0.0976718739 0.2533350587
41.1393849390 0.0976698324 0.2533581555
41.1394049390 0.0976672620 0.2533811927
41.1394249390 0.0976641700 0.2534042299
41.1394449390 0.0976605639 0.2534272075
41.1394649390 0.0976564363 0.2534500957
41.1394849390 0.0976518020 0.2534729242
41.1395049390 0.0976466611 0.2534956336
41.1395249390 0.0976410210 0.2535182536
41.1395449390 0.0976348743 0.2535407245
41.1395649390 0.0976282358 0.2535631061
41.1395849390 0.0976210982 0.2535853088
41.1396049390 0.0976134762 0.2536073327
41.1396249390 0.0976053700 0.2536292076
41.1396449390 0.0975967869 0.2536509037
41.1396649390 0.0975877196 0.2536723912
41.1396849390 0.0975781828 0.2536936402
41.1397049390 0.0975681767 0.2537146807
41.1397249390 0.0975577086 0.2537355125
41.1397449390 0.0975467786 0.2537560761
41.1397649390 0.0975353941 0.2537763715
41.1397849390 0.0975235552 0.2537963986
41.1398049390 0.0975112766 0.2538161278
41.1398249390 0.0974985585 0.2538355887
41.1398449390 0.0974854007 0.2538547218
41.1398649390 0.0974718109 0.2538735569
41.1398849390 0.0974577963 0.2538920641
41.1399049390 0.0974433646 0.2539102435
41.1399249390 0.0974285230 0.2539280951
41.1399449390 0.0974132642 0.2539455593
41.1399649390 0.0973976105 0.2539626956
41.1399849390 0.0973815545 0.2539794445
41.1400049390 0.0973651111 0.2539958358
41.1400249390 0.0973482877 0.2540118396
41.1400449390 0.0973310843 0.2540274262
41.1400649390 0.0973135084 0.2540426254
41.1400849390 0.0972955674 0.2540574372
41.1401049390 0.0972772762 0.2540718317
41.1401249390 0.0972586274 0.2540858090
41.1401449390 0.0972396433 0.2540993690
41.1401649390 0.0972203240 0.2541124821
41.1401849390 0.0972006768 0.2541251779
41.1402049390 0.0971807092 0.2541374266
41.1402249390 0.0971604362 0.2541492581
41.1402449390 0.0971398577 0.2541606426
41.1402649390 0.0971189812 0.2541715503
41.1402849390 0.0970978290 0.2541820407
41.1403049390 0.0970763937 0.2541920543
41.1403249390 0.0970546976 0.2542016208
41.1403449390 0.0970327407 0.2542107403
41.1403649390 0.0970105380 0.2542194128
41.1403849390 0.0969880968 0.2542276084
41.1404049390 0.0969654322 0.2542353570
41.1404249390 0.0969425440 0.2542426288
41.1404449390 0.0969194472 0.2542494833
41.1404649390 0.0968961567 0.2542558312
41.1404849390 0.0968726799 0.2542617619
41.1405049390 0.0968490243 0.2542672157
41.1405249390 0.0968251973 0.2542722225
41.1405449390 0.0968012288 0.2542767525
41.1405649390 0.0967771113 0.2542808652
41.1405849390 0.0967528597 0.2542845309
41.1406049390 0.0967284888 0.2542877197
41.1406249390 0.0967040136 0.2542904913
41.1406449390 0.0966794416 0.2542928457
41.1406649390 0.0966547802 0.2542947531
41.1406849390 0.0966300517 0.2542962134
41.1407049390 0.0966052637 0.2542972565
41.1407249390 0.0965804234 0.2542979121
41.1407449390 0.0965555534 0.2542981207
41.1407649390 0.0965306535 0.2542979419
41.1407849390 0.0965057462 0.2542973459
41.1408049390 0.0964808464 0.2542963624
41.1408249390 0.0964559540 0.2542949915
41.1408449390 0.0964310989 0.2542932332
41.1408649390 0.0964062735 0.2542910874
41.1408849390 0.0963815078 0.2542885840
41.1409049390 0.0963568091 0.2542857230
41.1409249390 0.0963321924 0.2542825043
41.1409449390 0.0963076651 0.2542789280
41.1409649390 0.0962832421 0.2542750239
41.1409849390 0.0962589383 0.2542707920
41.1410049390 0.0962347686 0.2542662323
41.1410249390 0.0962107405 0.2542613745
41.1410449390 0.0961868688 0.2542561889
41.1410649390 0.0961631685 0.2542507350
41.1410849390 0.0961396545 0.2542449534
41.1411049390 0.0961163342 0.2542389333
41.1411249390 0.0960932150 0.2542326152
41.1411449390 0.0960703269 0.2542260587
41.1411649390 0.0960476622 0.2542192638
41.1411849390 0.0960252509 0.2542122006
41.1412049390 0.0960030928 0.2542048991
41.1412249390 0.0959812105 0.2541974187
41.1412449390 0.0959596038 0.2541896999
41.1412649390 0.0959382877 0.2541817725
41.1412849390 0.0959172770 0.2541736662
41.1413049390 0.0958965868 0.2541653514
41.1413249390 0.0958762169 0.2541568875
41.1413449390 0.0958561897 0.2541482747
41.1413649390 0.0958365127 0.2541394830
41.1413849390 0.0958171934 0.2541305721
41.1414049390 0.0957982391 0.2541215122
41.1414249390 0.0957796723 0.2541123033
41.1414449390 0.0957614854 0.2541030347
41.1414649390 0.0957437009 0.2540936172
41.1414849390 0.0957263261 0.2540841401
41.1415049390 0.0957093611 0.2540745437
41.1415249390 0.0956928283 0.2540648878
41.1415449390 0.0956767276 0.2540551722
41.1415649390 0.0956610665 0.2540453970
41.1415849390 0.0956458524 0.2540355623
41.1416049390 0.0956311002 0.2540257275
41.1416249390 0.0956168026 0.2540158331
41.1416449390 0.0956029817 0.2540059090
41.1416649390 0.0955896303 0.2539959848
41.1416849390 0.0955767706 0.2539860606
41.1417049390 0.0955643877 0.2539761364
41.1417249390 0.0955525041 0.2539662421
41.1417449390 0.0955411196 0.2539563477
41.1417649390 0.0955302268 0.2539464831
41.1417849390 0.0955198482 0.2539366484
41.1418049390 0.0955099761 0.2539268732
41.1418249390 0.0955006182 0.2539171576
41.1418449390 0.0954917744 0.2539075017
41.1418649390 0.0954834521 0.2538979053
41.1418849390 0.0954756439 0.2538883686
41.1419049390 0.0954683647 0.2538789213
41.1419249390 0.0954616070 0.2538695633
41.1419449390 0.0954553634 0.2538602948
41.1419649390 0.0954496562 0.2538511157
41.1419849390 0.0954444632 0.2538420558
41.1420049390 0.0954397991 0.2538331151
41.1420249390 0.0954356566 0.2538242638
41.1420449390 0.0954320431 0.2538155615
41.1420649390 0.0954289436 0.2538069487
