Lenght	Intensity	Error
8.1445005156	0.2246394157	0.4931451678
8.1448025156	-0.0538266078	0.4976999462
8.1451175156	-0.2678604126	0.4970245361
8.1454255156	-0.3496496975	0.4952721894
8.1457275156	-0.2797734141	0.4969003499
8.1460420156	-0.0702809319	0.4981251955
8.1463460156	0.2064550072	0.4960519969
8.1466530156	0.4986164868	0.4959805012
8.1469700156	0.7398476601	0.4974703193
8.1472975156	0.8828941584	0.4973915517
8.1476385156	0.9154843092	0.4946671128
8.1479645156	0.8413066864	0.4981572032
8.1482920156	0.6315433383	0.4978392422
8.1486035156	0.3646345139	0.4993993342
8.1489235156	0.0745746642	0.5004060268
8.1492465156	-0.1845457703	0.5017129779
8.1495790156	-0.3312276006	0.4995375872
8.1499080156	-0.3368996084	0.4994231164
8.1502360156	-0.199459821	0.5012792349
8.1505595156	0.0522643216	0.4994343519
8.1508815156	0.344373256	0.4972084463
8.1511910156	0.6431866288	0.5020160079
8.1515030156	0.7977964878	0.4932046533
8.1518345156	0.9089371562	0.4962753952
8.1521595156	0.9086543322	0.5040801764
8.1524745156	0.889767766	0.4848624468
8.1528150156	0.4614991248	0.4877574146
8.1531355156	0.1569767892	0.5011927485
8.1534510156	-0.0650231391	0.5034093261
8.1537725156	-0.2530323565	0.4958745241
8.1540950156	-0.3478859663	0.4995929301
8.1544085156	-0.2907044291	0.5041672587
8.1547180156	-0.108928211	0.5047243237
8.1550365156	0.1868091375	0.4967932403
8.1553560156	0.4884189665	0.4958175421
8.1556700156	0.7287724018	0.4998226166
8.1559800156	0.8760943413	0.4988316596
8.1562960156	0.9174004793	0.4954696894
8.1566140156	0.835636735	0.49637568
8.1569350156	0.6419650912	0.4995942712
8.1572445156	0.3932544589	0.4979035258
8.1575510156	0.111304082	0.4981235266
8.1578560156	-0.1602589339	0.497536242
8.1581560156	-0.315107286	0.496519655
8.1584575156	-0.3393207788	0.4981890917
8.1587610156	-0.2080170363	0.4977891445
8.1590665156	0.041213993	0.4961890578
8.1593805156	0.3237997591	0.4939968884
8.1596975156	0.5983966589	0.4957545996
8.1600130156	0.8080223799	0.4956136644
8.1603215156	0.9072041512	0.4936824441
8.1606180156	0.8894681931	0.4956110716
8.1609170156	0.756301105	0.4940947592
8.1612265156	0.5305275321	0.4956227839
8.1615505156	0.2256672084	0.4963664412
8.1618620156	-0.0315819383	0.4951388538
8.1621715156	-0.2476765811	0.4954179227
8.1624770156	-0.3428044021	0.4948942661
8.1627770156	-0.2893742621	0.4959484339
8.1630845156	-0.1001856253	0.4962092936
8.1633935156	0.1706825048	0.4960076213
8.1637120156	0.4662640095	0.4966830909
8.1640295156	0.7029082179	0.4960537553
8.1643530156	0.8625375032	0.4941503704
8.1646755156	0.9037528634	0.4941433072
8.1649925156	0.8363181949	0.4936282337
8.1653125156	0.6520633101	0.4949031174
8.1656250156	0.399384588	0.4956987798
8.1659470156	0.113649644	0.4953113794
8.1662685156	-0.1449048668	0.494582355
8.1665960156	-0.3084728122	0.4961724281
8.1669255156	-0.3261224926	0.4941291511
8.1672505156	-0.202656284	0.4968392253
8.1675770156	0.0324986838	0.4971060753
8.1678965156	0.3064510524	0.495456785
8.1682100156	0.5743089914	0.4979723692
8.1685230156	0.7913782597	0.4990391731
8.1688410156	0.8861349225	0.496676147
8.1691465156	0.8820458055	0.5000882149
8.1694475156	0.7546838522	0.4993540049
8.1697585156	0.5419270396	0.4953538179
8.1700650156	0.2729605436	0.4989559054
8.1703765156	-0.013637512	0.4969339073
8.1706935156	-0.2271705419	0.4960221946
8.1710220156	-0.3342411518	0.4979784787
8.1713505156	-0.2835435271	0.4954693913
8.1716725156	-0.0996604785	0.4942994416
8.1719930156	0.1600395441	0.4965353906
8.1723105156	0.4359198213	0.4955840111
8.1726260156	0.683393538	0.4944369793
8.1729490156	0.8431967497	0.4968897402
8.1732695156	0.8953863382	0.4959142506
8.1735935156	0.8257723451	0.4961802661
8.1739085156	0.6489326954	0.4958007336
8.1742225156	0.3987493515	0.4959867597
8.1745425156	0.118384324	0.4956596494
8.1748665156	-0.1253536195	0.4957860708
8.1751985156	-0.2933314741	0.4945981801
8.1755255156	-0.3203934133	0.4958050251
8.1758470156	-0.2024243176	0.4976058006
8.1760530156	0.8982585669	0.0681113154
