Lenght	Intensity	Error
8.1530460156	0.9016432762	0.2167226821
8.1533460156	0.8972268105	0.1306772083
8.1536445156	0.9029262662	0.0575921498
8.1539465156	0.9099452496	0.0136796832
8.1542455156	0.909565568	0.0051936386
8.1545340156	0.9208952785	0.0393150896
8.1548255156	0.9234521985	0.1224640533
8.1551195156	0.9265848994	0.2276805043
8.1554170156	0.9219064116	0.3335718215
8.1557085156	0.920936048	0.4274924695
8.1559980156	0.9167888165	0.4831055999
8.1562925156	0.9190667868	0.4949024022
8.1565885156	0.915040195	0.4650965333
8.1568875156	0.9096494317	0.3937817216
8.1571770156	0.9152892232	0.3006931841
8.1574650156	0.911167562	0.1981694996
8.1577490156	0.9164254665	0.1022012234
8.1580300156	0.9122424722	0.0317391008
8.1583080156	0.9155886173	0.002964233
8.1585905156	0.9106736183	0.0215440579
8.1588730156	0.9104402661	0.0846664384
8.1591590156	0.9083715081	0.1681900173
8.1594535156	0.9135908484	0.2753383815
8.1597495156	0.9071689844	0.3754546642
8.1600420156	0.9156118631	0.4546986222
8.1603285156	0.9143974185	0.4910162091
8.1606055156	0.9134504795	0.4870640039
8.1608825156	0.9160430431	0.4369620681
8.1611685156	0.9081035852	0.3480847478
8.1614710156	0.9115931988	0.2444195449
8.1617635156	0.9047580957	0.144466728
8.1620525156	0.9129789472	0.0614465922
8.1623375156	0.9076700807	0.0117327394
8.1626185156	0.9135077	0.0050070728
8.1629010156	0.908275187	0.0467637144
8.1631880156	0.9134337306	0.1184324101
8.1634780156	0.9086948037	0.2265000939
8.1637760156	0.913408637	0.326880157
8.1640725156	0.9111612439	0.4163762629
8.1643735156	0.9094911814	0.475350678
8.1646730156	0.9044306874	0.4938518405
8.1649660156	0.9142392874	0.4642587006
8.1652660156	0.9091367722	0.3985514045
8.1655585156	0.9057840705	0.3024946451
8.1658575156	0.90523839	0.2044311017
8.1661560156	0.9030002952	0.1030961052
8.1664585156	0.9088287354	0.0317358896
8.1667650156	0.9004375935	0.0038234328
8.1670675156	0.9093781114	0.0213616267
8.1673725156	0.9103749394	0.074809581
8.1676755156	0.8979484439	0.1708203703
8.1679695156	0.9103404284	0.2751263082
8.1682630156	0.9024739861	0.3774312735
8.1685540156	0.9118924737	0.4538901746
8.1688510156	0.8985310197	0.4914830327
8.1691335156	0.9031777978	0.4914551675
8.1694155156	0.8989048004	0.4455625415
8.1697020156	0.8972626328	0.357468307
8.1699900156	0.8991642594	0.2518321872
8.1702795156	0.9017186761	0.1548137814
8.1705720156	0.8974841833	0.0703313798
8.1708710156	0.901946187	0.0136320181
8.1711800156	0.903031826	0.0048284479
8.1714850156	0.8944712281	0.0424816087
8.1717810156	0.8980177045	0.1112726182
8.1720825156	0.8970997334	0.212626636
8.1723740156	0.8972750902	0.3178422153
8.1726700156	0.8932483792	0.412689805
8.1729690156	0.8930011988	0.4772448838
8.1732685156	0.8955472112	0.4958423078
8.1735685156	0.8936838508	0.4684031904
8.1738645156	0.89130795	0.4030428231
8.1741560156	0.892762959	0.3069069982
8.1744530156	0.8857730627	0.2091000378
8.1747540156	0.8953922987	0.1056240425
8.1750590156	0.8946849108	0.0374829248
8.1753695156	0.888854444	0.0042753508
8.1756680156	0.8940467834	0.0158129651
8.1759910156	0.9196026325	0.0611189269
8.1761735156	0.9214271307	0.0525154918
