Energie,Count
96343.27284406987,0
1579437.2197363698,0
3062531.16662867,0
4545625.11352097,0
6028719.060413269,0
7511813.00730557,33
8994906.954197869,54
10478000.90109017,0
11961094.84798247,0
13444188.794874769,0
14927282.74176707,5
16410376.68865937,25
17893470.63555167,35
19376564.582443967,27
20859658.52933627,24
22342752.47622857,32
23825846.423120867,26
25308940.37001317,29
26792034.31690547,25
28275128.263797767,13
29758222.21069007,22
31241316.15758237,18
32724410.10447467,16
34207504.05136697,21
35690597.99825927,25
37173691.94515157,20
38656785.892043866,23
40139879.838936165,24
41622973.78582847,18
43106067.73272077,25
44589161.67961307,31
46072255.62650537,15
47555349.573397666,19
49038443.520289965,20
50521537.467182264,21
52004631.41407457,31
53487725.36096687,22
54970819.30785917,21
56453913.254751466,25
57937007.201643765,21
59420101.148536064,19
60903195.09542837,20
62386289.04232067,13
63869382.98921297,22
65352476.936105266,10
66835570.88299757,15
68318664.82988986,17
69801758.77678217,24
71284852.72367446,20
72767946.67056677,21
74251040.61745906,18
75734134.56435136,13
77217228.51124367,12
78700322.45813596,20
80183416.40502827,18
81666510.35192056,26
83149604.29881287,21
84632698.24570517,25
86115792.19259746,20
87598886.13948977,24
89081980.08638206,26
90565074.03327437,27
92048167.98016666,24
93531261.92705896,26
95014355.87395127,20
96497449.82084356,22
97980543.76773587,19
99463637.71462816,23
100946731.66152047,26
102429825.60841276,21
103912919.55530506,22
105396013.50219737,16
106879107.44908966,16
108362201.39598197,20
109845295.34287426,34
111328389.28976656,24
112811483.23665887,21
114294577.18355116,24
115777671.13044347,32
117260765.07733576,22
118743859.02422807,20
120226952.97112036,20
121710046.91801266,25
123193140.86490497,19
124676234.81179726,21
126159328.75868957,27
127642422.70558186,25
129125516.65247416,20
130608610.59936646,23
132091704.54625876,23
133574798.49315105,22
135057892.4400434,21
136540986.38693565,27
138024080.33382797,26
139507174.28072023,26
140990268.22761256,38
142473362.17450488,25
143956456.12139714,33
145439550.06828946,24
146922644.01518178,18
148405737.96207404,30
149888831.90896636,32
151371925.85585868,37
152855019.80275095,22
154338113.74964327,24
155821207.6965356,20
157304301.64342785,34
158787395.59032017,17
160270489.5372125,22
161753583.48410475,22
163236677.43099707,27
164719771.37788934,26
166202865.32478166,21
167685959.27167398,21
169169053.21856624,25
170652147.16545856,18
172135241.11235088,25
173618335.05924314,30
175101429.00613546,26
176584522.95302778,31
178067616.89992005,26
179550710.84681237,27
181033804.7937047,26
182516898.74059695,25
183999992.68748927,36
185483086.63438153,29
186966180.58127385,30
188449274.52816617,25
189932368.47505844,28
191415462.42195076,25
192898556.36884308,24
194381650.31573534,29
195864744.26262766,18
197347838.20951998,25
198830932.15641224,23
200314026.10330456,24
201797120.0501969,16
203280213.99708915,17
204763307.94398147,26
206246401.89087373,19
207729495.83776605,31
209212589.78465837,26
210695683.73155063,25
212178777.67844296,23
213661871.62533528,27
215144965.57222754,18
216628059.51911986,15
218111153.46601218,22
219594247.41290444,20
221077341.35979676,20
222560435.30668908,21
224043529.25358135,18
225526623.20047367,17
227009717.147366,11
228492811.09425825,16
229975905.04115057,33
231458998.98804283,20
232942092.93493515,14
234425186.88182747,26
235908280.82871974,29
237391374.77561206,16
238874468.72250438,17
240357562.66939664,19
241840656.61628896,21
243323750.56318128,26
244806844.51007354,12
246289938.45696586,14
247773032.40385818,15
249256126.35075045,16
250739220.29764277,15
252222314.24453503,20
253705408.19142735,15
255188502.13831967,22
256671596.08521193,20
258154690.03210425,19
259637783.97899657,12
261120877.92588884,14
262603971.87278116,27
264087065.81967348,14
265570159.76656574,16
267053253.71345806,17
268536347.6603503,23
270019441.60724264,15
271502535.55413496,26
272985629.5010272,18
274468723.44791955,10
275951817.39481187,19
277434911.34170413,20
278918005.28859645,18
280401099.2354887,11
281884193.18238103,19
283367287.12927336,15
284850381.0761656,17
286333475.02305794,22
287816568.96995026,25
289299662.9168425,15
290782756.86373484,12
292265850.81062716,9
293748944.7575194,14
295232038.70441175,12
296715132.65130407,19
298198226.5981963,10
299681320.54508865,12
301164414.4919809,9
302647508.43887323,18
304130602.38576555,17
305613696.3326578,26
307096790.27955014,13
308579884.22644246,13
310062978.1733347,18
311546072.12022704,9
313029166.06711936,16
314512260.0140116,16
315995353.96090394,13
317478447.90779626,13
318961541.8546885,7
320444635.80158085,13
321927729.74847317,20
323410823.6953654,19
324893917.64225775,12
326377011.58915,13
327860105.53604233,14
329343199.48293465,13
330826293.4298269,19
332309387.37671924,18
333792481.32361156,14
335275575.2705038,15
336758669.21739614,9
338241763.16428846,15
339724857.1111807,18
341207951.05807304,12
342691045.00496536,16
344174138.9518576,18
345657232.89874995,10
347140326.8456422,15
348623420.79253453,8
350106514.73942685,15
351589608.6863191,15
353072702.63321143,12
354555796.58010375,12
356038890.526996,13
357521984.47388834,21
359005078.42078066,12
360488172.3676729,15
361971266.31456524,13
363454360.26145756,6
364937454.2083498,20
366420548.15524215,14
367903642.1021344,17
369386736.0490267,12
370869829.99591905,15
372352923.9428113,14
373836017.88970363,12
375319111.83659595,13
376802205.7834882,15
378285299.73038054,7
379768393.67727286,22
381251487.6241651,8
382734581.57105744,20
384217675.51794976,12
385700769.464842,16
387183863.41173434,15
388666957.35862666,11
390150051.3055189,12
391633145.25241125,18
393116239.1993035,14
394599333.1461958,13
396082427.09308815,11
397565521.0399804,19
399048614.98687273,22
400531708.93376505,23
402014802.8806573,20
403497896.82754964,19
404980990.77444196,18
406464084.7213342,14
407947178.66822654,14
409430272.61511886,12
410913366.5620111,12
412396460.50890344,9
413879554.4557957,19
415362648.402688,15
416845742.34958035,15
418328836.2964726,14
419811930.24336493,20
421295024.19025725,18
422778118.1371495,21
424261212.08404183,13
425744306.03093415,17
427227399.9778264,16
428710493.92471874,18
430193587.87161106,12
431676681.8185033,19
433159775.76539564,20
434642869.7122879,15
436125963.6591802,13
437609057.60607255,8
439092151.5529648,21
440575245.4998571,15
442058339.44674945,20
443541433.3936417,11
445024527.34053403,14
446507621.28742635,24
447990715.2343186,25
449473809.18121094,19
450956903.12810326,15
452439997.0749955,14
453923091.02188784,15
455406184.96878016,17
456889278.9156724,20
458372372.86256474,22
459855466.809457,28
461338560.7563493,17
462821654.70324165,18
464304748.6501339,15
465787842.5970262,23
467270936.54391855,20
468754030.4908108,24
470237124.43770313,17
471720218.38459545,14
473203312.3314877,20
474686406.27838004,12
476169500.22527236,10
477652594.1721646,18
479135688.11905694,16
480618782.0659492,7
482101876.0128415,11
483584969.95973384,10
485068063.9066261,10
486551157.8535184,8
488034251.80041075,11
489517345.747303,5
491000439.69419533,10
492483533.64108765,12
493966627.5879799,12
495449721.53487223,7
496932815.48176455,7
498415909.4286568,8
499899003.37554914,7
501382097.3224414,6
502865191.2693337,7
504348285.21622604,6
505831379.1631183,16
507314473.1100106,8
508797567.05690295,14
510280661.0037952,9
511763754.9506875,10
513246848.89757985,6
514729942.8444721,5
516213036.79136443,7
517696130.73825675,5
519179224.685149,9
520662318.63204134,6
522145412.57893366,5
523628506.5258259,6
525111600.47271824,7
526594694.4196105,8
528077788.3665028,6
529560882.31339514,6
531043976.2602874,7
532527070.2071797,10
534010164.15407205,10
535493258.10096437,4
536976352.0478567,6
538459445.994749,2
539942539.9416413,9
541425633.8885336,3
542908727.8354259,4
544391821.7823182,6
545874915.7292105,4
547358009.6761028,2
548841103.6229951,4
550324197.5698874,6
551807291.5167797,4
553290385.463672,6
554773479.4105643,3
556256573.3574566,6
557739667.3043488,7
559222761.2512412,7
560705855.1981335,3
562188949.1450257,8
563672043.0919181,6
565155137.0388104,6
566638230.9857026,9
568121324.932595,9
569604418.8794873,5
571087512.8263795,7
572570606.7732719,1
574053700.7201642,4
575536794.6670564,1
577019888.6139488,2
578502982.5608411,4
579986076.5077333,6
581469170.4546257,3
582952264.401518,7
584435358.3484102,6
585918452.2953026,2
587401546.2421949,2
588884640.1890872,9
590367734.1359795,4
591850828.0828718,3
593333922.029764,4
594817015.9766564,3
596300109.9235487,4
597783203.870441,1
599266297.8173333,4
600749391.7642256,1
602232485.7111179,1
603715579.6580101,2
605198673.6049025,4
606681767.5517948,3
608164861.498687,4
609647955.4455794,3
611131049.3924717,6
612614143.3393639,2
614097237.2862563,4
615580331.2331486,2
617063425.1800408,5
618546519.1269332,2
620029613.0738255,5
621512707.0207177,6
622995800.9676101,2
624478894.9145024,2
625961988.8613946,5
627445082.808287,3
628928176.7551793,5
630411270.7020715,2
631894364.6489639,3
633377458.5958562,8
634860552.5427485,7
636343646.4896408,4
637826740.4365331,3
639309834.3834254,3
640792928.3303177,7
642276022.27721,3
643759116.2241023,4
645242210.1709946,7
646725304.1178869,8
648208398.0647792,2
649691492.0116714,5
651174585.9585638,8
652657679.9054561,2
654140773.8523483,5
655623867.7992407,8
657106961.746133,12
658590055.6930252,56
660073149.6399176,180
661556243.5868099,313
663039337.5337021,230
664522431.4805945,29
666005525.4274868,5
667488619.374379,1
668971713.3212714,1
670454807.2681637,0
671937901.215056,1
673420995.1619483,0
674904089.1088406,1
676387183.0557328,1
677870277.0026252,0
679353370.9495175,0
680836464.8964097,0
682319558.8433021,0
683802652.7901944,0
685285746.7370867,1
686768840.683979,0
688251934.6308713,1
689735028.5777636,0
691218122.5246558,0
692701216.4715482,1
694184310.4184405,0
695667404.3653327,0
697150498.3122251,0
698633592.2591174,0
700116686.2060096,0
701599780.152902,2
703082874.0997943,1
704565968.0466865,0
706049061.9935789,1
707532155.9404712,0
709015249.8873634,0
710498343.8342558,0
711981437.7811481,0
713464531.7280403,0
714947625.6749327,0
716430719.621825,0
717913813.5687172,0
719396907.5156096,0
720880001.4625019,0
722363095.4093941,0
723846189.3562865,1
725329283.3031788,0
726812377.250071,0
728295471.1969634,1
