Energie,Count
96343.27284406987,0
1579437.2197363698,0
3062531.16662867,0
4545625.11352097,0
6028719.060413269,0
7511813.00730557,8
8994906.954197869,23
10478000.90109017,0
11961094.84798247,0
13444188.794874769,0
14927282.74176707,0
16410376.68865937,48
17893470.63555167,44
19376564.582443967,36
20859658.52933627,33
22342752.47622857,27
23825846.423120867,32
25308940.37001317,23
26792034.31690547,25
28275128.263797767,25
29758222.21069007,32
31241316.15758237,19
32724410.10447467,22
34207504.05136697,22
35690597.99825927,29
37173691.94515157,22
38656785.892043866,28
40139879.838936165,27
41622973.78582847,23
43106067.73272077,10
44589161.67961307,17
46072255.62650537,25
47555349.573397666,18
49038443.520289965,22
50521537.467182264,18
52004631.41407457,17
53487725.36096687,16
54970819.30785917,26
56453913.254751466,31
57937007.201643765,153
59420101.148536064,1091
60903195.09542837,46
62386289.04232067,6
63869382.98921297,12
65352476.936105266,8
66835570.88299757,13
68318664.82988986,8
69801758.77678217,9
71284852.72367446,13
72767946.67056677,7
74251040.61745906,4
75734134.56435136,11
77217228.51124367,5
78700322.45813596,6
80183416.40502827,14
81666510.35192056,7
83149604.29881287,15
84632698.24570517,8
86115792.19259746,13
87598886.13948977,12
89081980.08638206,11
90565074.03327437,11
92048167.98016666,15
93531261.92705896,12
95014355.87395127,12
96497449.82084356,17
97980543.76773587,17
99463637.71462816,19
100946731.66152047,13
102429825.60841276,13
103912919.55530506,11
105396013.50219737,8
106879107.44908966,15
108362201.39598197,9
109845295.34287426,11
111328389.28976656,13
112811483.23665887,12
114294577.18355116,19
115777671.13044347,14
117260765.07733576,13
118743859.02422807,13
120226952.97112036,9
121710046.91801266,12
123193140.86490497,14
124676234.81179726,10
126159328.75868957,10
127642422.70558186,12
129125516.65247416,13
130608610.59936646,20
132091704.54625876,9
133574798.49315105,12
135057892.4400434,11
136540986.38693565,15
138024080.33382797,14
139507174.28072023,13
140990268.22761256,15
142473362.17450488,17
143956456.12139714,13
145439550.06828946,9
146922644.01518178,21
148405737.96207404,14
149888831.90896636,16
151371925.85585868,13
152855019.80275095,16
154338113.74964327,16
155821207.6965356,17
157304301.64342785,15
158787395.59032017,12
160270489.5372125,13
161753583.48410475,9
163236677.43099707,17
164719771.37788934,21
166202865.32478166,16
167685959.27167398,12
169169053.21856624,6
170652147.16545856,15
172135241.11235088,8
173618335.05924314,9
175101429.00613546,13
176584522.95302778,16
178067616.89992005,10
179550710.84681237,13
181033804.7937047,12
182516898.74059695,11
183999992.68748927,10
185483086.63438153,12
186966180.58127385,14
188449274.52816617,14
189932368.47505844,12
191415462.42195076,13
192898556.36884308,8
194381650.31573534,5
195864744.26262766,11
197347838.20951998,11
198830932.15641224,11
200314026.10330456,15
201797120.0501969,10
203280213.99708915,15
204763307.94398147,10
206246401.89087373,11
207729495.83776605,13
209212589.78465837,11
210695683.73155063,6
212178777.67844296,6
213661871.62533528,8
215144965.57222754,8
216628059.51911986,12
218111153.46601218,5
219594247.41290444,11
221077341.35979676,6
222560435.30668908,7
224043529.25358135,11
225526623.20047367,6
227009717.147366,7
228492811.09425825,13
229975905.04115057,9
231458998.98804283,9
232942092.93493515,12
234425186.88182747,6
235908280.82871974,15
237391374.77561206,6
238874468.72250438,14
240357562.66939664,7
241840656.61628896,6
243323750.56318128,7
244806844.51007354,13
246289938.45696586,4
247773032.40385818,5
249256126.35075045,7
250739220.29764277,7
252222314.24453503,5
253705408.19142735,7
255188502.13831967,6
256671596.08521193,4
258154690.03210425,6
259637783.97899657,12
261120877.92588884,6
262603971.87278116,4
264087065.81967348,4
265570159.76656574,4
267053253.71345806,8
268536347.6603503,9
270019441.60724264,7
271502535.55413496,7
272985629.5010272,8
274468723.44791955,7
275951817.39481187,4
277434911.34170413,6
278918005.28859645,11
280401099.2354887,5
281884193.18238103,6
283367287.12927336,4
284850381.0761656,4
286333475.02305794,5
287816568.96995026,6
289299662.9168425,6
290782756.86373484,7
292265850.81062716,5
293748944.7575194,3
295232038.70441175,9
296715132.65130407,7
298198226.5981963,6
299681320.54508865,4
301164414.4919809,6
302647508.43887323,1
304130602.38576555,4
305613696.3326578,5
307096790.27955014,3
308579884.22644246,5
310062978.1733347,3
311546072.12022704,4
313029166.06711936,6
314512260.0140116,6
315995353.96090394,4
317478447.90779626,4
318961541.8546885,2
320444635.80158085,3
321927729.74847317,5
323410823.6953654,1
324893917.64225775,4
326377011.58915,6
327860105.53604233,2
329343199.48293465,3
330826293.4298269,8
332309387.37671924,0
333792481.32361156,6
335275575.2705038,3
336758669.21739614,1
338241763.16428846,9
339724857.1111807,2
341207951.05807304,1
342691045.00496536,2
344174138.9518576,2
345657232.89874995,7
347140326.8456422,3
348623420.79253453,7
350106514.73942685,1
351589608.6863191,3
353072702.63321143,4
354555796.58010375,4
356038890.526996,5
357521984.47388834,1
359005078.42078066,3
360488172.3676729,3
361971266.31456524,5
363454360.26145756,0
364937454.2083498,1
366420548.15524215,2
367903642.1021344,4
369386736.0490267,2
370869829.99591905,4
372352923.9428113,6
373836017.88970363,6
375319111.83659595,1
376802205.7834882,5
378285299.73038054,3
379768393.67727286,4
381251487.6241651,5
382734581.57105744,3
384217675.51794976,3
385700769.464842,1
387183863.41173434,0
388666957.35862666,4
390150051.3055189,0
391633145.25241125,6
393116239.1993035,2
394599333.1461958,3
396082427.09308815,1
397565521.0399804,2
399048614.98687273,3
400531708.93376505,4
402014802.8806573,2
403497896.82754964,3
404980990.77444196,2
406464084.7213342,4
407947178.66822654,1
409430272.61511886,3
410913366.5620111,2
412396460.50890344,4
413879554.4557957,5
415362648.402688,6
416845742.34958035,3
418328836.2964726,2
419811930.24336493,1
421295024.19025725,4
422778118.1371495,1
424261212.08404183,1
425744306.03093415,0
427227399.9778264,4
428710493.92471874,2
430193587.87161106,0
431676681.8185033,3
433159775.76539564,3
434642869.7122879,2
436125963.6591802,0
437609057.60607255,3
439092151.5529648,2
440575245.4998571,0
442058339.44674945,0
443541433.3936417,1
445024527.34053403,2
446507621.28742635,4
447990715.2343186,5
449473809.18121094,2
450956903.12810326,0
452439997.0749955,3
453923091.02188784,1
455406184.96878016,2
456889278.9156724,2
458372372.86256474,4
459855466.809457,2
461338560.7563493,2
462821654.70324165,3
464304748.6501339,2
465787842.5970262,1
467270936.54391855,4
468754030.4908108,4
470237124.43770313,2
471720218.38459545,1
473203312.3314877,1
474686406.27838004,2
476169500.22527236,2
477652594.1721646,1
479135688.11905694,2
480618782.0659492,3
482101876.0128415,5
483584969.95973384,3
485068063.9066261,1
486551157.8535184,1
488034251.80041075,1
489517345.747303,3
491000439.69419533,2
492483533.64108765,2
493966627.5879799,1
495449721.53487223,0
496932815.48176455,5
498415909.4286568,3
499899003.37554914,4
501382097.3224414,2
502865191.2693337,2
504348285.21622604,2
505831379.1631183,2
507314473.1100106,1
508797567.05690295,2
510280661.0037952,5
511763754.9506875,1
513246848.89757985,2
514729942.8444721,3
516213036.79136443,0
517696130.73825675,3
519179224.685149,1
520662318.63204134,3
522145412.57893366,2
523628506.5258259,3
525111600.47271824,2
526594694.4196105,3
528077788.3665028,1
529560882.31339514,5
531043976.2602874,3
532527070.2071797,2
534010164.15407205,0
535493258.10096437,2
536976352.0478567,0
538459445.994749,2
539942539.9416413,1
541425633.8885336,1
542908727.8354259,1
544391821.7823182,0
545874915.7292105,1
547358009.6761028,1
548841103.6229951,1
550324197.5698874,2
551807291.5167797,0
553290385.463672,1
554773479.4105643,0
556256573.3574566,3
557739667.3043488,1
559222761.2512412,1
560705855.1981335,1
562188949.1450257,1
563672043.0919181,0
565155137.0388104,1
566638230.9857026,1
568121324.932595,0
569604418.8794873,0
571087512.8263795,1
572570606.7732719,4
574053700.7201642,2
575536794.6670564,1
577019888.6139488,1
578502982.5608411,3
579986076.5077333,3
581469170.4546257,1
582952264.401518,1
584435358.3484102,4
585918452.2953026,0
587401546.2421949,1
588884640.1890872,0
590367734.1359795,2
591850828.0828718,1
593333922.029764,2
594817015.9766564,0
596300109.9235487,1
597783203.870441,3
599266297.8173333,2
600749391.7642256,3
602232485.7111179,3
603715579.6580101,0
605198673.6049025,2
606681767.5517948,1
608164861.498687,1
609647955.4455794,3
611131049.3924717,1
612614143.3393639,2
614097237.2862563,0
615580331.2331486,1
617063425.1800408,2
618546519.1269332,3
620029613.0738255,0
621512707.0207177,0
622995800.9676101,2
624478894.9145024,0
625961988.8613946,1
627445082.808287,1
628928176.7551793,0
630411270.7020715,0
631894364.6489639,1
633377458.5958562,2
634860552.5427485,0
636343646.4896408,1
637826740.4365331,1
639309834.3834254,1
640792928.3303177,0
642276022.27721,0
643759116.2241023,1
645242210.1709946,1
646725304.1178869,3
648208398.0647792,0
649691492.0116714,1
651174585.9585638,1
652657679.9054561,1
654140773.8523483,0
655623867.7992407,2
657106961.746133,1
658590055.6930252,0
660073149.6399176,2
661556243.5868099,1
663039337.5337021,2
664522431.4805945,1
666005525.4274868,0
667488619.374379,1
668971713.3212714,3
670454807.2681637,0
671937901.215056,3
673420995.1619483,1
674904089.1088406,1
676387183.0557328,0
677870277.0026252,4
679353370.9495175,0
680836464.8964097,2
682319558.8433021,0
683802652.7901944,2
685285746.7370867,0
686768840.683979,2
688251934.6308713,0
689735028.5777636,0
691218122.5246558,2
692701216.4715482,0
694184310.4184405,1
695667404.3653327,2
697150498.3122251,0
698633592.2591174,0
700116686.2060096,0
701599780.152902,0
703082874.0997943,0
704565968.0466865,0
706049061.9935789,0
707532155.9404712,0
709015249.8873634,0
710498343.8342558,1
711981437.7811481,0
713464531.7280403,0
714947625.6749327,0
716430719.621825,2
717913813.5687172,1
719396907.5156096,2
720880001.4625019,1
722363095.4093941,1
723846189.3562865,2
725329283.3031788,0
726812377.250071,2
728295471.1969634,1
