	m	t	
f	0.00025365	-0.0394	
			
			
X in nm	Y Signal 	f	y-f
560.04	0.1028	0.102654146	0.000145854
560.08	0.10194	0.102664292	-0.000724292
560.12	0.10647	0.102674438	0.003795562
560.16	0.10845	0.102684584	0.005765416
560.2	0.10285	0.10269473	0.00015527
560.24	0.10947	0.102704876	0.006765124
560.28	0.10647	0.102715022	0.003754978
560.32	0.10642	0.102725168	0.003694832
560.36	0.1112	0.102735314	0.008464686
560.4	0.1026	0.10274546	-0.00014546
560.44	0.11003	0.102755606	0.007274394
560.48	0.1113	0.102765752	0.008534248
560.52	0.11105	0.102775898	0.008274102
560.56	0.11029	0.102786044	0.007503956
560.6	0.11029	0.10279619	0.00749381
560.64	0.10087	0.102806336	-0.001936336
560.68	0.10295	0.102816482	0.000133518
560.72	0.09995	0.102826628	-0.002876628
560.76	0.10835	0.102836774	0.005513226
560.8	0.10026	0.10284692	-0.00258692
560.84	0.10845	0.102857066	0.005592934
560.88	0.10382	0.102867212	0.000952788
560.92	0.10402	0.102877358	0.001142642
560.96	0.11034	0.102887504	0.007452496
561	0.1084	0.10289765	0.00550235
561.04	0.09995	0.102907796	-0.002957796
561.08	0.10845	0.102917942	0.005532058
561.12	0.10453	0.102928088	0.001601912
561.16	0.10367	0.102938234	0.000731766
561.2	0.10382	0.10294838	0.00087162
561.24	0.09995	0.102958526	-0.003008526
561.28	0.10642	0.102968672	0.003451328
561.32	0.11217	0.102978818	0.009191182
561.36	0.1053	0.102988964	0.002311036
561.4	0.10825	0.10299911	0.00525089
561.44	0.10453	0.103009256	0.001520744
561.48	0.10428	0.103019402	0.001260598
561.52	0.1084	0.103029548	0.005370452
561.56	0.10637	0.103039694	0.003330306
561.6	0.11115	0.10304984	0.00810016
561.64	0.1055	0.103059986	0.002440014
561.68	0.1056	0.103070132	0.002529868
561.72	0.10464	0.103080278	0.001559722
561.76	0.10402	0.103090424	0.000929576
561.8	0.10382	0.10310057	0.00071943
561.84	0.10581	0.103110716	0.002699284
561.88	0.1055	0.103120862	0.002379138
561.92	0.10194	0.103131008	-0.001191008
561.96	0.1028	0.103141154	-0.000341154
562	0.10168	0.1031513	-0.0014713
562.04	0.11029	0.103161446	0.007128554
562.08	0.11044	0.103171592	0.007268408
562.12	0.10835	0.103181738	0.005168262
562.16	0.11044	0.103191884	0.007248116
562.2	0.1084	0.10320203	0.00519797
562.24	0.10372	0.103212176	0.000507824
562.28	0.10754	0.103222322	0.004317678
562.32	0.10392	0.103232468	0.000687532
562.36	0.10372	0.103242614	0.000477386
562.4	0.1056	0.10325276	0.00234724
562.44	0.10469	0.103262906	0.001427094
562.48	0.09695	0.103273052	-0.006323052
562.52	0.10733	0.103283198	0.004046802
562.56	0.1026	0.103293344	-0.000693344
562.6	0.11217	0.10330349	0.00886651
562.64	0.11105	0.103313636	0.007736364
562.68	0.11136	0.103323782	0.008036218
562.72	0.11039	0.103333928	0.007056072
562.76	0.10937	0.103344074	0.006025926
562.8	0.10626	0.10335422	0.00290578
562.84	0.11018	0.103364366	0.006815634
562.88	0.10647	0.103374512	0.003095488
562.92	0.10265	0.103384658	-0.000734658
562.96	0.10265	0.103394804	-0.000744804
563	0.10265	0.10340495	-0.00075495
563.04	0.10744	0.103415096	0.004024904
563.08	0.10825	0.103425242	0.004824758
563.12	0.1029	0.103435388	-0.000535388
563.16	0.10555	0.103445534	0.002104466
563.2	0.11029	0.10345568	0.00683432
563.24	0.10189	0.103465826	-0.001575826
563.28	0.10194	0.103475972	-0.001535972
563.32	0.10642	0.103486118	0.002933882
563.36	0.10469	0.103496264	0.001193736
563.4	0.10713	0.10350641	0.00362359
563.44	0.10301	0.103516556	-0.000506556
563.48	0.10896	0.103526702	0.005433298
563.52	0.10453	0.103536848	0.000993152
563.56	0.10448	0.103546994	0.000933006
563.6	0.10464	0.10355714	0.00108286
563.64	0.10448	0.103567286	0.000912714
563.68	0.1056	0.103577432	0.002022568
563.72	0.11008	0.103587578	0.006492422
563.76	0.10657	0.103597724	0.002972276
563.8	0.10856	0.10360787	0.00495213
563.84	0.1084	0.103618016	0.004781984
563.88	0.10759	0.103628162	0.003961838
563.92	0.10097	0.103638308	-0.002668308
563.96	0.10749	0.103648454	0.003841546
564	0.10092	0.1036586	-0.0027386
564.04	0.10474	0.103668746	0.001071254
564.08	0.11298	0.103678892	0.009301108
564.12	0.10295	0.103689038	-0.000739038
564.16	0.10301	0.103699184	-0.000689184
564.2	0.1055	0.10370933	0.00179067
564.24	0.1139	0.103719476	0.010180524
564.28	0.10759	0.103729622	0.003860378
564.32	0.11624	0.103739768	0.012500232
564.36	0.11803	0.103749914	0.014280086
564.4	0.11594	0.10376006	0.01217994
564.44	0.11599	0.103770206	0.012219794
564.48	0.11884	0.103780352	0.015059648
564.52	0.11472	0.103790498	0.010929502
564.56	0.11976	0.103800644	0.015959356
564.6	0.11853	0.10381079	0.01471921
564.64	0.12836	0.103820936	0.024539064
564.68	0.12622	0.103831082	0.022388918
564.72	0.12607	0.103841228	0.022228772
564.76	0.12648	0.103851374	0.022628626
564.8	0.1275	0.10386152	0.02363848
564.84	0.13223	0.103871666	0.028358334
564.88	0.14257	0.103881812	0.038688188
564.92	0.1331	0.103891958	0.029208042
564.96	0.13498	0.103902104	0.031077896
565	0.14119	0.10391225	0.03727775
565.04	0.14134	0.103922396	0.037417604
565.08	0.13875	0.103932542	0.034817458
565.12	0.15443	0.103942688	0.050487312
565.16	0.14313	0.103952834	0.039177166
565.2	0.147	0.10396298	0.04303702
565.24	0.1555	0.103973126	0.051526874
565.28	0.14313	0.103983272	0.039146728
565.32	0.14313	0.103993418	0.039136582
565.36	0.14313	0.104003564	0.039126436
565.4	0.14526	0.10401371	0.04124629
565.44	0.15377	0.104023856	0.049746144
565.48	0.15081	0.104034002	0.046775998
565.52	0.147	0.104044148	0.042955852
565.56	0.14236	0.104054294	0.038305706
565.6	0.14689	0.10406444	0.04282556
565.64	0.14705	0.104074586	0.042975414
565.68	0.14257	0.104084732	0.038485268
565.72	0.14959	0.104094878	0.045495122
565.76	0.13951	0.104105024	0.035404976
565.8	0.14043	0.10411517	0.03631483
565.84	0.13936	0.104125316	0.035234684
565.88	0.14033	0.104135462	0.036194538
565.92	0.14063	0.104145608	0.036484392
565.96	0.13208	0.104155754	0.027924246
566	0.14893	0.1041659	0.0447641
566.04	0.13228	0.104176046	0.028103954
566.08	0.12729	0.104186192	0.023103808
566.12	0.12836	0.104196338	0.024163662
566.16	0.12892	0.104206484	0.024713516
566.2	0.12928	0.10421663	0.02506337
566.24	0.13019	0.104226776	0.025963224
566.28	0.12984	0.104236922	0.025603078
566.32	0.12831	0.104247068	0.024062932
566.36	0.11782	0.104257214	0.013562786
566.4	0.1139	0.10426736	0.00963264
566.44	0.11696	0.104277506	0.012682494
566.48	0.11482	0.104287652	0.010532348
566.52	0.11487	0.104297798	0.010572202
566.56	0.11207	0.104307944	0.007762056
566.6	0.11411	0.10431809	0.00979191
566.64	0.1056	0.104328236	0.001271764
566.68	0.1084	0.104338382	0.004061618
566.72	0.10835	0.104348528	0.004001472
566.76	0.11395	0.104358674	0.009591326
566.8	0.11416	0.10436882	0.00979118
566.84	0.11227	0.104378966	0.007891034
566.88	0.10728	0.104389112	0.002890888
566.92	0.10917	0.104399258	0.004770742
566.96	0.10637	0.104409404	0.001960596
567	0.10265	0.10441955	-0.00176955
567.04	0.10754	0.104429696	0.003110304
567.08	0.1057	0.104439842	0.001260158
567.12	0.10555	0.104449988	0.001100012
567.16	0.10738	0.104460134	0.002919866
