	m	t	
f	0.000125415	0.0316679	
			
			
X in nm	Y Signal 	f	y-f
585.92	0.10825	0.105151057	0.003098943
585.96	0.1026	0.105156073	-0.002556073
586	0.10545	0.10516109	0.00028891
586.04	0.10545	0.105166107	0.000283893
586.08	0.10469	0.105171123	-0.000481123
586.12	0.10856	0.10517614	0.00338386
586.16	0.10642	0.105181156	0.001238844
586.2	0.10815	0.105186173	0.002963827
586.24	0.11029	0.10519119	0.00509881
586.28	0.10922	0.105196206	0.004023794
586.32	0.1	0.105201223	-0.005201223
586.36	0.0999	0.105206239	-0.005306239
586.4	0.10637	0.105211256	0.001158744
586.44	0.10906	0.105216273	0.003843727
586.48	0.10464	0.105221289	-0.000581289
586.52	0.10494	0.105226306	-0.000286306
586.56	0.1027	0.105231322	-0.002531322
586.6	0.11029	0.105236339	0.005053661
586.64	0.11029	0.105241356	0.005048644
586.68	0.11151	0.105246372	0.006263628
586.72	0.10667	0.105251389	0.001418611
586.76	0.11421	0.105256405	0.008953595
586.8	0.1083	0.105261422	0.003038578
586.84	0.10713	0.105266439	0.001863561
586.88	0.10453	0.105271455	-0.000741455
586.92	0.10464	0.105276472	-0.000636472
586.96	0.10637	0.105281488	0.001088512
587	0.10632	0.105286505	0.001033495
587.04	0.11212	0.105291522	0.006828478
587.08	0.10759	0.105296538	0.002293462
587.12	0.11222	0.105301555	0.006918445
587.16	0.10469	0.105306571	-0.000616571
587.2	0.11227	0.105311588	0.006958412
587.24	0.11217	0.105316605	0.006853395
587.28	0.10341	0.105321621	-0.001911621
587.32	0.11013	0.105326638	0.004803362
587.36	0.11024	0.105331654	0.004908346
587.4	0.10565	0.105336671	0.000313329
587.44	0.10443	0.105341688	-0.000911688
587.48	0.10749	0.105346704	0.002143296
587.52	0.10744	0.105351721	0.002088279
587.56	0.10754	0.105356737	0.002183263
587.6	0.10825	0.105361754	0.002888246
587.64	0.1053	0.105366771	-6.67706E-05
587.68	0.10723	0.105371787	0.001858213
587.72	0.10178	0.105376804	-0.003596804
587.76	0.10917	0.10538182	0.00378818
587.8	0.10942	0.105386837	0.004033163
587.84	0.10912	0.105391854	0.003728146
587.88	0.10754	0.10539687	0.00214313
587.92	0.1028	0.105401887	-0.002601887
587.96	0.11309	0.105406903	0.007683097
588	0.1054	0.10541192	-1.192E-05
588.04	0.10173	0.105416937	-0.003686937
588.08	0.09995	0.105421953	-0.005471953
588.12	0.09995	0.10542697	-0.00547697
588.16	0.10458	0.105431986	-0.000851986
588.2	0.10265	0.105437003	-0.002787003
588.24	0.1055	0.10544202	5.79804E-05
588.28	0.10565	0.105447036	0.000202964
588.32	0.10754	0.105452053	0.002087947
588.36	0.09914	0.105457069	-0.006317069
588.4	0.09903	0.105462086	-0.006432086
588.44	0.10178	0.105467103	-0.003687103
588.48	0.10738	0.105472119	0.001907881
588.52	0.10545	0.105477136	-2.71358E-05
588.56	0.10912	0.105482152	0.003637848
588.6	0.10087	0.105487169	-0.004617169
588.64	0.10387	0.105492186	-0.001622186
588.68	0.10357	0.105497202	-0.001927202
588.72	0.10387	0.105502219	-0.001632219
588.76	0.10387	0.105507235	-0.001637235
588.8	0.10728	0.105512252	0.001767748
588.84	0.10464	0.105517269	-0.000877269
588.88	0.10738	0.105522285	0.001857715
588.92	0.10922	0.105527302	0.003692698
588.96	0.10377	0.105532318	-0.001762318
589	0.10362	0.105537335	-0.001917335
589.04	0.10922	0.105542352	0.003677648
589.08	0.09588	0.105547368	-0.009667368
589.12	0.10927	0.105552385	0.003717615
589.16	0.10733	0.105557401	0.001772599
589.2	0.10362	0.105562418	-0.001942418
589.24	0.10845	0.105567435	0.002882565
589.28	0.1084	0.105572451	0.002827549
589.32	0.10015	0.105577468	-0.005427468
589.36	0.10402	0.105582484	-0.001562484
589.4	0.09883	0.105587501	-0.006757501
589.44	0.10718	0.105592518	0.001587482
589.48	0.10927	0.105597534	0.003672466
589.52	0.10443	0.105602551	-0.001172551
589.56	0.1029	0.105607567	-0.002707567
589.6	0.1025	0.105612584	-0.003112584
589.64	0.11197	0.105617601	0.006352399
589.68	0.10448	0.105622617	-0.001142617
589.72	0.1084	0.105627634	0.002772366
589.76	0.10458	0.10563265	-0.00105265
589.8	0.10728	0.105637667	0.001642333
589.84	0.1055	0.105642684	-0.000142684
589.88	0.10565	0.1056477	2.2998E-06
589.92	0.10367	0.105652717	-0.001982717
589.96	0.11054	0.105657733	0.004882267
590	0.1081	0.10566275	0.00243725
590.04	0.10433	0.105667767	-0.001337767
590.08	0.10637	0.105672783	0.000697217
590.12	0.11136	0.1056778	0.0056822
590.16	0.1083	0.105682816	0.002617184
590.2	0.10845	0.105687833	0.002762167
590.24	0.10581	0.10569285	0.00011715
590.28	0.10947	0.105697866	0.003772134
590.32	0.10102	0.105702883	-0.004682883
