	m	t	
f	-0.000405939	0.406321	
			
			
X in nm	Y Signal 	f	y-f
625.04	0.12439	0.152592887	-0.028202887
625.08	0.1304	0.15257665	-0.02217665
625.12	0.12912	0.152560412	-0.023440412
625.16	0.12836	0.152544175	-0.024184175
625.2	0.12826	0.152527937	-0.024267937
625.24	0.12831	0.1525117	-0.0242017
625.28	0.12383	0.152495462	-0.028665462
625.32	0.13228	0.152479225	-0.020199225
625.36	0.13564	0.152462987	-0.016822987
625.4	0.13854	0.152446749	-0.013906749
625.44	0.13121	0.152430512	-0.021220512
625.48	0.13101	0.152414274	-0.021404274
625.52	0.13366	0.152398037	-0.018738037
625.56	0.14506	0.152381799	-0.007321799
625.6	0.13956	0.152365562	-0.012805562
625.64	0.1501	0.152349324	-0.002249324
625.68	0.15529	0.152333086	0.002956914
625.72	0.16487	0.152316849	0.012553151
625.76	0.16802	0.152300611	0.015719389
625.8	0.16777	0.152284374	0.015485626
625.84	0.17632	0.152268136	0.024051864
625.88	0.18869	0.152251899	0.036438101
625.92	0.18834	0.152235661	0.036104339
625.96	0.2055	0.152219424	0.053280576
626	0.20544	0.152203186	0.053236814
626.04	0.22041	0.152186948	0.068223052
626.08	0.22062	0.152170711	0.068449289
626.12	0.23553	0.152154473	0.083375527
626.16	0.24241	0.152138236	0.090271764
626.2	0.2501	0.152121998	0.097978002
626.24	0.25269	0.152105761	0.100584239
626.28	0.26781	0.152089523	0.115720477
626.32	0.27433	0.152073286	0.122256714
626.36	0.27423	0.152057048	0.122172952
626.4	0.28166	0.15204081	0.12961919
626.44	0.27545	0.152024573	0.123425427
626.48	0.2836	0.152008335	0.131591665
626.52	0.2866	0.151992098	0.134607902
626.56	0.29796	0.15197586	0.14598414
626.6	0.28635	0.151959623	0.134390377
626.64	0.29042	0.151943385	0.138476615
626.68	0.29022	0.151927147	0.138292853
626.72	0.28563	0.15191091	0.13371909
626.76	0.29969	0.151894672	0.147795328
626.8	0.28095	0.151878435	0.129071565
626.84	0.2725	0.151862197	0.120637803
626.88	0.26955	0.15184596	0.11770404
626.92	0.26685	0.151829722	0.115020278
626.96	0.2669	0.151813485	0.115086515
627	0.24775	0.151797247	0.095952753
627.04	0.245	0.151781009	0.093218991
627.08	0.24119	0.151764772	0.089425228
627.12	0.22454	0.151748534	0.072791466
627.16	0.21303	0.151732297	0.061297703
627.2	0.19893	0.151716059	0.047213941
627.24	0.18869	0.151699822	0.036990178
627.28	0.18869	0.151683584	0.037006416
627.32	0.18864	0.151667347	0.036972653
627.36	0.16787	0.151651109	0.016218891
627.4	0.16212	0.151634871	0.010485129
627.44	0.1584	0.151618634	0.006781366
627.48	0.15275	0.151602396	0.001147604
627.52	0.15086	0.151586159	-0.000726159
627.56	0.15076	0.151569921	-0.000809921
627.6	0.14409	0.151553684	-0.007463684
627.64	0.14114	0.151537446	-0.010397446
627.68	0.13778	0.151521208	-0.013741208
627.72	0.13747	0.151504971	-0.014034971
627.76	0.13859	0.151488733	-0.012898733
627.8	0.13559	0.151472496	-0.015882496
627.84	0.1363	0.151456258	-0.015156258
627.88	0.13391	0.151440021	-0.017530021
627.92	0.13758	0.151423783	-0.013843783
627.96	0.13498	0.151407546	-0.016427546
628	0.13294	0.151391308	-0.018451308
628.04	0.13457	0.15137507	-0.01680507
628.08	0.14338	0.151358833	-0.007978833
628.12	0.13289	0.151342595	-0.018452595
628.16	0.13299	0.151326358	-0.018336358
628.2	0.13381	0.15131012	-0.01750012
628.24	0.13396	0.151293883	-0.017333883
628.28	0.13294	0.151277645	-0.018337645
628.32	0.12454	0.151261408	-0.026721408
628.36	0.13386	0.15124517	-0.01738517
628.4	0.12841	0.151228932	-0.022818932
628.44	0.12826	0.151212695	-0.022952695
628.48	0.13574	0.151196457	-0.015456457
628.52	0.12526	0.15118022	-0.02592022
628.56	0.13381	0.151163982	-0.017353982
628.6	0.12907	0.151147745	-0.022077745
628.64	0.12918	0.151131507	-0.021951507
628.68	0.13126	0.151115269	-0.019855269
628.72	0.13106	0.151099032	-0.020039032
628.76	0.12907	0.151082794	-0.022012794
628.8	0.12342	0.151066557	-0.027646557
628.84	0.12159	0.151050319	-0.029460319
628.88	0.12251	0.151034082	-0.028524082
628.92	0.12352	0.151017844	-0.027497844
628.96	0.12169	0.151001607	-0.029311607
629	0.11884	0.150985369	-0.032145369
629.04	0.11874	0.150969131	-0.032229131
629.08	0.12638	0.150952894	-0.024572894
629.12	0.11584	0.150936656	-0.035096656
629.16	0.11298	0.150920419	-0.037940419
629.2	0.11864	0.150904181	-0.032264181
629.24	0.12083	0.150887944	-0.030057944
629.28	0.11986	0.150871706	-0.031011706
629.32	0.11981	0.150855469	-0.031045469
629.36	0.11288	0.150839231	-0.037959231
629.4	0.1109	0.150822993	-0.039922993
629.44	0.11431	0.150806756	-0.036496756
629.48	0.11293	0.150790518	-0.037860518
629.52	0.10932	0.150774281	-0.041454281
629.56	0.10362	0.150758043	-0.047138043
629.6	0.10937	0.150741806	-0.041371806
629.64	0.10896	0.150725568	-0.041765568
629.68	0.10744	0.15070933	-0.04326933
629.72	0.10306	0.150693093	-0.047633093
629.76	0.11339	0.150676855	-0.037286855
629.8	0.11288	0.150660618	-0.037780618
629.84	0.11512	0.15064438	-0.03552438
629.88	0.10464	0.150628143	-0.045988143
629.92	0.10474	0.150611905	-0.045871905
629.96	0.1052	0.150595668	-0.045395668
630	0.10494	0.15057943	-0.04563943
630.04	0.1083	0.150563192	-0.042263192
630.08	0.10535	0.150546955	-0.045196955
630.12	0.11018	0.150530717	-0.040350717
630.16	0.11018	0.15051448	-0.04033448
630.2	0.11013	0.150498242	-0.040368242
630.24	0.11024	0.150482005	-0.040242005
630.28	0.10464	0.150465767	-0.045825767
630.32	0.10163	0.15044953	-0.04881953
630.36	0.1111	0.150433292	-0.039333292
630.4	0.10642	0.150417054	-0.043997054
630.44	0.10652	0.150400817	-0.043880817
630.48	0.0999	0.150384579	-0.050484579
630.52	0.09995	0.150368342	-0.050418342
630.56	0.11212	0.150352104	-0.038232104
630.6	0.1082	0.150335867	-0.042135867
630.64	0.10357	0.150319629	-0.046749629
630.68	0.10632	0.150303391	-0.043983391
630.72	0.10453	0.150287154	-0.045757154
630.76	0.1001	0.150270916	-0.050170916
630.8	0.10005	0.150254679	-0.050204679
630.84	0.09898	0.150238441	-0.051258441
630.88	0.10469	0.150222204	-0.045532204
630.92	0.1084	0.150205966	-0.041805966
630.96	0.10754	0.150189729	-0.042649729
631	0.1056	0.150173491	-0.044573491
631.04	0.10199	0.150157253	-0.048167253
631.08	0.10178	0.150141016	-0.048361016
631.12	0.10112	0.150124778	-0.049004778
631.16	0.10723	0.150108541	-0.042878541
631.2	0.10657	0.150092303	-0.043522303
631.24	0.10988	0.150076066	-0.040196066
