Richter_pendel
06.09.2021
17:12:04
nichtlineares Pendel
stimulation_fq[Hz]: 0,198
timeline range  for cut and FFT datapoints: 0-80s
Chaos_Versuch
t(s) Ua(V) -dUa/dt(V) cutX(V) cutY(V) F(Hz) DFT-Ua(V) DFT-dUa/dt(V)

4,000E-2 7,927E-1 -6,455E-1 2,920E-1 -8,241E-3 1,250E-2 2,595E+0 1,411E-4
8,000E-2 7,183E-1 -6,271E-1 5,120E-1 -8,241E-3 2,500E-2 1,296E+0 7,144E-5
1,200E-1 6,461E-1 -6,030E-1 4,364E-1 -8,241E-3 3,750E-2 6,566E-8 5,249E-9
1,600E-1 5,766E-1 -5,684E-1 2,942E-1 -8,241E-3 5,000E-2 1,477E-5 2,144E-7
2,000E-1 5,113E-1 -5,195E-1 5,336E-1 -8,241E-3 6,250E-2 3,066E-5 3,025E-7
2,400E-1 4,518E-1 -4,603E-1 4,254E-1 -8,241E-3 7,500E-2 7,275E-6 2,482E-7
2,800E-1 3,990E-1 -3,898E-1 2,908E-1 -8,241E-3 8,750E-2 4,817E-5 2,481E-6
3,200E-1 3,545E-1 -3,022E-1 5,164E-1 -8,241E-3 1,000E-1 4,486E-2 2,257E-3
3,600E-1 3,201E-1 -1,982E-1 4,324E-1 -8,241E-3 1,125E-1 1,336E-1 6,719E-3
4,000E-1 2,977E-1 -8,377E-2 2,937E-1 -8,241E-3 1,250E-1 2,532E-2 1,284E-3
4,400E-1 2,883E-1 3,926E-2 5,234E-1 -8,241E-3 1,375E-1 4,037E-5 2,810E-6
4,800E-1 2,929E-1 1,700E-1 4,297E-1 -8,241E-3 1,500E-1 1,900E-4 2,112E-5
5,200E-1 3,122E-1 3,034E-1 2,892E-1 -8,241E-3 1,625E-1 3,391E-4 3,703E-5
5,600E-1 3,463E-1 4,323E-1 5,168E-1 -8,241E-3 1,750E-1 1,166E-4 1,849E-5
6,000E-1 3,945E-1 5,503E-1 4,298E-1 -8,241E-3 1,875E-1 6,825E-4 1,378E-4
6,400E-1 4,554E-1 6,549E-1 2,941E-1 -8,241E-3 2,000E-1 1,244E-1 2,484E-2
6,800E-1 5,277E-1 7,480E-1 5,206E-1 -8,241E-3 2,125E-1 2,849E-1 5,709E-2
7,200E-1 6,101E-1 8,284E-1 4,328E-1 -8,241E-3 2,250E-1 3,957E-2 7,911E-3
7,600E-1 7,012E-1 8,931E-1 2,850E-1 -8,241E-3 2,375E-1 8,071E-5 1,392E-5
8,000E-1 7,990E-1 9,379E-1 5,217E-1 -8,241E-3 2,500E-1 3,564E-4 1,106E-4
8,400E-1 9,012E-1 9,610E-1 4,253E-1 -8,241E-3 2,625E-1 7,245E-4 2,231E-4
8,800E-1 1,006E+0 9,644E-1 3,025E-1 -8,241E-3 2,750E-1 1,367E-4 5,600E-5
9,200E-1 1,110E+0 9,541E-1 5,331E-1 -8,241E-3 2,875E-1 1,809E-3 8,209E-4
9,600E-1 1,213E+0 9,329E-1 4,316E-1 -8,241E-3 3,000E-1 1,654E-1 7,432E-2
1,000E+0 1,314E+0 9,024E-1 0,000E+0 0,000E+0 3,125E-1 2,937E-1 1,321E-1
1,040E+0 1,411E+0 8,653E-1 0,000E+0 0,000E+0 3,250E-1 2,791E-2 1,250E-2
1,080E+0 1,504E+0 8,294E-1 0,000E+0 0,000E+0 3,375E-1 1,113E-4 4,322E-5
1,120E+0 1,594E+0 7,966E-1 0,000E+0 0,000E+0 3,500E-1 7,492E-4 4,685E-4
1,160E+0 1,680E+0 7,642E-1 0,000E+0 0,000E+0 3,625E-1 2,291E-3 1,399E-3
1,200E+0 1,763E+0 7,319E-1 0,000E+0 0,000E+0 3,750E-1 1,309E-4 7,905E-5
1,240E+0 1,842E+0 7,062E-1 0,000E+0 0,000E+0 3,875E-1 1,720E-5 1,386E-5
1,280E+0 1,919E+0 6,847E-1 0,000E+0 0,000E+0 4,000E-1 5,643E-4 4,406E-4
1,320E+0 1,994E+0 6,633E-1 0,000E+0 0,000E+0 4,125E-1 6,453E-4 5,221E-4
1,360E+0 2,067E+0 6,493E-1 0,000E+0 0,000E+0 4,250E-1 4,988E-5 3,835E-5
1,400E+0 2,138E+0 6,398E-1 0,000E+0 0,000E+0 4,375E-1 2,725E-7 4,362E-7
1,440E+0 2,209E+0 6,287E-1 0,000E+0 0,000E+0 4,500E-1 1,679E-4 1,698E-4
1,480E+0 2,279E+0 6,216E-1 0,000E+0 0,000E+0 4,625E-1 1,581E-4 1,577E-4
1,520E+0 2,348E+0 6,159E-1 0,000E+0 0,000E+0 4,750E-1 2,021E-5 2,380E-5
1,560E+0 2,416E+0 6,072E-1 0,000E+0 0,000E+0 4,875E-1 3,079E-4 3,857E-4
1,600E+0 2,484E+0 6,016E-1 0,000E+0 0,000E+0 5,000E-1 7,888E-3 9,813E-3
1,640E+0 2,551E+0 5,916E-1 0,000E+0 0,000E+0 5,125E-1 8,062E-3 1,006E-2
1,680E+0 2,617E+0 5,793E-1 0,000E+0 0,000E+0 5,250E-1 3,907E-4 4,884E-4
1,720E+0 2,682E+0 5,656E-1 0,000E+0 0,000E+0 5,375E-1 9,868E-6 1,319E-5
1,760E+0 2,745E+0 5,453E-1 0,000E+0 0,000E+0 5,500E-1 2,115E-5 3,123E-5
1,800E+0 2,806E+0 5,213E-1 0,000E+0 0,000E+0 5,625E-1 2,630E-6 3,660E-6
1,840E+0 2,865E+0 4,912E-1 0,000E+0 0,000E+0 5,750E-1 8,797E-6 1,424E-5
1,880E+0 2,920E+0 4,520E-1 0,000E+0 0,000E+0 5,875E-1 1,543E-4 2,750E-4
