Waveleght	Intensity	Error
570.43	0.07653	0.00064
570.48	0.07648	0.00046
570.52	0.07933	0.00033
570.56	0.08305	0.00047
570.6	0.07897	0.00052
570.64	0.07612	0.00056
570.68	0.07796	0.00041
570.72	0.08106	0.0004
570.76	0.08106	0.0004
570.8	0.07816	0.00032
570.84	0.07913	0.00042
570.88	0.08096	0.00034
570.92	0.08233	0.0005
570.95	0.07541	0.00047
571.0	0.08213	0.00038
571.04	0.08157	0.00167
571.07	0.07729	0.00046
571.12	0.07908	0.00044
571.16	0.08376	0.00056
571.19	0.0831	0.00023
571.24	0.08198	0.00025
571.28	0.07821	0.00036
571.31	0.08396	0.00025
571.36	0.08412	0.00033
571.4	0.08203	0.00057
571.43	0.07724	0.00031
571.48	0.07847	0.00052
571.52	0.08132	0.00044
571.56	0.0803	0.0005
571.6	0.08188	0.0004
571.64	0.08188	0.00046
571.68	0.07521	0.00038
571.72	0.08478	0.00023
571.76	0.07368	0.00038
571.8	0.08177	0.00027
571.84	0.08004	0.0004
571.88	0.08106	0.00046
571.92	0.08473	0.00042
571.95	0.08478	0.00039
572.0	0.07999	0.00034
572.04	0.08172	0.00032
572.07	0.0831	0.00051
572.12	0.07735	0.00052
572.16	0.07908	0.0005
572.19	0.07918	0.0006
572.24	0.07913	0.00053
572.28	0.08391	0.00033
572.31	0.07923	0.00036
572.36	0.08198	0.00052
572.4	0.07826	0.00044
572.43	0.07831	0.00051
572.48	0.08295	0.00047
572.52	0.0833	0.00036
572.56	0.08223	0.00039
572.6	0.07933	0.0004
572.64	0.07816	0.00032
572.68	0.07999	0.00047
572.72	0.08396	0.00047
572.76	0.08015	0.00036
572.8	0.08386	0.00038
572.84	0.08396	0.00041
572.88	0.08386	0.00031
572.92	0.08091	0.00047
572.95	0.07745	0.00047
573.0	0.07724	0.00038
573.04	0.07831	0.00051
573.07	0.086	0.00041
573.12	0.08605	0.00034
573.16	0.083	0.00041
573.19	0.07623	0.00031
573.24	0.08081	0.00044
573.28	0.08101	0.00034
573.31	0.07266	0.00031
573.36	0.07724	0.00055
573.4	0.07714	0.00039
573.43	0.08188	0.00046
573.48	0.07714	0.00032
573.52	0.08183	0.00038
573.56	0.0802	0.00032
573.6	0.08004	0.0004
573.64	0.0803	0.00044
573.68	0.08279	0.00036
573.72	0.08284	0.00055
573.76	0.07923	0.00048
573.8	0.07923	0.00036
573.84	0.08203	0.00052
573.88	0.07811	0.00053
573.92	0.07933	0.00046
573.95	0.08468	0.00044
574.0	0.08498	0.00025
574.04	0.07623	0.00044
574.07	0.07923	0.00048
574.12	0.08213	0.00055
574.16	0.08412	0.00023
574.19	0.08325	0.00046
574.24	0.07938	0.00047
574.28	0.07903	0.00046
574.31	0.07903	0.00056
574.36	0.08855	0.00052
574.4	0.08295	0.00057
574.43	0.08203	0.00034
574.48	0.07617	0.00042
574.52	0.08412	0.00033
574.56	0.07933	0.00023
574.6	0.07918	0.00039
574.64	0.0859	0.00031
574.68	0.07826	0.00038
574.72	0.08676	0.00036
574.76	0.0832	0.00048
574.8	0.08865	0.00061
574.84	0.07923	0.00036
574.88	0.07908	0.00044
574.92	0.08289	0.00056
574.95	0.08279	0.00048
575.0	0.083	0.00041
575.04	0.08401	0.00041
575.07	0.08188	0.00051
575.12	0.08396	0.00041
575.16	0.08396	0.00034
575.19	0.08412	0.00033
575.24	0.08223	0.00039
575.28	0.0832	0.00048
575.31	0.07979	0.00059
575.36	0.08009	0.00031
575.4	0.08081	0.00055
575.43	0.08132	0.00044
575.48	0.08111	0.0005
575.52	0.08488	0.0005
575.56	0.08396	0.00034
575.6	0.08407	0.00025
575.64	0.08203	0.00034
575.68	0.08203	0.00041
575.72	0.08188	0.0004
575.76	0.08198	0.00025
575.8	0.08086	0.0006
575.84	0.08295	0.00025
575.88	0.07989	0.00025
575.92	0.08086	0.0004
575.95	0.08004	0.0004
576.0	0.08381	0.00042
576.04	0.07821	0.00027
576.07	0.07811	0.00015
576.12	0.08595	0.0004
576.16	0.09043	0.00058
576.19	0.08106	0.00046
576.24	0.08396	0.00025
576.28	0.08315	0.00038
576.31	0.08478	0.00032
576.36	0.08503	0.00041
576.4	0.08391	0.00046
576.43	0.08376	0.00032
576.48	0.07908	0.00038
576.52	0.08188	0.00046
576.56	0.08783	0.00039
576.6	0.08549	0.00041
576.64	0.08595	0.0004
576.68	0.08778	0.00027
576.72	0.09043	0.00058
576.76	0.08962	0.00025
576.8	0.08605	0.00041
576.84	0.09165	0.00025
576.88	0.08015	0.00042
576.92	0.08391	0.0004
576.95	0.08407	0.00025
577.0	0.08289	0.00033
577.04	0.08503	0.00034
577.07	0.08875	0.00068
577.12	0.08391	0.00033
577.16	0.08585	0.00048
577.19	0.083	0.00041
577.24	0.0832	0.00048
577.28	0.086	0.00034
577.31	0.08009	0.00044
577.36	0.08177	0.00036
577.4	0.08203	0.00025
577.43	0.08478	0.00056
577.48	0.08203	0.00034
577.52	0.08203	0.00047
577.56	0.08096	0.00052
577.6	0.0858	0.00051
577.64	0.08111	0.00044
577.68	0.08025	0.00042
577.72	0.07841	0.00034
577.76	0.08009	0.00031
577.8	0.08514	0.00051
577.84	0.08483	0.00027
577.88	0.08203	0.00041
577.92	0.08025	0.00048
577.95	0.07826	0.00038
578.0	0.08478	0.00023
578.04	0.07796	0.00052
578.07	0.07821	0.00036
578.12	0.07836	0.00025
578.16	0.07913	0.00042
578.19	0.07989	0.00041
578.24	0.0802	0.00046
578.28	0.07623	0.00038
578.31	0.07908	0.00038
578.36	0.07923	0.00042
578.4	0.08004	0.00051
578.43	0.08004	0.0004
578.48	0.07918	0.0
578.52	0.08198	0.00034
578.56	0.08198	0.00047
578.6	0.08009	0.00038
578.64	0.08096	0.00041
578.68	0.08289	0.00056
578.72	0.083	0.00057
578.76	0.08188	0.0004
578.8	0.08132	0.00031
578.84	0.08015	0.00036
578.88	0.07913	0.00062
578.92	0.08091	0.00061
578.95	0.07816	0.00039
579.0	0.07801	0.00023
579.04	0.0775	0.0004
579.07	0.08289	0.0004
579.12	0.08203	0.00034
579.16	0.07709	0.00042
579.19	0.08284	0.00038
579.24	0.08091	0.00025
579.28	0.07994	0.00034
579.31	0.08025	0.00042
579.36	0.08183	0.00031
579.4	0.07755	0.00038
579.43	0.07526	0.00033
579.48	0.08284	0.00031
579.52	0.07638	0.00041
579.56	0.07923	0.00042
579.6	0.07923	0.00036
579.64	0.07526	0.0004
579.68	0.0775	0.00033
579.72	0.08274	0.00039
579.76	0.07913	0.00053
579.8	0.08401	0.00034
579.84	0.07745	0.00041
579.88	0.07719	0.00042
579.92	0.07989	0.00025
579.95	0.08193	0.00025
580.0	0.08498	0.00052
580.04	0.08004	0.0004
580.07	0.08208	0.00046
580.12	0.08193	0.00034
580.16	0.08101	0.00034
580.19	0.08111	0.0005
580.24	0.08473	0.00027
580.28	0.08274	0.00046
580.31	0.07913	0.00042
580.36	0.08183	0.00038
580.4	0.07913	0.00048
580.43	0.07999	0.00034
580.48	0.08015	0.00042
580.52	0.08371	0.00066
580.56	0.08009	0.00031
580.6	0.08671	0.00031
580.64	0.08177	0.00027
580.68	0.08839	0.00036
580.72	0.08101	0.00047
580.76	0.08091	0.00052
580.8	0.08651	0.00034
580.84	0.0802	0.00032
580.88	0.07903	0.00033
580.92	0.07903	0.0004
580.95	0.08183	0.00031
581.0	0.07938	0.00034
581.04	0.08417	0.00031
581.07	0.08381	0.00036
581.12	0.08407	0.00041
581.16	0.08183	0.00031
581.19	0.08116	0.00036
581.24	0.08193	0.00034
581.28	0.08188	0.00023
581.31	0.08172	0.00056
581.36	0.08193	0.00034
581.4	0.07984	0.0004
581.43	0.08295	0.00034
581.48	0.08198	0.00025
581.52	0.08412	0.00033
581.56	0.08295	0.00034
581.6	0.08794	0.00038
581.64	0.0858	0.00046
581.68	0.086	0.00025
581.72	0.08376	0.00039
581.76	0.08697	0.00033
581.8	0.08768	0.00023
581.84	0.08962	0.00041
581.88	0.08585	0.00036
581.92	0.09236	0.00042
581.95	0.09262	0.00041
582.0	0.08661	0.00041
582.04	0.08773	0.00038
582.07	0.09063	0.00034
582.12	0.08009	0.00059
582.16	0.08595	0.00033
582.19	0.08417	0.0002
582.24	0.08401	0.00034
582.28	0.08386	0.00044
582.31	0.08946	0.0005
582.36	0.08768	0.00033
582.4	0.08666	0.00033
582.43	0.08758	0.00034
582.48	0.07999	0.00025
582.52	0.08651	0.00041
582.56	0.08666	0.00033
582.6	0.08478	0.00032
582.64	0.07918	0.00039
582.68	0.07933	0.00033
582.72	0.08137	0.0004
582.76	0.08193	0.00034
582.8	0.08585	0.00062
582.84	0.08559	0.00041
582.88	0.08493	0.0004
582.92	0.08666	0.00033
582.95	0.08412	0.0004
583.0	0.08091	0.00041
583.04	0.08386	0.00031
583.07	0.08295	0.00034
583.12	0.08259	0.00046
583.16	0.08376	0.00023
583.19	0.08009	0.00038
583.24	0.08498	0.00057
583.28	0.07826	0.00038
583.31	0.08111	0.00055
583.36	0.0832	0.00042
583.4	0.07994	0.00041
583.43	0.08015	0.00036
583.48	0.0861	0.00034
583.52	0.07724	0.00055
583.56	0.08279	0.00036
583.6	0.0774	0.00025
583.64	0.07999	0.00034
583.68	0.08493	0.0004
583.72	0.08483	0.00042
583.76	0.08193	0.00025
583.8	0.07816	0.00032
583.84	0.07989	0.00025
583.88	0.08071	0.00046
583.92	0.08101	0.00041
583.95	0.07719	0.00027
584.0	0.07719	0.00036
584.04	0.07531	0.00025
584.07	0.07765	0.00023
584.12	0.0802	0.00032
584.16	0.08401	0.00034
584.19	0.08076	0.00015
584.24	0.0774	0.00041
584.28	0.08773	0.00031
584.31	0.08763	0.00025
584.36	0.07918	0.00039
584.4	0.07847	0.00034
584.43	0.08188	0.0004
584.48	0.07801	0.00033
584.52	0.08188	0.00033
584.56	0.08086	0.00046
584.6	0.08101	0.00047
584.64	0.08198	0.00025
584.68	0.07999	0.00052
584.72	0.08188	0.0004
584.76	0.0831	0.00023
584.8	0.08407	0.00034
584.84	0.08595	0.00046
584.88	0.07918	0.00046
584.92	0.07913	0.00042
584.95	0.08284	0.00044
585.0	0.08483	0.00027
585.04	0.07638	0.00034
585.07	0.08289	0.0004
585.12	0.07918	0.00039
585.16	0.08412	0.00033
585.19	0.08401	0.00025
585.24	0.08401	0.00047
585.28	0.08274	0.00046
585.31	0.08605	0.00034
585.36	0.07826	0.00031
585.4	0.08106	0.0004
585.43	0.08086	0.00033
585.48	0.08127	0.00042
585.52	0.07826	0.0002
585.56	0.0802	0.00051
585.6	0.08295	0.00069
585.64	0.07903	0.00033
585.68	0.08198	0.00041
585.72	0.08009	0.0005
585.76	0.08004	0.00046
585.8	0.08015	0.00042
585.84	0.08086	0.0004
585.88	0.08386	0.00038
585.92	0.08289	0.00046
585.95	0.0859	0.00055
586.0	0.08004	0.00051
586.04	0.08086	0.00056
586.07	0.08076	0.00036
586.12	0.08101	0.00057
586.16	0.08198	0.00041
586.19	0.07821	0.00027
586.24	0.0832	0.00027
586.28	0.07811	0.00058
586.31	0.08198	0.00034
586.36	0.08208	0.00023
586.4	0.08106	0.0004
586.43	0.08585	0.00053
586.48	0.08086	0.00046
586.52	0.08376	0.00056
586.56	0.08081	0.00031
586.6	0.07821	0.00053
586.64	0.07984	0.00023
586.68	0.07979	0.00031
586.72	0.08305	0.00041
586.76	0.08096	0.00034
586.8	0.08407	0.00025
586.84	0.08035	0.00033
586.88	0.0858	0.00051
586.92	0.08203	0.00034
586.95	0.08228	0.00048
587.0	0.08575	0.00042
587.04	0.0859	0.00038
587.07	0.08682	0.00046
587.12	0.086	0.00034
587.16	0.08396	0.00041
587.19	0.083	0.00047
587.24	0.0858	0.00039
587.28	0.08585	0.00036
587.31	0.09058	0.00061
587.36	0.08885	0.00039
587.4	0.09364	0.00041
587.43	0.08763	0.00025
587.48	0.08687	0.00036
587.52	0.08753	0.00041
587.56	0.08768	0.00023
587.6	0.09226	0.00033
587.64	0.08381	0.00036
587.68	0.08198	0.00025
587.72	0.08401	0.00057
587.76	0.09252	0.00031
587.8	0.08982	0.00036
587.84	0.08941	0.00058
587.88	0.08407	0.00041
587.92	0.08967	0.00047
587.95	0.08305	0.00034
588.0	0.08463	0.00023
