Waveleght	Intensity	Error
625.64	0.08956	0.00041
625.68	0.09898	0.00048
625.72	0.09975	0.00041
625.76	0.09313	0.00047
625.80	0.09033	0.00042
625.84	0.09593	0.00027
625.88	0.09623	0.00025
625.92	0.09613	0.00023
625.96	0.09231	0.00031
626.0	0.09226	0.00051
626.04	0.0971	0.00055
626.08	0.097	0.00039
626.12	0.09328	0.00033
626.16	0.09313	0.00047
626.2	0.09552	0.00015
626.24	0.09145	0.00036
626.28	0.09048	0.0005
626.32	0.09405	0.00031
626.36	0.0943	0.00023
626.4	0.09048	0.00059
626.44	0.09033	0.00036
626.48	0.09914	0.00044
626.52	0.09048	0.00031
626.56	0.09634	0.0004
626.6	0.09155	0.00046
626.64	0.09618	0.00047
626.68	0.09598	0.00032
626.72	0.09038	0.00032
626.76	0.09058	0.00025
626.80	0.09038	0.00064
626.84	0.09328	0.00056
626.88	0.09211	0.00041
626.92	0.0942	0.00025
626.96	0.09318	0.00057
627.0	0.09333	0.00038
627.04	0.09328	0.00046
627.08	0.09043	0.00048
627.12	0.09715	0.0004
627.16	0.09308	0.00056
627.2	0.09623	0.00047
627.24	0.09242	0.0006
627.28	0.09242	0.00046
627.32	0.09242	0.00046
627.36	0.09206	0.00033
627.4	0.09639	0.00055
627.44	0.09527	0.00034
627.48	0.09786	0.00023
627.52	0.09517	0.00061
627.56	0.09496	0.00039
627.6	0.09425	0.00034
627.64	0.0941	0.0004
627.68	0.09323	0.00034
627.72	0.09333	0.00038
627.76	0.09247	0.00036
627.80	0.09598	0.00039
627.84	0.09598	0.00046
627.88	0.10189	0.00047
627.92	0.10204	0.00027
627.96	0.09903	0.00051
628.0	0.09231	0.0005
628.04	0.09781	0.00025
628.08	0.09527	0.00041
628.12	0.10387	0.00041
628.16	0.09817	0.00051
628.2	0.09929	0.00047
628.24	0.09924	0.00057
628.28	0.09985	0.00034
628.32	0.09786	0.00033
628.36	0.09812	0.0002
628.4	0.10637	0.00034
628.44	0.09786	0.0006
628.48	0.10469	0.00027
628.52	0.10474	0.0002
628.56	0.09715	0.0004
628.6	0.10738	0.00052
628.64	0.1028	0.00047
628.68	0.10382	0.00041
628.72	0.10917	0.00042
628.76	0.10346	0.00056
628.80	0.10367	0.00042
628.84	0.11054	0.00041
628.88	0.10937	0.00046
628.92	0.10652	0.00046
628.96	0.1055	0.0004
629.0	0.114	0.00052
629.04	0.11085	0.00038
629.08	0.1167	0.0004
629.12	0.11685	0.00046
629.16	0.11095	0.00041
629.2	0.10861	0.00031
