	m	t	
f	0.000015824	0.0943241	
			
			
X in nm	Y Signal 	f	y-f
625.04	0.11125	0.104214733	0.007035267
625.08	0.11013	0.104215366	0.005914634
625.12	0.10545	0.104215999	0.001234001
625.16	0.1055	0.104216632	0.001283368
625.2	0.11217	0.104217265	0.007952735
625.24	0.10835	0.104217898	0.004132102
625.28	0.10805	0.104218531	0.003831469
625.32	0.10464	0.104219164	0.000420836
625.36	0.10168	0.104219797	-0.002539797
625.4	0.11095	0.10422043	0.00672957
625.44	0.1111	0.104221063	0.006878937
625.48	0.1084	0.104221696	0.004178304
625.52	0.10469	0.104222328	0.000467672
625.56	0.10738	0.104222961	0.003157039
625.6	0.10555	0.104223594	0.001326406
625.64	0.10479	0.104224227	0.000565773
625.68	0.10744	0.10422486	0.00321514
625.72	0.10942	0.104225493	0.005194507
625.76	0.10906	0.104226126	0.004833874
625.8	0.10576	0.104226759	0.001533241
625.84	0.10738	0.104227392	0.003152608
625.88	0.10275	0.104228025	-0.001478025
625.92	0.10906	0.104228658	0.004831342
625.96	0.10565	0.104229291	0.001420709
626	0.10545	0.104229924	0.001220076
626.04	0.10576	0.104230557	0.001529443
626.08	0.10845	0.10423119	0.00421881
626.12	0.1084	0.104231823	0.004168177
626.16	0.1056	0.104232456	0.001367544
626.2	0.10453	0.104233089	0.000296911
626.24	0.10423	0.104233722	-3.72176E-06
626.28	0.10626	0.104234355	0.002025645
626.32	0.10667	0.104234988	0.002435012
626.36	0.11309	0.104235621	0.008854379
626.4	0.10387	0.104236254	-0.000366254
626.44	0.11497	0.104236887	0.010733113
626.48	0.10102	0.10423752	-0.00321752
626.52	0.10372	0.104238152	-0.000518152
626.56	0.11013	0.104238785	0.005891215
626.6	0.10749	0.104239418	0.003250582
626.64	0.10728	0.104240051	0.003039949
626.68	0.10275	0.104240684	-0.001490684
626.72	0.1084	0.104241317	0.004158683
626.76	0.11482	0.10424195	0.01057805
626.8	0.10535	0.104242583	0.001107417
626.84	0.10647	0.104243216	0.002226784
626.88	0.10469	0.104243849	0.000446151
626.92	0.10474	0.104244482	0.000495518
626.96	0.10856	0.104245115	0.004314885
627	0.1084	0.104245748	0.004154252
627.04	0.10927	0.104246381	0.005023619
627.08	0.10896	0.104247014	0.004712986
627.12	0.11141	0.104247647	0.007162353
627.16	0.11227	0.10424828	0.00802172
627.2	0.10922	0.104248913	0.004971087
627.24	0.10947	0.104249546	0.005220454
627.28	0.11507	0.104250179	0.010819821
627.32	0.11136	0.104250812	0.007109188
627.36	0.11202	0.104251445	0.007768555
627.4	0.1168	0.104252078	0.012547922
627.44	0.11293	0.104252711	0.008677289
627.48	0.11502	0.104253344	0.010766656
627.52	0.11497	0.104253976	0.010716024
627.56	0.11217	0.104254609	0.007915391
627.6	0.12245	0.104255242	0.018194758
627.64	0.11309	0.104255875	0.008834125
627.68	0.11227	0.104256508	0.008013492
627.72	0.11609	0.104257141	0.011832859
627.76	0.11186	0.104257774	0.007602226
627.8	0.11222	0.104258407	0.007961593
627.84	0.11945	0.10425904	0.01519096
627.88	0.12123	0.104259673	0.016970327
627.92	0.11696	0.104260306	0.012699694
627.96	0.11472	0.104260939	0.010459061
628	0.11818	0.104261572	0.013918428
628.04	0.11884	0.104262205	0.014577795
628.08	0.12072	0.104262838	0.016457162
628.12	0.12062	0.104263471	0.016356529
628.16	0.12149	0.104264104	0.017225896
628.2	0.12816	0.104264737	0.023895263
628.24	0.12077	0.10426537	0.01650463
628.28	0.13004	0.104266003	0.025773997
628.32	0.12261	0.104266636	0.018343364
628.36	0.12444	0.104267269	0.020172731
628.4	0.12449	0.104267902	0.020222098
628.44	0.13478	0.104268535	0.030511465
628.48	0.12454	0.104269168	0.020270832
628.52	0.12515	0.1042698	0.0208802
628.56	0.12164	0.104270433	0.017369567
628.6	0.1303	0.104271066	0.026028934
628.64	0.12826	0.104271699	0.023988301
628.68	0.12826	0.104272332	0.023987668
628.72	0.12352	0.104272965	0.019247035
628.76	0.12816	0.104273598	0.023886402
628.8	0.13198	0.104274231	0.027705769
628.84	0.12928	0.104274864	0.025005136
628.88	0.11874	0.104275497	0.014464503
628.92	0.12342	0.10427613	0.01914387
628.96	0.12062	0.104276763	0.016343237
629	0.12093	0.104277396	0.016652604
629.04	0.12653	0.104278029	0.022251971
629.08	0.12459	0.104278662	0.020311338
629.12	0.11696	0.104279295	0.012680705
