	m	t	
f	4.99547E-05	0.076137	
			
			
X in nm	Y Signal 	f	y-f
560.04	0.10199	0.10411363	-0.00212363
560.08	0.10178	0.104115628	-0.002335628
560.12	0.10387	0.104117627	-0.000247627
560.16	0.10382	0.104119625	-0.000299625
560.2	0.10377	0.104121623	-0.000351623
560.24	0.10626	0.104123621	0.002136379
560.28	0.10377	0.104125619	-0.000355619
560.32	0.10372	0.104127618	-0.000407618
560.36	0.10077	0.104129616	-0.003359616
560.4	0.1053	0.104131614	0.001168386
560.44	0.09903	0.104133612	-0.005103612
560.48	0.09919	0.10413561	-0.00494561
560.52	0.10555	0.104137608	0.001412392
560.56	0.1027	0.104139607	-0.001439607
560.6	0.10626	0.104141605	0.002118395
560.64	0.10122	0.104143603	-0.002923603
560.68	0.10535	0.104145601	0.001204399
560.72	0.11115	0.104147599	0.007002401
560.76	0.1108	0.104149598	0.006650402
560.8	0.10194	0.104151596	-0.002211596
560.84	0.10392	0.104153594	-0.000233594
560.88	0.10474	0.104155592	0.000584408
560.92	0.09985	0.10415759	-0.00430759
560.96	0.1055	0.104159589	0.001340411
561	0.10163	0.104161587	-0.002531587
561.04	0.10357	0.104163585	-0.000593585
561.08	0.10387	0.104165583	-0.000295583
561.12	0.10071	0.104167581	-0.003457581
561.16	0.09685	0.104169579	-0.007319579
561.2	0.1055	0.104171578	0.001328422
561.24	0.10479	0.104173576	0.000616424
561.28	0.1001	0.104175574	-0.004075574
561.32	0.10301	0.104177572	-0.001167572
561.36	0.10295	0.10417957	-0.00122957
561.4	0.10382	0.104181569	-0.000361569
561.44	0.10183	0.104183567	-0.002353567
561.48	0.10153	0.104185565	-0.002655565
561.52	0.10749	0.104187563	0.003302437
561.56	0.10199	0.104189561	-0.002199561
561.6	0.10535	0.10419156	0.00115844
561.64	0.10469	0.104193558	0.000496442
561.68	0.10464	0.104195556	0.000444444
561.72	0.10168	0.104197554	-0.002517554
561.76	0.10285	0.104199552	-0.001349552
561.8	0.10285	0.10420155	-0.00135155
561.84	0.10204	0.104203549	-0.002163549
561.88	0.10555	0.104205547	0.001344453
561.92	0.10738	0.104207545	0.003172455
561.96	0.10754	0.104209543	0.003330457
562	0.1028	0.104211541	-0.001411541
562.04	0.1028	0.10421354	-0.00141354
562.08	0.10275	0.104215538	-0.001465538
562.12	0.10555	0.104217536	0.001332464
562.16	0.10555	0.104219534	0.001330466
562.2	0.10092	0.104221532	-0.003301532
562.24	0.10077	0.104223531	-0.003453531
562.28	0.10173	0.104225529	-0.002495529
562.32	0.10754	0.104227527	0.003312473
562.36	0.10357	0.104229525	-0.000659525
562.4	0.10178	0.104231523	-0.002451523
562.44	0.10525	0.104233521	0.001016479
562.48	0.10484	0.10423552	0.00060448
562.52	0.09817	0.104237518	-0.006067518
562.56	0.09807	0.104239516	-0.006169516
562.6	0.09786	0.104241514	-0.006381514
562.64	0.09985	0.104243512	-0.004393512
562.68	0.10382	0.104245511	-0.000425511
562.72	0.10209	0.104247509	-0.002157509
562.76	0.10565	0.104249507	0.001400493
562.8	0.10189	0.104251505	-0.002361505
562.84	0.10183	0.104253503	-0.002423503
562.88	0.10092	0.104255502	-0.003335502
562.92	0.1027	0.1042575	-0.0015575
562.96	0.10071	0.104259498	-0.003549498
563	0.10173	0.104261496	-0.002531496
563.04	0.10168	0.104263494	-0.002583494
563.08	0.09995	0.104265492	-0.004315492
563.12	0.09975	0.104267491	-0.004517491
563.16	0.1	0.104269489	-0.004269489
563.2	0.10285	0.104271487	-0.001421487
