	m	t	
f	1.44177E-05	0.0906813	
			
			
X in nm	Y Signal 	f	y-f
574.64	0.10377	0.098966287	0.004803713
574.68	0.09618	0.098966864	-0.002786864
574.72	0.09705	0.098967441	-0.001917441
574.76	0.09685	0.098968017	-0.002118017
574.8	0.10204	0.098968594	0.003071406
574.84	0.0998	0.098969171	0.000830829
574.88	0.1026	0.098969747	0.003630253
574.92	0.09822	0.098970324	-0.000750324
574.96	0.1057	0.098970901	0.006729099
575	0.09914	0.098971478	0.000168523
575.04	0.09888	0.098972054	-9.20542E-05
575.08	0.10275	0.098972631	0.003777369
575.12	0.10082	0.098973208	0.001846792
575.16	0.09618	0.098973784	-0.002793784
575.2	0.09695	0.098974361	-0.002024361
575.24	0.10082	0.098974938	0.001845062
575.28	0.09537	0.098975514	-0.003605514
575.32	0.10362	0.098976091	0.004643909
575.36	0.10387	0.098976668	0.004893332
575.4	0.1	0.098977245	0.001022755
575.44	0.10362	0.098977821	0.004642179
575.48	0.09995	0.098978398	0.000971602
575.52	0.09893	0.098978975	-4.89747E-05
575.56	0.1084	0.098979551	0.009420449
575.6	0.10652	0.098980128	0.007539872
575.64	0.10621	0.098980705	0.007229295
575.68	0.10178	0.098981282	0.002798718
575.72	0.10163	0.098981858	0.002648142
575.76	0.10071	0.098982435	0.001727565
575.8	0.09903	0.098983012	4.69883E-05
575.84	0.09995	0.098983588	0.000966412
575.88	0.1001	0.098984165	0.001115835
575.92	0.1	0.098984742	0.001015258
575.96	0.10178	0.098985318	0.002794682
576	0.10077	0.098985895	0.001784105
576.04	0.10367	0.098986472	0.004683528
576.08	0.10133	0.098987049	0.002342951
576.12	0.10474	0.098987625	0.005752375
576.16	0.10097	0.098988202	0.001981798
576.2	0.10163	0.098988779	0.002641221
576.24	0.10173	0.098989355	0.002740645
576.28	0.10168	0.098989932	0.002690068
576.32	0.09995	0.098990509	0.000959491
576.36	0.10443	0.098991086	0.005438914
576.4	0.10647	0.098991662	0.007478338
576.44	0.10377	0.098992239	0.004777761
576.48	0.10092	0.098992816	0.001927184
576.52	0.10056	0.098993392	0.001566608
576.56	0.09634	0.098993969	-0.002653969
576.6	0.10087	0.098994546	0.001875454
576.64	0.10087	0.098995123	0.001874877
576.68	0.10749	0.098995699	0.008494301
576.72	0.09634	0.098996276	-0.002656276
576.76	0.10362	0.098996853	0.004623147
576.8	0.09598	0.098997429	-0.003017429
576.84	0.09613	0.098998006	-0.002868006
576.88	0.1	0.098998583	0.001001417
576.92	0.0972	0.098999159	-0.001799159
576.96	0.10077	0.098999736	0.001770264
577	0.09822	0.099000313	-0.000780313
577.04	0.09532	0.09900089	-0.00368089
577.08	0.09685	0.099001466	-0.002151466
577.12	0.09746	0.099002043	-0.001542043
577.16	0.097	0.09900262	-0.00200262
577.2	0.09613	0.099003196	-0.002873196
577.24	0.09135	0.099003773	-0.007653773
577.28	0.09903	0.09900435	2.56501E-05
577.32	0.09725	0.099004927	-0.001754927
577.36	0.09995	0.099005503	0.000944497
577.4	0.09995	0.09900608	0.00094392
577.44	0.10087	0.099006657	0.001863343
577.48	0.09705	0.099007233	-0.001957233
577.52	0.1027	0.09900781	0.00369219
577.56	0.10469	0.099008387	0.005681613
577.6	0.10723	0.099008964	0.008221036
577.64	0.09634	0.09900954	-0.00266954
577.68	0.0972	0.099010117	-0.001810117
577.72	0.0971	0.099010694	-0.001910694
577.76	0.10082	0.09901127	0.00180873
577.8	0.09975	0.099011847	0.000738153
577.84	0.09705	0.099012424	-0.001962424
577.88	0.09425	0.099013	-0.004763
577.92	0.09705	0.099013577	-0.001963577
