-0.9227	-0.12
-0.7415	-0.116363636363636
-0.4616	-0.11
-0.2379	-0.105454545454545
-0.0434	-0.101818181818182
0.0007	-0.100909090909091
0.1377	-0.0981818181818182
0.3723	-0.0927272727272727
0.8497	-0.0809090909090909
1.1624	-0.0736363636363636
1.6097	-0.0618181818181818
1.8597	-0.0545454545454545
2.2005	-0.0445454545454546
2.4411	-0.0363636363636364
2.7121	-0.0254545454545455
2.9219	-0.0172727272727273
3.2808	0
3.9152	0.0454545454545455
4.3496	0.0981818181818182
4.7825	0.191818181818182
5.1295	0.304545454545455
