Waveleght	Intensity	Error
625.64	0.19918	0.00033
625.68	0.20636	0.0005
625.72	0.20921	0.00034
625.76	0.21318	0.00059
625.80	0.20957	0.00042
625.84	0.21217	0.00147
625.88	0.21293	0.00033
625.92	0.20926	0.00047
625.96	0.20931	0.00061
626.0	0.20468	0.00041
626.04	0.2169	0.00041
626.08	0.20651	0.00036
626.12	0.20758	0.00038
626.16	0.20733	0.00033
626.2	0.20458	0.00033
626.24	0.20906	0.00027
626.28	0.2083	0.00041
626.32	0.2084	0.00031
626.36	0.21008	0.00036
626.4	0.20438	0.00048
626.44	0.20432	0.00038
626.48	0.20443	0.00046
626.52	0.2085	0.00051
626.56	0.2084	0.00031
626.6	0.20916	0.00046
626.64	0.20361	0.00041
626.68	0.21227	0.00052
626.72	0.20458	0.0004
626.76	0.20443	0.00039
626.80	0.20473	0.00047
626.84	0.20539	0.00048
626.88	0.19989	0.00042
626.92	0.20142	0.00036
626.96	0.20432	0.00055
627.0	0.21797	0.00061
627.04	0.21792	0.00041
627.08	0.21023	0.00034
627.12	0.2143	0.00052
627.16	0.21395	0.0004
627.2	0.22001	0.00034
627.24	0.214	0.00031
627.28	0.20845	0.00042
627.32	0.2084	0.00031
627.36	0.21491	0.00041
627.4	0.21334	0.00041
627.44	0.21293	0.00051
627.48	0.20346	0.00048
627.52	0.20631	0.00046
627.56	0.20926	0.00034
627.6	0.2002	0.00033
627.64	0.2002	0.00056
627.68	0.20188	0.00032
627.72	0.20911	0.00031
627.76	0.21568	0.00053
627.80	0.20993	0.00044
627.84	0.20264	0.00041
627.88	0.20845	0.00027
627.92	0.2084	0.00038
627.96	0.20259	0.00041
628.0	0.20244	0.00027
628.04	0.20753	0.00053
628.08	0.21013	0.00038
628.12	0.20626	0.00025
628.16	0.2084	0.00044
628.2	0.20921	0.00041
628.24	0.20952	0.00039
628.28	0.20631	0.00033
628.32	0.21624	0.00031
628.36	0.19969	0.00046
628.4	0.20824	0.00025
628.44	0.20351	0.0005
628.48	0.19908	0.00034
628.52	0.19883	0.00046
628.56	0.20544	0.00046
628.6	0.20998	0.00027
628.64	0.21013	0.00044
628.68	0.20183	0.00027
628.72	0.2028	0.00038
628.76	0.2	0.0004
628.80	0.19995	0.00031
628.84	0.20631	0.00046
628.88	0.20178	0.00038
628.92	0.20086	0.00051
628.96	0.20081	0.00027
629.0	0.20285	0.00053
629.04	0.19338	0.0004
629.08	0.18757	0.00036
629.12	0.18742	0.00041
629.16	0.19429	0.00027
629.2	0.18391	0.00033
629.24	0.18233	0.00052
629.28	0.17994	0.00036
629.32	0.1724	0.00042
629.36	0.1697	0.00031
629.4	0.1694	0.00038
629.44	0.1583	0.00034
629.48	0.15173	0.00025
629.52	0.17047	0.0006
629.56	0.14974	0.00041
629.6	0.14791	0.00039
629.64	0.13671	0.00046
629.68	0.13661	0.00044
629.72	0.14068	0.0002
629.76	0.14323	0.00044
629.80	0.13386	0.00034
629.84	0.12755	0.00039
629.88	0.12531	0.00057
629.92	0.11955	0.00051
629.96	0.12077	0.00033
630.0	0.12062	0.00034
630.04	0.11482	0.00032
630.08	0.11105	0.00057
630.12	0.114	0.00025
630.16	0.1111	0.00051
630.2	0.1112	0.00036
630.24	0.10774	0.00036
630.28	0.10764	0.00036
630.32	0.10581	0.0004
630.36	0.11034	0.0002
630.4	0.10535	0.00047
630.44	0.10061	0.00036
630.48	0.10173	0.00033
630.52	0.09883	0.00047
630.56	0.10372	0.00038
630.6	0.10372	0.00044
630.64	0.09807	0.00048
630.68	0.09741	0.00031
630.72	0.1055	0.00046
630.76	0.09333	0.00044
630.80	0.09613	0.00023
630.84	0.09715	0.0004
630.88	0.09695	0.00027
630.92	0.0999	0.00046
630.96	0.10071	0.00033
631.0	0.09603	0.00036
631.04	0.09629	0.00041
631.08	0.0969	0.00038
631.12	0.09323	0.00052
631.16	0.09343	0.00032
631.2	0.09532	0.00023
631.24	0.09415	0.00069
631.28	0.09333	0.0005
631.32	0.09639	0.0005
631.36	0.09496	0.00032
631.4	0.09435	0.00038
631.44	0.09547	0.00039
631.48	0.09511	0.00046
631.52	0.09873	0.00057
631.56	0.0999	0.00046
631.6	0.09226	0.00046
631.64	0.09822	0.00041
631.68	0.09639	0.00038
631.72	0.09598	0.00046
631.76	0.09634	0.00023
631.80	0.10479	0.0004
631.84	0.10357	0.00036
631.88	0.10545	0.00034
631.92	0.11151	0.00034
631.96	0.11675	0.00044
632.0	0.11573	0.0005
632.04	0.12352	0.00048
632.08	0.12342	0.00042
632.12	0.12918	0.00031
632.16	0.13096	0.00046
632.2	0.13513	0.00042
632.24	0.14705	0.0004
632.28	0.14257	0.00034
632.32	0.14241	0.00044
632.36	0.14236	0.00048
632.4	0.15178	0.00025
632.44	0.15743	0.0004
632.48	0.16217	0.00039
632.52	0.15825	0.00046
632.56	0.15636	0.00034
632.6	0.16573	0.00032
632.64	0.16573	0.00051
632.68	0.15967	0.00048
632.72	0.1613	0.00051
632.76	0.17261	0.00034
632.80	0.17724	0.00034
632.84	0.17245	0.0005
632.88	0.17887	0.00044
632.92	0.17826	0.00034
632.96	0.17821	0.00047
633.0	0.17551	0.00031
633.04	0.16583	0.00031
633.08	0.16487	0.0004
633.12	0.17062	0.00057
633.16	0.16018	0.00042
633.2	0.15178	0.00057
633.24	0.15158	0.00044
633.28	0.15448	0.00042
633.32	0.15565	0.00038
633.36	0.15545	0.00044
633.4	0.14913	0.00034
633.44	0.14027	0.00039
633.48	0.14613	0.00041
633.52	0.14608	0.00061
633.56	0.13483	0.00051
633.6	0.14119	0.00031
633.64	0.13182	0.00034
633.68	0.12719	0.00046
633.72	0.12999	0.00044
633.76	0.12205	0.00038
633.80	0.11803	0.00046
633.84	0.11803	0.00033
633.88	0.12169	0.00047
633.92	0.11579	0.00048
633.96	0.11013	0.0005
634.0	0.11594	0.00038
634.04	0.10912	0.00031
634.08	0.10901	0.00057
634.12	0.10927	0.00053
634.16	0.10901	0.00052
634.2	0.1054	0.00041
634.24	0.10015	0.0005
634.28	0.10285	0.00025
634.32	0.09995	0.00044
634.36	0.10092	0.00051
634.4	0.10005	0.00039
634.44	0.09985	0.00047
634.48	0.09868	0.0004
634.52	0.10087	0.00034
634.56	0.09705	0.00036
634.6	0.09781	0.00041
634.64	0.09715	0.0004
634.68	0.09491	0.00042
634.72	0.09532	0.00046
634.76	0.10209	0.00039
634.80	0.09791	0.00038
634.84	0.09791	0.00031
634.88	0.09522	0.00052
634.92	0.1001	0.00036
634.96	0.09791	0.00038
635.0	0.09817	0.00033
635.04	0.08844	0.0005
635.08	0.09155	0.00033
635.12	0.09639	0.0005
635.16	0.09878	0.00052
635.2	0.09873	0.00041
635.24	0.10158	0.00032
635.28	0.09715	0.00023
635.32	0.097	0.00023
635.36	0.10168	0.0005
635.4	0.09527	0.00052
635.44	0.1028	0.00057
635.48	0.09985	0.00047
635.52	0.09888	0.0004
635.56	0.09415	0.00034
635.6	0.09415	0.00034
635.64	0.097	0.00039
635.68	0.1001	0.00048
635.72	0.09802	0.00039
635.76	0.08982	0.00042
635.80	0.1027	0.0005
635.84	0.0941	0.00033
635.88	0.09033	0.00053
635.92	0.09028	0.00038
635.96	0.10194	0.00046
636.0	0.10066	0.0005
636.04	0.10168	0.00038
636.08	0.09517	0.00047
636.12	0.09776	0.00041
636.16	0.0973	0.00057
636.2	0.09705	0.00048
