Waveleght	Intensity	Error
607.28	0.11212	0.00033
607.31	0.1139	0.00044
607.36	0.11405	0.00034
607.4	0.11792	0.00048
607.43	0.1139	0.00055
607.48	0.11874	0.00051
607.52	0.114	0.00034
607.56	0.1112	0.00066
607.6	0.11288	0.00031
607.64	0.11207	0.00025
607.68	0.11222	0.00036
607.72	0.1224	0.00027
607.76	0.12133	0.00044
607.8	0.10652	0.00033
607.84	0.11411	0.00047
607.88	0.11772	0.00056
607.92	0.11385	0.00036
607.95	0.11411	0.00034
608.0	0.11039	0.00046
608.04	0.11609	0.00025
608.07	0.11589	0.00042
608.12	0.11706	0.00047
608.16	0.12449	0.00032
608.19	0.11421	0.0002
608.24	0.11492	0.00031
608.28	0.11482	0.00051
608.31	0.11202	0.00041
608.36	0.1166	0.00034
608.4	0.11899	0.00044
608.43	0.11803	0.0004
608.48	0.12235	0.00031
608.52	0.11523	0.0002
608.56	0.11487	0.00042
608.6	0.11701	0.0004
608.64	0.11482	0.00046
608.68	0.11502	0.00047
608.72	0.11767	0.00057
608.76	0.12174	0.00041
608.8	0.12617	0.0004
608.84	0.12643	0.00044
608.88	0.1139	0.0005
608.92	0.11298	0.00034
608.95	0.11283	0.00042
609.0	0.11482	0.00032
609.04	0.11507	0.00034
609.07	0.11813	0.00041
609.12	0.11497	0.0004
609.16	0.11461	0.00052
609.19	0.12811	0.00042
609.24	0.11512	0.00061
609.28	0.12072	0.00025
609.31	0.11869	0.00034
609.36	0.12235	0.00071
609.4	0.1168	0.00036
609.43	0.11685	0.00032
609.48	0.11696	0.00044
609.52	0.12067	0.00052
609.56	0.12439	0.00044
609.6	0.12067	0.00025
609.64	0.12077	0.00046
609.68	0.11619	0.0004
609.72	0.11589	0.00048
609.76	0.11777	0.0005
609.8	0.11971	0.00034
609.84	0.1195	0.00038
609.88	0.11955	0.0004
609.92	0.11298	0.00034
609.95	0.11803	0.0006
610.0	0.12526	0.00041
610.04	0.12531	0.00041
610.07	0.11273	0.00042
610.12	0.12077	0.00046
610.16	0.11685	1.38778e-17
610.19	0.12368	0.00034
610.24	0.11217	0.00038
610.28	0.12164	0.00034
610.31	0.12164	0.00052
610.36	0.12444	0.00048
610.4	0.12062	0.00047
610.43	0.12251	0.00015
610.48	0.12164	0.00034
610.52	0.12067	0.00025
610.56	0.11039	0.0004
610.6	0.11421	0.00031
610.64	0.11416	0.00023
610.68	0.12531	0.00065
610.72	0.12352	0.00036
610.76	0.11772	0.0004
610.8	0.11971	0.00034
610.84	0.11945	0.00036
610.88	0.11502	0.00034
610.92	0.11492	0.00031
610.95	0.11874	0.00033
611.0	0.11594	0.00059
611.04	0.12632	0.00034
611.07	0.12444	0.00048
611.12	0.11879	0.00044
611.16	0.13198	0.00046
611.19	0.13228	0.00046
611.24	0.12734	0.00047
611.28	0.12912	0.00048
611.31	0.13391	0.00034
611.36	0.1195	0.00031
611.4	0.12643	0.0005
611.43	0.12897	0.00044
611.48	0.12719	0.00023
611.52	0.12755	0.00046
611.56	0.12256	0.00031
611.6	0.13014	0.00048
611.64	0.12088	0.00027
611.68	0.12561	0.00031
611.72	0.12251	0.00027
611.76	0.12673	0.00034
611.8	0.12617	0.00046
611.84	0.12419	0.00034
