Waveleght	Intensity	Error
560.54	0.0941	0.0004
560.58	0.09496	0.00051
560.62	0.09517	0.00057
560.66	0.09506	0.00044
560.7	0.09517	0.00047
560.74	0.10071	0.00056
560.78	0.09613	0.00023
560.82	0.09909	0.00036
560.86	0.0969	0.00044
560.9	0.09715	0.00046
560.94	0.09623	0.00041
560.98	0.09863	0.00038
561.02	0.10005	0.00032
561.06	0.09898	0.00053
561.1	0.09812	0.0005
561.14	0.10178	0.00034
561.18	0.09781	0.00047
561.22	0.09812	0.00044
561.26	0.09593	0.00058
561.3	0.09511	0.00033
561.34	0.0969	0.00031
561.38	0.09527	0.00057
561.42	0.09618	0.00034
561.46	0.09893	0.00038
561.5	0.09914	0.00038
561.54	0.10275	0.00023
561.58	0.1	0.00036
561.62	0.09532	0.00033
561.66	0.09155	0.00033
561.7	0.09883	0.00041
561.74	0.09593	0.00058
561.78	0.09608	0.00031
561.82	0.09603	0.00042
561.86	0.10168	0.00044
561.9	0.097	0.00032
561.94	0.09817	0.00023
561.98	0.09634	0.0004
562.02	0.0941	0.0004
562.06	0.097	0.00039
562.1	0.09705	0.00048
562.14	0.09491	0.00053
562.18	0.1026	0.00023
562.22	0.09333	0.00038
562.26	0.10097	0.00044
562.3	0.097	0.00032
562.34	0.09496	0.00046
562.38	0.09496	0.00046
562.42	0.09323	0.00047
562.46	0.10005	0.00046
562.5	0.09893	0.00038
562.54	0.09903	0.00023
562.58	0.10087	0.00025
562.62	0.09975	0.00034
562.66	0.10015	0.00031
562.7	0.09995	0.00044
562.74	0.10158	0.00039
562.78	0.09985	0.00034
562.82	0.09623	0.00025
562.86	0.09425	0.00041
562.9	0.09313	0.00034
562.94	0.10097	0.00044
562.98	0.10092	0.0004
563.02	0.09323	0.00041
563.06	0.09725	0.00041
563.1	0.09348	0.00042
563.14	0.09812	0.00031
563.18	0.09613	0.00033
563.22	0.09308	0.00046
563.26	0.09985	0.00034
563.3	0.09985	0.00034
563.34	0.09618	0.00025
563.38	0.09797	0.00042
563.42	0.09868	0.00033
563.46	0.10189	0.00052
563.5	0.09822	0.00034
563.54	0.09415	0.00041
563.58	0.09415	0.00069
563.62	0.09919	0.00033
563.66	0.10071	0.00046
563.7	0.09817	0.00046
563.74	0.09715	0.00046
563.78	0.097	0.00023
563.82	0.10071	0.00033
563.86	0.10056	0.00046
563.9	0.09725	0.00047
563.94	0.0971	0.00038
563.98	0.10295	0.0004
564.02	0.09323	0.00052
564.06	0.09613	0.00033
564.1	0.0998	0.00041
564.14	0.09715	0.00046
564.18	0.09695	0.00048
564.22	0.09506	0.00044
564.26	0.09903	0.00039
564.3	0.09588	0.0005
564.34	0.0914	0.00032
564.38	0.0943	0.0004
564.42	0.097	0.00032
564.46	0.0969	0.0005
564.5	0.09522	0.00047
564.54	0.10194	0.00046
564.58	0.09903	0.00051
564.62	0.10071	0.0004
564.66	0.0971	0.00064
564.7	0.10275	0.00023
564.74	0.10255	0.00015
564.78	0.10107	0.00039
