f	m	t	
	1.17102E-08	0.0866534	
			
			
X in nm	Y Signal 	f	y-f
681.92	0.08967	0.086661385	0.003008615
681.96	0.08671	0.086661386	4.86141E-05
682	0.08386	0.086661386	-0.002801386
682.04	0.08768	0.086661387	0.001018613
682.08	0.08468	0.086661387	-0.001981387
682.12	0.08977	0.086661388	0.003108612
682.16	0.08956	0.086661388	0.002898612
682.2	0.09236	0.086661389	0.005698611
682.24	0.08391	0.086661389	-0.002751389
682.28	0.08284	0.08666139	-0.00382139
682.32	0.086	0.08666139	-0.00066139
682.36	0.08458	0.086661391	-0.002081391
682.4	0.08773	0.086661391	0.001068609
682.44	0.08783	0.086661392	0.001168608
682.48	0.08605	0.086661392	-0.000611392
682.52	0.0885	0.086661392	0.001838608
682.56	0.08763	0.086661393	0.000968607
682.6	0.07984	0.086661393	-0.006821393
682.64	0.08758	0.086661394	0.000918606
682.68	0.08794	0.086661394	0.001278606
682.72	0.08855	0.086661395	0.001888605
682.76	0.08865	0.086661395	0.001988605
682.8	0.0914	0.086661396	0.004738604
682.84	0.08651	0.086661396	-0.000151396
682.88	0.08768	0.086661397	0.001018603
682.92	0.08463	0.086661397	-0.002031397
682.96	0.08218	0.086661398	-0.004481398
683	0.09155	0.086661398	0.004888602
683.04	0.09135	0.086661399	0.004688601
683.08	0.09415	0.086661399	0.007488601
683.12	0.0915	0.086661399	0.004838601
683.16	0.0857	0.0866614	-0.0009614
683.2	0.08274	0.0866614	-0.0039214
683.24	0.08575	0.086661401	-0.000911401
683.28	0.08758	0.086661401	0.000918599
683.32	0.08768	0.086661402	0.001018598
683.36	0.08305	0.086661402	-0.003611402
683.4	0.0888	0.086661403	0.002138597
683.44	0.08605	0.086661403	-0.000611403
683.48	0.08855	0.086661404	0.001888596
683.52	0.08758	0.086661404	0.000918596
683.56	0.086	0.086661405	-0.000661405
683.6	0.08585	0.086661405	-0.000811405
683.64	0.0858	0.086661406	-0.000861406
683.68	0.09231	0.086661406	0.005648594
683.72	0.08778	0.086661406	0.001118594
683.76	0.08788	0.086661407	0.001218593
683.8	0.08407	0.086661407	-0.002591407
683.84	0.08401	0.086661408	-0.002651408
683.88	0.08956	0.086661408	0.002898592
683.92	0.08962	0.086661409	0.002958591
683.96	0.08875	0.086661409	0.002088591
684	0.08783	0.08666141	0.00116859
684.04	0.08972	0.08666141	0.00305859
684.08	0.08203	0.086661411	-0.004631411
684.12	0.08661	0.086661411	-5.14112E-05
684.16	0.08585	0.086661412	-0.000811412
684.2	0.0858	0.086661412	-0.000861412
684.24	0.08956	0.086661413	0.002898587
684.28	0.08834	0.086661413	0.001678587
684.32	0.08585	0.086661414	-0.000811414
684.36	0.08824	0.086661414	0.001578586
684.4	0.09058	0.086661414	0.003918586
684.44	0.09221	0.086661415	0.005548585
684.48	0.08463	0.086661415	-0.002031415
684.52	0.08478	0.086661416	-0.001881416
684.56	0.0858	0.086661416	-0.000861416
684.6	0.09048	0.086661417	0.003818583
684.64	0.08666	0.086661417	-1.41727E-06
684.68	0.0915	0.086661418	0.004838582
684.72	0.08839	0.086661418	0.001728582
684.76	0.08666	0.086661419	-1.41868E-06
684.8	0.08687	0.086661419	0.000208581
684.84	0.09135	0.08666142	0.00468858
684.88	0.09028	0.08666142	0.00361858
684.92	0.08575	0.086661421	-0.000911421
684.96	0.08692	0.086661421	0.000258579
685	0.083	0.086661421	-0.003661421
685.04	0.08687	0.086661422	0.000208578
685.08	0.08773	0.086661422	0.001068578
685.12	0.08763	0.086661423	0.000968577
685.16	0.09135	0.086661423	0.004688577
685.2	0.08666	0.086661424	-1.42383E-06
685.24	0.08962	0.086661424	0.002958576
685.28	0.08508	0.086661425	-0.001581425
685.32	0.09053	0.086661425	0.003868575
685.36	0.08687	0.086661426	0.000208574
685.4	0.08646	0.086661426	-0.000201426
685.44	0.08763	0.086661427	0.000968573
685.48	0.08564	0.086661427	-0.001021427
685.52	0.08967	0.086661428	0.003008572
685.56	0.08839	0.086661428	0.001728572
685.6	0.08315	0.086661429	-0.003511429
685.64	0.09155	0.086661429	0.004888571
685.68	0.09145	0.086661429	0.004788571
685.72	0.08386	0.08666143	-0.00280143
685.76	0.08941	0.08666143	0.00274857
685.8	0.08855	0.086661431	0.001888569
685.84	0.08381	0.086661431	-0.002851431
685.88	0.08839	0.086661432	0.001728568
685.92	0.08483	0.086661432	-0.001831432
685.96	0.0917	0.086661433	0.005038567
686	0.0917	0.086661433	0.005038567
686.04	0.08682	0.086661434	0.000158566
686.08	0.09145	0.086661434	0.004788566
686.12	0.0857	0.086661435	-0.000961435
686.16	0.08473	0.086661435	-0.001931435
686.2	0.08671	0.086661436	4.85645E-05
686.24	0.08778	0.086661436	0.001118564
686.28	0.08758	0.086661436	0.000918564
686.32	0.08951	0.086661437	0.002848563
686.36	0.08763	0.086661437	0.000968563
686.4	0.08946	0.086661438	0.002798562
686.44	0.08381	0.086661438	-0.002851438
686.48	0.09522	0.086661439	0.008558561
686.52	0.08661	0.086661439	-5.14393E-05
686.56	0.08687	0.08666144	0.00020856
686.6	0.09323	0.08666144	0.00656856
686.64	0.08855	0.086661441	0.001888559
686.68	0.08773	0.086661441	0.001068559
686.72	0.09048	0.086661442	0.003818558
686.76	0.09028	0.086661442	0.003618558
686.8	0.08997	0.086661443	0.003308557
686.84	0.08758	0.086661443	0.000918557
686.88	0.08743	0.086661444	0.000768556
686.92	0.08829	0.086661444	0.001628556
686.96	0.08758	0.086661444	0.000918556
687	0.08768	0.086661445	0.001018555
687.04	0.08778	0.086661445	0.001118555
687.08	0.08666	0.086661446	-1.44584E-06
687.12	0.08844	0.086661446	0.001778554
687.16	0.08875	0.086661447	0.002088553
687.2	0.09048	0.086661447	0.003818553
687.24	0.08559	0.086661448	-0.001071448
687.28	0.09211	0.086661448	0.005448552
687.32	0.08931	0.086661449	0.002648551
687.36	0.08152	0.086661449	-0.005141449
687.4	0.08651	0.08666145	-0.00015145
687.44	0.08183	0.08666145	-0.00483145
687.48	0.08188	0.086661451	-0.004781451
687.52	0.08788	0.086661451	0.001218549
687.56	0.08972	0.086661451	0.003058549
687.6	0.0858	0.086661452	-0.000861452
687.64	0.08493	0.086661452	-0.001731452
687.68	0.08605	0.086661453	-0.000611453
687.72	0.08595	0.086661453	-0.000711453
687.76	0.08554	0.086661454	-0.001121454
687.8	0.09236	0.086661454	0.005698546
687.84	0.08778	0.086661455	0.001118545
687.88	0.09023	0.086661455	0.003568545
687.92	0.08641	0.086661456	-0.000251456
687.96	0.08768	0.086661456	0.001018544
688	0.09231	0.086661457	0.005648543
688.04	0.09231	0.086661457	0.005648543
688.08	0.08646	0.086661458	-0.000201458
688.12	0.0885	0.086661458	0.001838542
688.16	0.08763	0.086661458	0.000968542
688.2	0.08661	0.086661459	-5.1459E-05
688.24	0.08839	0.086661459	0.001728541
688.28	0.0885	0.08666146	0.00183854
688.32	0.08177	0.08666146	-0.00489146
688.36	0.08198	0.086661461	-0.004681461
688.4	0.0886	0.086661461	0.001938539
688.44	0.09435	0.086661462	0.007688538
688.48	0.08844	0.086661462	0.001778538
688.52	0.08396	0.086661463	-0.002701463
688.56	0.08661	0.086661463	-5.14632E-05
688.6	0.08315	0.086661464	-0.003511464
688.64	0.0832	0.086661464	-0.003461464
688.68	0.08967	0.086661465	0.003008535
688.72	0.09048	0.086661465	0.003818535
688.76	0.0886	0.086661466	0.001938534
688.8	0.08783	0.086661466	0.001168534
688.84	0.08972	0.086661466	0.003058534
688.88	0.08498	0.086661467	-0.001681467
688.92	0.08493	0.086661467	-0.001731467
688.96	0.08473	0.086661468	-0.001931468
689	0.08982	0.086661468	0.003158532
689.04	0.08289	0.086661469	-0.003771469
689.08	0.09058	0.086661469	0.003918531
689.12	0.08977	0.08666147	0.00310853
689.16	0.09333	0.08666147	0.00666853
689.2	0.08401	0.086661471	-0.002651471
689.24	0.08417	0.086661471	-0.002491471
689.28	0.08768	0.086661472	0.001018528
689.32	0.086	0.086661472	-0.000661472
689.36	0.09058	0.086661473	0.003918527
689.4	0.08951	0.086661473	0.002848527
689.44	0.08941	0.086661473	0.002748527
689.48	0.08483	0.086661474	-0.001831474
689.52	0.08488	0.086661474	-0.001781474
689.56	0.08844	0.086661475	0.001778525
689.6	0.09247	0.086661475	0.005808525
689.64	0.08585	0.086661476	-0.000811476
689.68	0.08702	0.086661476	0.000358524
689.72	0.08478	0.086661477	-0.001881477
689.76	0.09155	0.086661477	0.004888523
689.8	0.09175	0.086661478	0.005088522
689.84	0.0916	0.086661478	0.004938522
689.88	0.09033	0.086661479	0.003668521
689.92	0.08839	0.086661479	0.001728521
689.96	0.08773	0.08666148	0.00106852
690	0.09119	0.08666148	0.00452852
690.04	0.0857	0.086661481	-0.000961481
690.08	0.08962	0.086661481	0.002958519
690.12	0.08921	0.086661481	0.002548519
690.16	0.08274	0.086661482	-0.003921482
690.2	0.09242	0.086661482	0.005758518
690.24	0.08778	0.086661483	0.001118517
690.28	0.08946	0.086661483	0.002798517
690.32	0.08778	0.086661484	0.001118516
690.36	0.08213	0.086661484	-0.004531484
690.4	0.08198	0.086661485	-0.004681485
690.44	0.0885	0.086661485	0.001838515
690.48	0.08386	0.086661486	-0.002801486
690.52	0.09145	0.086661486	0.004788514
690.56	0.0915	0.086661487	0.004838513
690.6	0.09231	0.086661487	0.005648513
690.64	0.0887	0.086661488	0.002038512
690.68	0.08773	0.086661488	0.001068512
690.72	0.08763	0.086661488	0.000968512
690.76	0.0885	0.086661489	0.001838511
690.8	0.08875	0.086661489	0.002088511
690.84	0.08865	0.08666149	0.00198851
690.88	0.08875	0.08666149	0.00208851
690.92	0.08676	0.086661491	9.85092E-05
690.96	0.09068	0.086661491	0.004018509
691	0.09038	0.086661492	0.003718508
691.04	0.08661	0.086661492	-5.14922E-05
691.08	0.0857	0.086661493	-0.000961493
691.12	0.08844	0.086661493	0.001778507
691.16	0.0885	0.086661494	0.001838506
691.2	0.08488	0.086661494	-0.001781494
691.24	0.08768	0.086661495	0.001018505
691.28	0.08783	0.086661495	0.001168505
691.32	0.08748	0.086661495	0.000818505
691.36	0.08468	0.086661496	-0.001981496
691.4	0.08666	0.086661496	-1.49643E-06
691.44	0.08783	0.086661497	0.001168503
691.48	0.08671	0.086661497	4.85026E-05
691.52	0.0859	0.086661498	-0.000761498
691.56	0.08753	0.086661498	0.000868502
691.6	0.08773	0.086661499	0.001068501
691.64	0.08967	0.086661499	0.003008501
691.68	0.09155	0.0866615	0.0048885
691.72	0.08865	0.0866615	0.0019885
691.76	0.08758	0.086661501	0.000918499
691.8	0.09338	0.086661501	0.006718499
691.84	0.09155	0.086661502	0.004888498
691.88	0.09175	0.086661502	0.005088498
691.92	0.08692	0.086661503	0.000258497
691.96	0.09023	0.086661503	0.003568497
692	0.08758	0.086661503	0.000918497
692.04	0.08951	0.086661504	0.002848496
692.08	0.08834	0.086661504	0.001678496
692.12	0.08661	0.086661505	-5.15049E-05
692.16	0.09155	0.086661505	0.004888495
692.2	0.09135	0.086661506	0.004688494
692.24	0.08783	0.086661506	0.001168494
692.28	0.08946	0.086661507	0.002798493
692.32	0.08692	0.086661507	0.000258493
692.36	0.08773	0.086661508	0.001068492
692.4	0.0885	0.086661508	0.001838492
692.44	0.09048	0.086661509	0.003818491
692.48	0.09048	0.086661509	0.003818491
692.52	0.08748	0.08666151	0.00081849
692.56	0.08839	0.08666151	0.00172849
692.6	0.0858	0.08666151	-0.00086151
692.64	0.09308	0.086661511	0.006418489
692.68	0.08483	0.086661511	-0.001831511
692.72	0.08284	0.086661512	-0.003821512
692.76	0.08279	0.086661512	-0.003871512
692.8	0.08834	0.086661513	0.001678487
692.84	0.09807	0.086661513	0.011408487
692.88	0.08595	0.086661514	-0.000711514
692.92	0.08585	0.086661514	-0.000811514
692.96	0.08967	0.086661515	0.003008485
693	0.08855	0.086661515	0.001888485
693.04	0.09415	0.086661516	0.007488484
693.08	0.0942	0.086661516	0.007538484
693.12	0.09145	0.086661517	0.004788483
693.16	0.08829	0.086661517	0.001628483
693.2	0.09135	0.086661518	0.004688482
693.24	0.08773	0.086661518	0.001068482
693.28	0.09267	0.086661518	0.006008482
693.32	0.08956	0.086661519	0.002898481
693.36	0.08956	0.086661519	0.002898481
693.4	0.08844	0.08666152	0.00177848
693.44	0.0885	0.08666152	0.00183848
693.48	0.08666	0.086661521	-1.52079E-06
693.52	0.0857	0.086661521	-0.000961521
693.56	0.0917	0.086661522	0.005038478
693.6	0.0914	0.086661522	0.004738478
693.64	0.09135	0.086661523	0.004688477
693.68	0.08773	0.086661523	0.001068477
693.72	0.08651	0.086661524	-0.000151524
693.76	0.08641	0.086661524	-0.000251524
693.8	0.08671	0.086661525	4.84755E-05
693.84	0.08941	0.086661525	0.002748475
693.88	0.08391	0.086661525	-0.002751525
693.92	0.0858	0.086661526	-0.000861526
693.96	0.086	0.086661526	-0.000661526
694	0.08661	0.086661527	-5.15269E-05
694.04	0.08946	0.086661527	0.002798473
694.08	0.08829	0.086661528	0.001628472
694.12	0.08585	0.086661528	-0.000811528
694.16	0.09145	0.086661529	0.004788471
694.2	0.0915	0.086661529	0.004838471
694.24	0.09145	0.08666153	0.00478847
694.28	0.08977	0.08666153	0.00310847
694.32	0.08788	0.086661531	0.001218469
694.36	0.0916	0.086661531	0.004938469
694.4	0.08381	0.086661532	-0.002851532
694.44	0.09476	0.086661532	0.008098468
694.48	0.08712	0.086661532	0.000458468
694.52	0.0888	0.086661533	0.002138467
694.56	0.0887	0.086661533	0.002038467
694.6	0.08651	0.086661534	-0.000151534
694.64	0.08758	0.086661534	0.000918466
694.68	0.0885	0.086661535	0.001838465
694.72	0.08834	0.086661535	0.001678465
694.76	0.0858	0.086661536	-0.000861536
694.8	0.09221	0.086661536	0.005548464
694.84	0.09231	0.086661537	0.005648463
694.88	0.08478	0.086661537	-0.001881537
694.92	0.09216	0.086661538	0.005498462
694.96	0.08844	0.086661538	0.001778462
695	0.0886	0.086661539	0.001938461
695.04	0.0831	0.086661539	-0.003561539
695.08	0.09135	0.08666154	0.00468846
695.12	0.0913	0.08666154	0.00463846
695.16	0.0886	0.08666154	0.00193846
695.2	0.08595	0.086661541	-0.000711541
695.24	0.08773	0.086661541	0.001068459
695.28	0.08656	0.086661542	-0.000101542
695.32	0.0913	0.086661542	0.004638458
695.36	0.08284	0.086661543	-0.003821543
695.4	0.0857	0.086661543	-0.000961543
695.44	0.0858	0.086661544	-0.000861544
695.48	0.09338	0.086661544	0.006718456
695.52	0.09379	0.086661545	0.007128455
695.56	0.08783	0.086661545	0.001168455
695.6	0.08096	0.086661546	-0.005701546
695.64	0.08381	0.086661546	-0.002851546
695.68	0.08483	0.086661547	-0.001831547
695.72	0.08483	0.086661547	-0.001831547
695.76	0.08656	0.086661547	-0.000101547
695.8	0.09033	0.086661548	0.003668452
695.84	0.08946	0.086661548	0.002798452
695.88	0.08447	0.086661549	-0.002191549
695.92	0.09155	0.086661549	0.004888451
695.96	0.0887	0.08666155	0.00203845
696	0.08855	0.08666155	0.00188845
696.04	0.08788	0.086661551	0.001218449
696.08	0.08488	0.086661551	-0.001781551
696.12	0.0858	0.086661552	-0.000861552
696.16	0.08936	0.086661552	0.002698448
696.2	0.08855	0.086661553	0.001888447
696.24	0.08585	0.086661553	-0.000811553
696.28	0.08697	0.086661554	0.000308446
696.32	0.08666	0.086661554	-1.55405E-06
696.36	0.08585	0.086661555	-0.000811555
696.4	0.09135	0.086661555	0.004688445
696.44	0.08967	0.086661555	0.003008445
696.48	0.08585	0.086661556	-0.000811556
696.52	0.08967	0.086661556	0.003008444
696.56	0.08956	0.086661557	0.002898443
696.6	0.08951	0.086661557	0.002848443
696.64	0.09043	0.086661558	0.003768442
696.68	0.08671	0.086661558	4.84417E-05
696.72	0.08783	0.086661559	0.001168441
696.76	0.0858	0.086661559	-0.000861559
696.8	0.08274	0.08666156	-0.00392156
696.84	0.09328	0.08666156	0.00661844
696.88	0.08753	0.086661561	0.000868439
696.92	0.08778	0.086661561	0.001118439
696.96	0.08682	0.086661562	0.000158438
697	0.09155	0.086661562	0.004888438
697.04	0.08661	0.086661562	-5.15625E-05
697.08	0.08687	0.086661563	0.000208437
697.12	0.08885	0.086661563	0.002188437
697.16	0.08778	0.086661564	0.001118436
697.2	0.08763	0.086661564	0.000968436
697.24	0.08844	0.086661565	0.001778435
697.28	0.08401	0.086661565	-0.002651565
697.32	0.0915	0.086661566	0.004838434
697.36	0.08962	0.086661566	0.002958434
697.4	0.08468	0.086661567	-0.001981567
697.44	0.08412	0.086661567	-0.002541567
697.48	0.08391	0.086661568	-0.002751568
697.52	0.08773	0.086661568	0.001068432
697.56	0.08834	0.086661569	0.001678431
697.6	0.0886	0.086661569	0.001938431
697.64	0.08483	0.08666157	-0.00183157
697.68	0.08962	0.08666157	0.00295843
697.72	0.08748	0.08666157	0.00081843
697.76	0.08855	0.086661571	0.001888429
697.8	0.0887	0.086661571	0.002038429
697.84	0.09242	0.086661572	0.005758428
697.88	0.09247	0.086661572	0.005808428
697.92	0.08962	0.086661573	0.002958427
697.96	0.08605	0.086661573	-0.000611573
698	0.09165	0.086661574	0.004988426
698.04	0.08376	0.086661574	-0.002901574
698.08	0.08407	0.086661575	-0.002591575
698.12	0.08661	0.086661575	-5.15751E-05
698.16	0.08381	0.086661576	-0.002851576
698.2	0.08875	0.086661576	0.002088424
698.24	0.0858	0.086661577	-0.000861577
698.28	0.08748	0.086661577	0.000818423
698.32	0.09038	0.086661577	0.003718423
698.36	0.09028	0.086661578	0.003618422
698.4	0.09231	0.086661578	0.005648422
698.44	0.0886	0.086661579	0.001938421
698.48	0.08773	0.086661579	0.001068421
698.52	0.08478	0.08666158	-0.00188158
698.56	0.09058	0.08666158	0.00391842
698.6	0.08386	0.086661581	-0.002801581
698.64	0.09028	0.086661581	0.003618419
698.68	0.09048	0.086661582	0.003818418
698.72	0.08809	0.086661582	0.001428418
698.76	0.09114	0.086661583	0.004478417
698.8	0.08783	0.086661583	0.001168417
698.84	0.09048	0.086661584	0.003818416
698.88	0.0885	0.086661584	0.001838416
698.92	0.09216	0.086661584	0.005498416
698.96	0.09231	0.086661585	0.005648415
699	0.09114	0.086661585	0.004478415
699.04	0.0944	0.086661586	0.007738414
699.08	0.08962	0.086661586	0.002958414
699.12	0.08967	0.086661587	0.003008413
699.16	0.08962	0.086661587	0.002958413
699.2	0.08778	0.086661588	0.001118412
699.24	0.08661	0.086661588	-5.15882E-05
699.28	0.08671	0.086661589	4.84113E-05
699.32	0.08844	0.086661589	0.001778411
699.36	0.0914	0.08666159	0.00473841
699.4	0.08941	0.08666159	0.00274841
699.44	0.0885	0.086661591	0.001838409
699.48	0.08844	0.086661591	0.001778409
699.52	0.08687	0.086661592	0.000208408
699.56	0.08661	0.086661592	-5.1592E-05
699.6	0.08936	0.086661592	0.002698408
699.64	0.08666	0.086661593	-1.59292E-06
699.68	0.08844	0.086661593	0.001778407
699.72	0.08121	0.086661594	-0.005451594
699.76	0.08855	0.086661594	0.001888406
699.8	0.08773	0.086661595	0.001068405
699.84	0.08758	0.086661595	0.000918405
699.88	0.09405	0.086661596	0.007388404
699.92	0.0858	0.086661596	-0.000861596
699.96	0.0914	0.086661597	0.004738403
