	m	t	
f	1.06318E-08	0.094184	
			
			
X in nm	Y Signal 	f	y-f
570.04	0.09313	0.094190061	-0.001060061
570.08	0.09135	0.094190061	-0.002840061
570.12	0.09613	0.094190061	0.001939939
570.16	0.09506	0.094190062	0.000869938
570.2	0.08931	0.094190062	-0.004880062
570.24	0.09216	0.094190063	-0.002030063
570.28	0.10005	0.094190063	0.005859937
570.32	0.09995	0.094190064	0.005759936
570.36	0.0944	0.094190064	0.000209936
570.4	0.09343	0.094190064	-0.000760064
570.44	0.09338	0.094190065	-0.000810065
570.48	0.09496	0.094190065	0.000769935
570.52	0.08972	0.094190066	-0.004470066
570.56	0.09425	0.094190066	5.99339E-05
570.6	0.0945	0.094190067	0.000309933
570.64	0.09613	0.094190067	0.001939933
570.68	0.09481	0.094190067	0.000619933
570.72	0.09685	0.094190068	0.002659932
570.76	0.09532	0.094190068	0.001129932
570.8	0.09318	0.094190069	-0.001010069
570.84	0.09771	0.094190069	0.003519931
570.88	0.09807	0.094190069	0.003879931
570.92	0.10087	0.09419007	0.00667993
570.96	0.09623	0.09419007	0.00203993
571	0.09532	0.094190071	0.001129929
571.04	0.10275	0.094190071	0.008559929
571.08	0.09623	0.094190072	0.002039928
571.12	0.09537	0.094190072	0.001179928
571.16	0.09791	0.094190072	0.003719928
571.2	0.09797	0.094190073	0.003779927
571.24	0.09415	0.094190073	-4.00733E-05
571.28	0.10092	0.094190074	0.006729926
571.32	0.09903	0.094190074	0.004839926
571.36	0.09903	0.094190075	0.004839925
571.4	0.1028	0.094190075	0.008609925
571.44	0.10464	0.094190075	0.010449925
571.48	0.10464	0.094190076	0.010449924
571.52	0.10657	0.094190076	0.012379924
571.56	0.10555	0.094190077	0.011359923
571.6	0.10764	0.094190077	0.013449923
571.64	0.10453	0.094190078	0.010339922
571.68	0.10453	0.094190078	0.010339922
571.72	0.1	0.094190078	0.005809922
571.76	0.10357	0.094190079	0.009379921
571.8	0.10362	0.094190079	0.009429921
571.84	0.09725	0.09419008	0.00305992
571.88	0.09511	0.09419008	0.00091992
571.92	0.1054	0.094190081	0.011209919
571.96	0.10275	0.094190081	0.008559919
572	0.09802	0.094190081	0.003829919
572.04	0.09909	0.094190082	0.004899918
572.08	0.09919	0.094190082	0.004999918
572.12	0.09333	0.094190083	-0.000860083
572.16	0.10082	0.094190083	0.006629917
572.2	0.09893	0.094190084	0.004739916
572.24	0.09333	0.094190084	-0.000860084
572.28	0.09435	0.094190084	0.000159916
572.32	0.09639	0.094190085	0.002199915
572.36	0.09613	0.094190085	0.001939915
572.4	0.0971	0.094190086	0.002909914
572.44	0.09405	0.094190086	-0.000140086
572.48	0.09323	0.094190086	-0.000960086
572.52	0.09415	0.094190087	-4.00869E-05
572.56	0.09547	0.094190087	0.001279913
572.6	0.08956	0.094190088	-0.004630088
572.64	0.0886	0.094190088	-0.005590088
572.68	0.0885	0.094190089	-0.005690089
572.72	0.09323	0.094190089	-0.000960089
572.76	0.09338	0.094190089	-0.000810089
572.8	0.0915	0.09419009	-0.00269009
572.84	0.0941	0.09419009	-9.00903E-05
572.88	0.09333	0.094190091	-0.000860091
572.92	0.09038	0.094190091	-0.003810091
572.96	0.09043	0.094190092	-0.003760092
573	0.08396	0.094190092	-0.010230092
573.04	0.09145	0.094190092	-0.002740092
573.08	0.09155	0.094190093	-0.002640093
573.12	0.09043	0.094190093	-0.003760093
573.16	0.09328	0.094190094	-0.000910094
573.2	0.09048	0.094190094	-0.003710094
573.24	0.09023	0.094190095	-0.003960095
573.28	0.08926	0.094190095	-0.004930095
573.32	0.08855	0.094190095	-0.005640095
573.36	0.09236	0.094190096	-0.001830096
573.4	0.09415	0.094190096	-4.00963E-05
573.44	0.08844	0.094190097	-0.005750097
573.48	0.09216	0.094190097	-0.002030097
573.52	0.1001	0.094190098	0.005909902
