Waveleght	Intensity	Error
580.43	0.11298	0.00041
580.48	0.10255	0.00027
580.52	0.10535	0.00047
580.56	0.10555	0.00068
580.6	0.1054	0.00025
580.64	0.1056	0.00042
580.68	0.10896	0.00052
580.72	0.10815	0.00042
580.76	0.10835	0.0006
580.8	0.10372	0.0005
580.84	0.10372	0.00038
580.88	0.1083	0.00038
580.92	0.1001	0.00036
580.95	0.10749	0.00034
581.0	0.10647	0.00052
581.04	0.10535	0.00025
581.07	0.10382	0.00034
581.12	0.10352	0.0002
581.16	0.1026	0.00046
581.19	0.10835	0.00046
581.24	0.10647	0.00034
581.28	0.1001	0.00048
581.31	0.1029	0.00034
581.36	0.11125	0.00046
581.4	0.10275	0.0006
581.43	0.10285	0.00057
581.48	0.11039	0.00051
581.52	0.10906	0.0004
581.56	0.10469	0.00048
581.6	0.10906	0.00033
581.64	0.11105	0.00047
581.68	0.10632	0.0004
581.72	0.10642	0.00025
581.76	0.11029	0.00036
581.8	0.10728	0.00038
581.84	0.10912	0.00038
581.88	0.10621	0.00048
581.92	0.11013	0.00044
581.95	0.10295	0.00033
582.0	0.10769	0.00046
582.04	0.10759	0.00044
582.07	0.10952	0.00034
582.12	0.10927	0.00066
582.16	0.10713	0.00048
582.19	0.10504	0.00031
582.24	0.10825	0.00042
582.28	0.10448	0.00033
582.31	0.10458	0.00027
582.36	0.10912	0.00044
582.4	0.10555	0.00044
582.43	0.10947	0.00052
582.48	0.10377	0.00023
582.52	0.11232	0.00053
582.56	0.10357	0.00048
582.6	0.10382	0.00025
582.64	0.10759	0.00038
582.68	0.0997	0.00051
582.72	0.10927	0.00062
582.76	0.10387	0.00041
582.8	0.10744	0.00041
582.84	0.10372	0.00044
582.88	0.10377	0.0004
582.92	0.10377	0.00033
582.95	0.1053	0.00033
583.0	0.10362	0.00046
583.04	0.10922	0.00032
583.07	0.10545	0.00047
583.12	0.10637	0.00041
583.16	0.10173	0.00051
583.19	0.10209	0.00032
583.24	0.10448	0.00033
583.28	0.10438	0.00041
583.31	0.10657	0.0005
583.36	0.10265	0.00027
583.4	0.10285	0.00057
583.43	0.10565	0.00051
583.48	0.10769	0.00051
583.52	0.10733	0.00046
583.56	0.10194	0.0004
583.6	0.10464	0.00046
583.64	0.10469	0.00048
583.68	0.10469	0.00036
583.72	0.10637	0.00025
583.76	0.10285	0.00047
583.8	0.10255	0.00027
583.84	0.1083	0.00044
583.88	0.10545	0.00047
583.92	0.10306	0.00042
583.95	0.10392	0.00047
584.0	0.1057	0.00048
584.04	0.09903	0.00032
584.07	0.09898	0.00062
584.12	0.10087	0.00025
584.16	0.10652	0.00023
584.19	0.10372	0.0005
584.24	0.10189	0.00041
584.28	0.10464	0.00039
584.31	0.10896	0.00047
584.36	0.10392	0.00041
584.4	0.10408	0.00042
584.43	0.10657	0.00038
584.48	0.10932	0.0002
584.52	0.10657	0.00044
584.56	0.10377	0.00046
584.6	0.09914	0.00038
584.64	0.10825	0.00053
584.68	0.10815	0.00027
584.72	0.10637	0.00052
584.76	0.10565	0.00039
584.8	0.10642	0.00034
584.84	0.10738	0.00034
584.88	0.10728	0.00038
584.92	0.10295	0.00051
584.95	0.1028	0.00034
585.0	0.10367	0.00036
585.04	0.10555	0.00038
585.07	0.10581	0.0004
585.12	0.10464	0.00032
585.16	0.11044	0.00025
585.19	0.10357	0.00042
585.24	0.10275	0.00023
585.28	0.1028	0.00041
585.31	0.10642	0.00025
585.36	0.10917	0.00048
585.4	0.10352	0.00031
585.43	0.1085	0.00047
585.48	0.10845	0.00034
585.52	0.10576	0.00038
585.56	0.1052	0.00027
585.6	0.10723	0.00036
585.64	0.11212	0.00033
585.68	0.10285	0.00052
585.72	0.10917	0.00048
585.76	0.10275	0.00023
585.8	0.1027	0.00068
585.84	0.10168	0.00044
585.88	0.10168	0.00044
585.92	0.10525	0.00031
585.95	0.09715	0.00051
586.0	0.10647	0.00041
586.04	0.10652	0.0004
586.07	0.10545	0.00052
586.12	0.1057	0.00048
586.16	0.10555	0.00055
586.19	0.10285	0.00041
586.24	0.1056	0.00053
586.28	0.11136	0.0005
586.31	0.10825	0.00042
586.36	0.1026	0.00023
586.4	0.10545	0.00034
586.43	0.10545	0.00061
586.48	0.10469	0.00036
586.52	0.10856	0.00033
586.56	0.10642	0.00047
586.6	0.10815	0.00027
586.64	0.11029	0.00042
586.68	0.10922	0.00039
586.72	0.1	0.00042
586.76	0.0999	0.00046
586.8	0.10637	0.00052
586.84	0.10906	0.00033
586.88	0.10464	0.00032
586.92	0.10494	0.00057
586.95	0.1027	0.00031
587.0	0.11029	0.00042
587.04	0.11029	0.00015
587.07	0.11151	0.00041
587.12	0.10667	0.00039
587.16	0.11421	0.00059
587.19	0.1083	0.00031
587.24	0.10713	0.00062
587.28	0.10453	0.00031
587.31	0.10464	0.00023
587.36	0.10637	0.00047
587.4	0.10632	0.00033
587.43	0.11212	0.0004
587.48	0.10759	0.00031
587.52	0.11222	0.00027
587.56	0.10469	0.00036
587.6	0.11227	0.00032
587.64	0.11217	0.0002
587.68	0.10341	0.00034
587.72	0.11013	0.00044
587.76	0.11024	0.00039
587.8	0.10565	0.00039
587.84	0.10443	0.00034
587.88	0.10749	0.00025
587.92	0.10744	0.00034
587.95	0.10754	0.00033
588.0	0.10825	0.00053
588.04	0.1053	0.00046
588.07	0.10723	0.00036
588.12	0.10178	0.00047
588.16	0.10917	0.00048
