Waveleght	Intensity	Error
625.43	0.12439	0.00059
625.48	0.1304	0.00034
625.52	0.12912	0.00048
625.56	0.12836	0.00047
625.6	0.12826	0.00034
625.64	0.12831	0.00047
625.68	0.12383	0.00033
625.72	0.13228	0.00033
625.76	0.13564	0.00042
625.8	0.13854	0.00041
625.84	0.13121	0.00044
625.88	0.13101	0.0005
625.92	0.13366	0.00046
625.95	0.14506	0.00041
626.0	0.13956	0.00047
626.04	0.1501	0.00056
626.07	0.15529	0.00047
626.12	0.16487	0.00056
626.16	0.16802	0.00047
626.19	0.16777	0.00051
626.24	0.17632	0.0002
626.28	0.18869	0.00027
626.31	0.18834	0.00041
626.36	0.2055	0.00048
626.4	0.20544	0.00046
626.43	0.22041	0.00025
626.48	0.22062	0.00038
626.52	0.23553	0.00027
626.56	0.24241	0.00041
626.6	0.2501	0.00051
626.64	0.25269	0.00031
626.68	0.26781	0.00047
626.72	0.27433	0.00046
626.76	0.27423	0.00053
626.8	0.28166	0.0004
626.84	0.27545	0.00047
626.88	0.2836	0.00034
626.92	0.2866	0.00061
626.95	0.29796	0.00051
627.0	0.28635	0.00036
627.04	0.29042	0.00036
627.07	0.29022	0.00047
627.12	0.28563	0.00034
627.16	0.29969	0.00036
627.19	0.28095	0.00046
627.24	0.2725	0.0004
627.28	0.26955	0.00042
627.31	0.26685	0.00041
627.36	0.2669	0.00033
627.4	0.24775	0.00027
627.43	0.245	0.00046
627.48	0.24119	0.00031
627.52	0.22454	0.00047
627.56	0.21303	0.00053
627.6	0.19893	0.00038
627.64	0.18869	0.00036
627.68	0.18869	0.00036
627.72	0.18864	0.00039
627.76	0.16787	0.00044
627.8	0.16212	0.00048
627.84	0.1584	0.00041
627.88	0.15275	0.00047
627.92	0.15086	0.00055
627.95	0.15076	0.00041
628.0	0.14409	0.00034
628.04	0.14114	0.00033
628.07	0.13778	0.00058
628.12	0.13747	0.00025
628.16	0.13859	0.00023
628.19	0.13559	0.00031
628.24	0.1363	0.00044
628.28	0.13391	0.00047
628.31	0.13758	0.00046
628.36	0.13498	0.00025
628.4	0.13294	0.00041
628.43	0.13457	0.00044
628.48	0.14338	0.00027
628.52	0.13289	0.00041
628.56	0.13299	0.00056
628.6	0.13381	0.00046
628.64	0.13396	0.00034
628.68	0.13294	0.00047
628.72	0.12454	0.00042
628.76	0.13386	0.00047
628.8	0.12841	0.00056
628.84	0.12826	0.00047
628.88	0.13574	0.00036
628.92	0.12526	0.00025
628.95	0.13381	0.0004
629.0	0.12907	0.00032
629.04	0.12918	0.00031
629.07	0.13126	0.00056
629.12	0.13106	0.00053
629.16	0.12907	0.00039
629.19	0.12342	0.00062
629.24	0.12159	0.00046
629.28	0.12251	0.00048
629.31	0.12352	0.00048
629.36	0.12169	0.00034
629.4	0.11884	0.00042
629.43	0.11874	0.00023
629.48	0.12638	0.0004
629.52	0.11584	0.00046
629.56	0.11298	0.00041
629.6	0.11864	0.00034
629.64	0.12083	0.00044
629.68	0.11986	0.00036
629.72	0.11981	0.00038
629.76	0.11288	0.0005
629.8	0.1109	0.00023
629.84	0.11431	1.38778e-17
629.88	0.11293	0.00046
629.92	0.10932	0.0005
629.95	0.10362	0.00039
630.0	0.10937	0.00046
630.04	0.10896	0.00041
630.07	0.10744	0.00041
630.12	0.10306	0.00053
630.16	0.11339	0.0002
630.19	0.11288	0.00038
630.24	0.11512	0.00047
630.28	0.10464	0.00023
630.31	0.10474	0.0002
630.36	0.1052	0.00062
630.4	0.10494	0.00034
630.43	0.1083	0.0002
630.48	0.10535	0.00047
630.52	0.11018	0.00027
630.56	0.11018	0.00058
630.6	0.11013	0.00044
630.64	0.11024	0.00039
630.68	0.10464	0.00032
630.72	0.10163	0.00036
630.76	0.1111	0.00033
630.8	0.10642	0.00034
630.84	0.10652	0.00033
630.88	0.0999	0.00046
630.92	0.09995	0.00031
630.95	0.11212	0.00033
631.0	0.1082	0.00039
631.04	0.10357	0.00048
631.07	0.10632	0.00023
631.12	0.10453	0.00038
631.16	0.1001	0.00042
631.19	0.10005	0.00039
631.24	0.09898	0.00048
631.28	0.10469	0.00027
631.31	0.1084	0.00025
631.36	0.10754	0.00033
631.4	0.1056	0.00058
631.43	0.10199	0.00044
631.48	0.10178	0.00057
631.52	0.10112	0.00036
631.56	0.10723	0.00048
631.6	0.10657	0.00031
631.64	0.10988	0.00033
631.68	0.10657	0.00031
631.72	0.11039	0.00023
631.76	0.10932	0.00038
631.8	0.10932	0.00071
631.84	0.10759	0.00044
631.88	0.11095	0.00041
631.92	0.11034	0.0005
631.95	0.11222	0.00027
632.0	0.12072	0.00041
632.04	0.10927	0.00036
632.07	0.10912	0.00038
632.12	0.11227	0.00056
632.16	0.10723	0.00048
632.19	0.12088	0.00027
632.24	0.11797	0.00044
632.28	0.11614	0.00041
632.31	0.12358	0.00059
632.36	0.11502	0.00052
632.4	0.11502	0.00034
632.43	0.1247	0.00041
632.48	0.11309	0.00041
632.52	0.12261	0.0004
632.56	0.12449	0.00051
632.6	0.12352	0.00042
632.64	0.12419	0.00041
632.68	0.12439	0.00044
632.72	0.12464	0.00023
632.76	0.13045	0.0004
632.8	0.12907	0.00032
632.84	0.12582	0.00057
632.88	0.12918	0.0005
632.92	0.12856	0.00032
632.95	0.12836	0.00041
633.0	0.12439	0.00059
633.04	0.13299	0.00051
633.07	0.12551	0.00032
633.12	0.12235	0.0002
633.16	0.12434	0.00033
633.19	0.12261	0.00046
633.24	0.12429	0.00034
633.28	0.1247	0.00025
633.31	0.12118	0.00034
633.36	0.11696	0.00031
633.4	0.11889	0.00051
633.43	0.12149	0.00042
633.48	0.11517	0.00046
633.52	0.12062	0.00034
633.56	0.12047	0.00027
633.6	0.11212	0.00033
633.64	0.11609	0.00052
633.68	0.11848	0.00044
633.72	0.1109	0.0004
633.76	0.11222	0.00027
633.8	0.11797	0.00055
633.84	0.11675	0.0002
633.88	0.11675	0.0005
633.92	0.1055	0.00051
633.95	0.1111	0.0004
634.0	0.1053	0.00046
634.04	0.10469	0.00048
634.07	0.10555	0.00038
634.12	0.10906	0.0004
634.16	0.10917	0.00036
634.19	0.10733	0.00046
634.24	0.0998	0.00041
634.28	0.10652	0.00033
634.31	0.10626	0.0002
634.36	0.10194	0.0004
634.4	0.10209	0.00039
634.43	0.10178	0.00057
634.48	0.10265	0.00048
634.52	0.10642	0.00047
634.56	0.10749	0.00034
634.6	0.10754	0.00023
634.64	0.10387	0.00025
634.68	0.10453	0.00031
634.72	0.09781	0.00025
634.76	0.09807	0.00027
634.8	0.10922	0.00046
634.84	0.10189	0.00061
634.88	0.10199	0.00038
634.92	0.10927	0.00042
634.95	0.10464	0.00046
635.0	0.10173	0.0004
635.04	0.10194	0.0004
635.07	0.11039	0.00046
635.12	0.10178	0.00041
635.16	0.11212	0.00033
635.19	0.10535	0.00025
635.24	0.10275	0.00051
635.28	0.10932	0.00038
635.31	0.10922	0.00046
635.36	0.10464	0.00039
635.4	0.10474	0.00031
635.43	0.10545	0.00052
635.48	0.10362	0.00039
635.52	0.10922	0.00046
635.56	0.10647	0.00047
635.6	0.11105	0.00041
635.64	0.11105	0.00041
635.68	0.1082	0.00039
635.72	0.09888	0.0004
635.76	0.10464	0.00023
635.8	0.10728	0.00055
635.84	0.11237	0.0002
635.88	0.10382	0.00041
635.92	0.10382	0.00047
635.95	0.10189	0.00041
636.0	0.1057	0.00036
636.04	0.10565	0.00039
636.07	0.10372	0.00038
636.12	0.1054	0.00041
636.16	0.10825	0.00036
636.19	0.10657	0.00044
636.24	0.10642	0.00052
636.28	0.1056	0.00053
636.31	0.09985	0.00047
636.36	0.10372	0.00068
636.4	0.09949	0.00042
636.43	0.10723	0.00042
636.48	0.10545	0.00052
636.52	0.10576	0.00044
636.56	0.10183	0.00061
636.6	0.10362	0.00056
636.64	0.10387	0.00041
636.68	0.10352	0.0005
636.72	0.10825	0.00042
636.76	0.10545	0.00052
636.8	0.10545	0.00047
636.84	0.10749	0.00061
636.88	0.10647	0.00034
636.92	0.10392	0.00041
636.95	0.10861	0.00031
637.0	0.10367	0.00036
637.04	0.10285	0.00034
637.07	0.10265	0.00036
637.12	0.1027	0.00038
637.16	0.09807	0.00042
637.19	0.10769	0.00023
637.24	0.10382	0.00052
637.28	0.1054	0.00052
637.31	0.11298	0.00041
637.36	0.10555	0.00055
637.4	0.10545	0.00034
637.43	0.10672	0.00048
637.48	0.10464	0.00056
637.52	0.10194	0.00051
637.56	0.10662	0.00048
637.6	0.10306	0.00036
637.64	0.10458	0.00027
637.68	0.10443	0.00034
637.72	0.10759	0.00038
637.76	0.10275	0.0006
637.8	0.10555	0.00055
637.84	0.10458	0.00048
637.88	0.10183	0.00047
637.92	0.10377	0.00051
637.95	0.10474	0.00038
638.0	0.10469	0.00036
638.04	0.11115	0.00044
638.07	0.10479	0.00033
638.12	0.10453	0.00038
638.16	0.1083	0.00038
638.19	0.11013	0.00044
638.24	0.10642	0.00034
638.28	0.10632	0.00033
638.31	0.11507	0.00052
