angel	 rel signal 	s (std. deviation)	angle ber
81.22799	0.94885	0.00077	60.10799
81.23699	0.95098	0.00091	60.11699
81.24599	0.9527	0.00083	60.12599
81.25499	0.95414	0.00093	60.13499
81.26399	0.9564	0.00095	60.14399
81.27299	0.95695	0.00071	60.15299
81.28199	0.95903	0.00072	60.16199
81.29099	0.9588	0.00096	60.17099
81.29999	0.96341	0.00093	60.17999
81.30899	0.96531	0.00097	60.18899
81.31799	0.96595	0.00099	60.19799
81.32699	0.97088	0.00065	60.20699
81.33599	0.97341	0.00078	60.21599
81.34499	0.97477	0.00081	60.22499
81.35399	0.97974	0.00083	60.23399
81.36299	0.97988	0.00082	60.24299
81.37199	0.98019	0.0009	60.25199
81.38099	0.97581	0.00104	60.26099
81.38999	0.97576	0.0008	60.26999
81.39899	0.97603	0.00078	60.27899
81.40799	0.97124	0.0009	60.28799
81.41699	0.96821	0.00085	60.29699
81.42599	0.96789	0.00072	60.30599
81.43499	0.96224	0.00092	60.31499
81.44399	0.95934	0.00078	60.32399
81.45299	0.95989	0.00073	60.33299
81.46199	0.95582	0.00101	60.34199
81.47099	0.95301	0.00083	60.35099
81.47999	0.95111	0.00077	60.35999
81.48899	0.94912	0.00077	60.36899
81.49799	0.9475	0.00092	60.37799
81.50699	0.9465	0.00085	60.38699
81.51599	0.94487	0.00083	60.39599
81.52499	0.9408	0.00078	60.40499
81.53399	0.94225	0.00073	60.41399
81.54299	0.94184	0.00066	60.42299
81.55199	0.94134	0.00067	60.43199
81.56099	0.94067	0.00081	60.44099
81.56999	0.94216	0.00073	60.44999
81.57899	0.94134	0.00088	60.45899
81.58799	0.94306	0.00067	60.46799
81.59699	0.94374	0.00081	60.47699
81.60599	0.94324	0.00077	60.48599
81.61499	0.94587	0.00073	60.49499
81.62399	0.94609	0.00095	60.50399
81.63299	0.95093	0.00082	60.51299
81.64199	0.94908	0.00066	60.52199
81.65099	0.95197	0.00089	60.53099
81.65999	0.9545	0.00119	60.53999
81.66899	0.95374	0.0008	60.54899
81.67799	0.95722	0.00088	60.55799
81.68699	0.96043	0.00082	60.56699
81.69599	0.96848	0.00083	60.57599
81.70499	0.96563	0.00085	60.58499
81.71399	0.96965	0.00108	60.59399
81.72299	0.97504	0.00076	60.60299
81.73199	0.97382	0.00097	60.61199
81.74099	0.97694	0.00088	60.62099
81.74999	0.97802	0.00088	60.62999
81.75899	0.97544	0.0008	60.63899
81.76799	0.97486	0.00069	60.64799
81.77699	0.97544	0.00094	60.65699
81.78599	0.97522	0.00083	60.66599
81.79499	0.96861	0.00036	60.67499
81.80399	0.96726	0.00081	60.68399
81.81299	0.96025	0.00101	60.69299
81.82199	0.96228	0.00102	60.70199
81.83099	0.95672	0.00083	60.71099
81.83999	0.95224	0.00085	60.71999
81.84899	0.94867	0.00096	60.72899
81.85799	0.94958	0.00112	60.73799
81.86699	0.94437	0.00083	60.74699
81.87599	0.94171	0.00053	60.75599
81.88499	0.94193	0.00086	60.76499
81.89399	0.93845	0.00087	60.77399
81.90299	0.93727	0.00073	60.78299
81.91199	0.93678	0.00064	60.79199
81.92099	0.9356	0.00041	60.80099
81.92999	0.93479	0.00054	60.80999
81.93899	0.9361	0.00056	60.81899
81.94799	0.93506	0.00069	60.82799
81.95699	0.93465	0.00072	60.83699
81.96599	0.93723	0.00061	60.84599
81.97499	0.93746	0.00099	60.85499
81.98399	0.93746	0.00069	60.86399
81.99299	0.9408	0.00088	60.87299
82.00199	0.94198	0.00063	60.88199
82.01099	0.94302	0.00069	60.89099
82.01999	0.947	0.00071	60.89999
82.02899	0.94849	0.00097	60.90899
82.03799	0.9493	0.00066	60.91799
82.04699	0.95283	0.00069	60.92699
82.05599	0.95559	0.00061	60.93599
82.06499	0.96002	0.00076	60.94499
82.07399	0.95912	0.00104	60.95399
82.08299	0.96292	0.0008	60.96299
82.09199	0.96432	0.00083	60.97199
82.10099	0.96911	0.00075	60.98099
82.10999	0.97454	0.0008	60.98999
82.11899	0.97635	0.0008	60.99899
82.12799	0.97454	0.00069	61.00799
82.13699	0.97906	0.00048	61.01699
82.14599	0.97852	0.00052	61.02599
82.15499	0.97219	0.00043	61.03499
82.16399	0.97499	0.00048	61.04399
82.17299	0.96988	0.00083	61.05299
82.18199	0.96757	0.00073	61.06199
82.19099	0.96414	0.00094	61.07099
82.19999	0.96246	0.00088	61.07999
82.20899	0.95582	0.00045	61.08899
82.21799	0.95383	0.00087	61.09799
82.22699	0.95093	0.00082	61.10699
82.23599	0.9456	0.00056	61.11599
82.24499	0.94238	0.00061	61.12499
82.25399	0.94184	0.0006	61.13399
82.26299	0.93791	0.0009	61.14299
82.27199	0.93637	0.00073	61.15199
82.28099	0.93465	0.00066	61.16099
82.28999	0.93325	0.00094	61.16999
82.29899	0.93054	0.00075	61.17899
82.30799	0.93103	0.00072	61.18799
82.31699	0.93013	0.00087	61.19699
82.32599	0.928	0.00065	61.20599
82.33499	0.9285	0.00059	61.21499
82.34399	0.93036	0.0009	61.22399
82.35299	0.92895	0.00077	61.23299
82.36199	0.93022	0.0008	61.24199
82.37099	0.93348	0.00066	61.25099
82.37999	0.93433	0.00058	61.25999
82.38899	0.93678	0.0007	61.26899
82.39799	0.94026	0.00082	61.27799
82.40699	0.94329	0.00054	61.28699
82.41599	0.94451	0.00073	61.29599
82.42499	0.9475	0.00082	61.30499
82.43399	0.95039	0.00093	61.31399
82.44299	0.9517	0.00078	61.32299
82.45199	0.95677	0.00075	61.33199
82.46099	0.95835	0.00066	61.34099
82.46999	0.96029	0.00064	61.34999
82.47899	0.96572	0.0009	61.35899
82.48799	0.97083	0.00087	61.36799
82.49699	0.97164	0.00067	61.37699
82.50599	0.97608	0.00083	61.38599
82.51499	0.97879	0.00073	61.39499
82.52399	0.97974	0.00088	61.40399
82.53299	0.97409	0.00063	61.41299
82.54199	0.97694	0.00083	61.42199
82.55099	0.97368	0.00079	61.43099
82.55999	0.96726	0.00076	61.43999
82.56899	0.96816	0.00081	61.44899
82.57799	0.9631	0.00056	61.45799
82.58699	0.96016	0.00096	61.46699
82.59599	0.9574	0.00054	61.47599
82.60499	0.95392	0.00067	61.48499
82.61399	0.94876	0.0008	61.49399
82.62299	0.9456	0.00063	61.50299
82.63199	0.94089	0.00093	61.51199
82.64099	0.93524	0.00086	61.52099
82.64999	0.9323	0.00067	61.52999
82.65899	0.92981	0.00091	61.53899
82.66799	0.92719	0.00066	61.54799
82.67699	0.92606	0.00082	61.55699
82.68599	0.92452	0.00073	61.56599
82.69499	0.92208	0.00085	61.57499
82.70399	0.92095	0.00067	61.58399
82.71299	0.92022	0.00091	61.59299
82.72199	0.92194	0.00088	61.60199
82.73099	0.92117	0.00075	61.61099
82.73999	0.92158	0.00068	61.61999
82.74899	0.92484	0.00054	61.62899
82.75799	0.92552	0.00073	61.63799
82.76699	0.92755	0.00061	61.64699
82.77599	0.9314	0.00078	61.65599
82.78499	0.93402	0.00073	61.66499
82.79399	0.93574	0.00072	61.67399
82.80299	0.94012	0.00071	61.68299
82.81199	0.94225	0.00083	61.69199
82.82099	0.94641	0.00066	61.70099
82.82999	0.94709	0.00078	61.70999
82.83899	0.95129	0.00097	61.71899
82.84799	0.95401	0.00067	61.72799
82.85699	0.95848	0.0007	61.73699
82.86599	0.96228	0.00089	61.74599
82.87499	0.9669	0.00086	61.75499
82.88399	0.96979	0.00083	61.76399
82.89299	0.97436	0.00073	61.77299
82.90199	0.97513	0.00066	61.78199
82.91099	0.97508	0.00052	61.79099
82.91999	0.97969	0.00061	61.79999
82.92899	0.97852	0.00066	61.80899
82.93799	0.97445	0.001	61.81799
82.94699	0.97332	0.00101	61.82699
82.95599	0.9673	0.00056	61.83599
82.96499	0.96029	0.0007	61.84499
82.97399	0.95844	0.00078	61.85399
82.98299	0.95487	0.00076	61.86299
82.99199	0.94926	0.00054	61.87199
83.00099	0.94478	0.00077	61.88099
83.00999	0.94121	0.0008	61.88999
83.01899	0.93528	0.00052	61.89899
83.02799	0.93194	0.00104	61.90799
83.03699	0.92855	0.00049	61.91699
83.04599	0.92466	0.00066	61.92599
83.05499	0.92117	0.00075	61.93499
83.06399	0.9176	0.00054	61.94399
83.07299	0.91489	0.00105	61.95299
83.08199	0.91177	0.00072	61.96199
83.09099	0.91082	0.00065	61.97099
83.09999	0.91132	0.00077	61.97999
83.10899	0.90955	0.00075	61.98899
83.11799	0.91037	0.00068	61.99799
83.12699	0.9124	0.00061	62.00699
83.13599	0.91236	0.00095	62.01599
83.14499	0.91502	0.00073	62.02499
83.15399	0.91846	0.0009	62.03399
83.16299	0.91986	0.00058	62.04299
83.17199	0.92312	0.00063	62.05199
83.18099	0.92882	0.00068	62.06099
83.18999	0.93189	0.00083	62.06999
83.19899	0.93524	0.00086	62.07899
83.20799	0.9385	0.00075	62.08799
83.21699	0.9413	0.00076	62.09699
83.22599	0.94483	0.00075	62.10599
83.23499	0.94912	0.00059	62.11499
83.24399	0.95346	0.00067	62.12399
83.25299	0.95631	0.00066	62.13299
83.26199	0.95898	0.00078	62.14199
83.27099	0.96359	0.00096	62.15099
83.27999	0.96531	0.00053	62.15999
83.28899	0.97119	0.00067	62.16899
83.29799	0.97454	0.00048	62.17799
83.30699	0.97495	0.00073	62.18699
83.31599	0.97657	0.00095	62.19599
83.32499	0.97671	0.00096	62.20499
83.33399	0.97454	0.00099	62.21399
83.34299	0.96988	0.00088	62.22299
83.35199	0.96735	0.00093	62.23199
83.36099	0.96255	0.00101	62.24099
83.36999	0.95631	0.00072	62.24999
83.37899	0.95342	0.00072	62.25899
83.38799	0.94695	0.00063	62.26799
83.39699	0.94012	0.00081	62.27699
83.40599	0.93813	0.00101	62.28599
83.41499	0.9328	0.00092	62.29499
83.42399	0.92674	0.0008	62.30399
83.43299	0.92312	0.00075	62.31299
83.44199	0.91842	0.00071	62.32199
83.45099	0.91222	0.00066	62.33099
83.45999	0.90675	0.00068	62.33999
83.46899	0.90349	0.00068	62.34899
83.47799	0.89721	0.00069	62.35799
83.48699	0.89359	0.00056	62.36699
83.49599	0.89309	0.00086	62.37599
83.50499	0.88893	0.00069	62.38499
83.51399	0.8873	0.00076	62.39399
83.52299	0.89092	0.00058	62.40299
83.53199	0.89169	0.00072	62.41199
83.54099	0.8935	0.00077	62.42099
83.54999	0.89693	0.00083	62.42999
83.55899	0.90019	0.00053	62.43899
83.56799	0.90589	0.00066	62.44799
83.57699	0.91218	0.00079	62.45699
83.58599	0.91864	0.00067	62.46599
83.59499	0.92145	0.00083	62.47499
83.60399	0.92859	0.00078	62.48399
83.61299	0.93239	0.00082	62.49299
83.62199	0.93628	0.00088	62.50199
83.63099	0.94112	0.00068	62.51099
83.63999	0.94555	0.00071	62.51999
83.64899	0.95025	0.00063	62.52899
83.65799	0.9527	0.00072	62.53799
83.66699	0.95785	0.00071	62.54699
83.67599	0.96233	0.0009	62.55599
83.68499	0.96378	0.00096	62.56499
83.69399	0.96965	0.00096	62.57399
83.70299	0.97449	0.00065	62.58299
83.71199	0.9782	0.00068	62.59199
83.72099	0.97861	0.00048	62.60099
83.72999	0.97712	0.00066	62.60999
83.73899	0.97418	0.00082	62.61899
83.74799	0.97187	0.00102	62.62799
83.75699	0.96871	0.00091	62.63699
83.76599	0.96445	0.0006	62.64599
83.77499	0.95957	0.00084	62.65499
83.78399	0.95387	0.00063	62.66399
83.79299	0.94691	0.00089	62.67299
83.80199	0.94216	0.00061	62.68199
83.81099	0.93809	0.00078	62.69099
83.81999	0.93008	0.00083	62.69999
83.82899	0.92466	0.0006	62.70899
83.83799	0.92154	0.00052	62.71799
83.84699	0.91453	0.00078	62.72699
83.85599	0.90268	0.00058	62.73599
83.86499	0.89883	0.00101	62.74499
83.87399	0.8906	0.00083	62.75399
83.88299	0.88224	0.00065	62.76299
83.89199	0.87731	0.00069	62.77199
83.90099	0.87147	0.00068	62.78099
83.90999	0.86501	0.00096	62.78999
83.91899	0.86496	0.00078	62.79899
83.92799	0.86406	0.00066	62.80799
83.93699	0.8632	0.00077	62.81699
83.94599	0.86853	0.00088	62.82599
83.95499	0.87369	0.0008	62.83499
83.96399	0.87939	0.00053	62.84399
83.97299	0.88549	0.00058	62.85299
83.98199	0.89427	0.00095	62.86199
83.99099	0.89911	0.00087	62.87099
83.99999	0.90951	0.00059	62.87999
84.00899	0.91615	0.00089	62.88899
84.01799	0.9205	0.0005	62.89799
84.02699	0.9261	0.00068	62.90699
84.03599	0.93456	0.00078	62.91599
84.04499	0.93863	0.00083	62.92499
84.05399	0.94189	0.00043	62.93399
84.06299	0.94704	0.00066	62.94299
84.07199	0.9512	0.00067	62.95199
84.08099	0.95654	0.00059	62.96099
84.08999	0.96079	0.00061	62.96999
84.09899	0.96482	0.0007	62.97899
84.10799	0.96699	0.00088	62.98799
84.11699	0.97305	0.0009	62.99699
84.12599	0.97757	0.0008	63.00599
84.13499	0.97666	0.0008	63.01499
84.14399	0.97802	0.00072	63.02399
84.15299	0.97689	0.00066	63.03299
84.16199	0.97372	0.00059	63.04199
84.17099	0.96789	0.00092	63.05099
84.17999	0.96531	0.00061	63.05999
84.18899	0.95952	0.00077	63.06899
84.19799	0.95356	0.00067	63.07799
84.20699	0.94813	0.00083	63.08699
84.21599	0.94116	0.00072	63.09599
84.22499	0.93411	0.00045	63.10499
84.23399	0.92891	0.00058	63.11399
84.24299	0.92063	0.00072	63.12299
84.25199	0.91507	0.00076	63.13199
84.26099	0.90883	0.00063	63.14099
84.26999	0.90223	0.00079	63.14999
84.27899	0.8944	0.00066	63.15899
84.28799	0.88581	0.00096	63.16799
84.29699	0.87649	0.00072	63.17699
84.30599	0.86985	0.0005	63.18599
84.31499	0.85985	0.00053	63.19499
84.32399	0.85691	0.00071	63.20399
84.33299	0.85121	0.00112	63.21299
84.34199	0.84936	0.00072	63.22199
84.35099	0.85094	0.0009	63.23099
84.35999	0.8504	0.00088	63.23999
84.36899	0.85999	0.00069	63.24899
84.37799	0.86609	0.00087	63.25799
84.38699	0.87337	0.0008	63.26699
84.39599	0.88133	0.00081	63.27599
84.40499	0.88965	0.00094	63.28499
84.41399	0.89598	0.00085	63.29399
84.42299	0.90177	0.00081	63.30299
84.43199	0.9091	0.00083	63.31199
84.44099	0.91597	0.00076	63.32099
84.44999	0.92154	0.00082	63.32999
84.45899	0.92796	0.00075	63.33899
84.46799	0.93501	0.00061	63.34799
84.47699	0.93945	0.00045	63.35699
84.48599	0.94433	0.00092	63.36599
84.49499	0.95134	0.00069	63.37499
84.50399	0.95695	0.00065	63.38399
84.51299	0.95871	0.00056	63.39299
84.52199	0.96558	0.00066	63.40199
84.53099	0.96956	0.0008	63.41099
84.53999	0.97309	0.00072	63.41999
84.54899	0.97761	0.00066	63.42899
84.55799	0.97902	0.00111	63.43799
84.56699	0.9777	0.0008	63.44699
84.57599	0.97553	0.00043	63.45599
84.58499	0.96961	0.00091	63.46499
84.59399	0.96545	0.00076	63.47399
84.60299	0.95962	0.00094	63.48299
84.61199	0.95423	0.00058	63.49199
84.62099	0.94623	0.00061	63.50099
84.62999	0.9394	0.00069	63.50999
84.63899	0.93311	0.00083	63.51899
84.64799	0.92439	0.00076	63.52799
84.65699	0.91688	0.0007	63.53699
84.66599	0.90797	0.00092	63.54599
84.67499	0.89517	0.00081	63.55499
84.68399	0.88111	0.00067	63.56399
84.69299	0.86265	0.00061	63.57299
84.70199	0.84488	0.00088	63.58199
84.71099	0.82173	0.00079	63.59099
84.71999	0.79102	0.00087	63.59999
84.72899	0.72422	0.00174	63.60899
84.73799	0.4456	0.00993	63.61799
84.74699	0.35095	0.00992	63.62699
84.75599	0.29699	0.00805	63.63599
84.76499	0.27176	0.00478	63.64499
84.77399	0.2988	0.00939	63.65399
84.78299	0.35565	0.00947	63.66299
84.79199	0.55812	0.00904	63.67199
84.80099	0.73901	0.00152	63.68099
84.80999	0.8016	0.00061	63.68999
84.81899	0.82856	0.00072	63.69899
84.82799	0.85248	0.00079	63.70799
84.83699	0.87202	0.00072	63.71699
84.84599	0.88418	0.00077	63.72599
84.85499	0.89816	0.00071	63.73499
84.86399	0.90991	0.00081	63.74399
84.87299	0.92217	0.00082	63.75299
84.88199	0.92714	0.00066	63.76199
84.89099	0.93506	0.0008	63.77099
84.89999	0.94315	0.00061	63.77999
84.90899	0.94578	0.00053	63.78899
84.91799	0.95188	0.00065	63.79799
84.92699	0.95903	0.00066	63.80699
84.93599	0.96337	0.0006	63.81599
84.94499	0.96852	0.00069	63.82499
84.95399	0.97372	0.00092	63.83399
84.96299	0.97508	0.00066	63.84299
84.97199	0.97784	0.00053	63.85199
84.98099	0.97874	0.00072	63.86099
84.98999	0.97395	0.00063	63.86999
84.99899	0.9697	0.00092	63.87899
85.00799	0.96495	0.00066	63.88799
85.01699	0.9574	0.00061	63.89699
85.02599	0.94994	0.00067	63.90599
85.03499	0.94166	0.0006	63.91499
85.04399	0.93112	0.00075	63.92399
85.05299	0.92488	0.00087	63.93299
85.06199	0.91502	0.00078	63.94199
85.07099	0.89707	0.00094	63.95099
85.07999	0.88233	0.00079	63.95999
85.08899	0.86207	0.00066	63.96899
85.09799	0.83231	0.00067	63.97799
85.10699	0.78139	0.00084	63.98699
85.11599	0.58751	0.0048	63.99599
85.12499	0.14224	0.00428	64.00499
85.13399	0.00506	0.00465	64.01399
85.14299	0.00578	0.00492	64.02299
85.15199	0.00103	0.00483	64.03199
85.16099	0.00393	0.00385	64.04099
85.16999	0.00515	0.00428	64.04999
85.17899	0.00596	0.00495	64.05899
85.18799	0.00655	0.00516	64.06799
85.19699	0.00727	0.00554	64.07699
85.20599	0.01089	0.00438	64.08599
85.21499	0.01247	0.00658	64.09499
85.22399	0.09534	0.00636	64.10399
85.23299	0.51814	0.00615	64.11299
85.24199	0.79364	0.00099	64.12199
85.25099	0.84054	0.00083	64.13099
85.25999	0.86487	0.00083	64.13999
85.26899	0.88757	0.00092	64.14899
85.27799	0.90164	0.00092	64.15799
85.28699	0.91625	0.00071	64.16699
85.29599	0.92511	0.00039	64.17599
85.30499	0.93275	0.00101	64.18499
85.31399	0.94107	0.00056	64.19399
85.32299	0.94849	0.00093	64.20299
85.33199	0.95405	0.00063	64.21199
85.34099	0.95857	0.0008	64.22099
85.34999	0.96676	0.00082	64.22999
85.35899	0.97042	0.00068	64.23899
85.36799	0.97689	0.00077	64.24799
85.37699	0.97933	0.00067	64.25699
85.38599	0.97874	0.0006	64.26599
85.39499	0.97477	0.0005	64.27499
85.40399	0.97395	0.00075	64.28399
85.41299	0.96712	0.00083	64.29299
85.42199	0.96242	0.00096	64.30199
85.43099	0.95496	0.00075	64.31099
85.43999	0.94523	0.00077	64.31999
85.44899	0.93605	0.00054	64.32899
85.45799	0.92439	0.00081	64.33799
85.46699	0.91412	0.00053	64.34699
85.47599	0.90354	0.00063	64.35599
85.48499	0.88599	0.00059	64.36499
85.49399	0.86605	0.00079	64.37399
85.50299	0.82865	0.00067	64.38299
85.51199	0.76909	0.00088	64.39199
85.52099	0.43642	0.00781	64.40099
85.52999	0.10981	0.01025	64.40999
85.53899	0.01281	0.00974	64.41899
85.54799	0.01217	0.00998	64.42799
85.55699	0.01159	0.00976	64.43699
85.56599	0.01231	0.00941	64.44599
85.57499	0.01226	0.00933	64.45499
85.58399	0.01136	0.00975	64.46399
85.59299	0.02606	0.00598	64.47299
85.60199	0.02579	0.00606	64.48199
85.61099	0.02619	0.00552	64.49099
85.61999	0.02642	0.00574	64.49999
85.62899	0.02687	0.00566	64.50899
85.63799	0.05581	0.00699	64.51799
85.64699	0.30699	0.00705	64.52699
85.65599	0.78103	0.00061	64.53599
85.66499	0.83561	0.00096	64.54499
85.67399	0.86424	0.00079	64.55399
85.68299	0.88432	0.00086	64.56299
85.69199	0.90146	0.00067	64.57199
85.70099	0.91208	0.00081	64.58099
85.70999	0.92099	0.00067	64.58999
85.71899	0.93144	0.00075	64.59899
85.72799	0.93999	0.00073	64.60799
85.73699	0.94555	0.00091	64.61699
85.74599	0.9545	0.00078	64.62599
85.75499	0.9621	0.00081	64.63499
85.76399	0.96803	0.00067	64.64399
85.77299	0.97142	0.00058	64.65299
85.78199	0.97662	0.00067	64.66199
85.79099	0.98006	0.00082	64.67099
85.79999	0.97694	0.00078	64.67999
85.80899	0.97445	0.00072	64.68899
85.81799	0.97033	0.0008	64.69799
85.82699	0.96179	0.00108	64.70699
85.83599	0.9579	0.00077	64.71599
85.84499	0.94817	0.00129	64.72499
85.85399	0.93637	0.00053	64.73399
85.86299	0.9252	0.00073	64.74299
85.87199	0.91634	0.00072	64.75199
85.88099	0.8987	0.0008	64.76099
85.88999	0.87771	0.0005	64.76999
85.89899	0.8485	0.00083	64.77899
85.90799	0.79066	0.00078	64.78799
85.91699	0.38025	0.00515	64.79699
85.92599	0.04682	0.0085	64.80599
85.93499	0.04786	0.00578	64.81499
85.94399	0.04858	0.00643	64.82399
85.95299	0.04885	0.0066	64.83299
85.96199	0.04921	0.00726	64.84199
85.97099	0.04546	0.00874	64.85099
85.97999	0.04591	0.00974	64.85999
85.98899	0.04568	0.00894	64.86899
85.99799	0.04618	0.00918	64.87799
86.00699	0.04605	0.0092	64.88699
86.01599	0.04627	0.00842	64.89599
86.02499	0.04677	0.00855	64.90499
86.03399	0.04727	0.00868	64.91399
86.04299	0.0479	0.00847	64.92299
86.05199	0.04844	0.00813	64.93199
86.06099	0.04953	0.00722	64.94099
86.06999	0.04939	0.00703	64.94999
86.07899	0.04944	0.00706	64.95899
86.08799	0.72029	0.00195	64.96799
86.09699	0.82141	0.00093	64.97699
86.10599	0.8622	0.00073	64.98599
86.11499	0.8911	0.00073	64.99499
86.12399	0.90684	0.00069	65.00399
86.13299	0.92366	0.00083	65.01299
86.14199	0.93085	0.00078	65.02199
86.15099	0.93859	0.0009	65.03099
86.15999	0.94908	0.00066	65.03999
86.16899	0.95699	0.00072	65.04899
86.17799	0.96084	0.00066	65.05799
86.18699	0.97024	0.00076	65.06699
86.19599	0.97571	0.00083	65.07599
86.20499	0.97648	0.00094	65.08499
86.21399	0.97685	0.00076	65.09399
86.22299	0.97648	0.00063	65.10299
86.23199	0.97137	0.00056	65.11199
86.24099	0.96545	0.0005	65.12099
86.24999	0.95645	0.00056	65.12999
86.25899	0.94754	0.0009	65.13899
86.26799	0.93655	0.00063	65.14799
86.27699	0.92628	0.00083	65.15699
86.28599	0.91186	0.00067	65.16599
86.29499	0.88491	0.00052	65.17499
86.30399	0.85931	0.00052	65.18399
86.31299	0.78057	0.00081	65.19299
86.32199	0.25335	0.00688	65.20199
86.33099	0.0304	0.00706	65.21099
86.33999	0.02773	0.00787	65.21999
86.34899	0.02692	0.00901	65.22899
86.35799	0.01235	0.00688	65.23799
86.36699	0.01091	0.00636	65.24699
86.37599	0.01027	0.00641	65.25599
86.38499	0.00996	0.00592	65.26499
86.39399	0.00951	0.00567	65.27399
86.40299	0.00896	0.0055	65.28299
86.41199	0.00847	0.00555	65.29199
86.42099	0.0072	0.0056	65.30099
86.42999	0.00562	0.00582	65.30999
86.43899	0.00476	0.00553	65.31899
86.44799	0.00358	0.00564	65.32799
86.45699	0.00295	0.00497	65.33699
86.46599	0.00222	0.00536	65.34599
86.47499	0.00141	0.00425	65.35499
86.48399	0.00901	0.00526	65.36399
86.49299	0.00082	0.00427	65.37299
86.50199	0.00014	0.0046	65.38199
86.51099	0.0058	0.00582	65.39099
86.51999	0.67615	0.00245	65.39999
86.52899	0.83882	0.00065	65.40899
86.53799	0.87713	0.00067	65.41799
86.54699	0.8992	0.00078	65.42699
86.55599	0.91484	0.00103	65.43599
86.56499	0.92846	0.00046	65.44499
86.57399	0.93913	0.0006	65.45399
86.58299	0.94677	0.00073	65.46299
86.59199	0.9569	0.0008	65.47199
86.60099	0.96255	0.00093	65.48099
86.60999	0.96608	0.0006	65.48999
86.61899	0.97454	0.00075	65.49899
86.62799	0.97766	0.00068	65.50799
86.63699	0.97603	0.00083	65.51699
86.64599	0.9763	0.00099	65.52599
86.65499	0.97051	0.00076	65.53499
86.66399	0.96265	0.00078	65.54399
86.67299	0.95102	0.00075	65.55299
86.68199	0.94442	0.00097	65.56199
86.69099	0.93126	0.00069	65.57099
86.69999	0.91756	0.00056	65.57999
86.70899	0.90521	0.0008	65.58899
86.71799	0.88002	0.00117	65.59799
86.72699	0.84117	0.00065	65.60699
86.73599	0.7297	0.00165	65.61599
86.74499	0.01057	0.00865	65.62499
86.75399	0.00881	0.00925	65.63399
86.76299	0.00809	0.00974	65.64299
86.77199	0.00338	0.00719	65.65199
86.78099	0.00042	0.00377	65.66099
86.78999	0.00137	0.00304	65.66999
86.79899	0.00078	0.00255	65.67899
86.80799	0.0025	0.00473	65.68799
86.81699	0.00516	0.00763	65.69699
86.82599	0.00887	0.00828	65.70599
86.83499	0.01172	0.00996	65.71499
86.84399	0.01561	0.00979	65.72399
86.85299	0.0223	0.00731	65.73299
86.86199	0.02493	0.00627	65.74199
86.87099	0.01538	0.00972	65.75099
86.87999	0.02113	0.00837	65.75999
86.88899	0.0252	0.00592	65.76899
86.89799	0.02628	0.00573	65.77799
86.90699	0.0275	0.00531	65.78699
86.91599	0.02886	0.00512	65.79599
86.92499	0.03072	0.00595	65.80499
86.93399	0.03659	0.00494	65.81399
86.94299	0.03736	0.00561	65.82299
86.95199	0.77438	0.00101	65.83199
86.96099	0.84276	0.00073	65.84099
86.96999	0.87758	0.00061	65.84999
86.97899	0.90164	0.00077	65.85899
86.98799	0.91502	0.00078	65.86799
86.99699	0.92837	0.00065	65.87699
87.00599	0.93768	0.0007	65.88599
87.01499	0.94976	0.00092	65.89499
87.02399	0.95582	0.00078	65.90399
87.03299	0.96454	0.00058	65.91299
87.04199	0.96794	0.00073	65.92199
87.05099	0.97481	0.00061	65.93099
87.05999	0.97698	0.00101	65.93999
87.06899	0.97323	0.00086	65.94899
87.07799	0.96884	0.00073	65.95799
87.08699	0.9645	0.00059	65.96699
87.09599	0.95206	0.0008	65.97599
87.10499	0.94216	0.00073	65.98499
87.11399	0.93266	0.00078	65.99399
87.12299	0.91769	0.00056	66.00299
87.13199	0.89513	0.00067	66.01199
87.14099	0.86166	0.00061	66.02099
87.14999	0.80088	0.00048	66.02999
87.15899	0.04623	0.00438	66.03899
87.16799	0.04636	0.00419	66.04799
87.17699	0.04641	0.00419	66.05699
87.18599	0.04596	0.00427	66.06599
87.19499	0.04596	0.00489	66.07499
87.20399	0.0455	0.00447	66.08399
87.21299	0.04455	0.00502	66.09299
87.22199	0.04446	0.00513	66.10199
87.23099	0.0436	0.00519	66.11099
87.23999	0.04284	0.00509	66.11999
87.24899	0.04211	0.00498	66.12899
87.25799	0.04184	0.00487	66.13799
87.26699	0.03551	0.00436	66.14699
87.27599	0.04048	0.00399	66.15599
87.28499	0.03528	0.00445	66.16499
87.29399	0.03415	0.00478	66.17399
87.30299	0.03402	0.00487	66.18299
87.31199	0.03307	0.00536	66.19199
87.32099	0.03646	0.00492	66.20099
87.32999	0.03596	0.00489	66.20999
87.33899	0.03596	0.0045	66.21899
87.34799	0.03574	0.00486	66.22799
87.35699	0.03564	0.00489	66.23699
87.36599	0.03583	0.00479	66.24599
87.37499	0.03614	0.00503	66.25499
87.38399	0.03614	0.00439	66.26399
87.39299	0.20994	0.0046	66.27299
87.40199	0.81793	0.00101	66.28199
87.41099	0.87134	0.00059	66.29099
87.41999	0.89409	0.00089	66.29999
87.42899	0.91765	0.00092	66.30899
87.43799	0.93212	0.00066	66.31799
87.44699	0.93868	0.00069	66.32699
87.45599	0.95297	0.0009	66.33599
87.46499	0.96102	0.00061	66.34499
87.47399	0.96744	0.00063	66.35399
87.48299	0.97101	0.00077	66.36299
87.49199	0.97526	0.00083	66.37199
87.50099	0.97413	0.00095	66.38099
