angel	 rel signal 	s (std. deviation)	angle ber
67.71	0.79079	0.00078	46.59
67.72	0.74788	0.00077	46.6
67.73	0.69361	0.0017	46.61
67.74	0.70889	0.00105	46.62
67.75	0.76036	0.00109	46.63
67.76	0.7969	0.00096	46.64
67.77	0.83733	0.00088	46.65
67.78	0.86288	0.00065	46.66
67.79	0.88016	0.00066	46.67
67.8	0.89305	0.00066	46.68
67.81	0.90946	0.00079	46.69
67.82	0.92131	0.00063	46.7
67.83	0.93063	0.00061	46.71
67.84	0.94234	0.00072	46.72
67.85	0.95229	0.00096	46.73
67.86	0.96106	0.00072	46.74
67.87	0.96925	0.00075	46.75
67.88	0.97671	0.00092	46.76
67.89	0.98395	0.00082	46.77
67.9	0.9877	0.00081	46.78
67.91	0.99064	0.00083	46.79
67.92	0.99177	0.00102	46.8
67.93	0.98915	0.00056	46.81
67.94	0.98548	0.00077	46.82
67.95	0.97988	0.00096	46.83
67.96	0.97255	0.00067	46.84
67.97	0.96482	0.00057	46.85
67.98	0.95753	0.00083	46.86
67.99	0.94727	0.00088	46.87
68	0.93773	0.00073	46.88
68.01	0.9228	0.00067	46.89
68.02	0.91661	0.00095	46.9
68.03	0.90548	0.00078	46.91
68.04	0.89703	0.00088	46.92
68.05	0.88536	0.00059	46.93
68.06	0.8693	0.0006	46.94
68.07	0.8599	0.0007	46.95
68.08	0.84583	0.00088	46.96
68.09	0.83299	0.00075	46.97
68.1	0.83068	0.00058	46.98
68.11	0.8338	0.00092	46.99
68.12	0.8499	0.00061	47
68.13	0.86021	0.00082	47.01
68.14	0.87428	0.00099	47.02
68.15	0.88888	0.00078	47.03
68.16	0.89811	0.00056	47.04
68.17	0.91086	0.00082	47.05
68.18	0.92117	0.00063	47.06
68.19	0.93099	0.00066	47.07
68.2	0.94139	0.00085	47.08
68.21	0.95152	0.00115	47.09
68.22	0.96088	0.00066	47.1
68.23	0.96843	0.0007	47.11
68.24	0.97671	0.00077	47.12
68.25	0.97811	0.00081	47.13
68.26	0.98679	0.00081	47.14
68.27	0.99096	0.00069	47.15
68.28	0.99331	0.00097	47.16
68.29	0.9924	0.00061	47.17
68.3	0.98969	0.00067	47.18
68.31	0.98535	0.00081	47.19
68.32	0.97911	0.00068	47.2
68.33	0.97101	0.00059	47.21
68.34	0.965	0.00079	47.22
68.35	0.95482	0.00083	47.23
68.36	0.94551	0.00077	47.24
68.37	0.93596	0.00069	47.25
68.38	0.92769	0.00067	47.26
68.39	0.91629	0.00066	47.27
68.4	0.90589	0.00092	47.28
68.41	0.89314	0.00099	47.29
68.42	0.8802	0.00073	47.3
68.43	0.86596	0.00058	47.31
68.44	0.85818	0.00069	47.32
68.45	0.84981	0.00077	47.33
68.46	0.84294	0.00085	47.34
68.47	0.84502	0.00073	47.35
68.48	0.85375	0.00079	47.36
68.49	0.86003	0.00066	47.37
68.5	0.87215	0.00078	47.38
68.51	0.88604	0.00063	47.39
68.52	0.89847	0.00077	47.4
68.53	0.91055	0.00076	47.41
68.54	0.91968	0.00069	47.42
68.55	0.92959	0.00061	47.43
68.56	0.9385	0.00069	47.44
68.57	0.947	0.00076	47.45
68.58	0.95722	0.0006	47.46
68.59	0.96473	0.00075	47.47
68.6	0.97232	0.00076	47.48
68.61	0.97978	0.00083	47.49
68.62	0.98575	0.00066	47.5
68.63	0.98937	0.00082	47.51
68.64	0.99245	0.00067	47.52
68.65	0.99353	0.00069	47.53
68.66	0.99096	0.0009	47.54
68.67	0.98969	0.00078	47.55
68.68	0.98521	0.00093	47.56
68.69	0.97789	0.00073	47.57
68.7	0.97214	0.00075	47.58
68.71	0.96513	0.00072	47.59
68.72	0.95695	0.00076	47.6
68.73	0.94817	0.00083	47.61
68.74	0.93967	0.00036	47.62
68.75	0.93081	0.00083	47.63
68.76	0.92104	0.00078	47.64
68.77	0.90851	0.00103	47.65
68.78	0.89816	0.00104	47.66
68.79	0.88468	0.0006	47.67
68.8	0.87306	0.00073	47.68
68.81	0.86663	0.00067	47.69
68.82	0.86085	0.00083	47.7
68.83	0.8561	0.00079	47.71
68.84	0.8565	0.00056	47.72
68.85	0.8622	0.00067	47.73
68.86	0.86645	0.00063	47.74
68.87	0.87921	0.00059	47.75
68.88	0.89069	0.00101	47.76
68.89	0.90241	0.00057	47.77
68.9	0.91358	0.00059	47.78
68.91	0.92371	0.00053	47.79
68.92	0.93221	0.00073	47.8
68.93	0.94012	0.00081	47.81
68.94	0.95007	0.0005	47.82
68.95	0.95817	0.00072	47.83
68.96	0.96626	0.00072	47.84
68.97	0.97336	0.00109	47.85
68.98	0.97988	0.00092	47.86
68.99	0.98553	0.00069	47.87
69	0.9901	0.00061	47.88
69.01	0.99394	0.00054	47.89
69.02	0.99371	0.00053	47.9
69.03	0.99335	0.00061	47.91
69.04	0.99046	0.00096	47.92
69.05	0.98526	0.00092	47.93
69.06	0.97897	0.00052	47.94
69.07	0.97305	0.0008	47.95
69.08	0.96658	0.00078	47.96
69.09	0.95699	0.00059	47.97
69.1	0.95053	0.00084	47.98
69.11	0.9413	0.00076	47.99
69.12	0.93189	0.00053	48
69.13	0.92389	0.00069	48.01
69.14	0.91227	0.00085	48.02
69.15	0.90168	0.00068	48.03
69.16	0.88952	0.0008	48.04
69.17	0.88169	0.0008	48.05
69.18	0.87536	0.00085	48.06
69.19	0.8703	0.00073	48.07
69.2	0.87229	0.00071	48.08
69.21	0.87577	0.00078	48.09
69.22	0.87753	0.00078	48.1
69.23	0.88866	0.00068	48.11
69.24	0.89653	0.00078	48.12
69.25	0.90598	0.00073	48.13
69.26	0.91742	0.00072	48.14
69.27	0.92773	0.00086	48.15
69.28	0.93406	0.00076	48.16
69.29	0.9422	0.00076	48.17
69.3	0.95134	0.00075	48.18
69.31	0.95903	0.0006	48.19
69.32	0.96667	0.00093	48.2
69.33	0.97409	0.00075	48.21
69.34	0.98137	0.00071	48.22
69.35	0.98652	0.00064	48.23
69.36	0.99037	0.00056	48.24
69.37	0.99403	0.00086	48.25
69.38	0.99435	0.00059	48.26
69.39	0.99353	0.00056	48.27
69.4	0.99037	0.00063	48.28
69.41	0.98666	0.00059	48.29
69.42	0.9806	0.00073	48.3
69.43	0.97287	0.0008	48.31
69.44	0.96631	0.001	48.32
69.45	0.95713	0.00067	48.33
69.46	0.95093	0.00082	48.34
69.47	0.94229	0.00069	48.35
69.48	0.93271	0.00093	48.36
69.49	0.92619	0.00086	48.37
69.5	0.91842	0.00091	48.38
69.51	0.90761	0.0008	48.39
69.52	0.90204	0.00072	48.4
69.53	0.89589	0.00068	48.41
69.54	0.88961	0.00087	48.42
69.55	0.88803	0.00085	48.43
69.56	0.88911	0.00058	48.44
69.57	0.89205	0.00083	48.45
69.58	0.89517	0.00086	48.46
69.59	0.90331	0.00107	48.47
69.6	0.91236	0.00057	48.48
69.61	0.91955	0.00073	48.49
69.62	0.92733	0.00067	48.5
69.63	0.93524	0.00071	48.51
69.64	0.94234	0.00087	48.52
69.65	0.94912	0.00077	48.53
69.66	0.95799	0.00067	48.54
69.67	0.96495	0.00072	48.55
69.68	0.97142	0.00065	48.56
69.69	0.97852	0.00072	48.57
69.7	0.98517	0.00073	48.58
69.71	0.98996	0.00073	48.59
69.72	0.99349	0.00076	48.6
69.73	0.99561	0.00097	48.61
69.74	0.99475	0.00085	48.62
69.75	0.99272	0.00087	48.63
69.76	0.98978	0.00105	48.64
69.77	0.98381	0.00076	48.65
69.78	0.97617	0.00078	48.66
69.79	0.96997	0.00081	48.67
69.8	0.96314	0.00066	48.68
69.81	0.95441	0.00088	48.69
69.82	0.94745	0.00073	48.7
69.83	0.94021	0.00084	48.71
69.84	0.93253	0.00081	48.72
69.85	0.9257	0.0008	48.73
69.86	0.91928	0.00087	48.74
69.87	0.91367	0.00067	48.75
69.88	0.90847	0.00065	48.76
69.89	0.90512	0.00081	48.77
69.9	0.90358	0.00076	48.78
69.91	0.90331	0.0009	48.79
69.92	0.90752	0.00077	48.8
69.93	0.91032	0.00063	48.81
69.94	0.91389	0.00065	48.82
69.95	0.91914	0.00101	48.83
69.96	0.92538	0.00072	48.84
69.97	0.93081	0.00066	48.85
69.98	0.93755	0.00082	48.86
69.99	0.94523	0.00087	48.87
70	0.95265	0.00105	48.88
70.01	0.95948	0.00099	48.89
70.02	0.96721	0.00087	48.9
70.03	0.97363	0.00094	48.91
70.04	0.98073	0.00078	48.92
70.05	0.9867	0.00073	48.93
70.06	0.99195	0.00081	48.94
70.07	0.99489	0.00099	48.95
70.08	0.99634	0.00072	48.96
70.09	0.99643	0.00067	48.97
70.1	0.99344	0.00066	48.98
70.11	0.98897	0.00091	48.99
70.12	0.98544	0.00079	49
70.13	0.97929	0.00081	49.01
70.14	0.97115	0.00076	49.02
70.15	0.96459	0.00069	49.03
70.16	0.95876	0.00091	49.04
70.17	0.95007	0.0005	49.05
70.18	0.94329	0.00089	49.06
70.19	0.93723	0.00083	49.07
70.2	0.9304	0.00093	49.08
70.21	0.92543	0.00097	49.09
70.22	0.92041	0.00063	49.1
70.23	0.91701	0.00072	49.11
70.24	0.91652	0.00083	49.12
70.25	0.91285	0.00073	49.13
70.26	0.91331	0.00101	49.14
70.27	0.91367	0.00073	49.15
70.28	0.91756	0.00075	49.16
70.29	0.92122	0.00068	49.17
70.3	0.92615	0.00099	49.18
70.31	0.93167	0.00052	49.19
70.32	0.93773	0.00093	49.2
70.33	0.94469	0.00075	49.21
70.34	0.95057	0.00063	49.22
70.35	0.95744	0.00066	49.23
70.36	0.96414	0.00085	49.24
70.37	0.96997	0.00065	49.25
70.38	0.97617	0.00083	49.26
70.39	0.98313	0.00069	49.27
70.4	0.98806	0.00099	49.28
70.41	0.99371	0.00078	49.29
70.42	0.99634	0.00092	49.3
70.43	0.99729	0.00063	49.31
70.44	0.99557	0.00081	49.32
70.45	0.99403	0.00071	49.33
70.46	0.99001	0.00059	49.34
70.47	0.98508	0.00066	49.35
70.48	0.98064	0.00073	49.36
70.49	0.97359	0.00086	49.37
70.5	0.96635	0.00091	49.38
70.51	0.9593	0.00069	49.39
70.52	0.9541	0.00066	49.4
70.53	0.94799	0.00092	49.41
70.54	0.93994	0.00078	49.42
70.55	0.93461	0.00072	49.43
70.56	0.93013	0.001	49.44
70.57	0.92552	0.00083	49.45
70.58	0.92212	0.00073	49.46
70.59	0.91986	0.00071	49.47
70.6	0.91937	0.00085	49.48
70.61	0.91909	0.00078	49.49
70.62	0.92208	0.00075	49.5
70.63	0.9238	0.00077	49.51
70.64	0.92678	0.00061	49.52
70.65	0.9318	0.00054	49.53
70.66	0.93623	0.00072	49.54
70.67	0.9418	0.00061	49.55
70.68	0.94627	0.00083	49.56
70.69	0.95374	0.0008	49.57
70.7	0.95993	0.00088	49.58
70.71	0.96676	0.00077	49.59
70.72	0.97205	0.0004	49.6
70.73	0.97847	0.00069	49.61
70.74	0.98404	0.0008	49.62
70.75	0.98982	0.00077	49.63
70.76	0.99344	0.00066	49.64
70.77	0.9967	0.00063	49.65
70.78	0.99751	0.00077	49.66
70.79	0.99796	0.00066	49.67
70.8	0.99525	0.00092	49.68
70.81	0.99037	0.00075	49.69
70.82	0.98548	0.00043	49.7
70.83	0.98155	0.00105	49.71
70.84	0.97409	0.00094	49.72
70.85	0.96798	0.00073	49.73
70.86	0.96206	0.00093	49.74
70.87	0.95627	0.00078	49.75
70.88	0.94872	0.00089	49.76
70.89	0.94424	0.00085	49.77
70.9	0.9399	0.00088	49.78
70.91	0.93334	0.00073	49.79
70.92	0.93162	0.00091	49.8
70.93	0.92846	0.00068	49.81
70.94	0.92561	0.00072	49.82
70.95	0.92633	0.00093	49.83
70.96	0.92701	0.00073	49.84
70.97	0.92742	0.00082	49.85
70.98	0.92986	0.00082	49.86
70.99	0.9337	0.00083	49.87
71	0.937	0.0009	49.88
71.01	0.94103	0.00081	49.89
71.02	0.94668	0.00053	49.9
71.03	0.95315	0.00085	49.91
71.04	0.95722	0.00066	49.92
71.05	0.96409	0.00073	49.93
71.06	0.96866	0.00069	49.94
71.07	0.97386	0.0007	49.95
71.08	0.97978	0.00083	49.96
71.09	0.98598	0.00088	49.97
71.1	0.99096	0.00099	49.98
71.11	0.99539	0.00068	49.99
71.12	0.99774	0.00072	50
71.13	0.99878	0.00097	50.01
71.14	0.99724	0.00092	50.02
71.15	0.99611	0.00083	50.03
71.16	0.99276	0.00094	50.04
71.17	0.98815	0.00079	50.05
71.18	0.98182	0.00093	50.06
71.19	0.97775	0.00091	50.07
71.2	0.97187	0.00068	50.08
71.21	0.9654	0.00082	50.09
71.22	0.96093	0.00081	50.1
71.23	0.95595	0.00089	50.11
71.24	0.95062	0.00076	50.12
71.25	0.94555	0.00081	50.13
71.26	0.94139	0.00075	50.14
71.27	0.93791	0.00094	50.15
71.28	0.93393	0.00066	50.16
71.29	0.93216	0.00099	50.17
71.3	0.93153	0.00073	50.18
71.31	0.93189	0.00101	50.19
71.32	0.93343	0.00095	50.2
71.33	0.93506	0.00085	50.21
71.34	0.93764	0.00088	50.22
71.35	0.94071	0.00082	50.23
71.36	0.94478	0.00072	50.24
71.37	0.94926	0.00079	50.25
71.38	0.95455	0.00066	50.26
71.39	0.95894	0.00073	50.27
71.4	0.96378	0.00077	50.28
71.41	0.97029	0.00097	50.29
71.42	0.97617	0.00101	50.3
71.43	0.98132	0.00107	50.31
71.44	0.98575	0.00092	50.32
71.45	0.99132	0.00081	50.33
71.46	0.99543	0.00096	50.34
71.47	0.99729	0.00049	50.35
71.48	0.99901	0.00089	50.36
71.49	0.99887	0.00082	50.37
71.5	0.99688	0.00067	50.38
71.51	0.99376	0.00064	50.39
71.52	0.98951	0.00071	50.4
71.53	0.98426	0.00078	50.41
71.54	0.97829	0.00085	50.42
71.55	0.97327	0.00092	50.43
71.56	0.96834	0.00063	50.44
71.57	0.96224	0.00082	50.45
71.58	0.95772	0.00052	50.46
71.59	0.95333	0.00065	50.47
71.6	0.94885	0.00072	50.48
71.61	0.94474	0.00097	50.49
71.62	0.94243	0.00085	50.5
71.63	0.9399	0.00067	50.51
71.64	0.93773	0.00101	50.52
71.65	0.93696	0.00079	50.53
71.66	0.93831	0.00071	50.54
71.67	0.93881	0.00069	50.55
71.68	0.94107	0.00069	50.56
71.69	0.94279	0.00059	50.57
71.7	0.94582	0.00103	50.58
71.71	0.94939	0.00088	50.59
71.72	0.95351	0.00101	50.6
71.73	0.9583	0.00084	50.61
71.74	0.9617	0.00083	50.62
71.75	0.96757	0.00067	50.63
71.76	0.97255	0.00067	50.64
71.77	0.97798	0.00078	50.65
71.78	0.98254	0.00109	50.66
71.79	0.98756	0.00096	50.67
71.8	0.99195	0.00107	50.68
71.81	0.9953	0.00086	50.69
71.82	0.99923	0.00078	50.7
71.83	1	0.0009	50.71
71.84	0.99896	0.00075	50.72
71.85	0.99747	0.00069	50.73
71.86	0.99408	0.00087	50.74
71.87	0.99001	0.001	50.75
71.88	0.98575	0.00072	50.76
71.89	0.98073	0.00072	50.77
71.9	0.97549	0.00079	50.78
71.91	0.97137	0.00069	50.79
71.92	0.96699	0.00083	50.8
71.93	0.96278	0.00085	50.81
71.94	0.95763	0.00053	50.82
71.95	0.95356	0.00088	50.83
71.96	0.95021	0.00104	50.84
71.97	0.94609	0.00086	50.85
71.98	0.94487	0.00083	50.86
71.99	0.9432	0.00085	50.87
72	0.9422	0.0009	50.88
72.01	0.94266	0.00088	50.89
72.02	0.94257	0.00066	50.9
72.03	0.94383	0.00105	50.91
72.04	0.94664	0.00063	50.92
72.05	0.94881	0.00081	50.93
72.06	0.9522	0.00088	50.94
72.07	0.95473	0.00072	50.95
72.08	0.95826	0.00085	50.96
72.09	0.96387	0.00078	50.97
72.1	0.96794	0.00078	50.98
72.11	0.97237	0.00072	50.99
72.12	0.97721	0.00065	51
72.13	0.982	0.00095	51.01
72.14	0.9863	0.00056	51.02
72.15	0.99118	0.00072	51.03
72.16	0.99493	0.00104	51.04
72.17	0.99747	0.00049	51.05
72.18	0.99878	0.00053	51.06
72.19	0.9995	0.00087	51.07
72.2	0.99769	0.00082	51.08
72.21	0.99548	0.00107	51.09
72.22	0.99141	0.00097	51.1
72.23	0.98738	0.00073	51.11
72.24	0.98223	0.0009	51.12
72.25	0.97865	0.00071	51.13
72.26	0.97391	0.00101	51.14
72.27	0.96997	0.00071	51.15
72.28	0.96491	0.00056	51.16
72.29	0.96097	0.0008	51.17
72.3	0.95767	0.00056	51.18
72.31	0.9541	0.00096	51.19
72.32	0.95129	0.00067	51.2
72.33	0.94867	0.00087	51.21
72.34	0.94713	0.00073	51.22
72.35	0.94641	0.00066	51.23
72.36	0.94569	0.00082	51.24
72.37	0.94677	0.00073	51.25
72.38	0.94722	0.00083	51.26
72.39	0.94863	0.00085	51.27
72.4	0.95143	0.00089	51.28
72.41	0.9541	0.00066	51.29
72.42	0.95722	0.0006	51.3
72.43	0.96038	0.00063	51.31
72.44	0.96482	0.00064	51.32
72.45	0.96871	0.00081	51.33
72.46	0.97223	0.00068	51.34
72.47	0.97725	0.00085	51.35
72.48	0.98055	0.00109	51.36
72.49	0.98526	0.00066	51.37
72.5	0.98942	0.00093	51.38
72.51	0.99304	0.00084	51.39
72.52	0.99466	0.00076	51.4
72.53	0.99616	0.00087	51.41
72.54	0.99806	0.00085	51.42
72.55	0.99688	0.00067	51.43
72.56	0.99358	0.00061	51.44
72.56999	0.99068	0.00088	51.44999
72.57899	0.98892	0.00059	51.45899
72.58799	0.98508	0.00083	51.46799
72.59699	0.97924	0.00088	51.47699
72.60599	0.97657	0.00086	51.48599
72.61499	0.97259	0.0006	51.49499
72.62399	0.97038	0.00059	51.50399
72.63299	0.96473	0.00063	51.51299
72.64199	0.96477	0.00067	51.52199
72.65099	0.95975	0.00126	51.53099
72.65999	0.95731	0.00071	51.53999
72.66899	0.95545	0.001	51.54899
72.67799	0.95346	0.00078	51.55799
72.68699	0.95057	0.00056	51.56699
72.69599	0.95016	0.00079	51.57599
72.70499	0.94944	0.0007	51.58499
72.71399	0.94953	0.00069	51.59399
72.72299	0.94939	0.00061	51.60299
72.73199	0.94994	0.00067	51.61199
72.74099	0.95161	0.00078	51.62099
72.74999	0.95351	0.00061	51.62999
72.75899	0.95518	0.00072	51.63899
72.76799	0.9574	0.00073	51.64799
72.77699	0.96093	0.00076	51.65699
72.78599	0.96296	0.00093	51.66599
72.79499	0.96635	0.00091	51.67499
72.80399	0.9702	0.00073	51.68399
72.81299	0.97431	0.00078	51.69299
72.82199	0.97698	0.00097	51.70199
72.83099	0.97988	0.00059	51.71099
72.83999	0.9848	0.00085	51.71999
72.84899	0.98657	0.00083	51.72899
72.85799	0.98892	0.00066	51.73799
72.86699	0.99313	0.00071	51.74699
72.87599	0.99448	0.00073	51.75599
72.88499	0.99584	0.00071	51.76499
72.89399	0.99688	0.00083	51.77399
72.90299	0.99507	0.00088	51.78299
72.91199	0.99304	0.00079	51.79199
72.92099	0.99231	0.00072	51.80099
72.92999	0.9901	0.00109	51.80999
72.93899	0.98471	0.00064	51.81899
72.94799	0.98141	0.00072	51.82799
72.95699	0.982	0.00081	51.83699
72.96599	0.97671	0.00092	51.84599
72.97499	0.97083	0.00087	51.85499
72.98399	0.97092	0.00069	51.86399
72.99299	0.96653	0.0008	51.87299
73.00199	0.96179	0.00087	51.88199
73.01099	0.95971	0.00087	51.89099
73.01999	0.95812	0.00066	51.89999
73.02899	0.95518	0.00077	51.90899
73.03799	0.95509	0.00075	51.91799
73.04699	0.95224	0.00094	51.92699
73.05599	0.95242	0.00081	51.93599
73.06499	0.95098	0.00095	51.94499
73.07399	0.95197	0.00079	51.95399
73.08299	0.95283	0.0009	51.96299
73.09199	0.95193	0.00075	51.97199
73.10099	0.95464	0.00063	51.98099
73.10999	0.95577	0.00086	51.98999
73.11899	0.95853	0.00093	51.99899
73.12799	0.95749	0.00056	52.00799
73.13699	0.96174	0.00105	52.01699
73.14599	0.96387	0.00067	52.02599
73.15499	0.96662	0.0009	52.03499
73.16399	0.97006	0.00068	52.04399
73.17299	0.97074	0.00067	52.05299
73.18199	0.97282	0.00072	52.06199
73.19099	0.97644	0.00112	52.07099
73.19999	0.98001	0.00068	52.07999
73.20899	0.983	0.00049	52.08899
73.21799	0.98562	0.0007	52.09799
73.22699	0.99145	0.00113	52.10699
73.23599	0.99032	0.00089	52.11599
73.24499	0.99091	0.00092	52.12499
73.25399	0.9953	0.00091	52.13399
73.26299	0.99439	0.00058	52.14299
73.27199	0.99295	0.00063	52.15199
73.28099	0.99281	0.00083	52.16099
73.28999	0.99082	0.00075	52.16999
73.29899	0.9886	0.00076	52.17899
73.30799	0.98462	0.00085	52.18799
73.31699	0.98073	0.00083	52.19699
73.32599	0.97861	0.0008	52.20599
73.33499	0.97585	0.00079	52.21499
73.34399	0.97291	0.00073	52.22399
73.35299	0.96875	0.00077	52.23299
73.36199	0.96667	0.00067	52.24199
73.37099	0.96219	0.00085	52.25099
73.37999	0.96165	0.00088	52.25999
73.38899	0.96056	0.00065	52.26899
73.39799	0.95523	0.00078	52.27799
73.40699	0.95554	0.00056	52.28699
73.41599	0.9569	0.00056	52.29599
73.42499	0.95536	0.00061	52.30499
73.43399	0.95292	0.00087	52.31399
73.44299	0.95604	0.00058	52.32299
73.45199	0.95645	0.0008	52.33199
73.46099	0.95532	0.00097	52.34099
73.46999	0.95803	0.00067	52.34999
73.47899	0.95952	0.00059	52.35899
73.48799	0.9598	0.00083	52.36799
73.49699	0.96219	0.00063	52.37699
73.50599	0.96269	0.00082	52.38599
73.51499	0.96491	0.00075	52.39499
73.52399	0.96644	0.00073	52.40399
73.53299	0.96843	0.00064	52.41299
73.54199	0.96997	0.00076	52.42199
73.55099	0.97201	0.00073	52.43099
73.55999	0.97852	0.00059	52.43999
73.56899	0.97689	0.00066	52.44899
73.57799	0.97929	0.00081	52.45799
73.58699	0.98395	0.00082	52.46699
73.59599	0.9867	0.00089	52.47599
73.60499	0.98996	0.00068	52.48499
73.61399	0.99096	0.0009	52.49399
73.62299	0.99231	0.00078	52.50299
73.63199	0.99227	0.00092	52.51199
73.64099	0.99064	0.00088	52.52099
73.64999	0.98951	0.00076	52.52999
73.65899	0.98494	0.00085	52.53899
73.66799	0.98408	0.00091	52.54799
73.67699	0.98571	0.00063	52.55699
73.68599	0.98069	0.00073	52.56599
73.69499	0.97594	0.00095	52.57499
73.70399	0.97558	0.00094	52.58399
73.71299	0.97318	0.00069	52.59299
73.72199	0.96414	0.0008	52.60199
73.73099	0.96685	0.0008	52.61099
73.73999	0.96527	0.00061	52.61999
73.74899	0.96495	0.00077	52.62899
73.75799	0.95948	0.00063	52.63799
73.76699	0.96097	0.00039	52.64699
73.77599	0.9588	0.00072	52.65599
73.78499	0.95772	0.00059	52.66499
73.79399	0.95365	0.00052	52.67399
73.80299	0.95482	0.00078	52.68299
73.81199	0.95735	0.00039	52.69199
73.82099	0.95432	0.00072	52.70099
73.82999	0.95713	0.00073	52.70999
73.83899	0.95744	0.00052	52.71899
73.84799	0.95668	0.00086	52.72799
73.85699	0.96047	0.00073	52.73699
73.86599	0.95962	0.0009	52.74599
73.87499	0.96106	0.00072	52.75499
73.88399	0.96292	0.00085	52.76399
73.89299	0.9654	0.00082	52.77299
73.90199	0.96513	0.00087	52.78199
73.91099	0.96861	0.00046	52.79099
73.91999	0.97119	0.00053	52.79999
73.92899	0.97287	0.0008	52.80899
73.93799	0.97422	0.00083	52.81799
73.94699	0.98241	0.00061	52.82699
73.95599	0.98119	0.00085	52.83599
73.96499	0.98431	0.00088	52.84499
73.97399	0.98869	0.00083	52.85399
73.98299	0.98575	0.00082	52.86299
73.99199	0.98829	0.00101	52.87199
74.00099	0.99086	0.00073	52.88099
74.00999	0.99001	0.00077	52.88999
74.01899	0.99109	0.00078	52.89899
74.02799	0.98621	0.00082	52.90799
74.03699	0.98417	0.00101	52.91699
74.04599	0.98345	0.00083	52.92599
74.05499	0.97838	0.00064	52.93499
74.06399	0.97861	0.00085	52.94399
74.07299	0.97626	0.00096	52.95299
74.08199	0.97201	0.00061	52.96199
74.09099	0.96911	0.00069	52.97099
74.09999	0.96834	0.00063	52.97999
74.10899	0.96653	0.00085	52.98899
74.11799	0.9607	0.00078	52.99799
74.12699	0.96468	0.00059	53.00699
74.13599	0.95731	0.00086	53.01599
74.14499	0.9574	0.00073	53.02499
74.15399	0.95731	0.00071	53.03399
74.16299	0.9503	0.00078	53.04299
74.17199	0.95876	0.00086	53.05199
74.18099	0.95441	0.00078	53.06099
74.18999	0.95749	0.00094	53.06999
74.19899	0.95853	0.00088	53.07899
74.20799	0.95595	0.00079	53.08799
74.21699	0.95803	0.00083	53.09699
74.22599	0.95337	0.001	53.10599
74.23499	0.96124	0.00083	53.11499
74.24399	0.9574	0.00068	53.12399
74.25299	0.96468	0.00082	53.13299
74.26199	0.96373	0.00079	53.14199
74.27099	0.96409	0.00054	53.15099
74.27999	0.97002	0.0008	53.15999
74.28899	0.9716	0.00054	53.16899
74.29799	0.9692	0.00096	53.17799
74.30699	0.973	0.00073	53.18699
74.31599	0.97965	0.00097	53.19599
74.32499	0.98173	0.00086	53.20499
74.33399	0.98304	0.00096	53.21399
74.34299	0.98702	0.00083	53.22299
74.35199	0.98797	0.00072	53.23199
74.36099	0.98508	0.00072	53.24099
74.36999	0.98566	0.00078	53.24999
74.37899	0.98774	0.00082	53.25899
74.38799	0.98634	0.00084	53.26799
74.39699	0.9848	0.00075	53.27699
74.40599	0.98272	0.00073	53.28599
74.41499	0.98209	0.0009	53.29499
74.42399	0.9796	0.00077	53.30399
74.43299	0.97734	0.00104	53.31299
74.44199	0.97449	0.00095	53.32199
74.45099	0.96848	0.00053	53.33099
74.45999	0.96984	0.00093	53.33999
74.46899	0.96825	0.00054	53.34899
74.47799	0.95835	0.00077	53.35799
74.48699	0.96179	0.00096	53.36699
74.49599	0.9569	0.00075	53.37599
74.50499	0.96165	0.00097	53.38499
74.51399	0.95604	0.00099	53.39399
74.52299	0.95934	0.00067	53.40299
74.53199	0.9564	0.00086	53.41199
74.54099	0.95288	0.00084	53.42099
74.54999	0.95934	0.00078	53.42999
74.55899	0.95224	0.0009	53.43899
74.56799	0.95333	0.00091	53.44799
74.57699	0.95631	0.00066	53.45699
74.58599	0.95993	0.00053	53.46599
74.59499	0.95541	0.0006	53.47499
74.60399	0.96038	0.0011	53.48399
74.61299	0.96296	0.00097	53.49299
74.62199	0.96414	0.00069	53.50199
74.63099	0.96269	0.00087	53.51099
74.63999	0.96965	0.00072	53.51999
74.64899	0.96522	0.00078	53.52899
74.65799	0.96911	0.0008	53.53799
74.66699	0.97409	0.00085	53.54699
74.67599	0.97856	0.00068	53.55599
74.68499	0.97178	0.00076	53.56499
74.69399	0.98146	0.00072	53.57399
74.70299	0.97956	0.00076	53.58299
74.71199	0.97752	0.00105	53.59199
74.72099	0.98177	0.0009	53.60099
74.72999	0.98105	0.00126	53.60999
74.73899	0.97404	0.00073	53.61899
74.74799	0.97694	0.00088	53.62799
74.75699	0.97861	0.0008	53.63699
74.76599	0.97716	0.00092	53.64599
74.77499	0.96893	0.00067	53.65499
74.78399	0.97228	0.00069	53.66399
74.79299	0.97445	0.00077	53.67299
74.80199	0.96712	0.00105	53.68199
74.81099	0.96581	0.00075	53.69099
74.81999	0.96943	0.0008	53.69999
74.82899	0.95848	0.00076	53.70899
74.83799	0.96056	0.00115	53.71799
74.84699	0.96165	0.00113	53.72699
74.85599	0.95686	0.00068	53.73599
74.86499	0.95279	0.00095	53.74499
74.87399	0.95975	0.00092	53.75399
74.88299	0.95324	0.00079	53.76299
74.89199	0.95007	0.00071	53.77199
74.90099	0.95369	0.00071	53.78099
74.90999	0.95654	0.001	53.78999
74.91899	0.95116	0.00075	53.79899
74.92799	0.95048	0.00072	53.80799
