GRUPPE3_Greyline10.dat
04.10.2021
15:15:05
GRUPPE3

Gauss coefficients notation:
Amplitude
FWHM
Std.Abw.
[Fehler]
offset
BEAMCUT  LINES:

X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0,00000	17,00000	0,00000	0,00000	0,00000	19,00000	0,00000	0,00000
0,01238	17,00000	0,00000	0,00000	0,01238	19,00000	0,00000	0,00000
0,02475	16,00000	0,00000	0,00000	0,02475	19,00000	0,00000	0,00000
0,03713	18,00000	0,00000	0,00000	0,03713	18,00000	0,00000	0,00000
0,04950	18,00000	0,00000	0,00000	0,04950	18,00000	0,00000	0,00000
0,06187	16,00000	0,00000	0,00000	0,06188	16,00000	0,00000	0,00000
0,07425	16,00000	0,00000	0,00000	0,07425	16,00000	0,00000	0,00000
0,08663	16,00000	0,00000	0,00000	0,08663	16,00000	0,00000	0,00000
0,09900	18,00000	0,00000	0,00000	0,09900	16,00000	0,00000	0,00000
0,11138	19,00000	0,00000	0,00000	0,11138	18,00000	0,00000	0,00000
0,12375	18,00000	0,00000	0,00000	0,12375	17,00000	0,00000	0,00000
0,13612	16,00000	0,00000	0,00000	0,13613	20,00000	0,00000	0,00000
0,14850	16,00000	0,00000	0,00000	0,14850	16,00000	0,00000	0,00000
0,16088	18,00000	0,00000	0,00000	0,16088	18,00000	0,00000	0,00000
0,17325	19,00000	0,00000	0,00000	0,17325	18,00000	0,00000	0,00000
0,18563	18,00000	0,00000	0,00000	0,18563	17,00000	0,00000	0,00000
0,19800	16,00000	0,00000	0,00000	0,19800	18,00000	0,00000	0,00000
0,21038	16,00000	0,00000	0,00000	0,21038	18,00000	0,00000	0,00000
0,22275	16,00000	0,00000	0,00000	0,22275	18,00000	0,00000	0,00000
0,23513	18,00000	0,00000	0,00000	0,23513	18,00000	0,00000	0,00000
0,24750	18,00000	0,00000	0,00000	0,24750	17,00000	0,00000	0,00000
0,25988	18,00000	0,00000	0,00000	0,25988	16,00000	0,00000	0,00000
0,27225	18,00000	0,00000	0,00000	0,27225	16,00000	0,00000	0,00000
0,28463	18,00000	0,00000	0,00000	0,28463	16,00000	0,00000	0,00000
0,29700	18,00000	0,00000	0,00000	0,29700	17,00000	0,00000	0,00000
0,30938	18,00000	0,00000	0,00000	0,30938	17,00000	0,00000	0,00000
0,32175	18,00000	0,00000	0,00000	0,32175	18,00000	0,00000	0,00000
0,33413	18,00000	0,00000	0,00000	0,33413	18,00000	0,00000	0,00000
0,34650	16,00000	0,00000	0,00000	0,34650	19,00000	0,00000	0,00000
0,35887	16,00000	0,00000	0,00000	0,35888	15,00000	0,00000	0,00000
0,37125	16,00000	0,00000	0,00000	0,37125	18,00000	0,00000	0,00000
0,38362	16,00000	0,00000	0,00000	0,38363	18,00000	0,00000	0,00000
0,39600	19,00000	0,00000	0,00000	0,39600	18,00000	0,00000	0,00000
0,40838	19,00000	0,00000	0,00000	0,40838	18,00000	0,00000	0,00000
0,42075	17,00000	0,00000	0,00000	0,42075	16,00000	0,00000	0,00000
0,43313	19,00000	0,00000	0,00000	0,43313	18,00000	0,00000	0,00000
0,44550	19,00000	0,00000	0,00000	0,44550	16,00000	0,00000	0,00000
0,45788	17,00000	0,00000	0,00000	0,45788	18,00000	0,00000	0,00000
0,47025	17,00000	0,00000	0,00000	0,47025	19,00000	0,00000	0,00000
0,48263	18,00000	0,00000	0,00000	0,48263	18,00000	0,00000	0,00000
0,49500	18,00000	0,00000	0,00000	0,49500	18,00000	0,00000	0,00000
0,50738	18,00000	0,00000	0,00000	0,50738	18,00000	0,00000	0,00000
0,51975	16,00000	0,00000	0,00000	0,51975	19,00000	0,00000	0,00000
0,53213	16,00000	0,00000	0,00000	0,53213	17,00000	0,00000	0,00000
0,54450	17,00000	0,00000	0,00000	0,54450	18,00000	0,00000	0,00000
0,55688	17,00000	0,00000	0,00000	0,55688	18,00000	0,00000	0,00000
0,56925	16,00000	0,00000	0,00000	0,56925	18,00000	0,00000	0,00000
0,58163	16,00000	0,00000	0,00000	0,58163	17,00000	0,00000	0,00000
0,59400	18,00000	0,00000	0,00000	0,59400	16,00000	0,00000	0,00000
0,60637	18,00000	0,00000	0,00000	0,60638	17,00000	0,00000	0,00000
