GRUPPE3_Greyline08.dat
04.10.2021
15:11:50
GRUPPE3

Gauss coefficients notation:
Amplitude
FWHM
Std.Abw.
[Fehler]
offset
BEAMCUT  LINES:

X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0,00000	16,00000	0,00000	0,00000	0,00000	18,00000	0,00000	0,00000
0,01238	16,00000	0,00000	0,00000	0,01238	18,00000	0,00000	0,00000
0,02475	15,00000	0,00000	0,00000	0,02475	16,00000	0,00000	0,00000
0,03713	18,00000	0,00000	0,00000	0,03713	19,00000	0,00000	0,00000
0,04950	16,00000	0,00000	0,00000	0,04950	17,00000	0,00000	0,00000
0,06187	16,00000	0,00000	0,00000	0,06188	17,00000	0,00000	0,00000
0,07425	18,00000	0,00000	0,00000	0,07425	20,00000	0,00000	0,00000
0,08663	18,00000	0,00000	0,00000	0,08663	16,00000	0,00000	0,00000
0,09900	16,00000	0,00000	0,00000	0,09900	19,00000	0,00000	0,00000
0,11138	16,00000	0,00000	0,00000	0,11138	19,00000	0,00000	0,00000
0,12375	18,00000	0,00000	0,00000	0,12375	17,00000	0,00000	0,00000
0,13612	18,00000	0,00000	0,00000	0,13613	19,00000	0,00000	0,00000
0,14850	16,00000	0,00000	0,00000	0,14850	16,00000	0,00000	0,00000
0,16088	16,00000	0,00000	0,00000	0,16088	19,00000	0,00000	0,00000
0,17325	18,00000	0,00000	0,00000	0,17325	17,00000	0,00000	0,00000
0,18563	16,00000	0,00000	0,00000	0,18563	17,00000	0,00000	0,00000
0,19800	16,00000	0,00000	0,00000	0,19800	18,00000	0,00000	0,00000
0,21038	16,00000	0,00000	0,00000	0,21038	18,00000	0,00000	0,00000
0,22275	18,00000	0,00000	0,00000	0,22275	18,00000	0,00000	0,00000
0,23513	16,00000	0,00000	0,00000	0,23513	18,00000	0,00000	0,00000
0,24750	16,00000	0,00000	0,00000	0,24750	19,00000	0,00000	0,00000
0,25988	16,00000	0,00000	0,00000	0,25988	18,00000	0,00000	0,00000
0,27225	18,00000	0,00000	0,00000	0,27225	19,00000	0,00000	0,00000
0,28463	18,00000	0,00000	0,00000	0,28463	18,00000	0,00000	0,00000
0,29700	18,00000	0,00000	0,00000	0,29700	16,00000	0,00000	0,00000
0,30938	16,00000	0,00000	0,00000	0,30938	18,00000	0,00000	0,00000
0,32175	16,00000	0,00000	0,00000	0,32175	17,00000	0,00000	0,00000
0,33413	16,00000	0,00000	0,00000	0,33413	18,00000	0,00000	0,00000
0,34650	18,00000	0,00000	0,00000	0,34650	19,00000	0,00000	0,00000
0,35887	18,00000	0,00000	0,00000	0,35888	18,00000	0,00000	0,00000
0,37125	16,00000	0,00000	0,00000	0,37125	17,00000	0,00000	0,00000
0,38362	18,00000	0,00000	0,00000	0,38363	17,00000	0,00000	0,00000
0,39600	18,00000	0,00000	0,00000	0,39600	17,00000	0,00000	0,00000
0,40838	18,00000	0,00000	0,00000	0,40838	19,00000	0,00000	0,00000
0,42075	18,00000	0,00000	0,00000	0,42075	17,00000	0,00000	0,00000
0,43313	18,00000	0,00000	0,00000	0,43313	19,00000	0,00000	0,00000
0,44550	18,00000	0,00000	0,00000	0,44550	18,00000	0,00000	0,00000
0,45788	16,00000	0,00000	0,00000	0,45788	19,00000	0,00000	0,00000
0,47025	16,00000	0,00000	0,00000	0,47025	18,00000	0,00000	0,00000
0,48263	16,00000	0,00000	0,00000	0,48263	19,00000	0,00000	0,00000
0,49500	18,00000	0,00000	0,00000	0,49500	18,00000	0,00000	0,00000
0,50738	18,00000	0,00000	0,00000	0,50738	18,00000	0,00000	0,00000
0,51975	18,00000	0,00000	0,00000	0,51975	18,00000	0,00000	0,00000
0,53213	16,00000	0,00000	0,00000	0,53213	18,00000	0,00000	0,00000
0,54450	15,00000	0,00000	0,00000	0,54450	18,00000	0,00000	0,00000
0,55688	16,00000	0,00000	0,00000	0,55688	18,00000	0,00000	0,00000
0,56925	18,00000	0,00000	0,00000	0,56925	18,00000	0,00000	0,00000
0,58163	18,00000	0,00000	0,00000	0,58163	18,00000	0,00000	0,00000
0,59400	16,00000	0,00000	0,00000	0,59400	18,00000	0,00000	0,00000
0,60637	16,00000	0,00000	0,00000	0,60638	19,00000	0,00000	0,00000
0,61875	18,00000	0,00000	0,00000	0,61875	19,00000	0,00000	0,00000
0,63113	17,00000	0,00000	0,00000	0,63113	19,00000	0,00000	0,00000
0,64350	15,00000	0,00000	0,00000	0,64350	18,00000	0,00000	0,00000
0,65587	15,00000	0,00000	0,00000	0,65588	18,00000	0,00000	0,00000
0,66825	18,00000	0,00000	0,00000	0,66825	18,00000	0,00000	0,00000
0,68063	18,00000	0,00000	0,00000	0,68063	17,00000	0,00000	0,00000
0,69300	18,00000	0,00000	0,00000	0,69300	18,00000	0,00000	0,00000
0,70538	16,00000	0,00000	0,00000	0,70538	18,00000	0,00000	0,00000
0,71775	16,00000	0,00000	0,00000	0,71775	19,00000	0,00000	0,00000
0,73013	18,00000	0,00000	0,00000	0,73013	15,00000	0,00000	0,00000
0,74250	18,00000	0,00000	0,00000	0,74250	18,00000	0,00000	0,00000
0,75488	16,00000	0,00000	0,00000	0,75488	18,00000	0,00000	0,00000
0,76725	16,00000	0,00000	0,00000	0,76725	18,00000	0,00000	0,00000
0,77963	16,00000	0,00000	0,00000	0,77963	18,00000	0,00000	0,00000
0,79200	19,00000	0,00000	0,00000	0,79200	18,00000	0,00000	0,00000
0,80438	19,00000	0,00000	0,00000	0,80438	18,00000	0,00000	0,00000
0,81675	16,00000	0,00000	0,00000	0,81675	18,00000	0,00000	0,00000
0,82913	16,00000	0,00000	0,00000	0,82913	18,00000	0,00000	0,00000
0,84150	16,00000	0,00000	0,00000	0,84150	18,00000	0,00000	0,00000
0,85388	18,00000	0,00000	0,00000	0,85388	18,00000	0,00000	0,00000
0,86625	18,00000	0,00000	0,00000	0,86625	17,00000	0,00000	0,00000
0,87862	16,00000	0,00000	0,00000	0,87863	16,00000	0,00000	0,00000
0,89100	16,00000	0,00000	0,00000	0,89100	18,00000	0,00000	0,00000
