Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,19.6649908633061,81.4157894736842,67.7405433287483
1.292,19.3675625083567,79.6473684210526,67.0343878954608
2.585,19.3057093194277,75.6,67.4632909215956
3.877,19.1736506663101,79.7947368421053,67.4932943603852
5.17,19.0746980434104,79.5052631578947,66.9656980742779
6.465,18.8070686811962,74.7789473684211,65.6865543328748
7.757,18.7980032981236,82.0473684210526,64.7961657496561
9.05,18.8759548959308,76.6631578947368,65.36734869326
10.345,18.8195213263805,75.6842105263158,64.8061382393398
11.637,18.5685608592949,78.4684210526316,63.8264270976616
12.935,,,
14.225,,,
15.517,,,
16.807,,,
18.102,,,
19.395,,,
20.687,,,
21.982,,,
23.275,,,
24.567,,,
25.86,,,
27.155,,,
28.452,20.3859517760841,89.4157894736842,73.8935694635488
29.742,19.8418594286224,92.1631578947368,70.9593363136176
31.035,19.6196817756385,85.0789473684211,69.5247592847318
32.327,19.5873958194054,88.3,69.6703060522696
33.62,19.5430405134376,82.9052631578947,70.3324449793673
34.912,19.4918215447698,85.8105263157895,70.400447042641
36.205,19.5603512055979,90.0894736842105,70.7792297111417
37.497,19.4354592860008,86.9210526315789,69.7756189821183
38.792,19.5166466105094,92.3789473684211,70.9545220082531
40.085,19.549788296118,89.0736842105263,71.3811038514443
41.377,19.4925524802781,93.5421052631579,71.3128438789546
42.672,19.4245487364621,95.2894736842105,70.7809491059147
43.965,19.415207024112,92.3157894736842,71.2384800550206
45.257,19.4271426661318,85.9157894736842,71.3850584594223
46.55,19.4514061594687,95.2526315789474,71.6660935350757
47.845,19.5178321522485,91.4526315789474,71.8064821182944
49.137,19.4365378615679,92.5473684210526,72.0606086657497
50.43,19.481044702946,96,72.7230914718019
51.722,19.4401836252618,90.1,72.3394085281981
53.015,19.4726567722958,98.0578947368421,72.7331499312242
