Channel.002
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,3.39111280428242,14.0827067669173,11.4030960226837
1.292,3.36807427812292,13.874686716792,11.2916698597594
2.585,3.32461512913687,12.0300751879699,10.9331749559353
3.877,3.32549427577853,11.9874686716792,10.8928653536669
5.17,3.33752881647325,13.4385964912281,10.9957851176335
6.465,3.3290792404173,12.5112781954887,11.0376274043988
7.757,3.29773277849412,12.2005012531328,10.8101770250594
9.05,3.30338373774079,13.0852130325815,11.0108054257031
10.342,3.30427265267847,12.4711779448622,10.7149973178021
11.635,3.30410659164615,11.5964912280702,10.8962372595601
12.93,4.50224182393623,6.48872180451128,5.62855391217718
14.222,4.45332219747587,6.29573934837093,5.66395892405548
15.515,4.45169089204079,6.22556390977444,5.58717143076098
16.81,4.44170769350994,5.84711779448622,5.48900298873477
18.102,4.45361036220842,6.27318295739348,5.57253429381562
19.395,4.45022564763803,6.32581453634085,5.50900452141927
20.687,4.46251416402923,5.77694235588972,5.66158326308529
21.982,4.45771304653616,6.22305764411028,5.73668480343321
23.275,4.47959891376548,5.61654135338346,5.70089662043068
24.567,4.45637967412964,7.13032581453634,5.56985209594605
25.86,4.46080959637401,6.7719298245614,5.57406697831251
27.155,4.42881842691361,5.76190476190476,5.53981147980688
28.452,3.41090337201579,13.5989974937343,11.8166142999464
29.742,3.37430645098269,14.2155388471178,11.62717449613
31.032,3.36278474582894,13.0852130325815,11.4522185608093
32.325,3.34917262532724,13.4962406015038,11.4684650164764
33.62,3.35110186379088,12.4335839598997,11.5100774005671
34.912,3.35575157269566,12.9573934837093,11.4872404015633
36.205,3.35880416520142,12.3032581453634,11.5634148210591
37.5,3.37724182393623,13.4360902255639,11.6127672618591
38.792,3.34900656429492,13.4636591478697,11.3832477584489
40.085,3.34590513030907,11.922305764411,11.3390298107135
41.377,3.34016625639823,13.0451127819549,11.2354969729481
42.672,3.34472316649084,13.9172932330827,11.4629473522875
43.965,3.343218848904,13.5288220551378,11.2741972564947
45.257,3.33179971085844,12.0651629072682,11.3752011648402
46.55,3.33111593013715,13.1203007518797,11.4353590313434
47.842,3.33664966983159,13.8020050125313,11.4247835083148
49.137,3.34849861290197,14.1303258145363,11.4160472066825
50.43,3.31935490173094,13.2055137844612,11.2517434286152
51.722,3.29353241120619,13.4636591478697,11.2915932255345
53.015,3.31709354120267,13.6917293233083,11.4758985362863
