Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,11.0346074798712,83.2894736842105,35.7725361980383
1.295,10.9515436350377,77.9947368421053,34.9472209248015
2.587,10.8306679140485,84.4947368421053,34.6137319009809
3.88,10.70711081318,83.3684210526316,33.4314572629612
5.172,10.6408497911618,84.7263157894737,33.6356842596917
6.467,10.6447171659877,76.9947368421053,33.6815740308267
7.76,10.639199711236,83.5894736842105,33.6188696870621
9.052,10.6167910365301,70.5368421052632,33.5058383932742
10.345,10.6708090548136,69.2210526315789,33.897594581971
11.64,10.6451591516821,63.9947368421053,33.6223727230266
12.935,,,
14.225,,,
15.517,,,
16.81,,,
18.105,,,
19.397,,,
20.69,,,
21.985,,,
23.277,,,
24.57,,,
25.862,,,
27.157,,,
28.452,11.1465035248359,61.8789473684211,36.0573330219524
29.742,11.0369500040515,63.0947368421053,35.295422699673
31.035,10.9209508585572,61.0526315789474,34.4840028024288
32.327,10.875139041333,61.4105263157895,34.5924801494629
33.622,10.8148006276197,63.0789473684211,33.6659271368519
34.915,10.8217987344476,61.0105263157895,34.2310836057917
36.207,10.8175630382097,63.6526315789474,33.3459831854274
37.5,10.8321485661247,64.5526315789474,33.4255021018216
38.795,10.7603406236418,71.5684210526316,34.0082905184493
40.087,10.8205169759339,67.2315789473684,33.4397477814106
41.38,10.8418501521167,65.4315789473684,33.8775105091079
42.675,10.7816369676835,69.4315789473684,33.288650163475
43.967,10.695751780834,72.2684210526316,33.1498131714152
45.26,10.5858667707789,74.8263157894737,32.5945819710416
46.552,10.6702418398391,71.9736842105263,32.7197571228398
47.848,10.630816715899,68.6947368421053,32.8371088276506
49.14,10.6744407039359,71.0368421052632,32.6005371321812
50.433,10.6069568548298,68.9526315789474,32.7891172349369
51.725,10.5930269390281,73.1842105263158,32.4023820644559
53.018,10.5829422987676,71.2526315789474,32.7455628211116
