Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,7.04472496325845,34.2788177339901,28.7601874490628
1.293,7.0281020365316,34.9645320197044,29.0224803042651
2.585,7.05734306109595,35.9901477832512,29.3086797066015
3.878,7.02497375603611,34.984236453202,28.7543466449334
5.17,7.00753726642872,35.264039408867,28.5048899755501
6.465,6.99488767583456,34.2334975369458,28.7015756587884
7.758,7.04932290573168,35.248275862069,29.3207008964955
9.05,7.06106970396809,34.5684729064039,29.2251426242869
10.345,7.00461893764434,35.2108374384236,28.9516435751155
11.638,7.04790048288894,34.9950738916256,29.0442135289324
12.933,,,
14.223,,,
15.518,,,
16.81,,,
18.103,,,
19.395,,,
20.688,,,
21.983,,,
23.275,,,
24.568,,,
25.86,,,
27.155,,,
28.45,3.70428826369935,11.3310344827586,10.4212170605814
29.74,3.7725803065295,11.9733990147783,10.887394729693
31.035,3.82128385471342,12.7054187192118,11.0405460472698
32.328,3.86680138568129,12.7546798029557,11.4817305080141
33.62,3.90931660718035,13.4591133004926,11.6617087747895
34.913,3.919829939114,13.6689655172414,11.6443901113828
36.208,3.96658093638463,14.4049261083744,11.888141809291
37.5,4.00777871089649,13.912315270936,12.0020374898126
38.793,4.03292567709427,14.8847290640394,12.2410350448248
40.085,4.0329414234726,14.8896551724138,12.0861858190709
41.378,4.06742074322906,14.5004926108374,12.1604862809019
42.673,4.10755301280705,15.6985221674877,12.4142895952187
43.965,4.11051333193365,15.1054187192118,12.4290274381961
45.258,4.10765798866261,15.6591133004926,12.3490899212171
46.55,4.13798551333193,16.0246305418719,12.4894050529747
47.845,4.14838337182448,15.9536945812808,12.4182287421896
49.138,4.13145076632375,16.0807881773399,12.3651860907362
50.43,4.16693260550074,16.0423645320197,12.5451643575115
51.725,4.19214255721184,17.7871921182266,12.6259847867427
53.018,4.18505143816922,18.2866995073892,12.5823825047541
